"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P46","Wado de Pedro por el Frente de Todos",0.066,0.033,0.092
"P46","No sabe",0.075,0.123,0.123
"P47","Patricia Bullrich por Juntos por el Cambio",0.874,0.941,0.863
"P47","Cristina Fernández de Kirchner por el Frente de Todos",0.003,0.01,0.056
"P47","No sabe",0.123,0.049,0.081
"P48","Muy buena",0.077,0.104,0.126
"P48","Buena",0.017,0.018,0.039
"P48","Ni buena ni mala",0.067,0.027,0.038
"P48","Mala",0.071,0.084,0.067
"P48","Muy mala",0.768,0.764,0.727
"P48","No sabe",0,0.003,0.003
"P49","Muy buena",0.026,0.008,0.015
"P49","Buena",0.004,0.019,0.008
"P49","Ni buena ni mala",0.045,0.023,0.055
"P49","Mala",0.17,0.158,0.09
"P49","Muy mala",0.753,0.779,0.83
"P49","No sabe",0.002,0.013,0.002
"P50","Muy buena",0.027,0.012,0.042
"P50","Buena",0.006,0.016,0.007
"P50","Ni buena ni mala",0.023,0.025,0.013
"P50","Mala",0.058,0.077,0.037
"P50","Muy mala",0.886,0.867,0.898
"P50","No sabe",0,0.003,0.003
"P51","Muy buena",0.37,0.332,0.336
"P51","Buena",0.326,0.337,0.296
"P51","Ni buena ni mala",0.172,0.116,0.158
"P51","Mala",0.029,0.061,0.05
"P51","Muy mala",0.103,0.152,0.16
"P51","No sabe",0,0.002,0
"P52","Muy buena",0.386,0.279,0.282
"P52","Buena",0.271,0.387,0.353
"P52","Ni buena ni mala",0.249,0.263,0.239
"P52","Mala",0.047,0.045,0.06
"P52","Muy mala",0.043,0.02,0.06
"P52","No sabe",0.004,0.006,0.006
"P53","Muy buena",0.083,0.027,0.057
"P53","Buena",0.051,0.074,0.067
"P53","Ni buena ni mala",0.135,0.124,0.086
"P53","Mala",0.067,0.18,0.169
"P53","Muy mala",0.664,0.588,0.619
"P53","No sabe",0,0.007,0.002
"P54","Muy buena",0.548,0.501,0.447
"P54","Buena",0.24,0.313,0.236
"P54","Ni buena ni mala",0.103,0.067,0.103
"P54","Mala",0.012,0.022,0.063
"P54","Muy mala",0.074,0.077,0.149
"P54","No sabe",0.023,0.02,0.002
"P55","Muy buena",0.396,0.119,0.084
"P55","Buena",0.287,0.358,0.118
"P55","Ni buena ni mala",0.266,0.429,0.353
"P55","Mala",0.022,0.059,0.209
"P55","Muy mala",0.028,0.023,0.198
"P55","No sabe",0.001,0.012,0.038
"P56","Muy buena",0.475,0.348,0.305
"P56","Buena",0.275,0.354,0.359
"P56","Ni buena ni mala",0.158,0.236,0.198
"P56","Mala",0.075,0.037,0.057
"P56","Muy mala",0.014,0.016,0.075
"P56","No sabe",0.003,0.009,0.006
"P57","Muy buena",0.07,0.069,0.039
"P57","Buena",0.072,0.051,0.095
"P57","Ni buena ni mala",0.256,0.17,0.125
"P57","Mala",0.132,0.176,0.222
"P57","Muy mala",0.4,0.486,0.488
"P57","No sabe",0.07,0.048,0.031
"P58","Muy buena",0.118,0.065,0.107
"P58","Buena",0.149,0.186,0.186
"P58","Ni buena ni mala",0.359,0.349,0.286
"P58","Mala",0.175,0.182,0.227
"P58","Muy mala",0.158,0.178,0.171
"P58","No sabe",0.041,0.04,0.023
"P59","Muy buena",0.105,0.089,0.113
"P59","Buena",0.186,0.211,0.254
"P59","Ni buena ni mala",0.387,0.385,0.323
"P59","Mala",0.127,0.154,0.14
"P59","Muy mala",0.089,0.098,0.124
"P59","No sabe",0.106,0.063,0.046
"P60","Siempre",0.282,0.283,0.309
"P60","Casi siempre",0.302,0.389,0.384
"P60","Casi nunca",0.275,0.201,0.234
"P60","Nunca, pero esta es una excepción",0.141,0.127,0.073
"P61","Si",0.609,0.528,0.555
"P61","No",0.391,0.472,0.445
