"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P13","Más iluminación en espacios públicos",0.119,0.175,0.179,0.132,0.122,0.102,0.099,0.102,0.089
"P13","Capacitación a las fuerzas de seguridad para la prevención del delito",0.063,0.118,0.118,0.126,0.106,0.053,0.073,0.041,0.02
"P13","Mayor inversión en equipamiento y tecnología para las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0,0,0.051,0.069,0.041,0.062,0.054,0.047,0.158
"P13","Todas las anteriores",0.213,0.397,0.223,0.271,0.268,0.202,0.206,0.167,0.167
"P13","No sabe",0.016,0.037,0.045,0.054,0.044,0.039,0.045,0.043,0.124
"P14","Mayor presencia de policía en las calles",0.245,0.042,0.168,0.182,0.194,0.191,0.219,0.258,0.226
"P14","Presencia de Gendarmería en las calles",0.101,0.219,0.171,0.093,0.112,0.116,0.139,0.144,0.068
"P14","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.071,0.095,0.068,0.082,0.089,0.102,0.111,0.096,0.09
"P14","Más iluminación en espacios públicos",0.054,0.029,0.122,0.085,0.091,0.086,0.063,0.095,0.05
"P14","Capacitación a las fuerzas de seguridad para la prevención del delito",0.19,0,0.133,0.077,0.099,0.077,0.07,0.062,0.038
"P14","Mayor inversión en equipamiento y tecnología ara las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0,0.233,0.042,0.062,0.042,0.066,0.051,0.071,0.105
"P14","Todas las anteriores",0.246,0.284,0.192,0.289,0.219,0.238,0.239,0.186,0.165
"P14","No sabe",0.093,0.098,0.104,0.13,0.154,0.124,0.108,0.088,0.258
"P15","El Gobierno Nacional",0.034,0,0.046,0.066,0.104,0.138,0.117,0.198,0.143
"P15","El Gobierno Provincial",0.383,0.355,0.289,0.303,0.25,0.193,0.252,0.223,0.089
"P15","El Municipio",0.3,0.155,0.212,0.214,0.187,0.195,0.185,0.148,0.166
"P15","Todos los niveles de gobierno son igualmente responsables",0.283,0.446,0.391,0.373,0.412,0.405,0.415,0.39,0.437
"P15","No sabe",0,0.044,0.062,0.044,0.047,0.069,0.031,0.041,0.165
