"var","categoria","Gobierno nacional","Gobierno provincial","No sabe"
"P33","No sabe",0,0,0.044
"P34","Muy buena",0.198,0,0.005
"P34","Buena",0.228,0,0.052
"P34","Ni buena ni mala",0.263,0,0.48
"P34","Mala",0.216,0,0.222
"P34","Muy mala",0.038,0,0.196
"P34","No sabe",0.057,0,0.045
"P35","Muy buena",0.011,0,0.124
"P35","Buena",0.064,0,0.165
"P35","Ni buena ni mala",0.334,0,0.246
"P35","Mala",0.251,0,0.134
"P35","Muy mala",0.204,0,0.211
"P35","No sabe",0.136,0,0.12
"P36","Muy buena",0.579,0,0.117
"P36","Buena",0.143,0,0.14
"P36","Ni buena ni mala",0.078,0,0.139
"P36","Mala",0.072,0,0.221
"P36","Muy mala",0.119,0,0.337
"P36","No sabe",0.009,0,0.046
"P37","Muy buena",0.05,0,0.207
"P37","Buena",0.044,0,0.203
"P37","Ni buena ni mala",0.017,0,0.051
"P37","Mala",0.254,0,0.141
"P37","Muy mala",0.632,0,0.346
"P37","No sabe",0.003,0,0.052
"P38","Muy buena",0.153,0,0.055
"P38","Buena",0.272,0,0.124
"P38","Ni buena ni mala",0.289,0,0.191
"P38","Mala",0.142,0,0.153
"P38","Muy mala",0.144,0,0.437
"P38","No sabe",0,0,0.04
"P39","Muy buena",0.514,0,0.151
"P39","Buena",0.2,0,0.066
"P39","Ni buena ni mala",0.105,0,0.177
"P39","Mala",0.052,0,0.316
"P39","Muy mala",0.115,0,0.25
"P39","No sabe",0.014,0,0.04
"P40","Muy buena",0.069,0,0.186
"P40","Buena",0.004,0,0.209
"P40","Ni buena ni mala",0.053,0,0.191
"P40","Mala",0.239,0,0.089
"P40","Muy mala",0.622,0,0.285
"P40","No sabe",0.013,0,0.04
"P41","Muy buena",0.037,0,0.268
"P41","Buena",0.064,0,0.094
"P41","Ni buena ni mala",0.057,0,0.03
"P41","Mala",0.161,0,0.19
"P41","Muy mala",0.675,0,0.296
"P41","No sabe",0.006,0,0.122
"P42","Muy buena",0.046,0,0.185
"P42","Buena",0.052,0,0.235
"P42","Ni buena ni mala",0.112,0,0.166
"P42","Mala",0.155,0,0.079
"P42","Muy mala",0.635,0,0.289
"P42","No sabe",0,0,0.046
"P43","Muy buena",0.005,0,0.074
"P43","Buena",0.135,0,0.215
"P43","Ni buena ni mala",0.332,0,0.373
"P43","Mala",0.21,0,0.112
"P43","Muy mala",0.304,0,0.158
"P43","No sabe",0.014,0,0.068
