"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.018,0,0,0,0.014,0
"DIPUTADOS","En blanco",0.018,0.013,0.081,0.2,0.191,0.199
"DIPUTADOS","No sabe",0.032,0.018,0.08,0.248,0.078,0.03
"P14_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.791,0.448,0.345,0.159,0.059,0.529
"P14_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.055,0.156,0.162,0.086,0.235,0.016
"P14_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.054,0.109,0.024,0,0.026,0
"P14_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.084,0.282,0.456,0.719,0.656,0.413
"P14_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.014,0,0,0,0,0.01
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.002,0.005,0.01,0.036,0.02,0.032
"P14_imputada","En blanco",0,0,0.003,0,0.004,0
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.823,0.533,0.345,0.159,0.085,0.529
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.055,0.165,0.186,0.086,0.235,0.016
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.087,0.282,0.456,0.719,0.656,0.413
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.014,0,0,0,0,0.01
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.013,0.012,0.01,0.036,0.02,0.032
"PRESIDENTE_imputada","En blanco",0.008,0.008,0.003,0,0.004,0
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.781,0.403,0.295,0.071,0.151,0.529
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.042,0.09,0.337,0.233,0.299,0.026
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.062,0.222,0.08,0.172,0.052,0.032
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.079,0.272,0.207,0.324,0.293,0.201
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.018,0,0,0,0.014,0
"DIPUTADOS_imputada","En blanco",0.018,0.013,0.081,0.2,0.191,0.212
