"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P67","Muy positiva",0.557,0.312,0.146,0.17,0.136
"P67","Positiva",0.179,0.278,0.194,0.197,0.138
"P67","Neutral",0.121,0.197,0.333,0.268,0.277
"P67","Algo negativa",0.052,0.075,0.127,0.104,0.164
"P67","Negativa",0.062,0.056,0.104,0.137,0.19
"P67","No sabe",0.029,0.082,0.096,0.124,0.095
"P68","Muy positivo",0.461,0.262,0.089,0.068,0.032
"P68","Positivo",0.287,0.312,0.192,0.174,0.114
"P68","Neutral",0.103,0.224,0.352,0.359,0.366
"P68","Algo negativo",0.038,0.06,0.125,0.113,0.135
"P68","Negativo",0.065,0.053,0.121,0.129,0.251
"P68","No sabe",0.046,0.089,0.121,0.157,0.102
"P69","Muy positivo",0.402,0.157,0.06,0.05,0.006
"P69","Positivo",0.224,0.273,0.138,0.103,0.092
"P69","Neutral",0.214,0.378,0.487,0.474,0.449
"P69","Algo negativo",0.024,0.053,0.09,0.108,0.13
"P69","Negativo",0.072,0.033,0.079,0.083,0.209
"P69","No sabe",0.064,0.106,0.146,0.182,0.114
"P70","Muy positiva",0.647,0.494,0.262,0.202,0.107
"P70","Positiva",0.156,0.243,0.232,0.198,0.16
"P70","Neutral",0.108,0.157,0.271,0.305,0.306
"P70","Algo negativa",0.017,0.04,0.102,0.113,0.11
"P70","Negativa",0.058,0.041,0.09,0.121,0.257
"P70","No sabe",0.014,0.025,0.043,0.061,0.06
"P71","Muy positivo",0.673,0.502,0.252,0.198,0.098
"P71","Positivo",0.169,0.243,0.242,0.194,0.192
"P71","Neutral",0.069,0.135,0.246,0.312,0.278
"P71","Algo negativo",0.017,0.03,0.116,0.125,0.136
"P71","Negativo",0.062,0.062,0.095,0.14,0.242
"P71","No sabe",0.01,0.028,0.049,0.031,0.054
"P72","Muy positivo",0.621,0.466,0.228,0.192,0.101
"P72","Positivo",0.197,0.254,0.265,0.218,0.19
"P72","Neutral",0.096,0.172,0.324,0.358,0.363
"P72","Algo negativo",0.02,0.029,0.053,0.087,0.089
"P72","Negativo",0.051,0.056,0.092,0.106,0.192
"P72","No sabe",0.015,0.023,0.038,0.039,0.065
"P73","Muy positiva",0.531,0.344,0.147,0.114,0.049
"P73","Positiva",0.248,0.334,0.234,0.173,0.159
"P73","Neutral",0.07,0.159,0.277,0.336,0.289
"P73","Algo negativa",0.042,0.051,0.108,0.121,0.132
"P73","Negativa",0.089,0.071,0.13,0.166,0.297
"P73","No sabe",0.02,0.041,0.104,0.09,0.074
"P74","Muy positivo",0.477,0.311,0.122,0.104,0.047
"P74","Positivo",0.265,0.332,0.211,0.166,0.142
"P74","Neutral",0.105,0.175,0.312,0.317,0.3
"P74","Algo negativo",0.042,0.07,0.128,0.149,0.115
"P74","Negativo",0.09,0.066,0.131,0.173,0.325
"P74","No sabe",0.021,0.046,0.096,0.091,0.071
"P75","Muy positivo",0.443,0.241,0.096,0.086,0.059
"P75","Positivo",0.243,0.319,0.173,0.158,0.114
"P75","Neutral",0.171,0.259,0.417,0.415,0.339
"P75","Algo negativo",0.032,0.068,0.1,0.1,0.117
"P75","Negativo",0.079,0.052,0.119,0.148,0.273
"P75","No sabe",0.032,0.061,0.095,0.093,0.098
"P76","Muy positiva",0.705,0.517,0.26,0.243,0.182
"P76","Positiva",0.124,0.233,0.245,0.22,0.19
"P76","Neutral",0.069,0.112,0.248,0.246,0.248
"P76","Algo negativa",0.014,0.046,0.084,0.097,0.09
"P76","Negativa",0.066,0.048,0.104,0.137,0.224
"P76","No sabe",0.022,0.044,0.059,0.057,0.066
"P77","Muy positivo",0.707,0.48,0.266,0.24,0.21
"P77","Positivo",0.166,0.269,0.253,0.198,0.196
"P77","Neutral",0.056,0.104,0.201,0.277,0.234
"P77","Algo negativo",0.034,0.057,0.109,0.106,0.085
"P77","Negativo",0.035,0.058,0.112,0.123,0.221
"P77","No sabe",0.002,0.032,0.059,0.056,0.054
"P78","Muy positivo",0.653,0.415,0.22,0.208,0.179
"P78","Positivo",0.129,0.258,0.212,0.194,0.206
"P78","Neutral",0.152,0.203,0.342,0.381,0.281
"P78","Algo negativo",0.031,0.046,0.063,0.074,0.077
"P78","Negativo",0.032,0.04,0.085,0.09,0.199
"P78","No sabe",0.003,0.038,0.078,0.053,0.058
"P79","Si",0.61,0.587,0.503,0.514,0.559
"P79","No",0.39,0.413,0.497,0.486,0.441
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.658,0.569,0.309,0.197,0.156
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.08,0.184,0.338,0.394,0.398
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.229,0.2,0.26,0.259,0.305
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.011,0.022,0.029,0.052,0.017
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.016,0.009,0.021,0.015,0.033
"PRESIDENTE","En blanco",0.005,0.008,0.02,0.042,0.041
"PRESIDENTE","No sabe",0.001,0.008,0.023,0.041,0.05
