"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.212,0.253,0.4,0.387,0.369
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.252,0.216,0.195,0.157,0.142
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.02,0.042,0.024,0.003,0.009
"P25","En blanco",0.039,0.123,0.151,0.211,0.303
"P25","No sabe",0.178,0.125,0.121,0.097,0.1
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.273,0.258,0.127,0.133,0.093
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.375,0.396,0.529,0.474,0.404
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.223,0.192,0.18,0.122,0.127
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.049,0.074,0.015,0.047,0.019
"P28","En blanco",0.062,0.067,0.117,0.179,0.303
"P28","No sabe",0.018,0.013,0.032,0.045,0.054
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0,0.35,0.304,0.22,0.362
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.4,0.35,0.286,0.247,0.406
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0,0.15,0.128,0.144,0.043
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.2,0,0.004,0.16,0.013
"P31","En blanco",0.2,0.05,0.013,0.225,0.156
"P31","No sabe",0.2,0.1,0.265,0.004,0.02
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.15,0.18,0.338,0.498,0.605
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.15,0.148,0.214,0.195,0.198
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.468,0.421,0.263,0.149,0.072
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.143,0.115,0.093,0.06,0.033
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.054,0.083,0.046,0.037,0.046
"P36","No sabe",0.035,0.053,0.046,0.061,0.046
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.748,0.682,0.436,0.23,0.138
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.107,0.188,0.382,0.542,0.631
"P37","En blanco",0.088,0.085,0.119,0.119,0.155
"P37","No sabe",0.057,0.045,0.063,0.109,0.076
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.253,0.279,0.364,0.459,0.432
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.101,0.129,0.239,0.302,0.405
"P38","En blanco",0.516,0.454,0.247,0.127,0.103
"P38","No sabe",0.13,0.138,0.15,0.112,0.06
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.74,0.708,0.448,0.233,0.14
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.106,0.157,0.323,0.434,0.561
"P39","En blanco",0.096,0.086,0.131,0.175,0.206
"P39","No sabe",0.058,0.049,0.098,0.158,0.093
"P40","Lo votaría",0.78,0.688,0.43,0.203,0.086
"P40","Puede que lo vote",0.048,0.056,0.117,0.106,0.113
"P40","Nunca lo votaría",0.132,0.224,0.403,0.639,0.746
"P40","No sabe",0.04,0.032,0.05,0.052,0.055
"P41","Lo votaría",0.184,0.18,0.319,0.391,0.46
"P41","Puede que lo vote",0.05,0.1,0.158,0.183,0.157
"P41","Nunca lo votaría",0.713,0.69,0.465,0.376,0.331
"P41","No sabe",0.053,0.03,0.058,0.05,0.052
"P42","Lo votaría",0.134,0.124,0.232,0.308,0.397
"P42","Puede que lo vote",0.034,0.114,0.146,0.229,0.181
"P42","Nunca lo votaría",0.796,0.733,0.568,0.401,0.351
"P42","No sabe",0.036,0.029,0.054,0.062,0.071
"P43","Lo votaría",0.188,0.11,0.107,0.085,0.082
"P43","Puede que lo vote",0.299,0.348,0.234,0.224,0.159
"P43","Nunca lo votaría",0.46,0.481,0.581,0.608,0.718
"P43","No sabe",0.053,0.061,0.078,0.083,0.041
"P44","Lo votaría",0.165,0.111,0.087,0.089,0.069
"P44","Puede que lo vote",0.223,0.302,0.296,0.246,0.197
"P44","Nunca lo votaría",0.55,0.512,0.54,0.546,0.674
"P44","No sabe",0.062,0.075,0.077,0.119,0.06
"P53","Sergio Massa y Javier Milei",0.697,0.639,0.449,0.309,0.264
"P53","Patricia Bullrich y Javier Milei",0.135,0.231,0.397,0.533,0.603
"P53","Sergio Massa y Patricia Bullrich",0.168,0.13,0.154,0.158,0.133
"P54","Muy buena",0.195,0.066,0.075,0.053,0.029
"P54","Buena",0.23,0.215,0.095,0.072,0.06
"P54","Regular",0.32,0.4,0.253,0.068,0.025
"P54","Mala",0.138,0.173,0.291,0.338,0.123
"P54","Muy mala",0.117,0.146,0.286,0.469,0.763
"P55","Muy buena",0.284,0.06,0.018,0.014,0.015
"P55","Buena",0.329,0.369,0.083,0.023,0.004
"P55","Regular",0.191,0.299,0.283,0.086,0.019
"P55","Mala",0.096,0.122,0.283,0.35,0.078
"P55","Muy mala",0.1,0.15,0.333,0.527,0.884
"P56","Muy buena",0.384,0.182,0.076,0.049,0.069
"P56","Buena",0.356,0.436,0.228,0.147,0.076
"P56","Regular",0.127,0.276,0.43,0.395,0.299
"P56","Mala",0.093,0.075,0.166,0.289,0.237
"P56","Muy mala",0.04,0.031,0.1,0.12,0.319
"P57","Muy buena",0.383,0.054,0.023,0.007,0.014
"P57","Buena",0.438,0.58,0.152,0.061,0.012
"P57","Regular",0.114,0.311,0.695,0.43,0.21
"P57","Mala",0.043,0.033,0.108,0.432,0.305
"P57","Muy mala",0.022,0.022,0.022,0.07,0.459
"P59","Muy buena",0.511,0.146,0.068,0.057,0.064
"P59","Buena",0.37,0.667,0.271,0.158,0.096
"P59","Regular",0.08,0.172,0.594,0.417,0.306
"P59","Mala",0.036,0.01,0.052,0.333,0.215
"P59","Muy mala",0.003,0.005,0.015,0.035,0.319
"P60","Ha aumentado significativamente",0.403,0.12,0.052,0.041,0.018
"P60","Ha aumentado ligeramente",0.348,0.366,0.224,0.104,0.087
"P60","Se mantiene igual",0.148,0.354,0.411,0.245,0.13
"P60","Ha disminuido ligeramente",0.058,0.124,0.206,0.345,0.181
"P60","Ha disminuido significativamente",0.043,0.036,0.107,0.265,0.584
"P61","Muy baja",0.149,0.034,0.034,0.065,0.032
"P61","Baja",0.058,0.103,0.084,0.04,0.04
"P61","Moderada",0.106,0.194,0.128,0.046,0.02
"P61","Alta",0.439,0.404,0.295,0.23,0.051
"P61","Muy alta",0.248,0.265,0.459,0.619,0.857
"P62","Muy bajas",0.107,0.032,0.039,0.053,0.065
"P62","Bajas",0.152,0.12,0.106,0.093,0.067
"P62","Adecuadas",0.403,0.377,0.259,0.2,0.125
"P62","Altas",0.199,0.35,0.372,0.367,0.201
"P62","Muy altas",0.139,0.121,0.224,0.287,0.542
"P63","No, ninguna dificultad",0.73,0.529,0.283,0.183,0.109
"P63","Alguna dificultad ocasional",0.094,0.308,0.411,0.315,0.264
"P63","Sí, dificultades frecuentes",0.176,0.163,0.306,0.502,0.627
"P64","Sí, absolutamente",0.744,0.611,0.44,0.361,0.283
"P64","Sí, en cierta medida",0.19,0.282,0.362,0.354,0.296
"P64","No, en absoluto",0.066,0.107,0.198,0.285,0.421
"P65","Reducir la inflación",0.517,0.46,0.423,0.459,0.377
"P65","Implementar reformas fiscales",0.128,0.145,0.124,0.095,0.077
"P65","Establecer políticas de control de precios",0.216,0.258,0.161,0.075,0.073
"P65","Reducir el gasto público",0.065,0.1,0.235,0.306,0.426
"P65","Estimular la inversión extranjera",0.044,0.028,0.048,0.048,0.033
"P65","Aumentar los subsidios a los servicios públicos",0.03,0.009,0.009,0.017,0.014
"P66","Fomentar la competencia entre proveedores",0.395,0.257,0.344,0.373,0.475
"P66","Incrementar la inversión en infraestructura",0.175,0.264,0.216,0.207,0.172
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.176,0.224,0.15,0.117,0.082
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.254,0.255,0.29,0.303,0.271
"P67","Muy positiva",0.582,0.358,0.213,0.137,0.122
"P67","Positiva",0.214,0.286,0.234,0.17,0.109
"P67","Neutral",0.099,0.17,0.303,0.291,0.298
"P67","Algo negativa",0.048,0.053,0.104,0.14,0.153
"P67","Negativa",0.034,0.04,0.07,0.14,0.22
"P67","No sabe",0.023,0.093,0.076,0.122,0.098
"P68","Muy positivo",0.512,0.255,0.152,0.07,0.042
"P68","Positivo",0.218,0.377,0.23,0.149,0.107
"P68","Neutral",0.191,0.198,0.327,0.336,0.349
"P68","Algo negativo",0.028,0.04,0.096,0.141,0.144
"P68","Negativo",0.034,0.041,0.08,0.154,0.252
"P68","No sabe",0.017,0.089,0.115,0.15,0.106
"P69","Muy positivo",0.36,0.196,0.094,0.059,0.016
"P69","Positivo",0.216,0.278,0.179,0.109,0.078
"P69","Neutral",0.33,0.345,0.46,0.452,0.449
"P69","Algo negativo",0.01,0.045,0.081,0.124,0.101
"P69","Negativo",0.037,0.025,0.05,0.085,0.236
"P69","No sabe",0.047,0.111,0.136,0.171,0.12
"P70","Muy positiva",0.659,0.523,0.339,0.194,0.137
"P70","Positiva",0.159,0.221,0.244,0.189,0.191
"P70","Neutral",0.147,0.137,0.236,0.307,0.292
"P70","Algo negativa",0.01,0.037,0.059,0.144,0.117
"P70","Negativa",0.024,0.041,0.071,0.126,0.224
"P70","No sabe",0.001,0.041,0.051,0.04,0.039
"P71","Muy positivo",0.628,0.547,0.342,0.17,0.142
"P71","Positivo",0.168,0.225,0.244,0.216,0.193
"P71","Neutral",0.137,0.112,0.223,0.277,0.276
"P71","Algo negativo",0.019,0.033,0.064,0.171,0.116
"P71","Negativo",0.043,0.051,0.079,0.123,0.246
"P71","No sabe",0.005,0.032,0.048,0.043,0.027
"P72","Muy positivo",0.564,0.501,0.311,0.159,0.166
"P72","Positivo",0.182,0.256,0.27,0.217,0.203
"P72","Neutral",0.193,0.161,0.268,0.369,0.317
"P72","Algo negativo",0.025,0.014,0.04,0.087,0.094
"P72","Negativo",0.035,0.048,0.072,0.112,0.188
"P72","No sabe",0.001,0.02,0.039,0.056,0.032
"P73","Muy positiva",0.552,0.346,0.219,0.114,0.08
"P73","Positiva",0.219,0.351,0.284,0.175,0.123
"P73","Neutral",0.134,0.145,0.258,0.287,0.283
"P73","Algo negativa",0.019,0.052,0.08,0.136,0.132
"P73","Negativa",0.054,0.049,0.089,0.19,0.3
"P73","No sabe",0.022,0.057,0.07,0.098,0.082
"P74","Muy positivo",0.506,0.327,0.19,0.075,0.082
"P74","Positivo",0.236,0.359,0.26,0.162,0.107
"P74","Neutral",0.161,0.154,0.272,0.318,0.296
"P74","Algo negativo",0.02,0.05,0.103,0.174,0.121
"P74","Negativo",0.048,0.056,0.088,0.19,0.325
"P74","No sabe",0.029,0.054,0.087,0.081,0.069
"P75","Muy positivo",0.46,0.278,0.133,0.074,0.085
"P75","Positivo",0.198,0.301,0.254,0.138,0.096
"P75","Neutral",0.262,0.253,0.379,0.393,0.34
"P75","Algo negativo",0.013,0.054,0.065,0.137,0.129
"P75","Negativo",0.042,0.053,0.085,0.154,0.267
"P75","No sabe",0.025,0.061,0.084,0.104,0.083
"P76","Muy positiva",0.701,0.554,0.334,0.242,0.195
"P76","Positiva",0.121,0.235,0.251,0.196,0.198
"P76","Neutral",0.142,0.094,0.21,0.243,0.244
"P76","Algo negativa",0.017,0.035,0.075,0.101,0.08
"P76","Negativa",0.018,0.041,0.076,0.131,0.252
"P76","No sabe",0.001,0.041,0.054,0.087,0.031
"P77","Muy positivo",0.706,0.549,0.321,0.242,0.195
"P77","Positivo",0.134,0.272,0.262,0.2,0.2
"P77","Neutral",0.071,0.087,0.196,0.223,0.244
"P77","Algo negativo",0.058,0.025,0.083,0.137,0.098
"P77","Negativo",0.028,0.045,0.073,0.131,0.241
"P77","No sabe",0.003,0.022,0.065,0.067,0.022
"P78","Muy positivo",0.655,0.442,0.288,0.201,0.187
"P78","Positivo",0.078,0.269,0.22,0.174,0.215
"P78","Neutral",0.222,0.192,0.311,0.363,0.28
"P78","Algo negativo",0.022,0.025,0.058,0.098,0.065
"P78","Negativo",0.019,0.032,0.056,0.101,0.205
"P78","No sabe",0.004,0.04,0.067,0.063,0.048
"P79","Si",0.618,0.577,0.533,0.5,0.554
"P79","No",0.382,0.423,0.467,0.5,0.446
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.704,0.653,0.403,0.196,0.106
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.097,0.166,0.266,0.395,0.399
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.1,0.128,0.229,0.295,0.41
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.027,0.024,0.032,0.031,0.025
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.025,0.005,0.029,0.017,0.011
"PRESIDENTE","En blanco",0.04,0.011,0.022,0.03,0.014
"PRESIDENTE","No sabe",0.007,0.013,0.019,0.036,0.035
