"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P40","Nunca lo votaría",0.11,0.279,0.582,0.715,0.796,0.546
"P40","No sabe",0.033,0.039,0.05,0.031,0.029,0.143
"P41","Lo votaría",0.137,0.257,0.374,0.482,0.465,0.355
"P41","Puede que lo vote",0.073,0.123,0.165,0.172,0.156,0.165
"P41","Nunca lo votaría",0.763,0.59,0.392,0.313,0.351,0.352
"P41","No sabe",0.027,0.03,0.069,0.033,0.028,0.128
"P42","Lo votaría",0.095,0.173,0.334,0.33,0.444,0.234
"P42","Puede que lo vote",0.071,0.136,0.166,0.192,0.211,0.197
"P42","Nunca lo votaría",0.816,0.66,0.442,0.426,0.302,0.423
"P42","No sabe",0.018,0.031,0.058,0.052,0.043,0.146
"P43","Lo votaría",0.143,0.118,0.094,0.056,0.058,0.079
"P43","Puede que lo vote",0.363,0.319,0.201,0.147,0.148,0.149
"P43","Nunca lo votaría",0.447,0.482,0.648,0.724,0.753,0.643
"P43","No sabe",0.047,0.081,0.057,0.073,0.041,0.129
"P44","Lo votaría",0.115,0.09,0.072,0.064,0.039,0.111
"P44","Puede que lo vote",0.244,0.3,0.275,0.298,0.192,0.183
"P44","Nunca lo votaría",0.598,0.53,0.567,0.54,0.715,0.514
"P44","No sabe",0.043,0.08,0.086,0.098,0.054,0.192
"P53","Sergio Massa y Javier Milei",0.71,0.565,0.332,0.247,0.21,0.345
"P53","Patricia Bullrich y Javier Milei",0.151,0.263,0.536,0.568,0.668,0.45
"P53","Sergio Massa y Patricia Bullrich",0.139,0.172,0.132,0.185,0.122,0.205
"P54","Muy buena",0.121,0.091,0.051,0.029,0.042,0.037
"P54","Buena",0.153,0.134,0.082,0.108,0.116,0.052
"P54","Regular",0.399,0.325,0.15,0.075,0.022,0.107
"P54","Mala",0.207,0.242,0.257,0.199,0.15,0.364
"P54","Muy mala",0.12,0.208,0.46,0.589,0.67,0.44
"P55","Muy buena",0.107,0.052,0.022,0.018,0.013,0.028
"P55","Buena",0.299,0.196,0.038,0.016,0.017,0.054
"P55","Regular",0.348,0.302,0.165,0.074,0.012,0.145
"P55","Mala",0.146,0.203,0.267,0.24,0.144,0.273
"P55","Muy mala",0.1,0.247,0.508,0.652,0.814,0.5
"P56","Muy buena",0.276,0.119,0.034,0.052,0.074,0.031
"P56","Buena",0.372,0.332,0.16,0.132,0.123,0.132
"P56","Regular",0.233,0.339,0.406,0.407,0.326,0.494
"P56","Mala",0.091,0.128,0.25,0.232,0.211,0.218
"P56","Muy mala",0.028,0.082,0.15,0.177,0.266,0.125
"P57","Muy buena",0.121,0.043,0.021,0.014,0.037,0.022
"P57","Buena",0.314,0.284,0.16,0.151,0.12,0.118
"P57","Regular",0.397,0.478,0.472,0.441,0.387,0.435
"P57","Mala",0.115,0.137,0.233,0.253,0.248,0.318
"P57","Muy mala",0.053,0.058,0.114,0.141,0.208,0.107
"P58","Muy buena",0.182,0.066,0.041,0.014,0.028,0.022
"P58","Buena",0.316,0.295,0.123,0.114,0.071,0.159
"P58","Regular",0.318,0.379,0.348,0.278,0.205,0.308
"P58","Mala",0.123,0.174,0.287,0.351,0.328,0.32
"P58","Muy mala",0.061,0.086,0.201,0.243,0.368,0.191
"P59","Muy buena",0.246,0.11,0.053,0.082,0.074,0.033
"P59","Buena",0.433,0.398,0.245,0.14,0.178,0.197
"P59","Regular",0.242,0.347,0.461,0.459,0.401,0.532
"P59","Mala",0.05,0.114,0.167,0.205,0.189,0.156
"P59","Muy mala",0.029,0.031,0.074,0.114,0.158,0.082
"P60","Ha aumentado significativamente",0.214,0.08,0.033,0.051,0.037,0.03
"P60","Ha aumentado ligeramente",0.29,0.328,0.192,0.119,0.116,0.123
"P60","Se mantiene igual",0.285,0.3,0.316,0.265,0.205,0.326
"P60","Ha disminuido ligeramente",0.131,0.196,0.237,0.274,0.22,0.252
"P60","Ha disminuido significativamente",0.08,0.096,0.222,0.291,0.422,0.269
"P61","Muy baja",0.081,0.034,0.028,0.019,0.022,0.065
"P61","Baja",0.09,0.098,0.063,0.028,0.022,0.095
"P61","Moderada",0.133,0.14,0.089,0.048,0.047,0.098
"P61","Alta",0.43,0.315,0.238,0.168,0.098,0.24
"P61","Muy alta",0.266,0.413,0.582,0.737,0.811,0.502
"P62","Muy bajas",0.053,0.022,0.039,0.052,0.069,0.044
"P62","Bajas",0.08,0.115,0.116,0.158,0.124,0.083
"P62","Adecuadas",0.345,0.318,0.208,0.156,0.225,0.222
"P62","Altas",0.341,0.324,0.345,0.354,0.223,0.306
"P62","Muy altas",0.181,0.221,0.292,0.28,0.359,0.345
"P63","No, ninguna dificultad",0.465,0.33,0.244,0.211,0.233,0.23
"P63","Alguna dificultad ocasional",0.237,0.349,0.387,0.352,0.3,0.321
"P63","Sí, dificultades frecuentes",0.298,0.321,0.369,0.437,0.467,0.449
"P64","Sí, absolutamente",0.764,0.54,0.323,0.262,0.194,0.333
"P64","Sí, en cierta medida",0.172,0.345,0.399,0.373,0.295,0.368
"P64","No, en absoluto",0.064,0.115,0.278,0.365,0.511,0.299
"P65","Reducir la inflación",0.577,0.465,0.403,0.285,0.295,0.417
"P65","Implementar reformas fiscales",0.103,0.152,0.121,0.084,0.106,0.075
"P65","Establecer políticas de control de precios",0.241,0.18,0.106,0.158,0.076,0.133
"P65","Reducir el gasto público",0.028,0.153,0.322,0.387,0.466,0.302
"P65","Estimular la inversión extranjera",0.033,0.045,0.04,0.038,0.04,0.041
"P65","Aumentar los subsidios a los servicios públicos",0.018,0.005,0.008,0.048,0.017,0.032
"P66","Fomentar la competencia entre proveedores",0.292,0.293,0.423,0.386,0.502,0.309
"P66","Incrementar la inversión en infraestructura",0.193,0.227,0.222,0.219,0.207,0.193
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.228,0.181,0.095,0.134,0.041,0.182
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.287,0.299,0.26,0.261,0.25,0.316
"P67","Muy positiva",0.556,0.227,0.126,0.104,0.095,0.087
"P67","Positiva",0.209,0.368,0.206,0.099,0.087,0.107
"P67","Neutral",0.119,0.233,0.435,0.381,0.171,0.227
"P67","Algo negativa",0.067,0.074,0.114,0.185,0.135,0.109
"P67","Negativa",0.008,0.039,0.071,0.158,0.413,0.048
"P67","No sabe",0.041,0.059,0.048,0.073,0.099,0.422
"P68","Muy positivo",0.501,0.124,0.054,0.022,0.034,0.032
"P68","Positivo",0.251,0.462,0.147,0.12,0.047,0.083
"P68","Neutral",0.15,0.262,0.505,0.385,0.213,0.218
"P68","Algo negativo",0.025,0.048,0.134,0.245,0.132,0.084
"P68","Negativo",0.014,0.037,0.085,0.179,0.454,0.029
"P68","No sabe",0.059,0.067,0.075,0.049,0.12,0.554
"P69","Muy positivo",0.37,0.086,0.029,0.025,0.018,0.024
"P69","Positivo",0.228,0.332,0.101,0.088,0.046,0.044
"P69","Neutral",0.281,0.433,0.64,0.499,0.339,0.231
"P69","Algo negativo",0.016,0.049,0.083,0.21,0.119,0.113
"P69","Negativo",0.017,0.016,0.049,0.121,0.363,0.041
"P69","No sabe",0.088,0.084,0.098,0.057,0.115,0.547
"P70","Muy positiva",0.786,0.398,0.16,0.081,0.046,0.22
"P70","Positiva",0.112,0.397,0.217,0.186,0.081,0.225
"P70","Neutral",0.07,0.15,0.448,0.286,0.246,0.164
"P70","Algo negativa",0.004,0.024,0.1,0.285,0.115,0.074
"P70","Negativa",0.015,0.012,0.056,0.124,0.47,0.077
"P70","No sabe",0.013,0.019,0.019,0.038,0.042,0.24
"P71","Muy positivo",0.833,0.395,0.129,0.058,0.044,0.187
"P71","Positivo",0.087,0.439,0.231,0.18,0.087,0.221
"P71","Neutral",0.041,0.124,0.448,0.287,0.218,0.181
"P71","Algo negativo",0.01,0.026,0.11,0.33,0.117,0.066
"P71","Negativo",0.018,0.009,0.061,0.109,0.511,0.081
"P71","No sabe",0.011,0.007,0.021,0.036,0.023,0.264
"P72","Muy positivo",0.817,0.323,0.103,0.074,0.046,0.141
"P72","Positivo",0.1,0.522,0.186,0.186,0.107,0.232
"P72","Neutral",0.072,0.125,0.604,0.369,0.275,0.162
"P72","Algo negativo",0.002,0.007,0.061,0.28,0.069,0.018
"P72","Negativo",0.005,0.016,0.04,0.061,0.469,0.116
"P72","No sabe",0.004,0.007,0.006,0.03,0.034,0.331
"P74","Muy positivo",0.758,0.061,0.026,0.034,0.002,0.027
"P74","Positivo",0.171,0.701,0.056,0.053,0.015,0.043
"P74","Neutral",0.042,0.16,0.753,0.145,0.067,0.09
"P74","Algo negativo",0.011,0.03,0.092,0.636,0.088,0.08
"P74","Negativo",0.01,0.021,0.038,0.118,0.814,0.029
"P74","No sabe",0.008,0.027,0.035,0.014,0.014,0.731
"P75","Muy positivo",0.592,0.073,0.02,0.023,0.021,0.045
"P75","Positivo",0.205,0.532,0.08,0.079,0.023,0.054
"P75","Neutral",0.164,0.3,0.709,0.333,0.163,0.175
"P75","Algo negativo",0.01,0.037,0.095,0.396,0.111,0.032
"P75","Negativo",0.011,0.029,0.034,0.116,0.649,0.067
"P75","No sabe",0.018,0.029,0.062,0.053,0.033,0.627
"P76","Muy positiva",0.763,0.397,0.2,0.121,0.173,0.141
"P76","Positiva",0.12,0.395,0.224,0.162,0.11,0.188
"P76","Neutral",0.085,0.14,0.369,0.275,0.134,0.164
"P76","Algo negativa",0.015,0.023,0.084,0.252,0.081,0.102
"P76","Negativa",0.004,0.017,0.088,0.154,0.467,0.038
"P76","No sabe",0.013,0.028,0.035,0.036,0.035,0.367
"P77","Muy positivo",0.74,0.408,0.192,0.14,0.135,0.179
"P77","Positivo",0.154,0.389,0.22,0.164,0.156,0.197
"P77","Neutral",0.069,0.13,0.364,0.194,0.138,0.131
"P77","Algo negativo",0.02,0.035,0.106,0.277,0.117,0.096
"P77","Negativo",0.006,0.023,0.084,0.203,0.423,0.042
"P77","No sabe",0.011,0.015,0.034,0.022,0.031,0.355
"P78","Muy positivo",0.647,0.339,0.151,0.154,0.133,0.178
"P78","Positivo",0.145,0.348,0.2,0.123,0.165,0.152
"P78","Neutral",0.181,0.235,0.475,0.334,0.251,0.164
"P78","Algo negativo",0.006,0.028,0.073,0.226,0.091,0.026
"P78","Negativo",0.006,0.019,0.069,0.134,0.332,0.052
"P78","No sabe",0.015,0.031,0.032,0.029,0.028,0.428
"P79","Si",0.615,0.566,0.477,0.467,0.512,0.633
"P79","No",0.385,0.434,0.523,0.533,0.488,0.367
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.724,0.562,0.213,0.157,0.089,0.313
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.085,0.155,0.394,0.525,0.469,0.297
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.131,0.191,0.292,0.25,0.367,0.218
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.031,0.042,0.028,0.023,0.022,0.047
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.008,0.016,0.024,0.005,0.007,0.005
"PRESIDENTE","En blanco",0.014,0.025,0.029,0.018,0.03,0.023
"PRESIDENTE","No sabe",0.007,0.009,0.02,0.022,0.016,0.097
