"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.639,0.459,0.259,0.242,0.121,0.308
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.229,0.345,0.442,0.406,0.483,0.356
"P39","En blanco",0.075,0.112,0.187,0.232,0.271,0.04
"P39","No sabe",0.057,0.084,0.112,0.12,0.125,0.296
"P40","Lo votaría",0.658,0.445,0.241,0.171,0.095,0.244
"P40","Puede que lo vote",0.066,0.098,0.139,0.109,0.075,0.184
"P40","Nunca lo votaría",0.24,0.404,0.571,0.678,0.807,0.386
"P40","No sabe",0.036,0.053,0.049,0.042,0.023,0.186
"P41","Lo votaría",0.18,0.286,0.407,0.462,0.572,0.33
"P41","Puede que lo vote",0.087,0.157,0.156,0.175,0.105,0.202
"P41","Nunca lo votaría",0.704,0.523,0.358,0.3,0.311,0.284
"P41","No sabe",0.029,0.034,0.079,0.063,0.012,0.184
"P42","Lo votaría",0.189,0.256,0.304,0.289,0.346,0.176
"P42","Puede que lo vote",0.096,0.16,0.176,0.211,0.189,0.158
"P42","Nunca lo votaría",0.689,0.556,0.455,0.442,0.404,0.479
"P42","No sabe",0.026,0.028,0.065,0.058,0.061,0.187
"P43","Lo votaría",0.155,0.078,0.077,0.046,0.056,0.156
"P43","Puede que lo vote",0.303,0.309,0.2,0.203,0.133,0.194
"P43","Nunca lo votaría",0.48,0.54,0.663,0.703,0.788,0.483
"P43","No sabe",0.062,0.073,0.06,0.048,0.023,0.167
"P44","Lo votaría",0.115,0.086,0.063,0.061,0.042,0.055
"P44","Puede que lo vote",0.231,0.317,0.238,0.315,0.262,0.192
"P44","Nunca lo votaría",0.588,0.515,0.619,0.565,0.654,0.508
"P44","No sabe",0.066,0.082,0.08,0.059,0.042,0.245
"P53","Sergio Massa y Javier Milei",0.636,0.486,0.322,0.269,0.141,0.349
"P53","Patricia Bullrich y Javier Milei",0.214,0.369,0.544,0.603,0.689,0.372
"P53","Sergio Massa y Patricia Bullrich",0.15,0.145,0.134,0.128,0.17,0.279
"P54","Muy buena",0.105,0.05,0.067,0.074,0.063,0.035
"P54","Buena",0.135,0.138,0.071,0.082,0.091,0.067
"P54","Regular",0.352,0.253,0.11,0.058,0.016,0.129
"P54","Mala",0.205,0.258,0.259,0.26,0.142,0.45
"P54","Muy mala",0.203,0.301,0.493,0.526,0.688,0.319
"P55","Muy buena",0.086,0.02,0.031,0.011,0.003,0.038
"P55","Buena",0.226,0.165,0.039,0.035,0.021,0.043
"P55","Regular",0.309,0.216,0.119,0.09,0.036,0.272
"P55","Mala",0.162,0.213,0.276,0.235,0.159,0.302
"P55","Muy mala",0.217,0.386,0.535,0.629,0.781,0.345
"P56","Muy buena",0.231,0.084,0.036,0.046,0.039,0.004
"P56","Buena",0.314,0.272,0.135,0.158,0.128,0.166
"P56","Regular",0.261,0.385,0.391,0.448,0.367,0.458
"P56","Mala",0.12,0.153,0.275,0.223,0.206,0.222
"P56","Muy mala",0.074,0.106,0.163,0.125,0.26,0.15
"P57","Muy buena",0.088,0.034,0.016,0.051,0.009,0.003
"P57","Buena",0.314,0.223,0.113,0.174,0.124,0.095
"P57","Regular",0.396,0.498,0.455,0.439,0.426,0.492
"P57","Mala",0.133,0.167,0.259,0.248,0.252,0.32
"P57","Muy mala",0.069,0.078,0.157,0.088,0.189,0.09
"P58","Muy buena",0.141,0.041,0.028,0.049,0.019,0.004
"P58","Buena",0.318,0.244,0.1,0.059,0.087,0.101
"P58","Regular",0.289,0.364,0.349,0.314,0.221,0.461
"P58","Mala",0.161,0.206,0.295,0.384,0.293,0.351
"P58","Muy mala",0.091,0.145,0.228,0.194,0.38,0.083
"P59","Muy buena",0.211,0.08,0.036,0.031,0.055,0.042
"P59","Buena",0.415,0.339,0.21,0.204,0.205,0.162
"P59","Regular",0.261,0.383,0.446,0.521,0.45,0.568
"P59","Mala",0.064,0.12,0.22,0.191,0.196,0.15
"P59","Muy mala",0.049,0.078,0.088,0.053,0.094,0.078
"P60","Ha aumentado significativamente",0.156,0.07,0.031,0.044,0.029,0.018
"P60","Ha aumentado ligeramente",0.291,0.238,0.18,0.22,0.12,0.156
"P60","Se mantiene igual",0.287,0.309,0.289,0.252,0.256,0.369
"P60","Ha disminuido ligeramente",0.153,0.227,0.277,0.231,0.211,0.139
"P60","Ha disminuido significativamente",0.113,0.156,0.223,0.253,0.384,0.318
"P61","Muy baja",0.063,0.035,0.026,0.015,0.007,0.08
"P61","Baja",0.076,0.062,0.092,0.05,0.033,0.158
"P61","Moderada",0.145,0.12,0.056,0.074,0.055,0.066
"P61","Alta",0.372,0.247,0.241,0.183,0.122,0.187
"P61","Muy alta",0.344,0.536,0.585,0.678,0.783,0.509
"P62","Muy bajas",0.048,0.024,0.056,0.048,0.07,0.009
"P62","Bajas",0.089,0.098,0.126,0.138,0.148,0.073
"P62","Adecuadas",0.31,0.286,0.22,0.218,0.203,0.208
"P62","Altas",0.357,0.305,0.303,0.389,0.234,0.302
"P62","Muy altas",0.196,0.287,0.295,0.207,0.345,0.408
"P63","No, ninguna dificultad",0.405,0.312,0.242,0.195,0.221,0.149
"P63","Alguna dificultad ocasional",0.281,0.352,0.335,0.42,0.322,0.292
"P63","Sí, dificultades frecuentes",0.314,0.336,0.423,0.385,0.457,0.559
"P64","Sí, absolutamente",0.647,0.456,0.343,0.209,0.183,0.37
"P64","Sí, en cierta medida",0.213,0.39,0.335,0.473,0.286,0.375
"P64","No, en absoluto",0.14,0.154,0.322,0.318,0.531,0.255
"P65","Reducir la inflación",0.494,0.415,0.444,0.367,0.303,0.435
"P65","Implementar reformas fiscales",0.108,0.165,0.099,0.118,0.097,0.152
"P65","Establecer políticas de control de precios",0.228,0.152,0.088,0.093,0.078,0.107
"P65","Reducir el gasto público",0.115,0.23,0.329,0.327,0.47,0.211
"P65","Estimular la inversión extranjera",0.043,0.026,0.034,0.071,0.032,0.021
"P65","Aumentar los subsidios a los servicios públicos",0.012,0.012,0.006,0.024,0.02,0.074
"P66","Fomentar la competencia entre proveedores",0.344,0.338,0.376,0.37,0.497,0.236
"P66","Incrementar la inversión en infraestructura",0.206,0.23,0.223,0.238,0.201,0.184
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.176,0.156,0.14,0.094,0.05,0.214
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.274,0.276,0.261,0.298,0.252,0.366
"P67","Muy positiva",0.433,0.153,0.131,0.089,0.075,0.162
"P67","Positiva",0.272,0.301,0.177,0.11,0.045,0.119
"P67","Neutral",0.141,0.282,0.437,0.396,0.148,0.307
"P67","Algo negativa",0.057,0.1,0.124,0.177,0.195,0.076
"P67","Negativa",0.036,0.06,0.089,0.132,0.475,0.023
"P67","No sabe",0.061,0.104,0.042,0.096,0.062,0.313
"P68","Muy positivo",0.363,0.12,0.035,0.021,0.009,0.026
"P68","Positivo",0.309,0.335,0.15,0.078,0.036,0.069
"P68","Neutral",0.185,0.294,0.536,0.328,0.178,0.281
"P68","Algo negativo",0.038,0.063,0.127,0.286,0.18,0.061
"P68","Negativo",0.035,0.07,0.068,0.21,0.527,0.03
"P68","No sabe",0.07,0.118,0.084,0.077,0.07,0.533
"P69","Muy positivo",0.254,0.074,0.029,0.041,0.009,0
"P69","Positivo",0.252,0.236,0.093,0.058,0.037,0.061
"P69","Neutral",0.331,0.462,0.635,0.497,0.357,0.238
"P69","Algo negativo",0.034,0.064,0.097,0.221,0.104,0.113
"P69","Negativo",0.031,0.049,0.049,0.127,0.395,0.026
"P69","No sabe",0.098,0.115,0.097,0.056,0.098,0.562
"P70","Muy positiva",0.588,0.313,0.169,0.16,0.043,0.206
"P70","Positiva",0.188,0.344,0.161,0.223,0.095,0.159
"P70","Neutral",0.143,0.2,0.468,0.231,0.229,0.166
"P70","Algo negativa",0.024,0.061,0.103,0.232,0.145,0.052
"P70","Negativa",0.033,0.058,0.07,0.125,0.437,0.126
"P70","No sabe",0.024,0.024,0.029,0.029,0.051,0.291
"P71","Muy positivo",0.641,0.303,0.13,0.123,0.03,0.138
"P71","Positivo",0.17,0.377,0.199,0.212,0.076,0.147
"P71","Neutral",0.104,0.168,0.455,0.277,0.217,0.236
"P71","Algo negativo",0.031,0.078,0.119,0.239,0.139,0.02
"P71","Negativo",0.038,0.057,0.068,0.136,0.514,0.085
"P71","No sabe",0.016,0.017,0.029,0.013,0.024,0.374
"P72","Muy positivo",0.569,0.262,0.121,0.117,0.055,0.086
"P72","Positivo",0.208,0.37,0.227,0.21,0.093,0.212
"P72","Neutral",0.158,0.253,0.48,0.376,0.337,0.27
"P72","Algo negativo",0.016,0.03,0.071,0.158,0.108,0.022
"P72","Negativo",0.033,0.071,0.071,0.109,0.389,0.053
"P72","No sabe",0.016,0.014,0.03,0.03,0.018,0.357
"P73","Muy positiva",0.475,0.153,0.088,0.053,0.014,0.057
"P73","Positiva",0.274,0.404,0.173,0.099,0.051,0.08
"P73","Neutral",0.13,0.23,0.49,0.301,0.191,0.181
"P73","Algo negativa",0.033,0.06,0.091,0.276,0.162,0.041
"P73","Negativa",0.053,0.094,0.107,0.193,0.555,0.095
"P73","No sabe",0.035,0.059,0.051,0.078,0.027,0.546
"P74","Muy positivo",0.446,0.111,0.063,0.048,0.004,0.047
"P74","Positivo",0.27,0.405,0.129,0.084,0.035,0.051
"P74","Neutral",0.136,0.268,0.535,0.276,0.17,0.19
"P74","Algo negativo",0.051,0.072,0.122,0.335,0.143,0.14
"P74","Negativo",0.057,0.084,0.1,0.183,0.601,0.07
"P74","No sabe",0.04,0.06,0.051,0.074,0.047,0.502
"P75","Muy positivo",0.384,0.067,0.051,0.026,0.016,0.053
"P75","Positivo",0.245,0.357,0.111,0.084,0.019,0.114
"P75","Neutral",0.224,0.368,0.619,0.381,0.267,0.182
"P75","Algo negativo",0.048,0.078,0.082,0.259,0.115,0.067
"P75","Negativo",0.061,0.062,0.084,0.156,0.536,0.043
"P75","No sabe",0.038,0.068,0.053,0.094,0.047,0.541
"P76","Muy positiva",0.864,0.152,0.058,0.036,0.039,0.058
"P76","Positiva",0.067,0.7,0.13,0.094,0.024,0.062
"P76","Neutral",0.034,0.094,0.712,0.239,0.066,0.032
"P76","Algo negativa",0.006,0.021,0.044,0.503,0.071,0.132
"P76","Negativa",0.009,0.013,0.037,0.103,0.798,0.017
"P76","No sabe",0.02,0.02,0.019,0.025,0.002,0.699
"P78","Muy positivo",0.76,0.076,0.035,0.052,0.038,0.034
"P78","Positivo",0.091,0.672,0.07,0.066,0.031,0.025
"P78","Neutral",0.128,0.223,0.798,0.242,0.202,0.138
"P78","Algo negativo",0.006,0.005,0.024,0.542,0.052,0.03
"P78","Negativo",0.001,0.002,0.035,0.059,0.669,0.007
"P78","No sabe",0.014,0.022,0.038,0.039,0.008,0.766
"P79","Si",0.626,0.458,0.526,0.475,0.551,0.485
"P79","No",0.374,0.542,0.474,0.525,0.449,0.515
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.626,0.4,0.218,0.149,0.111,0.273
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.12,0.242,0.392,0.496,0.558,0.342
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.187,0.259,0.272,0.268,0.291,0.177
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.025,0.039,0.051,0.033,0.015,0.037
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.011,0.015,0.017,0.012,0.008,0.041
"PRESIDENTE","En blanco",0.021,0.022,0.032,0.037,0.015,0.019
"PRESIDENTE","No sabe",0.01,0.023,0.018,0.005,0.002,0.111
