"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P73","No sabe",0.041,0.072,0.061,0.056,0.055,0.55
"P74","Muy positivo",0.494,0.069,0.025,0.022,0.041,0.057
"P74","Positivo",0.3,0.428,0.106,0.086,0.015,0.062
"P74","Neutral",0.124,0.275,0.489,0.342,0.119,0.168
"P74","Algo negativo",0.02,0.096,0.146,0.337,0.128,0.116
"P74","Negativo",0.018,0.064,0.167,0.159,0.647,0.083
"P74","No sabe",0.044,0.068,0.067,0.054,0.05,0.514
"P75","Muy positivo",0.416,0.041,0.031,0.025,0.04,0.053
"P75","Positivo",0.281,0.381,0.066,0.082,0.025,0.103
"P75","Neutral",0.218,0.36,0.569,0.412,0.225,0.191
"P75","Algo negativo",0.025,0.067,0.108,0.291,0.124,0.056
"P75","Negativo",0.018,0.054,0.149,0.132,0.536,0.096
"P75","No sabe",0.042,0.097,0.077,0.058,0.05,0.501
"P76","Muy positiva",0.687,0.241,0.176,0.155,0.158,0.194
"P76","Positiva",0.163,0.422,0.171,0.234,0.1,0.071
"P76","Neutral",0.094,0.188,0.382,0.255,0.112,0.163
"P76","Algo negativa",0.024,0.064,0.068,0.212,0.114,0.071
"P76","Negativa",0.009,0.041,0.137,0.136,0.478,0.063
"P76","No sabe",0.023,0.044,0.066,0.008,0.038,0.438
"P77","Muy positivo",0.669,0.281,0.172,0.129,0.124,0.16
"P77","Positivo",0.205,0.402,0.181,0.209,0.12,0.112
"P77","Neutral",0.069,0.165,0.381,0.246,0.113,0.146
"P77","Algo negativo",0.03,0.084,0.109,0.235,0.106,0.031
"P77","Negativo",0.009,0.037,0.107,0.171,0.502,0.073
"P77","No sabe",0.018,0.031,0.05,0.01,0.035,0.478
"P78","Muy positivo",0.586,0.246,0.142,0.122,0.091,0.147
"P78","Positivo",0.179,0.357,0.157,0.188,0.165,0.104
"P78","Neutral",0.182,0.268,0.455,0.411,0.249,0.206
"P78","Algo negativo",0.013,0.064,0.083,0.15,0.083,0.033
"P78","Negativo",0.008,0.028,0.104,0.114,0.374,0.052
"P78","No sabe",0.032,0.037,0.059,0.015,0.038,0.458
"P79","Si",0.62,0.527,0.49,0.484,0.486,0.557
"P79","No",0.38,0.473,0.51,0.516,0.514,0.443
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.693,0.426,0.166,0.131,0.095,0.193
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.113,0.206,0.438,0.533,0.478,0.357
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.121,0.285,0.279,0.302,0.353,0.224
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.033,0.029,0.041,0.015,0.02,0.021
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.009,0.027,0.01,0.002,0.005,0.042
"PRESIDENTE","En blanco",0.019,0.012,0.037,0.013,0.032,0.014
"PRESIDENTE","No sabe",0.012,0.015,0.029,0.004,0.017,0.149
