"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P74","Negativo",0.154,0.113,0.107,0.137
"P74","No sabe",0.059,0.078,0.112,0.125
"P75","Muy positivo",0.181,0.11,0.148,0.129
"P75","Positivo",0.202,0.246,0.194,0.182
"P75","Neutral",0.326,0.388,0.368,0.365
"P75","Algo negativo",0.092,0.078,0.068,0.078
"P75","Negativo",0.13,0.089,0.096,0.153
"P75","No sabe",0.069,0.089,0.126,0.093
"P76","Muy positiva",0.382,0.308,0.291,0.338
"P76","Positiva",0.204,0.285,0.224,0.195
"P76","Neutral",0.182,0.243,0.21,0.212
"P76","Algo negativa",0.073,0.052,0.07,0.065
"P76","Negativa",0.119,0.071,0.088,0.094
"P76","No sabe",0.04,0.041,0.117,0.096
"P77","Muy positivo",0.373,0.29,0.333,0.339
"P77","Positivo",0.218,0.278,0.255,0.219
"P77","Neutral",0.166,0.245,0.171,0.195
"P77","Algo negativo",0.083,0.077,0.103,0.095
"P77","Negativo",0.12,0.085,0.056,0.076
"P77","No sabe",0.04,0.025,0.082,0.076
"P78","Muy positivo",0.322,0.233,0.318,0.299
"P78","Positivo",0.192,0.277,0.222,0.227
"P78","Neutral",0.285,0.332,0.248,0.283
"P78","Algo negativo",0.057,0.052,0.087,0.048
"P78","Negativo",0.096,0.066,0.037,0.072
"P78","No sabe",0.048,0.04,0.088,0.071
"P79","Si",0.545,0.553,0.531,0.533
"P79","No",0.455,0.447,0.469,0.467
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.409,0.344,0.324,0.14
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.281,0.309,0.31,0.134
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.247,0.26,0.244,0.152
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.024,0.025,0.032,0.057
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.017,0.021,0.022,0.064
"PRESIDENTE","En blanco",0.01,0.028,0.034,0.221
"PRESIDENTE","No sabe",0.012,0.013,0.034,0.232
