"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.087,0.097,0.144,0.223,0.051,0.323
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.098,0.07,0.112,0.054,0.738,0.227
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.252,0.299,0.176,0.427,0.054,0.158
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.231,0.257,0.244,0.035,0.148,0.042
"P22","En blanco",0.218,0.181,0.23,0.261,0,0.038
"P22","No sabe",0.114,0.096,0.094,0,0.009,0.212
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.245,0.138,0.137,0.071,0.11,0.025
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.388,0.36,0.372,0.444,0.335,0.321
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.17,0.207,0.173,0.163,0.144,0.084
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.045,0.025,0.022,0.008,0.015,0
"P25","En blanco",0.057,0.163,0.215,0.228,0.301,0.181
"P25","No sabe",0.095,0.107,0.081,0.086,0.095,0.389
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.21,0.155,0.122,0.274,0.212,0.008
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.404,0.386,0.571,0.382,0.467,0.554
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.144,0.191,0.128,0.178,0.168,0.076
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.017,0.008,0.015,0.01,0.011,0
"P28","En blanco",0.191,0.199,0.119,0.151,0.138,0.061
"P28","No sabe",0.034,0.061,0.045,0.005,0.004,0.301
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.739,0.019,0.436,0.058,0,0.5
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.05,0.403,0.147,0.923,0.955,0
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.01,0.025,0.117,0,0.015,0
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.01,0,0.118,0,0,0
"P31","En blanco",0.151,0.528,0.014,0,0.03,0.5
"P31","No sabe",0.04,0.025,0.168,0.019,0,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.248,0.332,0.391,0.494,0.552,0.393
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.133,0.166,0.219,0.178,0.268,0.24
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.407,0.295,0.22,0.14,0.072,0.111
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.104,0.115,0.083,0.077,0.017,0.093
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.076,0.052,0.046,0.063,0.057,0.05
"P36","No sabe",0.032,0.04,0.041,0.048,0.034,0.113
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.653,0.402,0.359,0.228,0.131,0.246
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.186,0.354,0.465,0.566,0.683,0.517
"P37","En blanco",0.114,0.163,0.108,0.17,0.12,0.06
"P37","No sabe",0.047,0.081,0.068,0.036,0.066,0.177
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.235,0.33,0.402,0.543,0.596,0.425
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.215,0.253,0.252,0.252,0.329,0.226
"P38","En blanco",0.412,0.247,0.233,0.151,0.047,0.126
"P38","No sabe",0.138,0.17,0.113,0.054,0.028,0.223
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.628,0.446,0.344,0.258,0.149,0.29
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.249,0.34,0.382,0.451,0.436,0.375
"P39","En blanco",0.08,0.106,0.161,0.201,0.302,0.097
"P39","No sabe",0.043,0.108,0.113,0.09,0.113,0.238
"P40","Lo votaría",0.654,0.454,0.321,0.2,0.108,0.16
"P40","Puede que lo vote",0.062,0.095,0.128,0.118,0.089,0.152
"P40","Nunca lo votaría",0.25,0.395,0.519,0.654,0.777,0.507
"P40","No sabe",0.034,0.056,0.032,0.028,0.026,0.181
"P41","Lo votaría",0.207,0.291,0.365,0.458,0.547,0.317
"P41","Puede que lo vote",0.08,0.163,0.154,0.145,0.109,0.18
"P41","Nunca lo votaría",0.69,0.502,0.424,0.345,0.334,0.328
"P41","No sabe",0.023,0.044,0.057,0.052,0.01,0.175
"P42","Lo votaría",0.188,0.275,0.259,0.311,0.379,0.155
"P42","Puede que lo vote",0.086,0.162,0.176,0.223,0.167,0.191
"P42","Nunca lo votaría",0.703,0.53,0.503,0.418,0.415,0.496
"P42","No sabe",0.023,0.033,0.062,0.048,0.039,0.158
"P43","Lo votaría",0.154,0.09,0.087,0.072,0.043,0.082
"P43","Puede que lo vote",0.297,0.328,0.214,0.217,0.142,0.173
"P43","Nunca lo votaría",0.496,0.53,0.617,0.688,0.795,0.601
"P43","No sabe",0.053,0.052,0.082,0.023,0.02,0.144
"P44","Lo votaría",0.116,0.085,0.066,0.095,0.028,0.051
"P44","Puede que lo vote",0.245,0.302,0.25,0.318,0.223,0.252
"P44","Nunca lo votaría",0.572,0.561,0.587,0.562,0.703,0.493
"P44","No sabe",0.067,0.052,0.097,0.025,0.046,0.204
"P53","Sergio Massa y Javier Milei",0.619,0.488,0.382,0.272,0.153,0.359
"P53","Patricia Bullrich y Javier Milei",0.227,0.373,0.467,0.569,0.693,0.448
"P53","Sergio Massa y Patricia Bullrich",0.154,0.139,0.151,0.159,0.154,0.193
"P54","Muy buena",0.121,0.046,0.052,0.075,0.078,0.068
"P54","Buena",0.132,0.156,0.074,0.098,0.114,0.05
"P54","Regular",0.342,0.236,0.166,0.078,0.027,0.121
"P54","Mala",0.192,0.222,0.294,0.223,0.147,0.404
"P54","Muy mala",0.213,0.34,0.414,0.526,0.634,0.357
"P55","Muy buena",0.091,0.031,0.024,0.013,0.001,0.034
"P55","Buena",0.229,0.158,0.082,0.042,0.004,0.03
"P55","Regular",0.305,0.2,0.164,0.102,0.05,0.211
"P55","Mala",0.153,0.2,0.253,0.206,0.17,0.368
"P55","Muy mala",0.222,0.411,0.477,0.637,0.775,0.357
"P56","Muy buena",0.251,0.073,0.063,0.063,0.045,0.006
"P56","Buena",0.309,0.284,0.163,0.178,0.109,0.165
"P56","Regular",0.244,0.348,0.409,0.367,0.349,0.507
"P56","Mala",0.122,0.169,0.241,0.225,0.195,0.182
"P56","Muy mala",0.074,0.126,0.124,0.167,0.302,0.14
"P57","Muy buena",0.096,0.023,0.032,0.047,0.005,0.008
"P57","Buena",0.313,0.227,0.17,0.151,0.091,0.13
"P57","Regular",0.39,0.471,0.475,0.457,0.366,0.473
"P57","Mala",0.135,0.163,0.233,0.216,0.305,0.271
"P57","Muy mala",0.066,0.116,0.09,0.129,0.233,0.118
"P58","Muy buena",0.151,0.027,0.055,0.026,0.016,0.006
"P58","Buena",0.296,0.267,0.138,0.088,0.078,0.158
"P58","Regular",0.298,0.335,0.345,0.312,0.212,0.401
"P58","Mala",0.153,0.197,0.297,0.389,0.282,0.282
"P58","Muy mala",0.102,0.174,0.165,0.185,0.412,0.153
"P59","Muy buena",0.214,0.088,0.066,0.038,0.046,0.052
"P59","Buena",0.42,0.344,0.239,0.223,0.207,0.182
"P59","Regular",0.244,0.363,0.463,0.469,0.426,0.512
"P59","Mala",0.072,0.125,0.169,0.178,0.195,0.21
"P59","Muy mala",0.05,0.08,0.063,0.092,0.126,0.044
"P60","Ha aumentado significativamente",0.181,0.077,0.036,0.013,0.025,0.029
"P60","Ha aumentado ligeramente",0.295,0.247,0.2,0.221,0.111,0.179
"P60","Se mantiene igual",0.264,0.296,0.317,0.24,0.243,0.291
"P60","Ha disminuido ligeramente",0.144,0.213,0.243,0.277,0.2,0.231
"P60","Ha disminuido significativamente",0.116,0.167,0.204,0.249,0.421,0.27
"P61","Muy baja",0.063,0.059,0.024,0.009,0.007,0.046
"P61","Baja",0.077,0.077,0.053,0.088,0.045,0.18
"P61","Moderada",0.152,0.115,0.07,0.081,0.058,0.047
"P61","Alta",0.379,0.244,0.244,0.186,0.119,0.208
"P61","Muy alta",0.329,0.505,0.609,0.636,0.771,0.519
"P62","Muy bajas",0.052,0.04,0.033,0.051,0.08,0.007
"P62","Bajas",0.097,0.081,0.133,0.102,0.132,0.075
"P62","Adecuadas",0.314,0.284,0.264,0.167,0.185,0.219
"P62","Altas",0.335,0.301,0.323,0.393,0.239,0.332
"P62","Muy altas",0.202,0.294,0.247,0.287,0.364,0.367
"P63","No, ninguna dificultad",0.385,0.331,0.294,0.132,0.178,0.19
"P63","Alguna dificultad ocasional",0.291,0.326,0.346,0.409,0.321,0.334
"P63","Sí, dificultades frecuentes",0.324,0.343,0.36,0.459,0.501,0.476
"P64","Sí, absolutamente",0.626,0.464,0.399,0.222,0.173,0.345
"P64","Sí, en cierta medida",0.222,0.358,0.342,0.454,0.267,0.44
"P64","No, en absoluto",0.152,0.178,0.259,0.324,0.56,0.215
"P65","Reducir la inflación",0.485,0.426,0.414,0.379,0.355,0.422
"P65","Implementar reformas fiscales",0.119,0.145,0.109,0.13,0.11,0.137
"P65","Establecer políticas de control de precios",0.232,0.155,0.119,0.076,0.073,0.121
"P65","Reducir el gasto público",0.118,0.238,0.298,0.324,0.405,0.257
"P65","Estimular la inversión extranjera",0.037,0.029,0.039,0.084,0.036,0.032
"P65","Aumentar los subsidios a los servicios públicos",0.009,0.007,0.021,0.007,0.021,0.031
"P66","Fomentar la competencia entre proveedores",0.363,0.341,0.345,0.342,0.522,0.311
"P66","Incrementar la inversión en infraestructura",0.199,0.23,0.233,0.202,0.211,0.214
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.183,0.14,0.128,0.12,0.041,0.262
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.255,0.289,0.294,0.336,0.226,0.213
"P67","Muy positiva",0.432,0.17,0.178,0.065,0.07,0.146
"P67","Positiva",0.254,0.295,0.202,0.127,0.067,0.128
"P67","Neutral",0.15,0.266,0.357,0.38,0.158,0.295
"P67","Algo negativa",0.064,0.109,0.11,0.219,0.174,0.05
"P67","Negativa",0.038,0.074,0.1,0.158,0.475,0.02
"P67","No sabe",0.062,0.086,0.053,0.051,0.056,0.361
"P68","Muy positivo",0.382,0.114,0.083,0.007,0.019,0.018
"P68","Positivo",0.289,0.33,0.187,0.104,0.039,0.127
"P68","Neutral",0.172,0.31,0.421,0.318,0.213,0.249
"P68","Algo negativo",0.045,0.067,0.127,0.303,0.11,0.06
"P68","Negativo",0.035,0.067,0.106,0.225,0.562,0.041
"P68","No sabe",0.077,0.112,0.076,0.043,0.057,0.505
"P69","Muy positivo",0.291,0.069,0.044,0.012,0.003,0
"P69","Positivo",0.271,0.244,0.091,0.079,0.042,0.069
"P69","Neutral",0.265,0.453,0.637,0.484,0.323,0.277
"P69","Algo negativo",0.03,0.072,0.085,0.275,0.091,0.093
"P69","Negativo",0.032,0.059,0.055,0.126,0.455,0.028
"P69","No sabe",0.111,0.103,0.088,0.024,0.086,0.533
"P70","Muy positiva",0.606,0.293,0.237,0.095,0.055,0.194
"P70","Positiva",0.185,0.347,0.201,0.178,0.058,0.204
"P70","Neutral",0.121,0.195,0.364,0.312,0.248,0.162
"P70","Algo negativa",0.025,0.066,0.102,0.256,0.117,0.026
"P70","Negativa",0.031,0.073,0.08,0.144,0.467,0.111
"P70","No sabe",0.032,0.026,0.016,0.015,0.055,0.303
"P71","Muy positivo",0.65,0.294,0.217,0.077,0.03,0.206
"P71","Positivo",0.168,0.361,0.197,0.227,0.071,0.15
"P71","Neutral",0.099,0.162,0.341,0.302,0.265,0.241
"P71","Algo negativo",0.034,0.078,0.124,0.22,0.118,0.024
"P71","Negativo",0.033,0.088,0.096,0.155,0.495,0.081
"P71","No sabe",0.016,0.017,0.025,0.019,0.021,0.298
"P72","Muy positivo",0.6,0.253,0.175,0.095,0.051,0.142
"P72","Positivo",0.195,0.376,0.237,0.161,0.079,0.169
"P72","Neutral",0.146,0.239,0.452,0.392,0.292,0.217
"P72","Algo negativo",0.018,0.033,0.053,0.211,0.1,0.017
"P72","Negativo",0.026,0.072,0.062,0.141,0.447,0.168
"P72","No sabe",0.015,0.027,0.021,0,0.031,0.287
"P73","Muy positiva",0.478,0.158,0.144,0.026,0.016,0.064
"P73","Positiva",0.263,0.4,0.196,0.113,0.054,0.142
"P73","Neutral",0.119,0.234,0.402,0.299,0.198,0.149
"P73","Algo negativa",0.042,0.049,0.097,0.318,0.133,0.046
"P73","Negativa",0.061,0.112,0.124,0.216,0.559,0.076
"P73","No sabe",0.037,0.047,0.037,0.028,0.04,0.523
"P74","Muy positivo",0.449,0.128,0.113,0.021,0.01,0.056
"P74","Positivo",0.276,0.387,0.168,0.101,0.025,0.07
"P74","Neutral",0.122,0.251,0.439,0.333,0.144,0.145
"P74","Algo negativo",0.057,0.086,0.105,0.331,0.17,0.108
"P74","Negativo",0.059,0.1,0.134,0.19,0.604,0.057
"P74","No sabe",0.037,0.048,0.041,0.024,0.047,0.564
"P75","Muy positivo",0.404,0.08,0.077,0.02,0.002,0.059
"P75","Positivo",0.26,0.37,0.123,0.101,0.022,0.058
"P75","Neutral",0.19,0.339,0.592,0.35,0.18,0.229
"P75","Algo negativo",0.055,0.076,0.068,0.321,0.131,0.053
"P75","Negativo",0.045,0.071,0.097,0.181,0.624,0.087
"P75","No sabe",0.046,0.064,0.043,0.027,0.041,0.514
"P76","Muy positiva",0.821,0.226,0.198,0.023,0.014,0.12
"P76","Positiva",0.09,0.564,0.229,0.076,0.019,0.078
"P76","Neutral",0.047,0.136,0.409,0.221,0.124,0.098
"P76","Algo negativa",0.007,0.03,0.072,0.465,0.067,0.143
"P76","Negativa",0.014,0.025,0.069,0.199,0.774,0.027
"P76","No sabe",0.021,0.019,0.023,0.016,0.002,0.534
"P77","Muy positivo",0.892,0.159,0.161,0.034,0.006,0.095
"P77","Positivo",0.056,0.734,0.177,0.02,0.004,0.095
"P77","Neutral",0.02,0.06,0.496,0.073,0.075,0.127
"P77","Algo negativo",0.014,0.026,0.07,0.758,0.057,0.061
"P77","Negativo",0.013,0.016,0.076,0.094,0.854,0.017
"P77","No sabe",0.005,0.005,0.02,0.021,0.004,0.605
"P79","Si",0.698,0.419,0.479,0.471,0.549,0.556
"P79","No",0.302,0.581,0.521,0.529,0.451,0.444
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.619,0.393,0.293,0.175,0.09,0.285
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.124,0.242,0.344,0.472,0.566,0.375
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.188,0.286,0.24,0.262,0.314,0.161
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.025,0.019,0.065,0.012,0.015,0.026
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.009,0.017,0.018,0.011,0.005,0.034
"PRESIDENTE","En blanco",0.024,0.018,0.026,0.051,0.008,0.048
"PRESIDENTE","No sabe",0.011,0.025,0.014,0.017,0.002,0.071
