"var","categoria","Si","No","No sabe"
"P35","Mala",0.146,0.31,0.212
"P35","Muy mala",0.07,0.213,0.057
"P35","No sabe",0.028,0.05,0.121
"P36","Muy buena",0.398,0.112,0.225
"P36","Buena",0.175,0.048,0.087
"P36","Ni buena ni mala",0.084,0.075,0.177
"P36","Mala",0.146,0.306,0.258
"P36","Muy mala",0.197,0.447,0.243
"P36","No sabe",0,0.012,0.01
"P37","Muy buena",0.196,0.145,0.108
"P37","Buena",0.115,0.213,0.072
"P37","Ni buena ni mala",0.155,0.227,0.281
"P37","Mala",0.361,0.238,0.304
"P37","Muy mala",0.171,0.166,0.225
"P37","No sabe",0.002,0.011,0.01
"P38","Muy buena",0.265,0.047,0.106
"P38","Buena",0.137,0.085,0.145
"P38","Ni buena ni mala",0.236,0.157,0.216
"P38","Mala",0.175,0.298,0.281
"P38","Muy mala",0.167,0.401,0.242
"P38","No sabe",0.02,0.012,0.01
"P39","Muy buena",0.278,0.449,0.247
"P39","Buena",0.128,0.153,0.222
"P39","Ni buena ni mala",0.086,0.136,0.106
"P39","Mala",0.255,0.111,0.193
"P39","Muy mala",0.251,0.149,0.222
"P39","No sabe",0.002,0.002,0.01
"P40","Muy buena",0.289,0.363,0.177
"P40","Buena",0.108,0.202,0.256
"P40","Ni buena ni mala",0.087,0.183,0.111
"P40","Mala",0.264,0.115,0.166
"P40","Muy mala",0.252,0.136,0.279
"P40","No sabe",0,0.001,0.011
"P41","Muy buena",0.16,0.228,0.083
"P41","Buena",0.154,0.163,0.094
"P41","Ni buena ni mala",0.177,0.293,0.358
"P41","Mala",0.3,0.156,0.195
"P41","Muy mala",0.206,0.131,0.225
"P41","No sabe",0.003,0.029,0.045
"P42","Muy buena",0.256,0.502,0.276
"P42","Buena",0.127,0.156,0.132
"P42","Ni buena ni mala",0.197,0.12,0.165
"P42","Mala",0.192,0.086,0.109
"P42","Muy mala",0.228,0.129,0.277
"P42","No sabe",0,0.007,0.041
"P43","Muy buena",0.112,0.057,0.118
"P43","Buena",0.197,0.204,0.161
"P43","Ni buena ni mala",0.417,0.465,0.366
"P43","Mala",0.192,0.146,0.184
"P43","Muy mala",0.078,0.094,0.101
"P43","No sabe",0.004,0.034,0.07
"P44","Muy buena",0.199,0.213,0.136
"P44","Buena",0.157,0.208,0.152
"P44","Ni buena ni mala",0.137,0.3,0.228
"P44","Mala",0.223,0.114,0.217
"P44","Muy mala",0.28,0.157,0.236
"P44","No sabe",0.004,0.008,0.031
"P45","Muy buena",0.139,0.17,0.102
"P45","Buena",0.202,0.152,0.113
"P45","Ni buena ni mala",0.234,0.382,0.362
"P45","Mala",0.224,0.133,0.19
"P45","Muy mala",0.18,0.095,0.141
"P45","No sabe",0.021,0.068,0.092
