"var","categoria","Si","No","No sabe"
"P39","Muy mala",0.266,0.136,0.178
"P39","No sabe",0.008,0.002,0
"P40","Muy buena",0.21,0.428,0.114
"P40","Buena",0.163,0.155,0.386
"P40","Ni buena ni mala",0.122,0.165,0.134
"P40","Mala",0.191,0.123,0.203
"P40","Muy mala",0.306,0.128,0.163
"P40","No sabe",0.008,0.001,0
"P41","Muy buena",0.144,0.243,0.053
"P41","Buena",0.137,0.177,0.06
"P41","Ni buena ni mala",0.203,0.268,0.508
"P41","Mala",0.24,0.17,0.181
"P41","Muy mala",0.255,0.115,0.157
"P41","No sabe",0.021,0.027,0.041
"P42","Muy buena",0.243,0.497,0.405
"P42","Buena",0.163,0.145,0.099
"P42","Ni buena ni mala",0.17,0.127,0.162
"P42","Mala",0.137,0.098,0.114
"P42","Muy mala",0.277,0.125,0.179
"P42","No sabe",0.01,0.008,0.041
"P43","Muy buena",0.111,0.055,0.113
"P43","Buena",0.213,0.208,0.101
"P43","Ni buena ni mala",0.386,0.459,0.44
"P43","Mala",0.171,0.149,0.198
"P43","Muy mala",0.102,0.09,0.078
"P43","No sabe",0.017,0.039,0.07
"P44","Muy buena",0.148,0.258,0.079
"P44","Buena",0.178,0.201,0.143
"P44","Ni buena ni mala",0.153,0.269,0.388
"P44","Mala",0.187,0.124,0.225
"P44","Muy mala",0.322,0.133,0.156
"P44","No sabe",0.012,0.015,0.009
"P45","Muy buena",0.126,0.2,0.031
"P45","Buena",0.196,0.142,0.092
"P45","Ni buena ni mala",0.233,0.363,0.532
"P45","Mala",0.204,0.149,0.139
"P45","Muy mala",0.204,0.083,0.082
"P45","No sabe",0.037,0.063,0.124
