"var","categoria","Si","No","No sabe"
"P23","Regular",0.439,0.476,0.419
"P23","Mala",0.318,0.241,0.201
"P23","No sabe",0.024,0.033,0.104
"P24","Buena",0.207,0.215,0.158
"P24","Regular",0.491,0.494,0.521
"P24","Mala",0.274,0.258,0.172
"P24","No sabe",0.028,0.033,0.149
"P25","Buena",0.199,0.235,0.175
"P25","Regular",0.36,0.41,0.461
"P25","Mala",0.28,0.261,0.119
"P25","No sabe",0.161,0.094,0.245
"P26","La capacitación para atender a la gente",0.18,0.306,0.22
"P26","La infraestructura y equipamiento de la fuerza",0.206,0.132,0.119
"P26","La formación técnica y profesional",0.312,0.357,0.249
"P26","La cantidad y distribución de los efectivos",0.114,0.123,0.14
"P26","La velocidad de respuesta ante las denuncias",0.099,0.034,0.111
"P26","Otros",0.071,0.043,0.071
"P26","No sabe",0.018,0.005,0.09
"P27","Alto",0.189,0.197,0.135
"P27","Regular",0.485,0.39,0.499
"P27","Bajo",0.299,0.386,0.287
"P27","No sabe",0.027,0.027,0.079
"P28","El gobierno de Javier Milei",0.185,0.546,0.327
"P28","El gobierno de Alberto Fernández",0.692,0.219,0.425
"P28","Ambos",0.103,0.2,0.211
"P28","No sabe",0.02,0.035,0.037
"P29","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.192,0.19,0.085
"P29","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.397,0.221,0.248
"P29","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.169,0.118,0.164
"P29","Retirarla y no presentar nada",0.153,0.443,0.312
"P29","Volverla a presentar igual",0.066,0,0.077
"P29","No sabe",0.023,0.028,0.114
"P30","Javier Milei",0.597,0.126,0.363
"P30","Los gobernadores",0.313,0.765,0.519
"P30","No sabe",0.09,0.109,0.118
"P31","Muy buena",0.203,0.36,0.178
"P31","Buena",0.281,0.408,0.298
"P31","Ni buena ni mala",0.322,0.188,0.437
"P31","Mala",0.142,0.022,0.063
"P31","Muy mala",0.04,0.02,0.013
"P31","No sabe",0.012,0.002,0.011
"P32","Muy buena",0.096,0.267,0.073
"P32","Buena",0.152,0.342,0.195
"P32","Ni buena ni mala",0.327,0.215,0.527
"P32","Mala",0.283,0.108,0.102
"P32","Muy mala",0.1,0.048,0.037
"P32","No sabe",0.042,0.02,0.066
"P33","Muy buena",0.071,0.179,0.046
"P33","Buena",0.096,0.249,0.14
"P33","Ni buena ni mala",0.213,0.23,0.448
"P33","Mala",0.374,0.26,0.262
"P33","Muy mala",0.213,0.078,0.045
"P33","No sabe",0.033,0.004,0.059
"P34","Muy buena",0.075,0.053,0.075
"P34","Buena",0.124,0.295,0.125
"P34","Ni buena ni mala",0.4,0.359,0.554
"P34","Mala",0.229,0.218,0.115
"P34","Muy mala",0.12,0.049,0.033
"P34","No sabe",0.052,0.026,0.098
"P35","Muy buena",0.115,0.252,0.208
"P35","Buena",0.129,0.289,0.177
"P35","Ni buena ni mala",0.283,0.237,0.416
"P35","Mala",0.29,0.15,0.086
"P35","Muy mala",0.156,0.053,0.035
"P35","No sabe",0.027,0.019,0.078
"P36","Muy buena",0.112,0.426,0.265
"P36","Buena",0.094,0.262,0.118
"P36","Ni buena ni mala",0.089,0.077,0.185
"P36","Mala",0.3,0.094,0.277
"P36","Muy mala",0.399,0.141,0.151
"P36","No sabe",0.006,0,0.004
"P37","Muy buena",0.155,0.102,0.073
"P37","Buena",0.197,0.163,0.069
"P37","Ni buena ni mala",0.243,0.133,0.248
"P37","Mala",0.238,0.337,0.275
"P37","Muy mala",0.162,0.265,0.331
"P37","No sabe",0.005,0,0.004
"P38","Muy buena",0.072,0.188,0.089
"P38","Buena",0.117,0.34,0.191
"P38","Ni buena ni mala",0.151,0.223,0.279
"P38","Mala",0.28,0.133,0.306
"P38","Muy mala",0.371,0.116,0.12
"P38","No sabe",0.009,0,0.015
"P39","Muy buena",0.464,0.116,0.262
"P39","Buena",0.147,0.153,0.135
"P39","Ni buena ni mala",0.138,0.068,0.112
"P39","Mala",0.132,0.269,0.206
"P39","Muy mala",0.117,0.355,0.28
"P39","No sabe",0.002,0.039,0.005
"P40","Muy buena",0.373,0.065,0.171
"P40","Buena",0.235,0.166,0.142
"P40","Ni buena ni mala",0.128,0.098,0.167
"P40","Mala",0.143,0.234,0.195
"P40","Muy mala",0.12,0.437,0.32
"P40","No sabe",0.001,0,0.005
"P41","Muy buena",0.223,0.077,0.088
"P41","Buena",0.196,0.09,0.084
"P41","Ni buena ni mala",0.309,0.174,0.31
"P41","Mala",0.137,0.303,0.167
"P41","Muy mala",0.107,0.35,0.252
"P41","No sabe",0.028,0.006,0.099
"P42","Muy buena",0.448,0.107,0.238
"P42","Buena",0.162,0.124,0.085
"P42","Ni buena ni mala",0.152,0.182,0.207
"P42","Mala",0.096,0.184,0.119
"P42","Muy mala",0.128,0.39,0.281
"P42","No sabe",0.014,0.013,0.07
"P43","Muy buena",0.124,0.018,0.07
"P43","Buena",0.205,0.164,0.13
"P43","Ni buena ni mala",0.388,0.398,0.49
"P43","Mala",0.151,0.28,0.142
"P43","Muy mala",0.101,0.123,0.085
"P43","No sabe",0.031,0.017,0.083
"P44","Muy buena",0.201,0.056,0.048
"P44","Buena",0.23,0.094,0.124
"P44","Ni buena ni mala",0.262,0.165,0.313
"P44","Mala",0.134,0.256,0.122
"P44","Muy mala",0.152,0.413,0.343
"P44","No sabe",0.021,0.016,0.05
"P45","Muy buena",0.175,0.088,0.017
"P45","Buena",0.171,0.069,0.044
"P45","Ni buena ni mala",0.352,0.273,0.377
"P45","Mala",0.124,0.255,0.242
"P45","Muy mala",0.112,0.275,0.145
"P45","No sabe",0.066,0.04,0.175
