"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P21","La luminaria",0.022,0.053,0,0.014,0.016
"P21","No sabe",0.065,0.043,0.053,0.159,0.314
"P23","Los robos",0.647,0.539,0.667,0.424,0.396
"P23","El narcotráfico",0.114,0.245,0.107,0.234,0.129
"P23","La ausencia de patrulleros y personal policial",0.186,0.199,0.171,0.122,0.204
"P23","Otro",0.049,0.017,0.055,0.209,0.021
"P23","Ninguno",0.004,0,0,0.011,0.25
"P24","Muy buena",0.087,0.136,0.319,0.083,0.183
"P24","Buena",0.127,0.15,0.076,0.155,0.097
"P24","Ni buena ni mala",0.375,0.341,0.179,0.15,0.216
"P24","Mala",0.183,0.101,0.135,0.408,0.271
"P24","Muy mala",0.16,0.194,0.258,0.194,0.142
"P24","No sabe",0.068,0.078,0.033,0.01,0.091
"P25","Muy buena",0.071,0.075,0.148,0.073,0.071
"P25","Buena",0.137,0.065,0.006,0.124,0.144
"P25","Ni buena ni mala",0.332,0.333,0.192,0.228,0.234
"P25","Mala",0.214,0.046,0.266,0.233,0.163
"P25","Muy mala",0.178,0.362,0.369,0.338,0.323
"P25","No sabe",0.068,0.119,0.019,0.004,0.065
"P26","Muy buena",0.08,0.05,0.132,0.097,0.101
"P26","Buena",0.115,0.061,0.083,0.062,0.074
"P26","Ni buena ni mala",0.294,0.266,0.091,0.132,0.148
"P26","Mala",0.218,0.154,0.254,0.221,0.185
"P26","Muy mala",0.268,0.469,0.428,0.484,0.413
"P26","No sabe",0.025,0,0.012,0.004,0.079
"P27","Muy buena",0.105,0.084,0.043,0.098,0.051
"P27","Buena",0.114,0.138,0.077,0.13,0.02
"P27","Ni buena ni mala",0.301,0.283,0.336,0.297,0.298
"P27","Mala",0.141,0.183,0.168,0.093,0.123
"P27","Muy mala",0.129,0.166,0.239,0.337,0.153
"P27","No sabe",0.21,0.146,0.137,0.045,0.355
"P28","Muy buena",0.063,0.043,0.166,0.041,0.035
"P28","Buena",0.126,0.058,0.027,0.127,0.131
"P28","Ni buena ni mala",0.272,0.299,0.199,0.262,0.323
"P28","Mala",0.21,0.206,0.231,0.107,0.247
"P28","Muy mala",0.232,0.361,0.299,0.444,0.086
"P28","No sabe",0.097,0.033,0.078,0.019,0.178
"P29","Muy buena",0.044,0.018,0.094,0.041,0.022
"P29","Buena",0.133,0.08,0.045,0.131,0.036
"P29","Ni buena ni mala",0.408,0.439,0.318,0.41,0.436
"P29","Mala",0.116,0.253,0.171,0.105,0.131
"P29","Muy mala",0.147,0.125,0.206,0.219,0.196
"P29","No sabe",0.152,0.085,0.166,0.094,0.179
"P30","Muy buena",0.079,0.047,0.196,0.018,0.055
"P30","Buena",0.098,0.111,0.052,0.041,0.082
"P30","Ni buena ni mala",0.255,0.342,0.307,0.243,0.337
"P30","Mala",0.217,0.125,0.194,0.353,0.154
"P30","Muy mala",0.26,0.375,0.183,0.345,0.262
"P30","No sabe",0.091,0,0.068,0,0.11
"P31","Muy buena",0.072,0.056,0.026,0.053,0.07
"P31","Buena",0.067,0.088,0.104,0.057,0.07
"P31","Ni buena ni mala",0.303,0.452,0.416,0.421,0.393
"P31","Mala",0.099,0.153,0.153,0.166,0.09
"P31","Muy mala",0.162,0.067,0.134,0.247,0.211
"P31","No sabe",0.297,0.184,0.167,0.056,0.166
"P32","Muy buena",0.006,0,0.03,0.014,0.017
"P32","Buena",0.043,0,0.083,0.026,0.052
"P32","Ni buena ni mala",0.392,0.463,0.332,0.418,0.48
"P32","Mala",0.098,0.149,0.142,0.164,0.046
"P32","Muy mala",0.082,0.058,0.137,0.132,0.082
"P32","No sabe",0.379,0.33,0.276,0.246,0.323
"P33","Muy buena",0.009,0,0,0,0.006
"P33","Buena",0.025,0,0.067,0,0.038
"P33","Ni buena ni mala",0.437,0.446,0.343,0.476,0.522
"P33","Mala",0.099,0.149,0.146,0.128,0.061
"P33","Muy mala",0.077,0.146,0.156,0.167,0.043
"P33","No sabe",0.353,0.259,0.288,0.229,0.33
"P34","Muy buena",0.074,0,0.067,0.012,0.053
"P34","Buena",0.088,0.055,0.092,0.073,0.156
"P34","Ni buena ni mala",0.227,0.147,0.077,0.238,0.368
"P34","Mala",0.204,0.162,0.285,0.122,0.124
"P34","Muy mala",0.332,0.588,0.34,0.51,0.163
"P34","No sabe",0.075,0.048,0.139,0.045,0.136
"P35","Muy buena",0.091,0.05,0.123,0.062,0.023
"P35","Buena",0.152,0.345,0.159,0.153,0.155
"P35","Ni buena ni mala",0.17,0.238,0.058,0.113,0.241
"P35","Mala",0.192,0.009,0.273,0.146,0.153
"P35","Muy mala",0.377,0.318,0.353,0.493,0.397
"P35","No sabe",0.018,0.04,0.034,0.033,0.031
"P36","Muy buena",0.222,0.141,0.247,0.226,0.232
"P36","Buena",0.069,0.065,0.111,0.022,0.076
"P36","Ni buena ni mala",0.071,0.072,0.082,0.043,0.14
"P36","Mala",0.179,0.101,0.108,0.105,0.159
"P36","Muy mala",0.444,0.621,0.452,0.598,0.364
"P36","No sabe",0.015,0,0,0.006,0.029
"P37","Muy buena",0.099,0.055,0.055,0.268,0.151
"P37","Buena",0.149,0.172,0.072,0.093,0.032
"P37","Ni buena ni mala",0.246,0.377,0.102,0.145,0.474
"P37","Mala",0.147,0.028,0.334,0.17,0.117
"P37","Muy mala",0.338,0.368,0.419,0.318,0.197
"P37","No sabe",0.021,0,0.018,0.006,0.029
"P38","Muy buena",0.073,0.046,0.064,0.048,0.066
"P38","Buena",0.189,0.144,0.14,0.168,0.159
"P38","Ni buena ni mala",0.223,0.176,0.129,0.116,0.353
"P38","Mala",0.165,0.059,0.221,0.119,0.274
"P38","Muy mala",0.335,0.575,0.416,0.549,0.131
"P38","No sabe",0.015,0,0.03,0,0.017
"P39","Muy buena",0.206,0.086,0.169,0.196,0.119
"P39","Buena",0.148,0.318,0.053,0.073,0.149
"P39","Ni buena ni mala",0.13,0.15,0.044,0.199,0.272
"P39","Mala",0.127,0.073,0.265,0.09,0.259
"P39","Muy mala",0.352,0.373,0.439,0.442,0.179
"P39","No sabe",0.037,0,0.03,0,0.022
"P40","Muy buena",0.121,0.365,0.178,0.079,0.116
"P40","Buena",0.104,0.11,0.189,0.048,0.131
"P40","Ni buena ni mala",0.235,0.203,0.157,0.203,0.171
"P40","Mala",0.158,0.087,0.264,0.173,0.285
"P40","Muy mala",0.336,0.235,0.185,0.489,0.268
"P40","No sabe",0.046,0,0.027,0.008,0.029
