"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P21","A otro candidato",0.154,0.084,0.202,0.138,0.401
"P21","No sabe",0.188,0.172,0.132,0.155,0.318
"P22","A Gustavo Menéndez",0.466,0.576,0.408,0.426,0.512
"P22","A Karina Menéndez",0.247,0.09,0.35,0.1,0.387
"P22","A Florencia Lizaraso",0.074,0.261,0.06,0.399,0
"P22","A Raúl Otahacé",0.075,0.023,0.09,0.037,0
"P22","No sabe",0.138,0.05,0.092,0.038,0.101
"P23","Frente de Todos y el peronismo",0.458,0.449,0.359,0.35,0.241
"P23","Cambiemos",0.213,0.242,0.284,0.292,0.237
"P23","Liberales",0.132,0.114,0.151,0.197,0.164
"P23","Izquierda",0.032,0.084,0.032,0.057,0.237
"P23","No sabe",0.165,0.111,0.174,0.104,0.121
"P25","A Alberto Fernández",0.237,0.166,0.216,0.004,0.205
"P25","A Sergio Massa",0.203,0.4,0.419,0.087,0.035
"P25","A algún candidato del peronismo",0.132,0.012,0.122,0.041,0.271
"P25","A algún candidato del kirchnerismo",0.428,0.422,0.243,0.868,0.489
"P26","A Alberto Fernández",0.22,0.163,0.038,0.005,0.208
"P26","A Sergio Massa",0.183,0.31,0.18,0.175,0.3
"P26","A algún candidato del peronismo",0.111,0.07,0.259,0.025,0
"P26","A Cristina Fernández de Kirchner",0.486,0.457,0.523,0.795,0.492
"P27","A Horacio Rodriguez Larreta",0.32,0.305,0.398,0.309,0
"P27","A Mauricio Macri",0.346,0.259,0.27,0.315,1
"P27","A Patricia Bullrich",0.254,0.43,0.235,0.271,0
"P27","A Facundo Manes",0.075,0.006,0.057,0.105,0
"P27","A Martín Lousteau",0.005,0,0.04,0,0
"P28","Seguro lo votaria",0.131,0.028,0.341,0.098,0
"P28","Quizás lo votaría",0.386,0.154,0.17,0.322,0
"P28","Nunca lo votaría",0.483,0.818,0.489,0.58,1
"P29","Muy buena",0.139,0.252,0.1,0.023,0.065
"P29","Buena",0.191,0.127,0.113,0.084,0.412
"P29","Ni buena ni mala",0.205,0.223,0.153,0.31,0.049
"P29","Mala",0.104,0.128,0.145,0.274,0.008
"P29","Muy mala",0.358,0.26,0.475,0.309,0.414
"P29","No sabe",0.003,0.01,0.014,0,0.052
"P30","Muy buena",0.111,0.186,0.12,0.199,0.013
"P30","Buena",0.12,0.044,0.11,0.076,0.227
"P30","Ni buena ni mala",0.146,0.121,0.219,0.107,0.283
"P30","Mala",0.202,0.362,0.183,0.267,0.079
"P30","Muy mala",0.39,0.286,0.362,0.264,0.362
"P30","No sabe",0.031,0.001,0.006,0.087,0.036
"P31","Muy buena",0.336,0.423,0.241,0.264,0.194
"P31","Buena",0.086,0.089,0.037,0.145,0.562
"P31","Ni buena ni mala",0.131,0.087,0.105,0.074,0.019
"P31","Mala",0.068,0.142,0.079,0.113,0
"P31","Muy mala",0.364,0.257,0.523,0.404,0.186
"P31","No sabe",0.015,0.002,0.015,0,0.039
"P32","Muy buena",0.134,0.199,0.166,0.237,0.031
"P32","Buena",0.157,0.081,0.161,0.106,0.226
"P32","Ni buena ni mala",0.208,0.159,0.282,0.181,0.486
"P32","Mala",0.17,0.231,0.144,0.245,0.04
"P32","Muy mala",0.318,0.322,0.231,0.227,0.172
"P32","No sabe",0.013,0.008,0.016,0.004,0.045
"P33","Muy buena",0.131,0.147,0.113,0.05,0.065
"P33","Buena",0.156,0.231,0.182,0.065,0.03
"P33","Ni buena ni mala",0.291,0.154,0.232,0.371,0.612
"P33","Mala",0.124,0.21,0.14,0.251,0
"P33","Muy mala",0.283,0.254,0.33,0.263,0.243
"P33","No sabe",0.015,0.004,0.003,0,0.05
"P34","Muy buena",0.156,0.234,0.209,0.267,0
"P34","Buena",0.151,0.073,0.185,0.119,0.25
"P34","Ni buena ni mala",0.148,0.114,0.165,0.089,0.549
"P34","Mala",0.188,0.191,0.104,0.128,0.035
"P34","Muy mala",0.352,0.384,0.278,0.303,0.166
"P34","No sabe",0.005,0.004,0.059,0.094,0
"P35","Muy buena",0.174,0.125,0.152,0.104,0.231
"P35","Buena",0.095,0.113,0.117,0.208,0.28
"P35","Ni buena ni mala",0.201,0.132,0.246,0.175,0.228
"P35","Mala",0.147,0.258,0.081,0.09,0.022
"P35","Muy mala",0.331,0.354,0.289,0.326,0.155
"P35","No sabe",0.052,0.018,0.115,0.097,0.084
