"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P33","Recolección de residuos",0.01,0.051,0.548,0.098
"P33","Ninguno",0.2,0.06,0.021,0.166
"P34","Los robos",0.498,0.69,0.235,0.379
"P34","El narcotráfico",0.112,0.196,0.714,0.195
"P34","La ausencia de patrulleros y personal policial",0.381,0.082,0,0.253
"P34","Otro",0.004,0.015,0.03,0.138
"P34","Ninguno",0.005,0.017,0.021,0.035
"P35","Muy buena",0.211,0.077,0.013,0.177
"P35","Buena",0.025,0.515,0.281,0.277
"P35","Ni buena ni mala",0.381,0.28,0.558,0.297
"P35","Mala",0.38,0,0.01,0.101
"P35","Muy mala",0.003,0.082,0.138,0.136
"P35","No sabe",0,0.046,0,0.012
"P36","Muy buena",0.197,0.3,0.012,0.093
"P36","Buena",0.134,0.441,0.296,0.272
"P36","Ni buena ni mala",0.277,0.095,0.626,0.4
"P36","Mala",0.213,0.072,0.051,0.052
"P36","Muy mala",0.009,0.01,0.015,0.157
"P36","No sabe",0.17,0.082,0,0.026
"P39","A Alberto Fernández",0.956,0.144,0.49,0.076
"P39","A Sergio Massa",0.018,0.76,0.249,0.071
"P39","A algún candidato del peronismo",0.007,0.007,0.261,0.133
"P39","A algún candidato del kirchnerismo",0.019,0.089,0,0.72
"P42","Muy buena",0.768,0.022,0,0.095
"P42","Buena",0.131,0.563,0.057,0.144
"P42","Ni buena ni mala",0.101,0.265,0.546,0.414
"P42","Mala",0,0.068,0.264,0.243
"P42","Muy mala",0,0.006,0.133,0.035
"P42","No sabe",0,0.076,0,0.069
"P43","Muy buena",0.173,0,0.035,0.069
"P43","Buena",0.009,0.342,0,0.003
"P43","Ni buena ni mala",0.092,0.035,0.502,0.148
"P43","Mala",0.201,0.331,0.045,0.12
"P43","Muy mala",0.525,0.256,0.418,0.659
"P43","No sabe",0,0.036,0,0.001
"P44","Muy buena",0.701,0.467,0.117,0.838
"P44","Buena",0.188,0.254,0.25,0.069
"P44","Ni buena ni mala",0.023,0.182,0.013,0
"P44","Mala",0.012,0.044,0.464,0.038
"P44","Muy mala",0.066,0.053,0.156,0.055
"P44","No sabe",0.01,0,0,0
"P45","Muy buena",0.265,0.424,0,0.022
"P45","Buena",0.132,0.075,0.121,0.009
"P45","Ni buena ni mala",0.021,0.186,0.037,0.17
"P45","Mala",0.204,0.137,0.53,0.189
"P45","Muy mala",0.198,0.178,0.312,0.592
"P45","No sabe",0.18,0,0,0.018
"P46","Muy buena",0.024,0.619,0,0.044
"P46","Buena",0.334,0.278,0.033,0.457
"P46","Ni buena ni mala",0.397,0.06,0.863,0.291
"P46","Mala",0,0.007,0.069,0.095
"P46","Muy mala",0.075,0.036,0.035,0.1
"P46","No sabe",0.17,0,0,0.013
"P47","Muy buena",0.18,0.342,0.156,0
"P47","Buena",0,0.151,0,0.139
"P47","Ni buena ni mala",0.375,0.104,0.463,0.016
"P47","Mala",0.028,0.136,0.058,0.196
"P47","Muy mala",0.247,0.185,0.323,0.645
"P47","No sabe",0.17,0.082,0,0.004
"P48","Muy buena",0,0.06,0.594,0.003
"P48","Buena",0,0.075,0,0
"P48","Ni buena ni mala",0.432,0.291,0.036,0.166
"P48","Mala",0.1,0.26,0.08,0.183
"P48","Muy mala",0.274,0.221,0.29,0.636
"P48","No sabe",0.194,0.093,0,0.012
