"var","categoria","Sin deuda","Menos de 10%","Entre 10 y 20%","Entre 20 y 30%","Entre 30 y 40%","Mas del 40%","No sabe"
"P17","No sabe",0.027,0.022,0.038,0.026,0.043,0.066,0.095
"P18","Cristina Fernández de Kirchner por el Frente de Todos",0.376,0.334,0.279,0.227,0.248,0.254,0.342
"P18","Mauricio Macri por Cambiemos",0.267,0.265,0.259,0.28,0.195,0.201,0.161
"P18","Javier Milei por los liberales",0.176,0.218,0.227,0.294,0.289,0.335,0.248
"P18","Nicolás del Caño por la izquierda",0.021,0.021,0.027,0.018,0.015,0.022,0.018
"P18","Otro candidato",0.16,0.162,0.208,0.181,0.253,0.188,0.231
"P19","Horacio Rodríguez Larreta por Cambiemos",0.278,0.306,0.267,0.278,0.198,0.229,0.171
"P19","Alberto Fernández por el Frente de Todos",0.311,0.261,0.267,0.193,0.25,0.179,0.298
"P19","Javier Milei por los liberales",0.188,0.237,0.224,0.291,0.296,0.322,0.287
"P19","Nicolás del Caño por la izquierda",0.029,0.029,0.031,0.025,0.019,0.025,0.021
"P19","Otro candidato",0.194,0.167,0.211,0.213,0.237,0.245,0.223
"P20","Mauricio Macri presidente Javier Milei vice",0.359,0.381,0.351,0.447,0.357,0.38,0.33
"P20","Sergio Massa presidente Gerardo Morales vice",0.17,0.176,0.183,0.137,0.141,0.128,0.072
"P20","Nicolas del Caño presidente Myriam Bregman vice",0.089,0.063,0.067,0.058,0.047,0.055,0.084
"P20","No sabe",0.382,0.38,0.399,0.358,0.455,0.437,0.514
"P21","Mauricio Macri presidente Patricia Bullrich vice",0.302,0.276,0.295,0.333,0.26,0.255,0.194
"P21","Alberto Fernández presidente Sergio Massa vice",0.168,0.17,0.166,0.102,0.184,0.127,0.186
"P21","Javier Milei presidente José Luis Espert vice",0.14,0.181,0.162,0.211,0.21,0.255,0.255
"P21","Horacio Rodríguez Larreta presidente Gerardo Morales vice",0.109,0.131,0.153,0.121,0.112,0.113,0.12
"P21","Cristina Fernández de Kirchner presidenta Jorge Capitanich vice",0.214,0.164,0.129,0.132,0.108,0.125,0.148
"P21","Otros candidatos",0.067,0.078,0.095,0.101,0.126,0.125,0.097
"P22","Muy buena",0.099,0.078,0.056,0.056,0.088,0.067,0.087
"P22","Buena",0.179,0.166,0.167,0.097,0.143,0.092,0.155
"P22","Ni buena ni mala",0.155,0.156,0.134,0.156,0.139,0.181,0.189
"P22","Mala",0.143,0.165,0.172,0.141,0.173,0.168,0.144
"P22","Muy mala",0.418,0.425,0.459,0.533,0.449,0.473,0.354
"P22","No sabe",0.006,0.01,0.012,0.017,0.008,0.019,0.071
"P23","Si",0.676,0.676,0.652,0.599,0.603,0.542,0.614
"P23","No",0.144,0.155,0.165,0.196,0.23,0.272,0.136
"P23","No sabe",0.18,0.169,0.183,0.205,0.167,0.186,0.25
"P24","El kirchnerismo",0.427,0.469,0.454,0.533,0.436,0.463,0.297
"P24","Cambiemos",0.206,0.169,0.162,0.124,0.171,0.169,0.135
"P24","Los medios de comunicación",0.195,0.193,0.191,0.149,0.154,0.143,0.15
"P24","Otros",0.071,0.096,0.105,0.115,0.106,0.098,0.087
"P24","No sabe",0.101,0.073,0.088,0.079,0.133,0.127,0.331
"P26","Gran excedente habitual",0.017,0.009,0,0.005,0,0.006,0.011
"P26","Gran excedente excepcional",0.008,0.001,0.002,0.007,0.001,0.002,0.101
"P26","Pequeño excedente habitual",0.11,0.065,0.036,0.049,0.009,0.06,0.017
"P26","Pequeño excedente excepcional",0.097,0.077,0.046,0.037,0.069,0.03,0.039
"P26","Alcanza gastos familia",0.217,0.184,0.156,0.171,0.098,0.058,0.103
"P26","No alcanza gastos familia",0.098,0.115,0.243,0.219,0.255,0.209,0.144
"P26","Solo NBFamiliares",0.233,0.357,0.268,0.26,0.211,0.22,0.169
"P26","No alcanza NBFamiliares",0.209,0.189,0.24,0.25,0.349,0.412,0.274
"P26","No sabe",0.011,0.003,0.009,0.002,0.008,0.003,0.142
"P27","Muy buena",0.072,0.032,0.029,0.035,0.026,0.039,0.022
"P27","Buena",0.278,0.19,0.119,0.092,0.059,0.045,0.085
"P27","Ni buena ni mala",0.436,0.526,0.459,0.362,0.307,0.227,0.375
"P27","Mala",0.161,0.197,0.305,0.402,0.446,0.382,0.304
"P27","Muy mala",0.042,0.047,0.084,0.098,0.154,0.296,0.116
"P27","No sabe",0.011,0.008,0.004,0.011,0.008,0.011,0.098
"P28","Mejor",0.166,0.144,0.114,0.081,0.082,0.077,0.075
"P28","Igual",0.323,0.297,0.254,0.224,0.185,0.192,0.274
"P28","Peor",0.477,0.521,0.601,0.651,0.699,0.691,0.504
"P28","No sabe",0.034,0.038,0.031,0.044,0.034,0.04,0.147
"P29","Mejor",0.173,0.148,0.122,0.085,0.112,0.083,0.068
"P29","Igual",0.285,0.25,0.249,0.216,0.195,0.203,0.273
"P29","Peor",0.448,0.503,0.54,0.614,0.593,0.644,0.389
"P29","No sabe",0.094,0.099,0.089,0.085,0.1,0.07,0.27
"P30","Muy buena",0.061,0.036,0.042,0.042,0.036,0.055,0.026
"P30","Buena",0.089,0.098,0.07,0.069,0.039,0.037,0.055
"P30","Ni buena ni mala",0.203,0.136,0.154,0.111,0.111,0.084,0.151
"P30","Mala",0.275,0.287,0.304,0.265,0.325,0.263,0.327
"P30","Muy mala",0.364,0.432,0.419,0.512,0.471,0.552,0.357
"P30","No sabe",0.008,0.011,0.011,0.001,0.018,0.009,0.084
"P31","Muy buena",0.277,0.213,0.174,0.135,0.17,0.18,0.194
"P31","Buena",0.085,0.104,0.112,0.109,0.102,0.065,0.091
"P31","Ni buena ni mala",0.094,0.061,0.099,0.061,0.102,0.101,0.189
"P31","Mala",0.063,0.073,0.079,0.085,0.123,0.08,0.059
"P31","Muy mala",0.475,0.544,0.531,0.602,0.498,0.56,0.42
"P31","No sabe",0.006,0.005,0.005,0.008,0.005,0.014,0.047
"P32","Muy buena",0.1,0.063,0.077,0.065,0.076,0.076,0.143
"P32","Buena",0.17,0.183,0.142,0.104,0.131,0.121,0.133
"P32","Ni buena ni mala",0.171,0.128,0.171,0.14,0.183,0.156,0.203
"P32","Mala",0.144,0.173,0.136,0.169,0.18,0.136,0.174
"P32","Muy mala",0.41,0.448,0.465,0.517,0.421,0.501,0.296
"P32","No sabe",0.005,0.005,0.009,0.005,0.009,0.01,0.051
"P33","Muy buena",0.08,0.045,0.037,0.04,0.023,0.046,0.048
"P33","Buena",0.133,0.123,0.114,0.073,0.083,0.084,0.067
"P33","Ni buena ni mala",0.218,0.223,0.213,0.179,0.274,0.194,0.232
"P33","Mala",0.185,0.203,0.195,0.215,0.186,0.173,0.156
"P33","Muy mala",0.36,0.397,0.385,0.464,0.378,0.46,0.298
"P33","No sabe",0.024,0.009,0.056,0.029,0.056,0.043,0.199
"P34","Muy buena",0.231,0.17,0.138,0.133,0.138,0.122,0.115
"P34","Buena",0.12,0.127,0.095,0.091,0.094,0.097,0.125
"P34","Ni buena ni mala",0.104,0.104,0.15,0.11,0.133,0.15,0.183
"P34","Mala",0.103,0.116,0.106,0.104,0.121,0.1,0.107
"P34","Muy mala",0.428,0.46,0.487,0.525,0.458,0.496,0.347
"P34","No sabe",0.014,0.023,0.024,0.037,0.056,0.035,0.123
"P35","Muy buena",0.135,0.102,0.118,0.129,0.099,0.122,0.096
"P35","Buena",0.144,0.177,0.167,0.151,0.108,0.108,0.103
"P35","Ni buena ni mala",0.152,0.164,0.204,0.2,0.219,0.219,0.182
"P35","Mala",0.14,0.167,0.178,0.147,0.221,0.182,0.21
"P35","Muy mala",0.425,0.384,0.325,0.345,0.34,0.352,0.325
"P35","No sabe",0.004,0.006,0.008,0.028,0.013,0.017,0.084
"P36","Muy buena",0.14,0.105,0.129,0.128,0.098,0.111,0.078
"P36","Buena",0.187,0.217,0.215,0.179,0.196,0.143,0.1
"P36","Ni buena ni mala",0.205,0.243,0.246,0.289,0.297,0.271,0.246
"P36","Mala",0.157,0.162,0.165,0.175,0.151,0.167,0.165
"P36","Muy mala",0.282,0.238,0.207,0.203,0.194,0.243,0.187
"P36","No sabe",0.029,0.035,0.038,0.026,0.064,0.065,0.224
"P37","Muy buena",0.127,0.121,0.135,0.15,0.11,0.137,0.135
"P37","Buena",0.189,0.213,0.178,0.2,0.154,0.146,0.087
"P37","Ni buena ni mala",0.162,0.201,0.212,0.191,0.234,0.205,0.186
"P37","Mala",0.135,0.138,0.153,0.147,0.17,0.175,0.147
"P37","Muy mala",0.375,0.312,0.291,0.272,0.28,0.306,0.283
"P37","No sabe",0.012,0.015,0.031,0.04,0.052,0.031,0.162
"P38","Muy buena",0.14,0.161,0.145,0.16,0.181,0.226,0.173
"P38","Buena",0.122,0.122,0.158,0.137,0.146,0.129,0.128
"P38","Ni buena ni mala",0.218,0.243,0.273,0.245,0.263,0.23,0.174
"P38","Mala",0.119,0.106,0.113,0.099,0.1,0.093,0.095
"P38","Muy mala",0.361,0.329,0.252,0.291,0.216,0.254,0.224
"P38","No sabe",0.04,0.039,0.059,0.068,0.094,0.068,0.206
"P39","Muy buena",0.249,0.266,0.247,0.264,0.271,0.218,0.167
"P39","Buena",0.146,0.176,0.161,0.187,0.122,0.162,0.149
"P39","Ni buena ni mala",0.114,0.125,0.164,0.159,0.184,0.185,0.156
"P39","Mala",0.095,0.076,0.099,0.082,0.098,0.108,0.104
"P39","Muy mala",0.373,0.321,0.285,0.262,0.252,0.274,0.261
"P39","No sabe",0.023,0.036,0.044,0.046,0.073,0.053,0.163
"P40","Muy buena",0.056,0.059,0.032,0.046,0.054,0.035,0.036
"P40","Buena",0.169,0.164,0.13,0.138,0.1,0.106,0.11
"P40","Ni buena ni mala",0.319,0.27,0.292,0.241,0.215,0.245,0.346
"P40","Mala",0.243,0.27,0.287,0.293,0.316,0.25,0.178
"P40","Muy mala",0.172,0.226,0.189,0.25,0.248,0.339,0.19
"P40","No sabe",0.041,0.011,0.07,0.032,0.067,0.025,0.14
"P41","Muy buena",0.015,0.024,0.022,0.021,0.012,0.035,0.036
"P41","Buena",0.07,0.061,0.062,0.083,0.075,0.044,0.075
"P41","Ni buena ni mala",0.183,0.216,0.212,0.167,0.19,0.189,0.175
"P41","Mala",0.283,0.281,0.294,0.275,0.286,0.219,0.269
"P41","Muy mala",0.417,0.402,0.357,0.43,0.389,0.48,0.3
"P41","No sabe",0.032,0.016,0.053,0.024,0.048,0.033,0.145
