"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P19","Mala",0.245,0.119,0.043,0.161,0.126
"P19","Muy mala",0.131,0.292,0.053,0.14,0.074
"P19","No sabe",0.012,0.003,0.019,0.013,0.11
"P20","Que continúe el intendente Julio Zamora",0.168,0.147,0.268,0.102,0.278
"P20","Que continúe Julio Zamora pero con mejoras",0.275,0.139,0.545,0.366,0.259
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.12,0.204,0.03,0.152,0.193
"P20","Que cambie el intendente Julio Zamora",0.437,0.51,0.157,0.38,0.27
"P21","Es kirchnerista",0.125,0.303,0.025,0.025,0.202
"P21","Forma parte del Frente de Todos",0.238,0.18,0.217,0.298,0.297
"P21","Es un hombre de Massa",0.204,0.044,0.544,0.165,0.15
"P21","Es un peronista independiente de centro",0.139,0.116,0.05,0.143,0.145
"P21","Es un oportunista y está donde le conviene",0.196,0.231,0.098,0.27,0.083
"P21","No sabe",0.098,0.126,0.066,0.099,0.123
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.197,0.086,0.018,0.187,0.22
"P22","Son aliados tácticos pero lo ocultan",0.069,0.283,0.082,0.233,0.122
"P22","Son adversarios políticos",0.507,0.358,0.677,0.238,0.298
"P22","No sabe",0.227,0.273,0.223,0.342,0.36
"P23","Son lo mismo, ambos son de Massa",0.265,0.398,0.347,0.162,0.127
"P23","Son aliados en el Frente de Todos pero compiten",0.383,0.243,0.467,0.313,0.384
"P23","Son enemigos porque Zamora traicionó a Massa",0.157,0.177,0.129,0.316,0.096
"P23","No sabe",0.195,0.182,0.057,0.209,0.393
"P24","La seguridad",0.241,0.349,0.093,0.447,0.321
"P24","El tránsito",0.105,0.037,0.328,0.038,0.067
"P24","El arreglo de las calles",0.123,0.039,0.161,0.037,0.086
"P24","El estado de las escuelas y la educación",0.009,0.048,0.017,0.1,0.05
"P24","El sistema de salud",0.039,0.15,0.024,0.057,0.042
"P24","El deporte y la cultura",0.131,0.082,0.26,0.078,0.135
"P24","La obra pública",0.022,0.013,0.006,0.021,0.047
"P24","La luminaria",0.127,0.157,0.043,0.034,0.039
"P24","No sabe",0.203,0.125,0.068,0.188,0.213
"P25","La seguridad",0.171,0.104,0.16,0.21,0.168
"P25","El tránsito",0.109,0.148,0.02,0.09,0.114
"P25","El arreglo de las calles",0.218,0.206,0.451,0.364,0.111
"P25","El estado de las escuelas y la educación",0.103,0.133,0.129,0.142,0.069
"P25","El sistema de salud",0.186,0.251,0.152,0.083,0.206
"P25","El deporte y la cultura",0.081,0.029,0.054,0,0.038
"P25","La obra pública",0.037,0.038,0.008,0.021,0.039
"P25","La luminaria",0.04,0.031,0.011,0.011,0.01
"P25","No sabe",0.055,0.06,0.015,0.079,0.245
"P27","Los robos",0.325,0.176,0.202,0.22,0.254
"P27","El narcotráfico",0.302,0.454,0.304,0.197,0.141
"P27","La ausencia de patrulleros y personal policial",0.163,0.171,0.133,0.338,0.059
"P27","Otro",0.118,0.129,0.252,0.17,0.17
"P27","Ninguno",0.092,0.07,0.109,0.075,0.376
"P28","Frente de Todos y el peronismo",0.316,0.155,0.706,0.318,0.359
"P28","Cambiemos",0.315,0.278,0.104,0.216,0.211
"P28","Liberales Libertarios",0.181,0.414,0.101,0.335,0.185
"P28","Izquierda",0.075,0.038,0.044,0,0.041
"P28","No sabe",0.113,0.115,0.045,0.131,0.204
"P30","A Alberto Fernández",0.118,0.232,0.566,0,0.15
"P30","A Sergio Massa",0.14,0.226,0.434,0.774,0.16
"P30","A algún candidato del peronismo",0.482,0.381,0,0.173,0.547
"P30","A algún candidato del kirchnerismo",0.26,0.161,0,0.053,0.143
"P31","A Alberto Fernández",0.24,0.181,0.601,0.329,0.43
"P31","A Sergio Massa",0.149,0.261,0.399,0.415,0.111
"P31","A algún candidato del peronismo",0.33,0.337,0,0.18,0.285
"P31","A Cristina Fernández de Kirchner",0.281,0.221,0,0.076,0.174
"P32","A Horacio Rodriguez Larreta",0.266,0.112,0.677,0.459,0.015
"P32","A Mauricio Macri",0.215,0.286,0,0.043,0.023
"P32","A Patricia Bullrich",0.244,0.24,0,0.104,0.962
"P32","A Facundo Manes",0.177,0.177,0.323,0.394,0
"P32","A Gerardo Morales",0.098,0.185,0,0,0
"P33","Seguro lo votaria",0.227,0.41,0,0.046,0.589
"P33","Quizás lo votaría",0.245,0.105,0.675,0.058,0.111
"P33","Nunca lo votaría",0.528,0.485,0.325,0.896,0.3
"P34","Muy buena",0.098,0.091,0.279,0.037,0.142
"P34","Buena",0.136,0.24,0.147,0.125,0.126
"P34","Ni buena ni mala",0.221,0.156,0.264,0.276,0.158
"P34","Mala",0.123,0.113,0.136,0.108,0.119
"P34","Muy mala",0.414,0.4,0.174,0.454,0.431
"P34","No sabe",0.008,0,0,0,0.024
"P35","Muy buena",0.153,0.316,0.155,0.241,0.105
"P35","Buena",0.237,0.129,0.086,0.103,0.128
"P35","Ni buena ni mala",0.132,0.097,0.299,0.228,0.184
"P35","Mala",0.113,0.238,0.212,0.057,0.234
"P35","Muy mala",0.352,0.189,0.248,0.371,0.332
"P35","No sabe",0.013,0.031,0,0,0.017
"P36","Muy buena",0.222,0.35,0.195,0.329,0.268
"P36","Buena",0.088,0.059,0.378,0.083,0.044
"P36","Ni buena ni mala",0.116,0.088,0.107,0.006,0.159
"P36","Mala",0.034,0.017,0.049,0.036,0.073
"P36","Muy mala",0.54,0.455,0.262,0.542,0.43
"P36","No sabe",0,0.031,0.009,0.004,0.026
"P37","Muy buena",0.143,0.117,0.106,0.108,0.056
"P37","Buena",0.242,0.131,0.343,0.175,0.087
"P37","Ni buena ni mala",0.206,0.315,0.357,0.109,0.308
"P37","Mala",0.138,0.117,0.024,0.095,0.158
"P37","Muy mala",0.231,0.294,0.158,0.513,0.305
"P37","No sabe",0.04,0.026,0.012,0,0.086
"P38","Muy buena",0.112,0.108,0.087,0.141,0.09
"P38","Buena",0.11,0.059,0.363,0.142,0.164
"P38","Ni buena ni mala",0.204,0.15,0.33,0.099,0.331
"P38","Mala",0.131,0.088,0.131,0.24,0.132
"P38","Muy mala",0.438,0.564,0.089,0.378,0.266
"P38","No sabe",0.005,0.031,0,0,0.017
"P39","Muy buena",0.24,0.314,0.025,0.385,0.184
"P39","Buena",0.153,0.206,0.258,0.072,0.097
"P39","Ni buena ni mala",0.249,0.121,0.369,0.037,0.16
"P39","Mala",0.088,0.08,0.065,0.065,0.149
"P39","Muy mala",0.268,0.248,0.249,0.441,0.335
"P39","No sabe",0.002,0.031,0.034,0,0.075
"P40","Muy buena",0.209,0.282,0.04,0.403,0.118
"P40","Buena",0.1,0.256,0.158,0.07,0.123
"P40","Ni buena ni mala",0.28,0.065,0.195,0.119,0.228
"P40","Mala",0.109,0.175,0.366,0.045,0.141
"P40","Muy mala",0.261,0.159,0.241,0.363,0.352
"P40","No sabe",0.041,0.063,0,0,0.038
