"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P19","Muy buena",0.24,0.172,0.188,0.227,0.242
"P19","Buena",0.18,0.263,0.116,0.16,0.329
"P19","Ni buena ni mala",0.153,0.236,0.3,0.347,0.219
"P19","Mala",0.195,0.223,0.226,0.138,0.038
"P19","Muy mala",0.173,0.105,0.17,0.084,0.126
"P19","No sabe",0.059,0.001,0,0.044,0.046
"P20","Que continúe el intendente Julio Zamora",0.154,0.216,0.106,0.148,0.332
"P20","Que continúe Julio Zamora pero con mejoras",0.267,0.237,0.324,0.406,0.268
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.09,0.138,0.252,0.142,0.125
"P20","Que cambie el intendente Julio Zamora",0.489,0.409,0.318,0.304,0.275
"P21","Es kirchnerista",0.201,0.154,0.136,0.064,0.136
"P21","Forma parte del Frente de Todos",0.173,0.281,0.272,0.277,0.284
"P21","Es un hombre de Massa",0.209,0.221,0.054,0.214,0.22
"P21","Es un peronista independiente de centro",0.131,0.086,0.097,0.189,0.191
"P21","Es un oportunista y está donde le conviene",0.111,0.184,0.345,0.18,0.091
"P21","No sabe",0.175,0.074,0.096,0.076,0.078
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.203,0.113,0.161,0.16,0.236
"P22","Son aliados tácticos pero lo ocultan",0.067,0.187,0.191,0.055,0.172
"P22","Son adversarios políticos",0.398,0.526,0.406,0.376,0.332
"P22","No sabe",0.332,0.174,0.242,0.409,0.26
"P23","Son lo mismo, ambos son de Massa",0.231,0.314,0.241,0.241,0.158
"P23","Son aliados en el Frente de Todos pero compiten",0.332,0.411,0.296,0.344,0.427
"P23","Son enemigos porque Zamora traicionó a Massa",0.189,0.166,0.218,0.139,0.085
"P23","No sabe",0.248,0.109,0.245,0.276,0.33
"P24","La seguridad",0.239,0.255,0.421,0.267,0.327
"P24","El tránsito",0.099,0.134,0.032,0.076,0.121
"P24","El arreglo de las calles",0.09,0.091,0.073,0.053,0.146
"P24","El estado de las escuelas y la educación",0.043,0.032,0.014,0.007,0.086
"P24","El sistema de salud",0.078,0.035,0.057,0.022,0.088
"P24","El deporte y la cultura",0.101,0.14,0.1,0.239,0.088
"P24","La obra pública",0.035,0.016,0.018,0.056,0.003
"P24","La luminaria",0.08,0.181,0.057,0.052,0.034
"P24","No sabe",0.235,0.116,0.228,0.228,0.107
"P25","La seguridad",0.266,0.101,0.305,0.02,0.1
"P25","El tránsito",0.106,0.074,0.104,0.141,0.135
"P25","El arreglo de las calles",0.199,0.236,0.198,0.362,0.164
"P25","El estado de las escuelas y la educación",0.069,0.169,0.086,0.075,0.102
"P25","El sistema de salud",0.135,0.247,0.192,0.152,0.181
"P25","El deporte y la cultura",0.051,0.04,0.032,0.069,0.078
"P25","La obra pública",0.02,0.04,0.019,0.056,0.037
"P25","La luminaria",0.063,0.021,0.002,0.01,0.01
"P25","No sabe",0.091,0.072,0.062,0.115,0.193
"P26","Agua corriente y cloacas",0.518,0.467,0.429,0.334,0.253
"P26","Energía eléctrica",0.092,0.229,0.147,0.119,0.063
"P26","Red de gas natural",0.065,0.094,0.071,0.142,0.06
"P26","Recolección de residuos",0.106,0.092,0.269,0.145,0.063
"P26","Ninguno",0.219,0.118,0.084,0.26,0.561
"P28","Frente de Todos y el peronismo",0.321,0.338,0.252,0.373,0.418
"P28","Cambiemos",0.263,0.351,0.229,0.21,0.144
"P28","Liberales Libertarios",0.2,0.221,0.324,0.124,0.278
"P28","Izquierda",0.076,0.012,0.049,0.096,0.03
"P28","No sabe",0.14,0.078,0.146,0.197,0.13
"P30","A Alberto Fernández",0.288,0.201,0.116,0.118,0
"P30","A Sergio Massa",0.228,0.154,0.421,0.374,0.298
"P30","A algún candidato del peronismo",0.402,0.546,0.167,0.316,0.358
"P30","A algún candidato del kirchnerismo",0.082,0.099,0.296,0.192,0.344
"P31","A Alberto Fernández",0.296,0.245,0.349,0.096,0
"P31","A Sergio Massa",0.236,0.197,0.268,0.421,0.151
"P31","A algún candidato del peronismo",0.251,0.513,0.082,0.323,0.36
"P31","A Cristina Fernández de Kirchner",0.217,0.045,0.301,0.16,0.489
"P32","A Horacio Rodriguez Larreta",0.213,0.354,0.259,0.174,0.219
"P32","A Mauricio Macri",0.301,0.163,0.126,0.344,0.015
"P32","A Patricia Bullrich",0.184,0.255,0.445,0.155,0.406
"P32","A Facundo Manes",0.203,0.184,0.073,0.287,0.108
"P32","A Gerardo Morales",0.099,0.044,0.097,0.04,0.252
"P33","Seguro lo votaria",0.325,0.232,0.056,0.219,0.408
"P33","Quizás lo votaría",0.211,0.275,0.215,0.236,0.19
"P33","Nunca lo votaría",0.464,0.493,0.729,0.545,0.402
"P34","Muy buena",0.182,0.125,0.031,0.126,0.074
"P34","Buena",0.085,0.171,0.193,0.132,0.174
"P34","Ni buena ni mala",0.277,0.155,0.21,0.186,0.202
"P34","Mala",0.108,0.153,0.118,0.057,0.147
"P34","Muy mala",0.348,0.395,0.448,0.472,0.373
"P34","No sabe",0,0.001,0,0.027,0.03
"P35","Muy buena",0.146,0.238,0.176,0.148,0.13
"P35","Buena",0.132,0.184,0.205,0.16,0.156
"P35","Ni buena ni mala",0.218,0.166,0.037,0.219,0.17
"P35","Mala",0.158,0.133,0.247,0.156,0.126
"P35","Muy mala",0.333,0.264,0.33,0.282,0.418
"P35","No sabe",0.013,0.015,0.005,0.035,0
"P36","Muy buena",0.201,0.302,0.299,0.243,0.27
"P36","Buena",0.131,0.09,0.062,0.187,0.015
"P36","Ni buena ni mala",0.16,0.045,0.072,0.015,0.27
"P36","Mala",0.051,0.037,0.043,0.065,0.014
"P36","Muy mala",0.457,0.509,0.519,0.46,0.419
"P36","No sabe",0,0.017,0.005,0.03,0.012
"P37","Muy buena",0.098,0.086,0.09,0.198,0.115
"P37","Buena",0.19,0.287,0.168,0.18,0.049
"P37","Ni buena ni mala",0.228,0.255,0.174,0.347,0.245
"P37","Mala",0.167,0.121,0.169,0.055,0.073
"P37","Muy mala",0.259,0.247,0.373,0.192,0.403
"P37","No sabe",0.058,0.004,0.026,0.028,0.115
"P38","Muy buena",0.157,0.115,0.056,0.084,0.084
"P38","Buena",0.151,0.102,0.152,0.186,0.154
"P38","Ni buena ni mala",0.253,0.208,0.171,0.173,0.332
"P38","Mala",0.134,0.105,0.109,0.182,0.201
"P38","Muy mala",0.305,0.453,0.507,0.348,0.223
"P38","No sabe",0,0.017,0.005,0.027,0.006
"P39","Muy buena",0.195,0.3,0.241,0.221,0.187
"P39","Buena",0.066,0.141,0.193,0.239,0.157
"P39","Ni buena ni mala",0.259,0.165,0.193,0.201,0.135
"P39","Mala",0.081,0.08,0.059,0.125,0.169
"P39","Muy mala",0.343,0.297,0.311,0.187,0.338
"P39","No sabe",0.056,0.017,0.003,0.027,0.014
"P40","Muy buena",0.178,0.17,0.318,0.161,0.239
"P40","Buena",0.169,0.169,0.064,0.093,0.083
"P40","Ni buena ni mala",0.24,0.23,0.171,0.238,0.14
"P40","Mala",0.093,0.139,0.155,0.21,0.152
"P40","Muy mala",0.313,0.267,0.263,0.271,0.268
"P40","No sabe",0.007,0.025,0.029,0.027,0.118
