"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P36","Ni buena ni mala",0.098,0.009,0.085,0.152,0.44
"P36","Mala",0.049,0.022,0.041,0.035,0
"P36","Muy mala",0.596,0.632,0.855,0.117,0.169
"P36","No sabe",0,0,0,0.006,0
"P37","Muy buena",0.259,0.114,0.044,0.155,0.064
"P37","Buena",0.265,0.189,0.319,0.172,0.018
"P37","Ni buena ni mala",0.155,0.407,0.244,0.17,0.159
"P37","Mala",0.176,0.023,0.126,0.102,0.336
"P37","Muy mala",0.11,0.254,0.267,0.394,0.186
"P37","No sabe",0.035,0.013,0,0.007,0.237
"P38","Muy buena",0.095,0.057,0.044,0.181,0.255
"P38","Buena",0.116,0.019,0.035,0.268,0.214
"P38","Ni buena ni mala",0.244,0.268,0.141,0.139,0.362
"P38","Mala",0.199,0.141,0.088,0.237,0.035
"P38","Muy mala",0.346,0.498,0.684,0.175,0.134
"P38","No sabe",0,0.017,0.008,0,0
"P39","Muy buena",0.159,0.368,0.428,0.017,0
"P39","Buena",0.218,0.163,0.297,0.019,0.088
"P39","Ni buena ni mala",0.251,0.312,0.219,0.182,0.076
"P39","Mala",0.085,0.125,0,0.221,0.096
"P39","Muy mala",0.278,0.032,0.056,0.561,0.74
"P39","No sabe",0.009,0,0,0,0
"P40","Muy buena",0.137,0.195,0.439,0.052,0.024
"P40","Buena",0.168,0.083,0.164,0.005,0
"P40","Ni buena ni mala",0.333,0.349,0.275,0.057,0.066
"P40","Mala",0.043,0.212,0.087,0.224,0.186
"P40","Muy mala",0.307,0.143,0.025,0.662,0.469
"P40","No sabe",0.012,0.018,0.01,0,0.255
