"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P54","Muy mala",0.525,0.55,0.115,0.227
"P55","Muy buena",0.032,0.006,0.043,0.076
"P55","Buena",0.046,0.05,0.25,0.143
"P55","Regular",0.092,0.08,0.393,0.303
"P55","Mala",0.221,0.215,0.171,0.233
"P55","Muy mala",0.609,0.649,0.143,0.245
"P56","Muy buena",0.064,0.075,0.163,0.089
"P56","Buena",0.116,0.184,0.352,0.249
"P56","Regular",0.425,0.249,0.263,0.344
"P56","Mala",0.24,0.197,0.134,0.186
"P56","Muy mala",0.155,0.295,0.088,0.132
"P57","Muy buena",0.065,0.055,0.083,0.082
"P57","Buena",0.211,0.236,0.352,0.215
"P57","Regular",0.47,0.413,0.396,0.426
"P57","Mala",0.199,0.171,0.111,0.173
"P57","Muy mala",0.055,0.125,0.058,0.104
"P58","Muy buena",0.072,0.048,0.172,0.114
"P58","Buena",0.135,0.206,0.328,0.232
"P58","Regular",0.327,0.315,0.323,0.351
"P58","Mala",0.268,0.201,0.113,0.204
"P58","Muy mala",0.198,0.23,0.064,0.099
"P59","Muy buena",0.076,0.162,0.157,0.09
"P59","Buena",0.251,0.279,0.386,0.365
"P59","Regular",0.472,0.317,0.31,0.307
"P59","Mala",0.125,0.122,0.103,0.153
"P59","Muy mala",0.076,0.12,0.044,0.085
"P60","Ha aumentado significativamente",0.068,0.07,0.181,0.071
"P60","Ha aumentado ligeramente",0.168,0.209,0.274,0.209
"P60","Se mantiene igual",0.283,0.24,0.289,0.364
"P60","Ha disminuido ligeramente",0.211,0.254,0.156,0.213
"P60","Ha disminuido significativamente",0.27,0.227,0.1,0.143
"P61","Muy baja",0.043,0.042,0.05,0.037
"P61","Baja",0.064,0.054,0.064,0.059
"P61","Moderada",0.069,0.021,0.127,0.166
"P61","Alta",0.163,0.169,0.382,0.342
"P61","Muy alta",0.661,0.714,0.377,0.396
"P62","Muy bajas",0.078,0.08,0.037,0.058
"P62","Bajas",0.199,0.186,0.1,0.097
"P62","Adecuadas",0.24,0.241,0.393,0.365
"P62","Altas",0.27,0.174,0.314,0.299
"P62","Muy altas",0.213,0.319,0.156,0.181
"P63","No, ninguna dificultad",0.413,0.376,0.514,0.353
"P63","Alguna dificultad ocasional",0.334,0.367,0.279,0.307
"P63","Sí, dificultades frecuentes",0.253,0.257,0.207,0.34
"P64","Sí, absolutamente",0.285,0.319,0.667,0.51
"P64","Sí, en cierta medida",0.419,0.303,0.27,0.364
"P64","No, en absoluto",0.296,0.378,0.063,0.126
"P65","Reducir la inflación",0.398,0.275,0.514,0.47
"P65","Implementar reformas fiscales",0.126,0.18,0.153,0.119
"P65","Establecer políticas de control de precios",0.077,0.112,0.248,0.261
"P65","Reducir el gasto público",0.359,0.37,0.043,0.095
"P65","Estimular la inversión extranjera",0.036,0.042,0.015,0.055
"P65","Aumentar los subsidios a los servicios públicos",0.004,0.021,0.027,0
"P66","Fomentar la competencia entre proveedores",0.416,0.506,0.21,0.338
"P66","Incrementar la inversión en infraestructura",0.306,0.211,0.254,0.235
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.095,0.059,0.185,0.173
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.183,0.224,0.351,0.254
"P67","Muy positiva",0.142,0.152,0.38,0.203
"P67","Positiva",0.142,0.219,0.332,0.327
"P67","Neutral",0.26,0.288,0.17,0.244
"P67","Algo negativa",0.215,0.129,0.086,0.063
"P67","Negativa",0.169,0.169,0.018,0.042
"P67","No sabe",0.072,0.043,0.014,0.121
"P68","Muy positivo",0.105,0.098,0.305,0.203
"P68","Positivo",0.13,0.164,0.352,0.326
"P68","Neutral",0.322,0.294,0.221,0.279
"P68","Algo negativo",0.169,0.179,0.031,0.032
"P68","Negativo",0.194,0.196,0.041,0.045
"P68","No sabe",0.08,0.069,0.05,0.115
"P69","Muy positivo",0.061,0.048,0.182,0.132
"P69","Positivo",0.104,0.144,0.263,0.269
"P69","Neutral",0.492,0.483,0.461,0.404
"P69","Algo negativo",0.101,0.134,0.017,0.038
"P69","Negativo",0.137,0.128,0.028,0.043
"P69","No sabe",0.105,0.063,0.049,0.114
"P70","Muy positiva",0.173,0.158,0.623,0.471
"P70","Positiva",0.167,0.156,0.209,0.149
"P70","Neutral",0.302,0.341,0.117,0.166
"P70","Algo negativa",0.148,0.121,0.004,0.078
"P70","Negativa",0.17,0.192,0.032,0.075
"P70","No sabe",0.04,0.032,0.015,0.061
"P71","Muy positivo",0.184,0.149,0.617,0.429
"P71","Positivo",0.169,0.198,0.237,0.217
"P71","Neutral",0.271,0.319,0.077,0.146
"P71","Algo negativo",0.164,0.134,0.008,0.052
"P71","Negativo",0.187,0.193,0.038,0.093
"P71","No sabe",0.025,0.007,0.023,0.063
"P72","Muy positivo",0.177,0.127,0.484,0.383
"P72","Positivo",0.193,0.191,0.303,0.24
"P72","Neutral",0.373,0.377,0.156,0.196
"P72","Algo negativo",0.072,0.103,0.009,0.085
"P72","Negativo",0.155,0.197,0.031,0.023
"P72","No sabe",0.03,0.005,0.017,0.073
"P73","Muy positiva",0.134,0.115,0.45,0.278
"P73","Positiva",0.104,0.162,0.353,0.301
"P73","Neutral",0.268,0.265,0.119,0.215
"P73","Algo negativa",0.165,0.157,0.013,0.049
"P73","Negativa",0.229,0.244,0.034,0.059
"P73","No sabe",0.1,0.057,0.031,0.098
"P74","Muy positivo",0.129,0.069,0.4,0.263
"P74","Positivo",0.09,0.14,0.378,0.258
"P74","Neutral",0.294,0.248,0.13,0.2
"P74","Algo negativo",0.159,0.168,0.024,0.12
"P74","Negativo",0.246,0.3,0.028,0.07
"P74","No sabe",0.082,0.075,0.04,0.089
"P75","Muy positivo",0.096,0.04,0.282,0.24
"P75","Positivo",0.087,0.151,0.314,0.276
"P75","Neutral",0.398,0.291,0.305,0.246
"P75","Algo negativo",0.135,0.171,0.034,0.055
"P75","Negativo",0.196,0.269,0.027,0.086
"P75","No sabe",0.088,0.078,0.038,0.097
"P76","Muy positiva",0.188,0.308,0.615,0.418
"P76","Positiva",0.189,0.206,0.213,0.216
"P76","Neutral",0.241,0.207,0.118,0.152
"P76","Algo negativa",0.125,0.165,0.018,0.071
"P76","Negativa",0.2,0.11,0.029,0.034
"P76","No sabe",0.057,0.004,0.007,0.109
"P77","Muy positivo",0.194,0.293,0.541,0.367
"P77","Positivo",0.172,0.202,0.28,0.261
"P77","Neutral",0.206,0.225,0.108,0.154
"P77","Algo negativo",0.126,0.117,0.026,0.081
"P77","Negativo",0.246,0.149,0.029,0.04
"P77","No sabe",0.056,0.014,0.016,0.097
"P78","Muy positivo",0.174,0.277,0.487,0.312
"P78","Positivo",0.173,0.217,0.187,0.201
"P78","Neutral",0.357,0.277,0.253,0.342
"P78","Algo negativo",0.083,0.105,0.041,0.051
"P78","Negativo",0.16,0.108,0.014,0.028
"P78","No sabe",0.053,0.016,0.018,0.066
"P79","Si",0.482,0.547,0.575,0.349
"P79","No",0.518,0.453,0.425,0.651
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.144,0.123,0.757,0.506
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.709,0.196,0.064,0.104
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.093,0.642,0.073,0.058
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.012,0.026,0.048
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.006,0.013,0.05,0.078
"PRESIDENTE","En blanco",0.021,0.013,0.022,0.063
"PRESIDENTE","No sabe",0.009,0.001,0.008,0.143
