"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.031,0.159,0.241,0.277,0.192,0.437
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.504,0.456,0.256,0.172,0.075,0.146
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.169,0.16,0.075,0.039,0.044,0.023
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.146,0.024,0.044,0.048,0.063,0.041
"P36","No sabe",0.013,0.039,0.029,0.034,0.058,0.027
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.734,0.655,0.333,0.152,0.082,0.156
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.069,0.171,0.52,0.59,0.688,0.588
"P37","En blanco",0.181,0.085,0.106,0.178,0.181,0.08
"P37","No sabe",0.016,0.089,0.041,0.08,0.049,0.176
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.249,0.186,0.474,0.505,0.51,0.475
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.055,0.172,0.186,0.344,0.375,0.226
"P38","En blanco",0.512,0.468,0.253,0.09,0.049,0.144
"P38","No sabe",0.184,0.174,0.087,0.061,0.066,0.155
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.739,0.7,0.342,0.161,0.132,0.18
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.071,0.166,0.366,0.512,0.564,0.412
"P39","En blanco",0.155,0.058,0.185,0.227,0.198,0.242
"P39","No sabe",0.035,0.076,0.107,0.1,0.106,0.166
"P40","Lo votaría",0.813,0.631,0.315,0.108,0.091,0.135
"P40","Puede que lo vote",0.053,0.195,0.136,0.154,0.134,0.148
"P40","Nunca lo votaría",0.125,0.156,0.517,0.716,0.729,0.577
"P40","No sabe",0.009,0.018,0.032,0.022,0.046,0.14
"P41","Lo votaría",0.182,0.261,0.402,0.534,0.566,0.417
"P41","Puede que lo vote",0.034,0.062,0.13,0.122,0.133,0.236
"P41","Nunca lo votaría",0.784,0.606,0.416,0.279,0.28,0.231
"P41","No sabe",0,0.071,0.052,0.065,0.021,0.116
"P42","Lo votaría",0.131,0.099,0.234,0.33,0.479,0.225
"P42","Puede que lo vote",0.013,0.125,0.173,0.2,0.158,0.342
"P42","Nunca lo votaría",0.855,0.719,0.552,0.417,0.295,0.364
"P42","No sabe",0.001,0.057,0.041,0.053,0.068,0.069
"P43","Lo votaría",0.144,0.185,0.116,0.015,0.097,0.031
"P43","Puede que lo vote",0.384,0.37,0.221,0.047,0.05,0.235
"P43","Nunca lo votaría",0.43,0.357,0.618,0.869,0.839,0.618
"P43","No sabe",0.042,0.088,0.045,0.069,0.014,0.116
"P44","Lo votaría",0.105,0.111,0.063,0.021,0.093,0.062
"P44","Puede que lo vote",0.205,0.3,0.283,0.151,0.248,0.286
"P44","Nunca lo votaría",0.651,0.498,0.599,0.739,0.637,0.499
"P44","No sabe",0.039,0.091,0.055,0.089,0.022,0.153
"P53","Sergio Massa y Javier Milei",0.661,0.67,0.365,0.258,0.142,0.339
"P53","Patricia Bullrich y Javier Milei",0.106,0.141,0.468,0.572,0.696,0.442
"P53","Sergio Massa y Patricia Bullrich",0.233,0.189,0.167,0.17,0.162,0.219
"P54","Muy buena",0.202,0.118,0.054,0.026,0.073,0.074
"P54","Buena",0.216,0.152,0.107,0.151,0.158,0.052
"P54","Regular",0.318,0.392,0.155,0.046,0.009,0.169
"P54","Mala",0.192,0.206,0.21,0.332,0.127,0.252
"P54","Muy mala",0.072,0.132,0.474,0.445,0.633,0.453
"P55","Muy buena",0.183,0.051,0.008,0.007,0,0.01
"P55","Buena",0.307,0.234,0.06,0.013,0,0.008
"P55","Regular",0.317,0.402,0.183,0.068,0,0.316
"P55","Mala",0.088,0.199,0.209,0.266,0.217,0.165
"P55","Muy mala",0.105,0.114,0.54,0.646,0.783,0.501
"P56","Muy buena",0.323,0.148,0.057,0.07,0.055,0.009
"P56","Buena",0.327,0.363,0.156,0.184,0.066,0.168
"P56","Regular",0.25,0.29,0.348,0.43,0.282,0.444
"P56","Mala",0.041,0.126,0.25,0.211,0.225,0.164
"P56","Muy mala",0.059,0.073,0.189,0.105,0.372,0.215
"P57","Muy buena",0.269,0.046,0.058,0.021,0.027,0.014
"P57","Buena",0.301,0.395,0.207,0.183,0.189,0.204
"P57","Regular",0.353,0.425,0.482,0.489,0.404,0.594
"P57","Mala",0.036,0.069,0.195,0.238,0.213,0.107
"P57","Muy mala",0.041,0.065,0.058,0.069,0.167,0.081
"P58","Muy buena",0.354,0.105,0.069,0.015,0.037,0.085
"P58","Buena",0.348,0.387,0.171,0.113,0.161,0.134
"P58","Regular",0.212,0.364,0.391,0.37,0.18,0.316
"P58","Mala",0.041,0.111,0.229,0.318,0.239,0.261
"P58","Muy mala",0.045,0.033,0.14,0.184,0.383,0.204
"P59","Muy buena",0.314,0.103,0.064,0.071,0.148,0.114
"P59","Buena",0.361,0.521,0.29,0.265,0.151,0.209
"P59","Regular",0.282,0.289,0.437,0.423,0.384,0.352
"P59","Mala",0.02,0.039,0.127,0.171,0.147,0.243
"P59","Muy mala",0.023,0.048,0.082,0.07,0.17,0.082
"P60","Ha aumentado significativamente",0.265,0.148,0.066,0.02,0.066,0.119
"P60","Ha aumentado ligeramente",0.341,0.392,0.223,0.096,0.176,0.132
"P60","Se mantiene igual",0.195,0.26,0.315,0.39,0.212,0.191
"P60","Ha disminuido ligeramente",0.124,0.156,0.192,0.263,0.171,0.392
"P60","Ha disminuido significativamente",0.075,0.044,0.204,0.231,0.375,0.166
"P61","Muy baja",0.14,0.056,0.026,0.023,0.029,0.006
"P61","Baja",0.094,0.123,0.047,0.059,0.056,0.063
"P61","Moderada",0.164,0.164,0.055,0.092,0.01,0.079
"P61","Alta",0.362,0.379,0.262,0.16,0.069,0.142
"P61","Muy alta",0.24,0.278,0.61,0.666,0.836,0.71
"P62","Muy bajas",0.136,0.031,0.073,0.092,0.116,0.007
"P62","Bajas",0.066,0.175,0.146,0.222,0.184,0.106
"P62","Adecuadas",0.449,0.407,0.304,0.23,0.155,0.292
"P62","Altas",0.222,0.273,0.237,0.226,0.197,0.396
"P62","Muy altas",0.127,0.114,0.24,0.23,0.348,0.199
"P63","No, ninguna dificultad",0.595,0.469,0.434,0.357,0.329,0.319
"P63","Alguna dificultad ocasional",0.24,0.321,0.327,0.353,0.321,0.443
"P63","Sí, dificultades frecuentes",0.165,0.21,0.239,0.29,0.35,0.238
"P64","Sí, absolutamente",0.808,0.509,0.384,0.266,0.173,0.339
"P64","Sí, en cierta medida",0.172,0.418,0.412,0.397,0.253,0.443
"P64","No, en absoluto",0.02,0.073,0.204,0.337,0.574,0.218
"P65","Reducir la inflación",0.545,0.472,0.41,0.309,0.234,0.505
"P65","Implementar reformas fiscales",0.124,0.21,0.127,0.107,0.157,0.061
"P65","Establecer políticas de control de precios",0.267,0.226,0.14,0.045,0.128,0.077
"P65","Reducir el gasto público",0.018,0.077,0.29,0.451,0.406,0.326
"P65","Estimular la inversión extranjera",0.028,0.007,0.027,0.044,0.056,0.018
"P65","Aumentar los subsidios a los servicios públicos",0.018,0.008,0.006,0.044,0.019,0.013
"P66","Fomentar la competencia entre proveedores",0.248,0.24,0.377,0.399,0.495,0.385
"P66","Incrementar la inversión en infraestructura",0.289,0.331,0.245,0.258,0.194,0.222
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.223,0.167,0.078,0.093,0.086,0.13
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.24,0.262,0.3,0.25,0.225,0.263
"P67","Muy positiva",0.509,0.198,0.198,0.091,0.122,0.115
"P67","Positiva",0.241,0.554,0.224,0.077,0.061,0.092
"P67","Neutral",0.17,0.107,0.299,0.454,0.216,0.229
"P67","Algo negativa",0.071,0.107,0.14,0.226,0.162,0.254
"P67","Negativa",0.009,0.009,0.085,0.117,0.399,0.026
"P67","No sabe",0,0.025,0.054,0.035,0.04,0.284
"P68","Muy positivo",0.593,0.148,0.102,0.02,0.071,0.039
"P68","Positivo",0.251,0.562,0.219,0.051,0.03,0.032
"P68","Neutral",0.116,0.188,0.382,0.417,0.235,0.297
"P68","Algo negativo",0.012,0.066,0.138,0.288,0.128,0.072
"P68","Negativo",0.011,0.012,0.112,0.198,0.475,0.056
"P68","No sabe",0.017,0.024,0.047,0.026,0.061,0.504
"P69","Muy positivo",0.418,0.13,0.027,0.034,0.015,0.029
"P69","Positivo",0.284,0.487,0.105,0.025,0.042,0.044
"P69","Neutral",0.222,0.328,0.721,0.592,0.355,0.329
"P69","Algo negativo",0.018,0.017,0.066,0.223,0.123,0.006
"P69","Negativo",0.049,0.008,0.036,0.068,0.398,0.012
"P69","No sabe",0.009,0.03,0.045,0.058,0.067,0.58
"P70","Muy positiva",0.834,0.435,0.276,0.106,0.072,0.213
"P70","Positiva",0.094,0.365,0.175,0.076,0.045,0.178
"P70","Neutral",0.053,0.126,0.407,0.351,0.238,0.166
"P70","Algo negativa",0,0.059,0.057,0.313,0.168,0.092
"P70","Negativa",0.013,0.013,0.074,0.152,0.459,0.075
"P70","No sabe",0.006,0.002,0.011,0.002,0.018,0.276
"P71","Muy positivo",0.883,0.456,0.238,0.074,0.081,0.196
"P71","Positivo",0.02,0.401,0.262,0.094,0.071,0.145
"P71","Neutral",0.029,0.077,0.32,0.344,0.218,0.202
"P71","Algo negativo",0,0.046,0.071,0.361,0.134,0.173
"P71","Negativo",0.068,0.008,0.098,0.127,0.472,0.049
"P71","No sabe",0,0.012,0.011,0,0.024,0.235
"P72","Muy positivo",0.942,0.267,0.163,0.058,0.104,0.071
"P72","Positivo",0.034,0.559,0.254,0.122,0.052,0.287
"P72","Neutral",0.007,0.129,0.471,0.409,0.353,0.286
"P72","Algo negativo",0,0.033,0.021,0.317,0.074,0.049
"P72","Negativo",0.017,0,0.085,0.083,0.397,0.056
"P72","No sabe",0,0.012,0.006,0.011,0.02,0.251
"P73","Muy positiva",0.893,0.192,0.162,0.059,0.044,0.038
"P73","Positiva",0.055,0.673,0.189,0.053,0.034,0.045
"P73","Neutral",0.039,0.076,0.435,0.32,0.065,0.152
"P73","Algo negativa",0.006,0.027,0.085,0.459,0.108,0.06
"P73","Negativa",0.007,0.019,0.092,0.104,0.74,0.008
"P73","No sabe",0,0.013,0.037,0.005,0.009,0.697
"P74","Muy positivo",0.947,0.164,0.105,0.006,0,0.018
"P74","Positivo",0.035,0.724,0.159,0.032,0.005,0.039
"P74","Neutral",0.005,0.048,0.57,0.191,0.021,0.062
"P74","Algo negativo",0.006,0.027,0.086,0.684,0.054,0.031
"P74","Negativo",0.007,0.03,0.065,0.075,0.911,0.024
"P74","No sabe",0,0.007,0.015,0.012,0.009,0.826
"P76","Muy positiva",0.866,0.431,0.285,0.072,0.188,0.173
"P76","Positiva",0.084,0.445,0.186,0.13,0.137,0.163
"P76","Neutral",0.035,0.084,0.387,0.208,0.065,0.113
"P76","Algo negativa",0.012,0.017,0.07,0.47,0.07,0.136
"P76","Negativa",0.003,0.015,0.05,0.12,0.517,0.04
"P76","No sabe",0,0.008,0.022,0,0.023,0.375
"P77","Muy positivo",0.838,0.387,0.282,0.082,0.11,0.134
"P77","Positivo",0.115,0.433,0.218,0.159,0.122,0.185
"P77","Neutral",0.039,0.106,0.279,0.262,0.136,0.142
"P77","Algo negativo",0.003,0.046,0.088,0.34,0.062,0.112
"P77","Negativo",0,0.006,0.101,0.157,0.549,0.092
"P77","No sabe",0.005,0.022,0.032,0,0.021,0.335
"P78","Muy positivo",0.714,0.38,0.217,0.093,0.128,0.177
"P78","Positivo",0.129,0.352,0.16,0.131,0.169,0.152
"P78","Neutral",0.149,0.216,0.52,0.312,0.176,0.206
"P78","Algo negativo",0.003,0.03,0.039,0.35,0.114,0
"P78","Negativo",0.003,0.008,0.046,0.111,0.408,0.016
"P78","No sabe",0.002,0.014,0.018,0.003,0.005,0.449
"P79","Si",0.65,0.449,0.477,0.425,0.528,0.526
"P79","No",0.35,0.551,0.523,0.575,0.472,0.474
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.694,0.644,0.318,0.124,0.07,0.155
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.086,0.119,0.382,0.549,0.582,0.342
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.153,0.124,0.198,0.286,0.293,0.248
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.043,0.053,0.025,0.005,0.018,0.012
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.008,0.039,0.047,0.014,0,0
"PRESIDENTE","En blanco",0.01,0.021,0.013,0.012,0.005,0.16
"PRESIDENTE","No sabe",0.006,0,0.017,0.01,0.032,0.083
