"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.053,0.04,0.029,0.031,0.008,0.016
"P14","En blanco",0,0.03,0.02,0,0.01,0.072
"P14","No sabe",0,0.005,0.019,0,0,0.098
"P17","Totalmente seguro",0.839,0.68,0.684,0.745,0.768,0.623
"P17","Bastante seguro",0.093,0.162,0.148,0.136,0.088,0.125
"P17","Algo seguro",0.053,0.105,0.106,0.059,0.094,0.17
"P17","Para nada seguro",0.015,0.053,0.062,0.06,0.05,0.082
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.074,0.094,0.075,0.555,0.194,0.092
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.086,0.033,0.075,0.254,0.352,0.119
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.168,0.256,0.213,0.091,0.075,0.151
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.215,0.316,0.433,0.1,0,0.236
"P22","En blanco",0.285,0.142,0.162,0,0.379,0.364
"P22","No sabe",0.172,0.159,0.042,0,0,0.038
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.14,0.112,0.124,0.143,0.012,0.06
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.701,0.53,0.391,0.411,0.227,0.191
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.112,0.164,0.17,0.155,0.114,0.225
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0.04,0.01,0.024,0.14,0
"P25","En blanco",0.047,0.063,0.227,0.174,0.395,0.249
"P25","No sabe",0,0.091,0.078,0.093,0.112,0.275
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.311,0.253,0.141,0.109,0.131,0.039
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.453,0.28,0.468,0.264,0.563,0.301
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.163,0.242,0.177,0.323,0.086,0.107
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.073,0.031,0.042,0,0.039,0.033
"P28","En blanco",0,0.155,0.138,0.304,0.181,0.34
"P28","No sabe",0,0.039,0.034,0,0,0.18
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.224,0.187,0.341,0.568,0.463,0.272
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.063,0.116,0.258,0.166,0.224,0.354
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.388,0.386,0.269,0.164,0.132,0.183
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.154,0.182,0.064,0.066,0.022,0.061
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.171,0.093,0.036,0.004,0.092,0.061
"P36","No sabe",0,0.036,0.032,0.032,0.067,0.069
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.728,0.621,0.347,0.094,0.119,0.233
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.093,0.165,0.482,0.789,0.648,0.547
"P37","En blanco",0.135,0.135,0.121,0.079,0.204,0.059
"P37","No sabe",0.044,0.079,0.05,0.038,0.029,0.161
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.247,0.24,0.421,0.527,0.586,0.518
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.1,0.17,0.212,0.356,0.28,0.158
"P38","En blanco",0.503,0.415,0.27,0.06,0.082,0.166
"P38","No sabe",0.15,0.175,0.097,0.057,0.052,0.158
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.705,0.68,0.355,0.15,0.142,0.255
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.122,0.139,0.373,0.564,0.482,0.277
"P39","En blanco",0.12,0.093,0.178,0.183,0.27,0.224
"P39","No sabe",0.053,0.088,0.094,0.103,0.106,0.244
"P40","Lo votaría",0.774,0.62,0.31,0.117,0.127,0.232
"P40","Puede que lo vote",0.113,0.194,0.115,0.201,0.115,0.111
"P40","Nunca lo votaría",0.076,0.181,0.539,0.662,0.721,0.539
"P40","No sabe",0.037,0.005,0.036,0.02,0.037,0.118
"P41","Lo votaría",0.222,0.22,0.399,0.677,0.526,0.509
"P41","Puede que lo vote",0.034,0.078,0.127,0.06,0.104,0.15
"P41","Nunca lo votaría",0.694,0.656,0.416,0.222,0.37,0.27
"P41","No sabe",0.05,0.046,0.058,0.041,0,0.071
"P42","Lo votaría",0.152,0.109,0.252,0.36,0.451,0.237
"P42","Puede que lo vote",0.037,0.118,0.183,0.147,0.156,0.175
"P42","Nunca lo votaría",0.783,0.712,0.523,0.457,0.343,0.481
"P42","No sabe",0.028,0.061,0.042,0.036,0.05,0.107
"P43","Lo votaría",0.142,0.166,0.098,0.099,0.07,0.103
"P43","Puede que lo vote",0.32,0.367,0.19,0.057,0.08,0.215
"P43","Nunca lo votaría",0.462,0.388,0.668,0.83,0.834,0.555
"P43","No sabe",0.076,0.079,0.044,0.014,0.016,0.127
"P44","Lo votaría",0.15,0.09,0.065,0.078,0.053,0.075
"P44","Puede que lo vote",0.218,0.308,0.258,0.208,0.122,0.302
"P44","Nunca lo votaría",0.606,0.513,0.609,0.68,0.806,0.453
"P44","No sabe",0.026,0.089,0.068,0.034,0.019,0.17
"P53","Sergio Massa y Javier Milei",0.682,0.667,0.385,0.159,0.16,0.268
"P53","Patricia Bullrich y Javier Milei",0.099,0.191,0.428,0.634,0.643,0.478
"P53","Sergio Massa y Patricia Bullrich",0.219,0.142,0.187,0.207,0.197,0.254
"P54","Muy buena",0.251,0.098,0.059,0.067,0.048,0.04
"P54","Buena",0.247,0.168,0.085,0.06,0.195,0.104
"P54","Regular",0.348,0.303,0.176,0.065,0.036,0.216
"P54","Mala",0.075,0.286,0.229,0.257,0.093,0.267
"P54","Muy mala",0.079,0.145,0.451,0.551,0.628,0.373
"P55","Muy buena",0.261,0.042,0.008,0.008,0.02,0.019
"P55","Buena",0.291,0.212,0.08,0.013,0.023,0.032
"P55","Regular",0.305,0.377,0.182,0.054,0.004,0.283
"P55","Mala",0.054,0.18,0.226,0.295,0.14,0.199
"P55","Muy mala",0.089,0.189,0.504,0.63,0.813,0.467
"P56","Muy buena",0.484,0.144,0.039,0.028,0.069,0.081
"P56","Buena",0.234,0.298,0.214,0.175,0.102,0.116
"P56","Regular",0.212,0.352,0.352,0.385,0.299,0.422
"P56","Mala",0.063,0.087,0.233,0.254,0.166,0.204
"P56","Muy mala",0.007,0.119,0.162,0.158,0.364,0.177
"P57","Muy buena",0.317,0.075,0.043,0.021,0.036,0.052
"P57","Buena",0.331,0.35,0.227,0.183,0.176,0.196
"P57","Regular",0.287,0.455,0.487,0.447,0.4,0.496
"P57","Mala",0.051,0.073,0.168,0.258,0.183,0.174
"P57","Muy mala",0.014,0.047,0.075,0.091,0.205,0.082
"P58","Muy buena",0.424,0.097,0.073,0.025,0.045,0.056
"P58","Buena",0.311,0.398,0.185,0.125,0.098,0.196
"P58","Regular",0.182,0.375,0.341,0.25,0.291,0.397
"P58","Mala",0.043,0.079,0.232,0.386,0.207,0.232
"P58","Muy mala",0.04,0.051,0.169,0.214,0.359,0.119
"P59","Muy buena",0.382,0.073,0.089,0.075,0.142,0.079
"P59","Buena",0.35,0.507,0.277,0.211,0.195,0.236
"P59","Regular",0.197,0.34,0.406,0.394,0.428,0.462
"P59","Mala",0.04,0.042,0.143,0.197,0.105,0.191
"P59","Muy mala",0.031,0.038,0.085,0.123,0.13,0.032
"P60","Ha aumentado significativamente",0.282,0.135,0.079,0.063,0.086,0.045
"P60","Ha aumentado ligeramente",0.363,0.314,0.204,0.108,0.145,0.193
"P60","Se mantiene igual",0.247,0.339,0.299,0.268,0.153,0.297
"P60","Ha disminuido ligeramente",0.043,0.149,0.229,0.265,0.186,0.238
"P60","Ha disminuido significativamente",0.065,0.063,0.189,0.296,0.43,0.227
"P61","Muy baja",0.188,0.036,0.019,0.053,0.028,0.022
"P61","Baja",0.073,0.136,0.052,0.051,0.028,0.064
"P61","Moderada",0.189,0.125,0.065,0.043,0.022,0.15
"P61","Alta",0.327,0.313,0.256,0.198,0.074,0.16
"P61","Muy alta",0.223,0.39,0.608,0.655,0.848,0.604
"P62","Muy bajas",0.121,0.072,0.065,0.091,0.054,0.028
"P62","Bajas",0.122,0.193,0.167,0.142,0.187,0.085
"P62","Adecuadas",0.45,0.33,0.297,0.159,0.126,0.375
"P62","Altas",0.259,0.222,0.253,0.354,0.254,0.288
"P62","Muy altas",0.048,0.183,0.218,0.254,0.379,0.224
"P63","No, ninguna dificultad",0.617,0.467,0.423,0.277,0.248,0.445
"P63","Alguna dificultad ocasional",0.171,0.365,0.335,0.314,0.332,0.371
"P63","Sí, dificultades frecuentes",0.212,0.168,0.242,0.409,0.42,0.184
"P64","Sí, absolutamente",0.783,0.571,0.358,0.26,0.235,0.371
"P64","Sí, en cierta medida",0.16,0.303,0.408,0.408,0.217,0.456
"P64","No, en absoluto",0.057,0.126,0.234,0.332,0.548,0.173
"P65","Reducir la inflación",0.582,0.463,0.385,0.279,0.327,0.371
"P65","Implementar reformas fiscales",0.132,0.179,0.138,0.163,0.075,0.121
"P65","Establecer políticas de control de precios",0.233,0.267,0.117,0.137,0.126,0.109
"P65","Reducir el gasto público",0.023,0.066,0.317,0.352,0.405,0.328
"P65","Estimular la inversión extranjera",0.005,0.016,0.031,0.041,0.059,0.071
"P65","Aumentar los subsidios a los servicios públicos",0.025,0.009,0.012,0.028,0.008,0
"P66","Fomentar la competencia entre proveedores",0.388,0.191,0.4,0.402,0.457,0.367
"P66","Incrementar la inversión en infraestructura",0.244,0.368,0.225,0.28,0.256,0.215
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.174,0.163,0.116,0.142,0.059,0.1
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.194,0.278,0.259,0.176,0.228,0.318
"P67","Muy positiva",0.614,0.283,0.141,0.074,0.178,0.144
"P67","Positiva",0.178,0.554,0.202,0.111,0.082,0.103
"P67","Neutral",0.145,0.067,0.379,0.236,0.053,0.141
"P67","Algo negativa",0.056,0.071,0.162,0.344,0.126,0.175
"P67","Negativa",0.007,0.004,0.08,0.209,0.541,0.064
"P67","No sabe",0,0.021,0.036,0.026,0.02,0.373
"P68","Muy positivo",0.837,0.152,0.096,0,0.052,0.022
"P68","Positivo",0.076,0.712,0.179,0.014,0.023,0.049
"P68","Neutral",0.041,0.104,0.491,0.157,0.039,0.185
"P68","Algo negativo",0.03,0.011,0.123,0.604,0.047,0.041
"P68","Negativo",0,0.005,0.084,0.205,0.812,0.06
"P68","No sabe",0.016,0.016,0.027,0.02,0.027,0.643
"P70","Muy positiva",0.811,0.549,0.259,0.147,0.076,0.116
"P70","Positiva",0.108,0.362,0.145,0.108,0.025,0.257
"P70","Neutral",0.041,0.051,0.4,0.212,0.159,0.132
"P70","Algo negativa",0.018,0.03,0.1,0.307,0.127,0.062
"P70","Negativa",0.015,0.008,0.088,0.221,0.613,0.081
"P70","No sabe",0.007,0,0.008,0.005,0,0.352
"P71","Muy positivo",0.775,0.558,0.246,0.167,0.075,0.134
"P71","Positivo",0.081,0.325,0.22,0.091,0.039,0.248
"P71","Neutral",0.102,0.078,0.283,0.303,0.173,0.203
"P71","Algo negativo",0.042,0.005,0.129,0.215,0.103,0.126
"P71","Negativo",0,0.029,0.111,0.216,0.61,0.057
"P71","No sabe",0,0.005,0.011,0.008,0,0.232
"P72","Muy positivo",0.76,0.431,0.208,0.07,0.121,0.084
"P72","Positivo",0.077,0.427,0.221,0.152,0.049,0.323
"P72","Neutral",0.114,0.1,0.411,0.374,0.212,0.264
"P72","Algo negativo",0.042,0.026,0.065,0.129,0.105,0.043
"P72","Negativo",0.007,0.011,0.086,0.269,0.498,0.045
"P72","No sabe",0,0.005,0.009,0.006,0.015,0.241
"P73","Muy positiva",0.805,0.351,0.136,0.138,0.098,0.069
"P73","Positiva",0.063,0.479,0.207,0.111,0.011,0.107
"P73","Neutral",0.087,0.104,0.317,0.262,0.093,0.17
"P73","Algo negativa",0.005,0.023,0.139,0.26,0.133,0.073
"P73","Negativa",0.017,0.031,0.139,0.206,0.646,0.149
"P73","No sabe",0.023,0.012,0.062,0.023,0.019,0.432
"P74","Muy positivo",0.802,0.331,0.114,0.031,0.079,0.031
"P74","Positivo",0.087,0.462,0.192,0.106,0.02,0.1
"P74","Neutral",0.047,0.103,0.341,0.3,0.073,0.165
"P74","Algo negativo",0.027,0.049,0.142,0.292,0.129,0.092
"P74","Negativo",0.009,0.043,0.156,0.271,0.687,0.151
"P74","No sabe",0.028,0.012,0.055,0,0.012,0.461
"P75","Muy positivo",0.608,0.239,0.071,0.039,0.084,0.017
"P75","Positivo",0.231,0.499,0.128,0.046,0.016,0.069
"P75","Neutral",0.086,0.194,0.504,0.312,0.132,0.186
"P75","Algo negativo",0.034,0.015,0.132,0.332,0.08,0.075
"P75","Negativo",0.021,0.035,0.114,0.265,0.678,0.126
"P75","No sabe",0.02,0.018,0.051,0.006,0.01,0.527
"P76","Muy positiva",0.829,0.513,0.268,0.191,0.149,0.254
"P76","Positiva",0.081,0.331,0.223,0.164,0.059,0.145
"P76","Neutral",0.05,0.126,0.259,0.182,0.156,0.165
"P76","Algo negativa",0.027,0.009,0.133,0.269,0.093,0.044
"P76","Negativa",0,0.008,0.098,0.161,0.533,0.105
"P76","No sabe",0.013,0.013,0.019,0.033,0.01,0.287
"P77","Muy positivo",0.765,0.505,0.255,0.12,0.143,0.167
"P77","Positivo",0.123,0.382,0.21,0.134,0.091,0.236
"P77","Neutral",0.076,0.07,0.248,0.314,0.075,0.138
"P77","Algo negativo",0.027,0.015,0.115,0.253,0.102,0.061
"P77","Negativo",0.009,0.012,0.142,0.153,0.581,0.122
"P77","No sabe",0,0.016,0.03,0.026,0.008,0.276
"P78","Muy positivo",0.756,0.432,0.215,0.13,0.092,0.191
"P78","Positivo",0.103,0.34,0.161,0.107,0.142,0.241
"P78","Neutral",0.12,0.199,0.459,0.323,0.125,0.136
"P78","Algo negativo",0.021,0.009,0.08,0.307,0.096,0.019
"P78","Negativo",0,0.009,0.061,0.101,0.537,0.13
"P78","No sabe",0,0.011,0.024,0.032,0.008,0.283
"P79","Si",0.655,0.49,0.488,0.412,0.445,0.596
"P79","No",0.345,0.51,0.512,0.588,0.555,0.404
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.701,0.604,0.309,0.124,0.076,0.185
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.117,0.109,0.4,0.592,0.56,0.427
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.118,0.169,0.195,0.243,0.322,0.161
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.011,0.043,0.028,0.01,0.024,0.041
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.053,0.04,0.029,0.031,0.008,0.016
"PRESIDENTE","En blanco",0,0.03,0.02,0,0.01,0.072
"PRESIDENTE","No sabe",0,0.005,0.019,0,0,0.098
