"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.135,0.328,0.103,0.169,0.213
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.161,0.084,0.062,0.01,0.043
"P28","En blanco",0.197,0.112,0.111,0.159,0.276
"P28","No sabe",0.027,0.049,0.028,0,0.043
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.29,0.219,0.322,0.393,0.42
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.061,0.153,0.258,0.263,0.235
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.409,0.467,0.25,0.184,0.1
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.155,0.122,0.068,0.066,0.079
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.072,0.027,0.057,0.056,0.108
"P36","No sabe",0.013,0.012,0.045,0.038,0.058
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.713,0.585,0.36,0.205,0.158
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.082,0.238,0.523,0.559,0.542
"P37","En blanco",0.171,0.138,0.06,0.147,0.199
"P37","No sabe",0.034,0.039,0.057,0.089,0.101
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.274,0.228,0.519,0.5,0.386
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.166,0.187,0.157,0.212,0.381
"P38","En blanco",0.458,0.454,0.211,0.184,0.145
"P38","No sabe",0.102,0.131,0.113,0.104,0.088
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.686,0.588,0.395,0.231,0.191
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.217,0.236,0.31,0.362,0.493
"P39","En blanco",0.089,0.14,0.179,0.262,0.202
"P39","No sabe",0.008,0.036,0.116,0.145,0.114
"P40","Lo votaría",0.716,0.589,0.337,0.222,0.129
"P40","Puede que lo vote",0.074,0.103,0.119,0.139,0.16
"P40","Nunca lo votaría",0.204,0.286,0.505,0.585,0.662
"P40","No sabe",0.006,0.022,0.039,0.054,0.049
"P41","Lo votaría",0.222,0.25,0.474,0.47,0.39
"P41","Puede que lo vote",0.068,0.079,0.115,0.151,0.151
"P41","Nunca lo votaría",0.686,0.629,0.365,0.31,0.421
"P41","No sabe",0.024,0.042,0.046,0.069,0.038
"P42","Lo votaría",0.258,0.159,0.197,0.238,0.381
"P42","Puede que lo vote",0.037,0.095,0.183,0.21,0.21
"P42","Nunca lo votaría",0.692,0.731,0.55,0.472,0.355
"P42","No sabe",0.013,0.015,0.07,0.08,0.054
"P43","Lo votaría",0.152,0.129,0.088,0.105,0.112
"P43","Puede que lo vote",0.297,0.309,0.196,0.141,0.162
"P43","Nunca lo votaría",0.517,0.497,0.652,0.695,0.693
"P43","No sabe",0.034,0.065,0.064,0.059,0.033
"P44","Lo votaría",0.159,0.055,0.078,0.066,0.078
"P44","Puede que lo vote",0.171,0.297,0.294,0.284,0.139
"P44","Nunca lo votaría",0.65,0.567,0.548,0.551,0.708
"P44","No sabe",0.02,0.081,0.08,0.099,0.075
"P53","Sergio Massa y Javier Milei",0.621,0.525,0.369,0.306,0.342
"P53","Patricia Bullrich y Javier Milei",0.135,0.263,0.457,0.538,0.48
"P53","Sergio Massa y Patricia Bullrich",0.244,0.212,0.174,0.156,0.178
"P54","Muy buena",0.18,0.053,0.062,0.061,0.12
"P54","Buena",0.213,0.113,0.062,0.066,0.216
"P54","Regular",0.371,0.355,0.182,0.073,0.042
"P54","Mala",0.106,0.252,0.322,0.271,0.037
"P54","Muy mala",0.13,0.227,0.372,0.529,0.585
"P55","Muy buena",0.258,0.02,0.007,0.015,0.005
"P55","Buena",0.322,0.295,0.048,0.013,0.011
"P55","Regular",0.187,0.346,0.273,0.052,0.011
"P55","Mala",0.071,0.107,0.26,0.386,0.09
"P55","Muy mala",0.162,0.232,0.412,0.534,0.883
"P57","Muy buena",0.386,0.05,0.027,0.031,0.042
"P57","Buena",0.255,0.437,0.233,0.162,0.178
"P57","Regular",0.265,0.387,0.602,0.406,0.278
"P57","Mala",0.023,0.104,0.129,0.336,0.202
"P57","Muy mala",0.071,0.022,0.009,0.065,0.3
"P58","Muy buena",0.352,0.111,0.074,0.05,0.042
"P58","Buena",0.349,0.365,0.173,0.125,0.126
"P58","Regular",0.125,0.313,0.436,0.269,0.305
"P58","Mala",0.056,0.136,0.202,0.372,0.184
"P58","Muy mala",0.118,0.075,0.115,0.184,0.343
"P59","Muy buena",0.545,0.094,0.064,0.037,0.104
"P59","Buena",0.302,0.675,0.243,0.144,0.157
"P59","Regular",0.066,0.173,0.605,0.452,0.264
"P59","Mala",0.025,0.058,0.067,0.285,0.176
"P59","Muy mala",0.062,0,0.021,0.082,0.299
"P60","Ha aumentado significativamente",0.309,0.1,0.088,0.051,0.062
"P60","Ha aumentado ligeramente",0.324,0.307,0.182,0.142,0.159
"P60","Se mantiene igual",0.267,0.302,0.337,0.276,0.172
"P60","Ha disminuido ligeramente",0.005,0.191,0.213,0.268,0.245
"P60","Ha disminuido significativamente",0.095,0.1,0.18,0.263,0.362
"P61","Muy baja",0.176,0.039,0.022,0.029,0.038
"P61","Baja",0.1,0.102,0.058,0.041,0.019
"P61","Moderada",0.243,0.089,0.085,0.049,0.03
"P61","Alta",0.235,0.373,0.243,0.184,0.149
"P61","Muy alta",0.246,0.397,0.592,0.697,0.764
"P62","Muy bajas",0.147,0.079,0.046,0.044,0.066
"P62","Bajas",0.145,0.196,0.146,0.182,0.114
"P62","Adecuadas",0.344,0.351,0.322,0.275,0.158
"P62","Altas",0.224,0.282,0.292,0.287,0.18
"P62","Muy altas",0.14,0.092,0.194,0.212,0.482
"P63","No, ninguna dificultad",0.617,0.474,0.414,0.395,0.304
"P63","Alguna dificultad ocasional",0.16,0.327,0.341,0.313,0.395
"P63","Sí, dificultades frecuentes",0.223,0.199,0.245,0.292,0.301
"P64","Sí, absolutamente",0.778,0.488,0.377,0.297,0.345
"P64","Sí, en cierta medida",0.124,0.356,0.393,0.411,0.303
"P64","No, en absoluto",0.098,0.156,0.23,0.292,0.352
"P65","Reducir la inflación",0.473,0.429,0.416,0.371,0.383
"P65","Implementar reformas fiscales",0.137,0.162,0.137,0.162,0.116
"P65","Establecer políticas de control de precios",0.259,0.238,0.112,0.1,0.101
"P65","Reducir el gasto público",0.089,0.133,0.293,0.324,0.324
"P65","Estimular la inversión extranjera",0.014,0.018,0.033,0.029,0.074
"P65","Aumentar los subsidios a los servicios públicos",0.028,0.02,0.009,0.014,0.002
"P66","Fomentar la competencia entre proveedores",0.37,0.261,0.376,0.421,0.457
"P66","Incrementar la inversión en infraestructura",0.17,0.351,0.276,0.259,0.19
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.214,0.15,0.101,0.094,0.087
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.246,0.238,0.247,0.226,0.266
"P67","Muy positiva",0.569,0.263,0.158,0.112,0.164
"P67","Positiva",0.142,0.367,0.231,0.165,0.176
"P67","Neutral",0.145,0.2,0.277,0.288,0.221
"P67","Algo negativa",0.043,0.09,0.166,0.207,0.169
"P67","Negativa",0.048,0.064,0.104,0.153,0.205
"P67","No sabe",0.053,0.016,0.064,0.075,0.065
"P68","Muy positivo",0.555,0.223,0.119,0.066,0.073
"P68","Positivo",0.268,0.334,0.217,0.133,0.142
"P68","Neutral",0.078,0.216,0.338,0.381,0.275
"P68","Algo negativo",0.028,0.09,0.126,0.178,0.129
"P68","Negativo",0.02,0.077,0.123,0.162,0.291
"P68","No sabe",0.051,0.06,0.077,0.08,0.09
"P69","Muy positivo",0.452,0.112,0.062,0.034,0.004
"P69","Positivo",0.235,0.249,0.18,0.083,0.131
"P69","Neutral",0.17,0.483,0.486,0.599,0.48
"P69","Algo negativo",0.02,0.065,0.088,0.108,0.077
"P69","Negativo",0.061,0.046,0.083,0.085,0.217
"P69","No sabe",0.062,0.045,0.101,0.091,0.091
"P70","Muy positiva",0.635,0.525,0.285,0.192,0.098
"P70","Positiva",0.141,0.201,0.192,0.171,0.129
"P70","Neutral",0.123,0.121,0.258,0.34,0.348
"P70","Algo negativa",0.039,0.072,0.111,0.122,0.099
"P70","Negativa",0.027,0.078,0.104,0.147,0.278
"P70","No sabe",0.035,0.003,0.05,0.028,0.048
"P71","Muy positivo",0.728,0.519,0.255,0.163,0.123
"P71","Positivo",0.05,0.217,0.226,0.21,0.205
"P71","Neutral",0.11,0.097,0.243,0.293,0.282
"P71","Algo negativo",0.055,0.057,0.112,0.15,0.122
"P71","Negativo",0.051,0.098,0.122,0.155,0.251
"P71","No sabe",0.006,0.012,0.042,0.029,0.017
"P72","Muy positivo",0.662,0.415,0.224,0.138,0.098
"P72","Positivo",0.165,0.282,0.262,0.218,0.146
"P72","Neutral",0.096,0.172,0.296,0.401,0.452
"P72","Algo negativo",0.057,0.041,0.077,0.091,0.036
"P72","Negativo",0.02,0.084,0.099,0.121,0.236
"P72","No sabe",0,0.006,0.042,0.031,0.032
"P73","Muy positiva",0.566,0.367,0.2,0.063,0.1
"P73","Positiva",0.202,0.348,0.181,0.195,0.104
"P73","Neutral",0.096,0.138,0.227,0.323,0.28
"P73","Algo negativa",0.083,0.037,0.13,0.147,0.127
"P73","Negativa",0.043,0.053,0.148,0.23,0.31
"P73","No sabe",0.01,0.057,0.114,0.042,0.079
"P74","Muy positivo",0.614,0.313,0.179,0.047,0.037
"P74","Positivo",0.182,0.342,0.186,0.181,0.086
"P74","Neutral",0.058,0.174,0.244,0.337,0.256
"P74","Algo negativo",0.067,0.057,0.138,0.17,0.137
"P74","Negativo",0.073,0.055,0.161,0.204,0.394
"P74","No sabe",0.006,0.059,0.092,0.061,0.09
"P75","Muy positivo",0.439,0.237,0.116,0.035,0.053
"P75","Positivo",0.246,0.32,0.164,0.129,0.081
"P75","Neutral",0.169,0.245,0.352,0.458,0.372
"P75","Algo negativo",0.066,0.092,0.138,0.123,0.066
"P75","Negativo",0.074,0.048,0.131,0.189,0.335
"P75","No sabe",0.006,0.058,0.099,0.066,0.093
"P76","Muy positiva",0.716,0.529,0.272,0.203,0.236
"P76","Positiva",0.144,0.189,0.205,0.22,0.23
"P76","Neutral",0.085,0.124,0.208,0.264,0.225
"P76","Algo negativa",0.055,0.088,0.127,0.101,0.081
"P76","Negativa",0,0.062,0.118,0.162,0.201
"P76","No sabe",0,0.008,0.07,0.05,0.027
"P77","Muy positivo",0.694,0.45,0.254,0.21,0.22
"P77","Positivo",0.167,0.267,0.21,0.238,0.19
"P77","Neutral",0.077,0.12,0.191,0.207,0.254
"P77","Algo negativo",0.043,0.077,0.109,0.097,0.101
"P77","Negativo",0.015,0.071,0.163,0.193,0.216
"P77","No sabe",0.004,0.015,0.073,0.055,0.019
"P78","Muy positivo",0.656,0.383,0.266,0.153,0.166
"P78","Positivo",0.16,0.217,0.158,0.234,0.191
"P78","Neutral",0.121,0.287,0.356,0.379,0.306
"P78","Algo negativo",0.053,0.047,0.074,0.063,0.122
"P78","Negativo",0.007,0.05,0.08,0.129,0.19
"P78","No sabe",0.003,0.016,0.066,0.042,0.025
"P79","Si",0.53,0.558,0.487,0.414,0.561
"P79","No",0.47,0.442,0.513,0.586,0.439
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.648,0.568,0.33,0.184,0.127
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.113,0.201,0.455,0.483,0.405
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.182,0.199,0.145,0.204,0.314
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.021,0.022,0.012,0.029,0.043
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.018,0.01,0.023,0.049,0.027
"PRESIDENTE","En blanco",0.018,0,0.015,0.018,0.059
"PRESIDENTE","No sabe",0,0,0.02,0.033,0.025
