"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P33","En blanco",0.127,0.246,0.244,0.188,0.277
"P33","No sabe",0.038,0.188,0.111,0.145,0.116
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.273,0.401,0.09,0.055,0.056
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.347,0.295,0.428,0.455,0.563
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.189,0.118,0.166,0.263,0.031
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0,0.013,0.122,0.034
"P34","En blanco",0.108,0.139,0.237,0.102,0.303
"P34","No sabe",0.083,0.047,0.066,0.003,0.013
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.268,0.227,0.401,0.508,0.488
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.087,0.142,0.229,0.185,0.195
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.418,0.397,0.232,0.129,0.062
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.097,0.117,0.055,0.081,0.064
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.09,0.069,0.037,0.025,0.113
"P36","No sabe",0.04,0.048,0.046,0.072,0.078
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.724,0.654,0.314,0.181,0.157
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.122,0.202,0.512,0.619,0.544
"P37","En blanco",0.077,0.113,0.112,0.116,0.15
"P37","No sabe",0.077,0.031,0.062,0.084,0.149
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.202,0.205,0.453,0.569,0.405
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.18,0.176,0.248,0.208,0.314
"P38","En blanco",0.418,0.432,0.178,0.121,0.172
"P38","No sabe",0.2,0.187,0.121,0.102,0.109
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.716,0.661,0.347,0.197,0.19
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.208,0.195,0.374,0.434,0.439
"P39","En blanco",0.03,0.082,0.154,0.218,0.236
"P39","No sabe",0.046,0.062,0.125,0.151,0.135
"P45","Lo votaría",0.764,0.668,0.328,0.151,0.138
"P45","Puede que lo vote",0.02,0.037,0.111,0.131,0.13
"P45","Nunca lo votaría",0.196,0.272,0.517,0.664,0.674
"P45","No sabe",0.02,0.023,0.044,0.054,0.058
"P46","Lo votaría",0.155,0.226,0.38,0.478,0.409
"P46","Puede que lo vote",0.059,0.073,0.161,0.163,0.128
"P46","Nunca lo votaría",0.746,0.644,0.422,0.298,0.407
"P46","No sabe",0.04,0.057,0.037,0.061,0.056
"P47","Lo votaría",0.167,0.145,0.244,0.22,0.3
"P47","Puede que lo vote",0.031,0.094,0.183,0.264,0.158
"P47","Nunca lo votaría",0.783,0.728,0.506,0.442,0.447
"P47","No sabe",0.019,0.033,0.067,0.074,0.095
"P48","Lo votaría",0.209,0.123,0.104,0.103,0.137
"P48","Puede que lo vote",0.295,0.366,0.279,0.277,0.285
"P48","Nunca lo votaría",0.456,0.443,0.542,0.559,0.53
"P48","No sabe",0.04,0.068,0.075,0.061,0.048
"P49","Lo votaría",0.173,0.042,0.075,0.135,0.049
"P49","Puede que lo vote",0.181,0.286,0.299,0.239,0.3
"P49","Nunca lo votaría",0.596,0.582,0.533,0.524,0.558
"P49","No sabe",0.05,0.09,0.093,0.102,0.093
"P50","Si",0.322,0.341,0.475,0.623,0.528
"P50","No",0.678,0.659,0.525,0.377,0.472
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.622,0.449,0.3,0.248,0.183
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.039,0.117,0.204,0.244,0.26
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.248,0.241,0.371,0.355,0.512
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.086,0.134,0.078,0.067,0.037
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.002,0.028,0.022,0.011,0.008
"P51","En blanco",0.003,0.017,0.009,0.026,0
"P51","No sabe",0,0.014,0.016,0.049,0
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.602,0.567,0.446,0.371,0.297
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.141,0.234,0.392,0.407,0.429
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.009,0.024,0.052,0.087,0.186
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.079,0.127,0.059,0.082,0.036
"P52","En blanco",0.12,0.007,0.002,0.021,0.016
"P52","No sabe",0.049,0.041,0.049,0.032,0.036
"P53","Sergio Massa y Javier Milei",0.736,0.618,0.376,0.379,0.334
"P53","Patricia Bullrich y Javier Milei",0.182,0.29,0.515,0.543,0.569
"P53","Sergio Massa y Patricia Bullrich",0.082,0.092,0.109,0.078,0.097
"P54","Muy buena",0.132,0.052,0.023,0.029,0.044
"P54","Buena",0.241,0.155,0.038,0.037,0.118
"P54","Regular",0.38,0.421,0.176,0.047,0.017
"P54","Mala",0.09,0.172,0.361,0.262,0.15
"P54","Muy mala",0.157,0.2,0.402,0.625,0.671
"P55","Muy buena",0.298,0.053,0.005,0.01,0.03
"P55","Buena",0.285,0.305,0.061,0.019,0.014
"P55","Regular",0.189,0.311,0.216,0.06,0.021
"P55","Mala",0.079,0.13,0.267,0.259,0.059
"P55","Muy mala",0.149,0.201,0.451,0.652,0.876
"P57","Muy buena",0.228,0.033,0.006,0.013,0.014
"P57","Buena",0.325,0.413,0.108,0.066,0.029
"P57","Regular",0.273,0.423,0.617,0.363,0.243
"P57","Mala",0.112,0.115,0.225,0.425,0.153
"P57","Muy mala",0.062,0.016,0.044,0.133,0.561
"P58","Muy buena",0.245,0.096,0.014,0.053,0.006
"P58","Buena",0.326,0.368,0.129,0.052,0.022
"P58","Regular",0.241,0.342,0.389,0.27,0.201
"P58","Mala",0.103,0.144,0.298,0.363,0.243
"P58","Muy mala",0.085,0.05,0.17,0.262,0.528
"P59","Muy buena",0.462,0.133,0.012,0.035,0.027
"P59","Buena",0.366,0.645,0.205,0.092,0.054
"P59","Regular",0.108,0.194,0.643,0.411,0.352
"P59","Mala",0.04,0.023,0.094,0.375,0.254
"P59","Muy mala",0.024,0.005,0.046,0.087,0.313
"P60","Ha aumentado significativamente",0.216,0.095,0.035,0.023,0.029
"P60","Ha aumentado ligeramente",0.267,0.348,0.133,0.142,0.113
"P60","Se mantiene igual",0.302,0.327,0.345,0.2,0.191
"P60","Ha disminuido ligeramente",0.111,0.12,0.252,0.26,0.22
"P60","Ha disminuido significativamente",0.104,0.11,0.235,0.375,0.447
"P61","Muy baja",0.07,0.045,0.027,0.05,0.064
"P61","Baja",0.092,0.098,0.055,0.047,0.035
"P61","Moderada",0.134,0.154,0.089,0.031,0.039
"P61","Alta",0.45,0.378,0.226,0.183,0.106
"P61","Muy alta",0.254,0.325,0.603,0.689,0.756
"P62","Muy bajas",0.076,0.02,0.042,0.024,0.11
"P62","Bajas",0.099,0.119,0.086,0.082,0.058
"P62","Adecuadas",0.366,0.393,0.23,0.2,0.179
"P62","Altas",0.306,0.311,0.381,0.31,0.244
"P62","Muy altas",0.153,0.157,0.261,0.384,0.409
"P63","No, ninguna dificultad",0.494,0.407,0.232,0.211,0.204
"P63","Alguna dificultad ocasional",0.262,0.31,0.344,0.317,0.331
"P63","Sí, dificultades frecuentes",0.244,0.283,0.424,0.472,0.465
"P64","Sí, absolutamente",0.748,0.636,0.356,0.257,0.293
"P64","Sí, en cierta medida",0.132,0.237,0.374,0.414,0.343
"P64","No, en absoluto",0.12,0.127,0.27,0.329,0.364
"P65","Reducir la inflación",0.525,0.497,0.423,0.386,0.42
"P65","Implementar reformas fiscales",0.102,0.122,0.097,0.103,0.098
"P65","Establecer políticas de control de precios",0.278,0.178,0.101,0.058,0.127
"P65","Reducir el gasto público",0.056,0.15,0.291,0.374,0.297
"P65","Estimular la inversión extranjera",0.022,0.04,0.07,0.075,0.045
"P65","Aumentar los subsidios a los servicios públicos",0.017,0.013,0.018,0.004,0.013
"P66","Fomentar la competencia entre proveedores",0.322,0.278,0.314,0.435,0.367
"P66","Incrementar la inversión en infraestructura",0.141,0.207,0.231,0.205,0.185
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.241,0.207,0.136,0.089,0.128
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.296,0.308,0.319,0.271,0.32
"P67","Muy positiva",0.581,0.33,0.18,0.119,0.199
"P67","Positiva",0.188,0.3,0.176,0.223,0.132
"P67","Neutral",0.095,0.183,0.344,0.295,0.294
"P67","Algo negativa",0.059,0.071,0.109,0.097,0.131
"P67","Negativa",0.067,0.042,0.096,0.151,0.171
"P67","No sabe",0.01,0.074,0.095,0.115,0.073
"P68","Muy positivo",0.467,0.261,0.109,0.066,0.052
"P68","Positivo",0.293,0.347,0.14,0.178,0.095
"P68","Neutral",0.105,0.219,0.39,0.331,0.412
"P68","Algo negativo",0.028,0.047,0.123,0.105,0.138
"P68","Negativo",0.07,0.041,0.116,0.133,0.206
"P68","No sabe",0.037,0.085,0.122,0.187,0.097
"P69","Muy positivo",0.434,0.156,0.082,0.062,0.013
"P69","Positivo",0.233,0.297,0.113,0.087,0.064
"P69","Neutral",0.185,0.37,0.514,0.463,0.496
"P69","Algo negativo",0.026,0.035,0.077,0.097,0.179
"P69","Negativo",0.076,0.033,0.08,0.082,0.16
"P69","No sabe",0.046,0.109,0.134,0.209,0.088
"P70","Muy positiva",0.657,0.575,0.283,0.149,0.122
"P70","Positiva",0.189,0.231,0.221,0.23,0.149
"P70","Neutral",0.059,0.103,0.258,0.321,0.303
"P70","Algo negativa",0.013,0.031,0.107,0.113,0.183
"P70","Negativa",0.078,0.037,0.085,0.119,0.222
"P70","No sabe",0.004,0.023,0.046,0.068,0.021
"P71","Muy positivo",0.696,0.557,0.251,0.131,0.093
"P71","Positivo",0.174,0.244,0.205,0.21,0.18
"P71","Neutral",0.059,0.118,0.267,0.329,0.249
"P71","Algo negativo",0.001,0.025,0.115,0.146,0.209
"P71","Negativo",0.068,0.044,0.102,0.153,0.228
"P71","No sabe",0.002,0.012,0.06,0.031,0.041
"P72","Muy positivo",0.596,0.523,0.231,0.187,0.096
"P72","Positivo",0.206,0.236,0.251,0.202,0.218
"P72","Neutral",0.11,0.149,0.344,0.391,0.3
"P72","Algo negativo",0.016,0.03,0.048,0.077,0.123
"P72","Negativo",0.063,0.048,0.094,0.103,0.181
"P72","No sabe",0.009,0.014,0.032,0.04,0.082
"P73","Muy positiva",0.542,0.396,0.163,0.104,0.036
"P73","Positiva",0.254,0.364,0.194,0.15,0.179
"P73","Neutral",0.059,0.106,0.32,0.294,0.302
"P73","Algo negativa",0.027,0.043,0.122,0.126,0.151
"P73","Negativa",0.094,0.07,0.129,0.212,0.264
"P73","No sabe",0.024,0.021,0.072,0.114,0.068
"P74","Muy positivo",0.468,0.347,0.133,0.077,0.067
"P74","Positivo",0.283,0.355,0.192,0.182,0.161
"P74","Neutral",0.11,0.161,0.324,0.269,0.308
"P74","Algo negativo",0.042,0.037,0.138,0.141,0.154
"P74","Negativo",0.072,0.068,0.132,0.217,0.237
"P74","No sabe",0.025,0.032,0.081,0.114,0.073
"P75","Muy positivo",0.478,0.261,0.112,0.096,0.063
"P75","Positivo",0.221,0.319,0.181,0.169,0.137
"P75","Neutral",0.177,0.285,0.389,0.349,0.359
"P75","Algo negativo",0.016,0.047,0.096,0.112,0.123
"P75","Negativo",0.057,0.049,0.118,0.178,0.241
"P75","No sabe",0.051,0.039,0.104,0.096,0.077
"P76","Muy positiva",0.683,0.539,0.285,0.261,0.227
"P76","Positiva",0.116,0.269,0.205,0.255,0.133
"P76","Neutral",0.066,0.086,0.291,0.189,0.248
"P76","Algo negativa",0.018,0.034,0.082,0.072,0.079
"P76","Negativa",0.077,0.043,0.091,0.174,0.228
"P76","No sabe",0.04,0.029,0.046,0.049,0.085
"P77","Muy positivo",0.744,0.504,0.258,0.272,0.239
"P77","Positivo",0.167,0.295,0.244,0.231,0.114
"P77","Neutral",0.045,0.086,0.242,0.207,0.265
"P77","Algo negativo",0.004,0.04,0.124,0.117,0.088
"P77","Negativo",0.038,0.057,0.087,0.143,0.211
"P77","No sabe",0.002,0.018,0.045,0.03,0.083
"P78","Muy positivo",0.672,0.413,0.212,0.274,0.207
"P78","Positivo",0.13,0.294,0.204,0.231,0.155
"P78","Neutral",0.143,0.182,0.386,0.268,0.291
"P78","Algo negativo",0.006,0.028,0.058,0.089,0.077
"P78","Negativo",0.045,0.047,0.075,0.092,0.182
"P78","No sabe",0.004,0.036,0.065,0.046,0.088
"P79","Si",0.645,0.576,0.551,0.525,0.572
"P79","No",0.355,0.424,0.449,0.475,0.428
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.672,0.616,0.313,0.225,0.125
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.073,0.162,0.306,0.374,0.422
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.224,0.152,0.297,0.274,0.344
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.027,0.037,0.035,0.048,0.018
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.003,0.008,0.018,0.011,0.036
"PRESIDENTE","En blanco",0.001,0.015,0.016,0.025,0.01
"PRESIDENTE","No sabe",0,0.01,0.015,0.043,0.045
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.68,0.637,0.364,0.273,0.178
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.104,0.205,0.408,0.507,0.5
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.143,0.091,0.159,0.112,0.223
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.032,0.036,0.032,0.045,0.047
"GOBERNADOR","En blanco",0.028,0.013,0.014,0.031,0.014
"GOBERNADOR","No sabe",0.013,0.018,0.023,0.032,0.038
"CORTA_PRESIDENTE","Si",0.145,0.128,0.212,0.355,0.302
"CORTA_PRESIDENTE","No",0.855,0.872,0.788,0.645,0.698
"CORTA_GOBERNADOR","Si",0.161,0.153,0.217,0.312,0.314
"CORTA_GOBERNADOR","No",0.839,0.847,0.783,0.688,0.686
