"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.05,0.193,0.334,0.129,0.122
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0.05,0.011,0.011,0.009
"P33","En blanco",0.01,0.109,0.121,0.169,0.288
"P33","No sabe",0.019,0.02,0,0.175,0.132
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.215,0.378,0.609,0.135,0.085
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.397,0.286,0.176,0.445,0.462
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.023,0.157,0.148,0.158,0.157
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.278,0,0,0,0.015
"P34","En blanco",0.087,0.069,0.067,0.184,0.234
"P34","No sabe",0,0.11,0,0.078,0.047
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.336,0.215,0.105,0.386,0.562
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.215,0.116,0.123,0.185,0.219
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.218,0.467,0.491,0.238,0.083
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.132,0.106,0.137,0.09,0.036
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.07,0.077,0.083,0.031,0.051
"P36","No sabe",0.029,0.019,0.061,0.07,0.049
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.615,0.637,0.828,0.376,0.12
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.146,0.233,0.052,0.435,0.666
"P37","En blanco",0.171,0.051,0.072,0.12,0.135
"P37","No sabe",0.068,0.079,0.048,0.069,0.079
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.252,0.231,0.173,0.465,0.489
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.287,0.11,0.073,0.177,0.351
"P38","En blanco",0.348,0.395,0.523,0.226,0.093
"P38","No sabe",0.113,0.264,0.231,0.132,0.067
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.537,0.667,0.836,0.404,0.132
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.272,0.167,0.056,0.31,0.541
"P39","En blanco",0.093,0.052,0.067,0.139,0.217
"P39","No sabe",0.098,0.114,0.041,0.147,0.11
"P45","Lo votaría",0.628,0.636,0.891,0.356,0.106
"P45","Puede que lo vote",0.104,0.091,0.03,0.115,0.095
"P45","Nunca lo votaría",0.251,0.197,0.053,0.471,0.772
"P45","No sabe",0.017,0.076,0.026,0.058,0.027
"P46","Lo votaría",0.32,0.193,0.086,0.378,0.49
"P46","Puede que lo vote",0.052,0.057,0.071,0.13,0.168
"P46","Nunca lo votaría",0.56,0.684,0.794,0.427,0.309
"P46","No sabe",0.068,0.066,0.049,0.065,0.033
"P47","Lo votaría",0.253,0.083,0.063,0.128,0.373
"P47","Puede que lo vote",0.089,0.108,0.049,0.2,0.206
"P47","Nunca lo votaría",0.576,0.762,0.851,0.599,0.361
"P47","No sabe",0.082,0.047,0.037,0.073,0.06
"P48","Lo votaría",0.286,0.178,0.147,0.12,0.083
"P48","Puede que lo vote",0.219,0.395,0.375,0.321,0.228
"P48","Nunca lo votaría",0.418,0.341,0.412,0.444,0.664
"P48","No sabe",0.077,0.086,0.066,0.115,0.025
"P49","Lo votaría",0.199,0.115,0.109,0.115,0.042
"P49","Puede que lo vote",0.224,0.271,0.308,0.256,0.265
"P49","Nunca lo votaría",0.416,0.528,0.512,0.517,0.618
"P49","No sabe",0.161,0.086,0.071,0.112,0.075
"P50","Si",0.343,0.296,0.331,0.533,0.526
"P50","No",0.657,0.704,0.669,0.467,0.474
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.543,0.528,0.59,0.285,0.22
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.049,0.091,0.103,0.239,0.22
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.2,0.244,0.139,0.328,0.461
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.202,0.13,0.074,0.097,0.057
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.006,0.003,0.051,0.006,0.013
"P51","En blanco",0,0.004,0.023,0.012,0.013
"P51","No sabe",0,0,0.02,0.033,0.016
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.466,0.54,0.717,0.408,0.362
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.099,0.089,0.161,0.409,0.436
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.12,0.035,0.019,0.051,0.091
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.174,0.129,0.061,0.097,0.052
"P52","En blanco",0.014,0.168,0.007,0.006,0.012
"P52","No sabe",0.127,0.039,0.035,0.029,0.047
"P53","Sergio Massa y Javier Milei",0.863,0.517,0.701,0.437,0.318
"P53","Patricia Bullrich y Javier Milei",0.132,0.345,0.175,0.461,0.611
"P53","Sergio Massa y Patricia Bullrich",0.005,0.138,0.124,0.102,0.071
"P55","Muy buena",0.328,0.212,0.084,0.012,0.006
"P55","Buena",0.161,0.415,0.338,0.03,0.006
"P55","Regular",0.242,0.123,0.507,0.165,0.031
"P55","Mala",0.094,0.081,0.043,0.564,0.071
"P55","Muy mala",0.175,0.169,0.028,0.229,0.886
"P56","Muy buena",0.369,0.317,0.229,0.051,0.054
"P56","Buena",0.263,0.368,0.46,0.176,0.126
"P56","Regular",0.162,0.125,0.267,0.512,0.35
"P56","Mala",0.107,0.064,0.036,0.193,0.283
"P56","Muy mala",0.099,0.126,0.008,0.068,0.187
"P57","Muy buena",0.165,0.087,0.09,0.012,0.012
"P57","Buena",0.202,0.473,0.327,0.122,0.09
"P57","Regular",0.32,0.307,0.498,0.527,0.4
"P57","Mala",0.282,0.089,0.078,0.272,0.272
"P57","Muy mala",0.031,0.044,0.007,0.067,0.226
"P58","Muy buena",0.196,0.165,0.126,0.034,0.022
"P58","Buena",0.146,0.424,0.384,0.121,0.06
"P58","Regular",0.321,0.231,0.437,0.38,0.231
"P58","Mala",0.276,0.117,0.044,0.365,0.303
"P58","Muy mala",0.061,0.063,0.009,0.1,0.384
"P59","Muy buena",0.237,0.26,0.155,0.059,0.055
"P59","Buena",0.296,0.456,0.516,0.236,0.164
"P59","Regular",0.291,0.175,0.31,0.508,0.433
"P59","Mala",0.135,0.072,0.011,0.142,0.222
"P59","Muy mala",0.041,0.037,0.008,0.055,0.126
"P60","Ha aumentado significativamente",0.17,0.185,0.094,0.056,0.025
"P60","Ha aumentado ligeramente",0.332,0.212,0.351,0.148,0.131
"P60","Se mantiene igual",0.243,0.414,0.395,0.274,0.219
"P60","Ha disminuido ligeramente",0.169,0.126,0.114,0.322,0.196
"P60","Ha disminuido significativamente",0.086,0.063,0.046,0.2,0.429
"P61","Muy baja",0.127,0.048,0.044,0.048,0.035
"P61","Baja",0.117,0.118,0.102,0.072,0.023
"P61","Moderada",0.16,0.237,0.189,0.051,0.023
"P61","Alta",0.353,0.335,0.476,0.344,0.087
"P61","Muy alta",0.243,0.262,0.189,0.485,0.832
"P62","Muy bajas",0.107,0.053,0.01,0.024,0.071
"P62","Bajas",0.171,0.145,0.075,0.066,0.094
"P62","Adecuadas",0.256,0.298,0.427,0.268,0.194
"P62","Altas",0.29,0.34,0.365,0.408,0.256
"P62","Muy altas",0.176,0.164,0.123,0.234,0.385
"P63","No, ninguna dificultad",0.375,0.402,0.448,0.245,0.221
"P63","Alguna dificultad ocasional",0.252,0.384,0.308,0.301,0.326
"P63","Sí, dificultades frecuentes",0.373,0.214,0.244,0.454,0.453
"P64","Sí, absolutamente",0.486,0.626,0.732,0.463,0.239
"P64","Sí, en cierta medida",0.254,0.272,0.225,0.343,0.358
"P64","No, en absoluto",0.26,0.102,0.043,0.194,0.403
"P65","Reducir la inflación",0.467,0.425,0.558,0.474,0.374
"P65","Implementar reformas fiscales",0.147,0.172,0.096,0.122,0.078
"P65","Establecer políticas de control de precios",0.194,0.268,0.223,0.089,0.082
"P65","Reducir el gasto público",0.151,0.119,0.015,0.22,0.421
"P65","Estimular la inversión extranjera",0.032,0.004,0.079,0.075,0.044
"P65","Aumentar los subsidios a los servicios públicos",0.009,0.012,0.029,0.02,0.001
"P66","Fomentar la competencia entre proveedores",0.477,0.281,0.19,0.276,0.441
"P66","Incrementar la inversión en infraestructura",0.151,0.158,0.196,0.24,0.206
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.172,0.192,0.293,0.128,0.089
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.2,0.369,0.321,0.356,0.264
"P67","Muy positiva",0.419,0.449,0.39,0.233,0.136
"P67","Positiva",0.229,0.246,0.31,0.207,0.146
"P67","Neutral",0.146,0.146,0.16,0.292,0.336
"P67","Algo negativa",0.095,0.077,0.067,0.082,0.119
"P67","Negativa",0.091,0.027,0.006,0.077,0.179
"P67","No sabe",0.02,0.055,0.067,0.109,0.084
"P68","Muy positivo",0.303,0.374,0.315,0.169,0.037
"P68","Positivo",0.267,0.298,0.367,0.21,0.095
"P68","Neutral",0.236,0.187,0.184,0.291,0.42
"P68","Algo negativo",0.061,0.049,0.03,0.109,0.13
"P68","Negativo",0.07,0.06,0.009,0.091,0.183
"P68","No sabe",0.063,0.032,0.095,0.13,0.135
"P69","Muy positivo",0.179,0.284,0.256,0.127,0.02
"P69","Positivo",0.215,0.293,0.266,0.169,0.061
"P69","Neutral",0.368,0.296,0.315,0.413,0.541
"P69","Algo negativo",0.033,0.042,0.018,0.093,0.111
"P69","Negativo",0.08,0.054,0.009,0.05,0.14
"P69","No sabe",0.125,0.031,0.136,0.148,0.127
"P70","Muy positiva",0.327,0.602,0.674,0.305,0.155
"P70","Positiva",0.185,0.185,0.202,0.292,0.185
"P70","Neutral",0.289,0.121,0.058,0.181,0.328
"P70","Algo negativa",0.003,0.04,0.019,0.076,0.154
"P70","Negativa",0.1,0.044,0.018,0.112,0.138
"P70","No sabe",0.096,0.008,0.029,0.034,0.04
"P71","Muy positivo",0.353,0.612,0.676,0.297,0.105
"P71","Positivo",0.196,0.18,0.218,0.218,0.209
"P71","Neutral",0.126,0.12,0.052,0.259,0.317
"P71","Algo negativo",0.076,0.04,0.024,0.071,0.165
"P71","Negativo",0.151,0.042,0.004,0.105,0.178
"P71","No sabe",0.098,0.006,0.026,0.05,0.026
"P72","Muy positivo",0.354,0.539,0.634,0.263,0.125
"P72","Positivo",0.214,0.206,0.205,0.258,0.236
"P72","Neutral",0.192,0.152,0.125,0.313,0.368
"P72","Algo negativo",0.085,0.037,0.017,0.023,0.09
"P72","Negativo",0.081,0.06,0.004,0.077,0.159
"P72","No sabe",0.074,0.006,0.015,0.066,0.022
"P73","Muy positiva",0.383,0.397,0.485,0.203,0.074
"P73","Positiva",0.254,0.311,0.342,0.248,0.141
"P73","Neutral",0.178,0.17,0.115,0.257,0.292
"P73","Algo negativa",0.083,0.039,0.029,0.073,0.161
"P73","Negativa",0.088,0.076,0.006,0.116,0.256
"P73","No sabe",0.014,0.007,0.023,0.103,0.076
"P74","Muy positivo",0.258,0.341,0.413,0.206,0.062
"P74","Positivo",0.279,0.306,0.4,0.196,0.146
"P74","Neutral",0.244,0.239,0.132,0.286,0.284
"P74","Algo negativo",0.077,0.053,0.019,0.09,0.176
"P74","Negativo",0.098,0.057,0.003,0.111,0.254
"P74","No sabe",0.044,0.004,0.033,0.111,0.078
"P75","Muy positivo",0.233,0.29,0.372,0.148,0.075
"P75","Positivo",0.255,0.309,0.354,0.205,0.102
"P75","Neutral",0.276,0.295,0.198,0.318,0.42
"P75","Algo negativo",0.071,0.039,0.036,0.073,0.119
"P75","Negativo",0.122,0.057,0,0.12,0.199
"P75","No sabe",0.043,0.01,0.04,0.136,0.085
"P76","Muy positiva",0.513,0.506,0.659,0.324,0.225
"P76","Positiva",0.16,0.265,0.2,0.267,0.169
"P76","Neutral",0.109,0.141,0.098,0.177,0.272
"P76","Algo negativa",0.071,0.03,0.012,0.062,0.094
"P76","Negativa",0.113,0.054,0.012,0.062,0.204
"P76","No sabe",0.034,0.004,0.019,0.108,0.036
"P77","Muy positivo",0.568,0.504,0.639,0.323,0.207
"P77","Positivo",0.127,0.314,0.253,0.251,0.193
"P77","Neutral",0.097,0.088,0.075,0.187,0.26
"P77","Algo negativo",0.034,0.051,0.009,0.117,0.119
"P77","Negativo",0.104,0.039,0.004,0.058,0.194
"P77","No sabe",0.07,0.004,0.02,0.064,0.027
"P78","Muy positivo",0.517,0.415,0.541,0.256,0.207
"P78","Positivo",0.142,0.295,0.231,0.196,0.208
"P78","Neutral",0.152,0.2,0.187,0.349,0.312
"P78","Algo negativo",0.013,0.054,0.005,0.049,0.084
"P78","Negativo",0.103,0.034,0.004,0.062,0.145
"P78","No sabe",0.073,0.002,0.032,0.088,0.044
"P79","Si",0.644,0.524,0.606,0.588,0.531
"P79","No",0.356,0.476,0.394,0.412,0.469
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.507,0.602,0.777,0.383,0.129
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.259,0.179,0.055,0.306,0.381
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.152,0.149,0.108,0.209,0.404
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.072,0.029,0.022,0.048,0.031
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.01,0.025,0.014,0.015,0.011
"PRESIDENTE","En blanco",0,0.014,0.015,0.016,0.014
"PRESIDENTE","No sabe",0,0.002,0.009,0.023,0.03
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.469,0.617,0.809,0.413,0.194
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.281,0.18,0.072,0.429,0.495
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.134,0.091,0.074,0.071,0.231
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.065,0.055,0.019,0.052,0.03
"GOBERNADOR","En blanco",0.013,0.045,0.011,0.015,0.017
"GOBERNADOR","No sabe",0.038,0.012,0.015,0.02,0.033
"CORTA_PRESIDENTE","Si",0.228,0.124,0.11,0.236,0.283
"CORTA_PRESIDENTE","No",0.772,0.876,0.89,0.764,0.717
"CORTA_GOBERNADOR","Si",0.245,0.122,0.121,0.231,0.293
"CORTA_GOBERNADOR","No",0.755,0.878,0.879,0.769,0.707
