"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.025,0.043,0.017,0.011,0.033,0.036
"P18","En blanco",0.043,0,0.025,0.014,0.004,0.041
"P18","No sabe",0.008,0.011,0.021,0.008,0.002,0.057
"P21","Totalmente seguro",0.786,0.732,0.657,0.754,0.763,0.636
"P21","Bastante seguro",0.043,0.178,0.144,0.126,0.12,0.177
"P21","Algo seguro",0.114,0.074,0.121,0.102,0.072,0.095
"P21","Para nada seguro",0.057,0.016,0.078,0.018,0.045,0.092
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.088,0.042,0.13,0.265,0.079,0.052
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.063,0.06,0.116,0,0.605,0.036
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.262,0.23,0.192,0.275,0.25,0.368
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.261,0.284,0.177,0.224,0,0.156
"P32","En blanco",0.236,0.233,0.235,0.045,0,0.231
"P32","No sabe",0.09,0.151,0.15,0.191,0.066,0.157
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.412,0.151,0.095,0.076,0.022,0.065
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.35,0.64,0.444,0.465,0.303,0.137
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.122,0.11,0.141,0.162,0.129,0.226
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.062,0.005,0.017,0.021,0,0
"P33","En blanco",0.039,0.074,0.195,0.194,0.407,0.198
"P33","No sabe",0.015,0.02,0.108,0.082,0.139,0.374
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.393,0.175,0.174,0.068,0.046,0.026
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.264,0.293,0.51,0.588,0.359,0.425
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.148,0.296,0.187,0.108,0.225,0.101
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0.007,0,0.029,0.007,0.021
"P34","En blanco",0.172,0.225,0.097,0.181,0.316,0.136
"P34","No sabe",0.023,0.004,0.032,0.026,0.047,0.291
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.136,0.198,0.429,0.425,0.575,0.434
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.107,0.15,0.237,0.306,0.22,0.122
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.479,0.444,0.173,0.091,0.062,0.191
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.159,0.101,0.067,0.094,0.006,0.069
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.079,0.078,0.055,0.027,0.071,0.06
"P36","No sabe",0.04,0.029,0.039,0.057,0.066,0.124
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.793,0.636,0.282,0.183,0.092,0.332
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.036,0.188,0.553,0.651,0.704,0.477
"P37","En blanco",0.126,0.116,0.092,0.096,0.155,0.067
"P37","No sabe",0.045,0.06,0.073,0.07,0.049,0.124
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.177,0.214,0.414,0.565,0.599,0.382
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.1,0.171,0.275,0.323,0.31,0.188
"P38","En blanco",0.525,0.412,0.204,0.052,0.062,0.195
"P38","No sabe",0.198,0.203,0.107,0.06,0.029,0.235
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.787,0.631,0.29,0.245,0.096,0.387
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.08,0.224,0.45,0.434,0.513,0.305
"P39","En blanco",0.077,0.058,0.145,0.194,0.294,0.147
"P39","No sabe",0.056,0.087,0.115,0.127,0.097,0.161
"P45","Lo votaría",0.809,0.663,0.256,0.163,0.118,0.32
"P45","Puede que lo vote",0.051,0.078,0.119,0.114,0.091,0.082
"P45","Nunca lo votaría",0.125,0.236,0.58,0.695,0.772,0.526
"P45","No sabe",0.015,0.023,0.045,0.028,0.019,0.072
"P46","Lo votaría",0.14,0.174,0.387,0.525,0.636,0.3
"P46","Puede que lo vote",0.039,0.109,0.17,0.101,0.123,0.182
"P46","Nunca lo votaría",0.793,0.695,0.396,0.335,0.238,0.425
"P46","No sabe",0.028,0.022,0.047,0.039,0.003,0.093
"P47","Lo votaría",0.047,0.123,0.295,0.349,0.347,0.178
"P47","Puede que lo vote",0.06,0.14,0.186,0.188,0.155,0.156
"P47","Nunca lo votaría",0.87,0.72,0.457,0.364,0.427,0.544
"P47","No sabe",0.023,0.017,0.062,0.099,0.071,0.122
"P48","Lo votaría",0.202,0.192,0.083,0.11,0.039,0.134
"P48","Puede que lo vote",0.332,0.375,0.25,0.277,0.175,0.298
"P48","Nunca lo votaría",0.379,0.394,0.615,0.581,0.725,0.504
"P48","No sabe",0.087,0.039,0.052,0.032,0.061,0.064
"P49","Lo votaría",0.111,0.067,0.078,0.077,0.047,0.1
"P49","Puede que lo vote",0.261,0.355,0.248,0.242,0.266,0.267
"P49","Nunca lo votaría",0.575,0.477,0.594,0.556,0.622,0.499
"P49","No sabe",0.053,0.101,0.08,0.125,0.065,0.134
"P50","Si",0.319,0.388,0.527,0.543,0.397,0.563
"P50","No",0.681,0.612,0.473,0.457,0.603,0.437
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.622,0.355,0.298,0.188,0.183,0.294
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.029,0.147,0.182,0.218,0.269,0.17
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.165,0.284,0.408,0.465,0.459,0.386
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.157,0.12,0.063,0.1,0.037,0.031
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.013,0.013,0.014,0.005,0.011,0.075
"P51","En blanco",0.003,0.024,0.033,0.024,0,0.01
"P51","No sabe",0.011,0.057,0.002,0,0.041,0.034
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.72,0.495,0.445,0.369,0.362,0.421
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.086,0.245,0.408,0.359,0.53,0.426
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.047,0.041,0.058,0.115,0.014,0.062
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.108,0.135,0.053,0.073,0.025,0.039
"P52","En blanco",0.007,0.047,0.003,0.011,0,0.038
"P52","No sabe",0.032,0.037,0.033,0.073,0.069,0.014
"P53","Sergio Massa y Javier Milei",0.704,0.62,0.416,0.298,0.235,0.417
"P53","Patricia Bullrich y Javier Milei",0.198,0.246,0.511,0.623,0.698,0.499
"P53","Sergio Massa y Patricia Bullrich",0.098,0.134,0.073,0.079,0.067,0.084
"P54","Muy buena",0.089,0.066,0.041,0.036,0.035,0.03
"P54","Buena",0.213,0.143,0.063,0.055,0.06,0.029
"P54","Regular",0.401,0.393,0.14,0.076,0.021,0.198
"P54","Mala",0.218,0.228,0.223,0.28,0.204,0.274
"P54","Muy mala",0.079,0.17,0.533,0.553,0.68,0.469
"P55","Muy buena",0.176,0.102,0.022,0.021,0.013,0.009
"P55","Buena",0.333,0.267,0.06,0.017,0.001,0.055
"P55","Regular",0.296,0.283,0.166,0.047,0.015,0.213
"P55","Mala",0.152,0.161,0.193,0.263,0.082,0.221
"P55","Muy mala",0.043,0.187,0.559,0.652,0.889,0.502
"P56","Muy buena",0.33,0.174,0.044,0.04,0.086,0.042
"P56","Buena",0.369,0.412,0.184,0.132,0.099,0.196
"P56","Regular",0.207,0.224,0.441,0.467,0.385,0.378
"P56","Mala",0.063,0.143,0.188,0.201,0.222,0.292
"P56","Muy mala",0.031,0.047,0.143,0.16,0.208,0.092
"P57","Muy buena",0.165,0.037,0.014,0.023,0.009,0.049
"P57","Buena",0.328,0.313,0.155,0.106,0.091,0.109
"P57","Regular",0.4,0.384,0.458,0.486,0.45,0.47
"P57","Mala",0.091,0.179,0.234,0.244,0.235,0.312
"P57","Muy mala",0.016,0.087,0.139,0.141,0.215,0.06
"P58","Muy buena",0.242,0.063,0.054,0.021,0.014,0.011
"P58","Buena",0.318,0.33,0.124,0.071,0.057,0.13
"P58","Regular",0.309,0.341,0.34,0.325,0.212,0.34
"P58","Mala",0.105,0.179,0.243,0.392,0.317,0.332
"P58","Muy mala",0.026,0.087,0.239,0.191,0.4,0.187
"P59","Muy buena",0.305,0.112,0.078,0.066,0.077,0.03
"P59","Buena",0.427,0.464,0.243,0.131,0.139,0.148
"P59","Regular",0.184,0.279,0.445,0.537,0.481,0.554
"P59","Mala",0.07,0.084,0.155,0.202,0.183,0.204
"P59","Muy mala",0.014,0.061,0.079,0.064,0.12,0.064
"P60","Ha aumentado significativamente",0.21,0.086,0.038,0.046,0.036,0.026
"P60","Ha aumentado ligeramente",0.288,0.329,0.15,0.139,0.092,0.183
"P60","Se mantiene igual",0.342,0.276,0.347,0.241,0.229,0.197
"P60","Ha disminuido ligeramente",0.097,0.164,0.216,0.277,0.217,0.285
"P60","Ha disminuido significativamente",0.063,0.145,0.249,0.297,0.426,0.309
"P61","Muy baja",0.051,0.049,0.016,0.015,0.027,0.094
"P61","Baja",0.114,0.079,0.051,0.049,0.041,0.017
"P61","Moderada",0.134,0.152,0.082,0.044,0.061,0.077
"P61","Alta",0.459,0.333,0.191,0.176,0.067,0.222
"P61","Muy alta",0.242,0.387,0.66,0.716,0.804,0.59
"P62","Muy bajas",0.042,0.02,0.041,0.036,0.127,0.046
"P62","Bajas",0.112,0.084,0.079,0.133,0.139,0.08
"P62","Adecuadas",0.327,0.373,0.23,0.171,0.226,0.303
"P62","Altas",0.39,0.351,0.324,0.341,0.18,0.247
"P62","Muy altas",0.129,0.172,0.326,0.319,0.328,0.324
"P63","No, ninguna dificultad",0.43,0.38,0.254,0.225,0.271,0.235
"P63","Alguna dificultad ocasional",0.286,0.34,0.337,0.456,0.251,0.3
"P63","Sí, dificultades frecuentes",0.284,0.28,0.409,0.319,0.478,0.465
"P64","Sí, absolutamente",0.793,0.572,0.327,0.109,0.209,0.433
"P64","Sí, en cierta medida",0.141,0.324,0.38,0.541,0.231,0.262
"P64","No, en absoluto",0.066,0.104,0.293,0.35,0.56,0.305
"P65","Reducir la inflación",0.533,0.479,0.443,0.369,0.313,0.373
"P65","Implementar reformas fiscales",0.123,0.166,0.076,0.089,0.077,0.07
"P65","Establecer políticas de control de precios",0.224,0.206,0.083,0.097,0.117,0.178
"P65","Reducir el gasto público",0.059,0.101,0.318,0.388,0.447,0.322
"P65","Estimular la inversión extranjera",0.054,0.044,0.059,0.057,0.022,0.034
"P65","Aumentar los subsidios a los servicios públicos",0.007,0.004,0.021,0,0.024,0.023
"P66","Fomentar la competencia entre proveedores",0.317,0.237,0.406,0.406,0.404,0.312
"P66","Incrementar la inversión en infraestructura",0.16,0.168,0.227,0.234,0.253,0.141
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.201,0.217,0.167,0.067,0.041,0.114
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.322,0.378,0.2,0.293,0.302,0.433
"P67","Muy positiva",0.841,0.226,0.083,0.164,0.09,0.058
"P67","Positiva",0.062,0.6,0.163,0.047,0.051,0.085
"P67","Neutral",0.043,0.109,0.636,0.187,0.071,0.127
"P67","Algo negativa",0.036,0.051,0.077,0.455,0.079,0.054
"P67","Negativa",0.001,0.007,0.023,0.114,0.709,0.054
"P67","No sabe",0.017,0.007,0.018,0.033,0,0.622
"P69","Muy positivo",0.61,0.081,0.016,0.011,0,0.006
"P69","Positivo",0.206,0.518,0.051,0.016,0.006,0.009
"P69","Neutral",0.165,0.333,0.822,0.336,0.238,0.172
"P69","Algo negativo",0,0.021,0.042,0.552,0.072,0.011
"P69","Negativo",0.004,0,0.009,0.037,0.656,0.022
"P69","No sabe",0.015,0.047,0.06,0.048,0.028,0.78
"P70","Muy positiva",0.825,0.515,0.208,0.075,0.05,0.283
"P70","Positiva",0.107,0.335,0.265,0.192,0.056,0.177
"P70","Neutral",0.042,0.091,0.359,0.303,0.265,0.163
"P70","Algo negativa",0.003,0.007,0.097,0.332,0.148,0.08
"P70","Negativa",0.02,0.023,0.048,0.096,0.472,0.107
"P70","No sabe",0.003,0.029,0.023,0.002,0.009,0.19
"P71","Muy positivo",0.843,0.481,0.167,0.09,0.071,0.25
"P71","Positivo",0.107,0.351,0.249,0.12,0.072,0.192
"P71","Neutral",0.026,0.102,0.368,0.284,0.255,0.188
"P71","Algo negativo",0.002,0.019,0.117,0.364,0.12,0.075
"P71","Negativo",0.02,0.041,0.074,0.119,0.472,0.097
"P71","No sabe",0.002,0.006,0.025,0.023,0.01,0.198
"P72","Muy positivo",0.784,0.441,0.175,0.06,0.058,0.269
"P72","Positivo",0.127,0.365,0.277,0.186,0.089,0.171
"P72","Neutral",0.062,0.152,0.419,0.392,0.309,0.272
"P72","Algo negativo",0.003,0.013,0.041,0.247,0.105,0.036
"P72","Negativo",0.019,0.01,0.07,0.096,0.428,0.081
"P72","No sabe",0.005,0.019,0.018,0.019,0.011,0.171
"P73","Muy positiva",0.695,0.272,0.121,0.066,0.008,0.185
"P73","Positiva",0.202,0.497,0.208,0.092,0.094,0.099
"P73","Neutral",0.053,0.128,0.412,0.311,0.169,0.184
"P73","Algo negativa",0.007,0.036,0.138,0.237,0.162,0.05
"P73","Negativa",0.036,0.032,0.099,0.233,0.547,0.15
"P73","No sabe",0.007,0.035,0.022,0.061,0.02,0.332
"P74","Muy positivo",0.67,0.191,0.096,0.088,0.024,0.108
"P74","Positivo",0.176,0.536,0.222,0.084,0.034,0.122
"P74","Neutral",0.094,0.146,0.4,0.32,0.225,0.232
"P74","Algo negativo",0.03,0.049,0.154,0.247,0.125,0.053
"P74","Negativo",0.007,0.044,0.1,0.196,0.565,0.142
"P74","No sabe",0.023,0.034,0.028,0.065,0.027,0.343
"P75","Muy positivo",0.614,0.148,0.076,0.104,0.008,0.106
"P75","Positivo",0.184,0.451,0.201,0.03,0.021,0.155
"P75","Neutral",0.147,0.263,0.514,0.408,0.23,0.274
"P75","Algo negativo",0.025,0.038,0.084,0.225,0.161,0.042
"P75","Negativo",0.004,0.036,0.081,0.178,0.55,0.085
"P75","No sabe",0.026,0.064,0.044,0.055,0.03,0.338
"P76","Muy positiva",0.798,0.489,0.236,0.196,0.109,0.341
"P76","Positiva",0.098,0.313,0.26,0.165,0.106,0.191
"P76","Neutral",0.078,0.097,0.341,0.252,0.154,0.129
"P76","Algo negativa",0.005,0.015,0.064,0.188,0.153,0.042
"P76","Negativa",0.004,0.043,0.084,0.161,0.456,0.08
"P76","No sabe",0.017,0.043,0.015,0.038,0.022,0.217
"P77","Muy positivo",0.794,0.5,0.227,0.189,0.127,0.253
"P77","Positivo",0.125,0.328,0.256,0.097,0.163,0.313
"P77","Neutral",0.038,0.097,0.332,0.286,0.095,0.126
"P77","Algo negativo",0.021,0.023,0.089,0.24,0.18,0.07
"P77","Negativo",0.008,0.029,0.075,0.178,0.414,0.075
"P77","No sabe",0.014,0.023,0.021,0.01,0.021,0.163
"P78","Muy positivo",0.72,0.396,0.197,0.182,0.085,0.248
"P78","Positivo",0.124,0.319,0.242,0.083,0.125,0.29
"P78","Neutral",0.14,0.196,0.398,0.421,0.265,0.216
"P78","Algo negativo",0.001,0.029,0.047,0.155,0.154,0.012
"P78","Negativo",0.004,0.029,0.076,0.103,0.352,0.027
"P78","No sabe",0.011,0.031,0.04,0.056,0.019,0.207
"P79","Si",0.589,0.632,0.525,0.512,0.564,0.558
"P79","No",0.411,0.368,0.475,0.488,0.436,0.442
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.77,0.6,0.296,0.179,0.08,0.308
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.043,0.138,0.324,0.396,0.473,0.297
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.103,0.18,0.303,0.372,0.374,0.284
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.047,0.042,0.039,0.035,0.018,0.013
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.007,0.009,0.009,0.002,0.034,0.045
"PRESIDENTE","En blanco",0.021,0.009,0.017,0.016,0.006,0.017
"PRESIDENTE","No sabe",0.009,0.022,0.012,0,0.015,0.036
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.789,0.635,0.352,0.254,0.148,0.356
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.069,0.185,0.459,0.477,0.577,0.447
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.071,0.098,0.133,0.201,0.206,0.116
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.036,0.05,0.028,0.025,0.038,0.025
"GOBERNADOR","En blanco",0.022,0.017,0.01,0.009,0.01,0.032
"GOBERNADOR","No sabe",0.013,0.015,0.018,0.034,0.021,0.024
"CORTA_PRESIDENTE","Si",0.142,0.238,0.243,0.364,0.181,0.225
"CORTA_PRESIDENTE","No",0.858,0.762,0.757,0.636,0.819,0.775
"CORTA_GOBERNADOR","Si",0.138,0.21,0.243,0.344,0.195,0.326
"CORTA_GOBERNADOR","No",0.862,0.79,0.757,0.656,0.805,0.674
