"var","categoria","Con políticas de shock, mano dura y castigando a los corruptos y ladrones","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar","Con políticas de desarrollo que permitan el crecimiento con inclusión social","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares","No sabe"
"P21","Bastante seguro",0.123,0.194,0.099,0.13,0.198,0.176
"P21","Algo seguro",0.075,0.125,0.075,0.134,0.136,0.18
"P21","Para nada seguro",0.053,0.045,0.034,0.151,0.076,0.215
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.278,0.175,0.063,0.063,0.007,0.07
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.257,0.08,0.032,0.04,0.035,0.157
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.287,0.456,0.258,0.126,0.038,0.184
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.045,0.127,0.279,0.41,0.151,0.019
"P32","En blanco",0.076,0.084,0.241,0.152,0.695,0.196
"P32","No sabe",0.057,0.078,0.127,0.209,0.074,0.374
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.084,0.067,0.206,0.424,0.011,0.055
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.405,0.462,0.262,0.275,0,0.073
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.116,0.185,0.181,0.039,0.264,0.085
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.02,0.007,0.006,0.156,0,0
"P33","En blanco",0.229,0.176,0.265,0.073,0.725,0.07
"P33","No sabe",0.146,0.103,0.08,0.033,0,0.717
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.127,0.064,0.478,0.167,0,0.204
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.411,0.704,0.36,0.231,0.092,0.099
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.131,0.115,0.162,0.091,0.013,0.127
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.01,0.072,0,0.445,0.053,0.021
"P34","En blanco",0.258,0.009,0,0.042,0.842,0.149
"P34","No sabe",0.063,0.036,0,0.024,0,0.4
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.183,0.263,0.741,0.69,0.655,0.415
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.595,0.625,0.117,0.071,0.218,0.23
"P37","En blanco",0.151,0.05,0.085,0.127,0.067,0.148
"P37","No sabe",0.071,0.062,0.057,0.112,0.06,0.207
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.483,0.519,0.21,0.177,0.188,0.309
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.362,0.264,0.072,0.117,0.1,0.192
"P38","En blanco",0.075,0.136,0.493,0.356,0.599,0.249
"P38","No sabe",0.08,0.081,0.225,0.35,0.113,0.25
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.184,0.294,0.746,0.71,0.635,0.455
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.542,0.424,0.073,0.092,0.1,0.182
"P39","En blanco",0.156,0.143,0.109,0.098,0.242,0.109
"P39","No sabe",0.118,0.139,0.072,0.1,0.023,0.254
"P45","Lo votaría",0.131,0.294,0.782,0.696,0.621,0.47
"P45","Puede que lo vote",0.091,0.138,0.043,0.078,0.084,0.048
"P45","Nunca lo votaría",0.737,0.54,0.133,0.159,0.248,0.365
"P45","No sabe",0.041,0.028,0.042,0.067,0.047,0.117
"P46","Lo votaría",0.459,0.486,0.166,0.105,0.251,0.208
"P46","Puede que lo vote",0.167,0.168,0.063,0.071,0.082,0.106
"P46","Nunca lo votaría",0.339,0.282,0.722,0.747,0.644,0.474
"P46","No sabe",0.035,0.064,0.049,0.077,0.023,0.212
"P47","Lo votaría",0.386,0.181,0.044,0.045,0.122,0.185
"P47","Puede que lo vote",0.206,0.25,0.058,0.064,0.078,0.117
"P47","Nunca lo votaría",0.366,0.465,0.848,0.825,0.774,0.548
"P47","No sabe",0.042,0.104,0.05,0.066,0.026,0.15
"P48","Lo votaría",0.096,0.088,0.154,0.205,0.199,0.073
"P48","Puede que lo vote",0.259,0.322,0.337,0.265,0.341,0.279
"P48","Nunca lo votaría",0.609,0.537,0.427,0.372,0.436,0.483
"P48","No sabe",0.036,0.053,0.082,0.158,0.024,0.165
"P49","Lo votaría",0.095,0.079,0.099,0.087,0.052,0.073
"P49","Puede que lo vote",0.234,0.364,0.283,0.224,0.286,0.245
"P49","Nunca lo votaría",0.605,0.458,0.52,0.563,0.635,0.511
"P49","No sabe",0.066,0.099,0.098,0.126,0.027,0.171
"P50","Si",0.497,0.529,0.358,0.398,0.397,0.489
"P50","No",0.503,0.471,0.642,0.602,0.603,0.511
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.245,0.282,0.516,0.353,0.382,0.449
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.216,0.26,0.151,0.148,0.123,0.056
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.428,0.414,0.155,0.203,0.334,0.35
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.056,0.028,0.133,0.22,0.119,0.034
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.025,0.005,0.006,0.011,0.005,0.053
"P51","En blanco",0.006,0.005,0.016,0.065,0.018,0.005
"P51","No sabe",0.024,0.006,0.023,0,0.019,0.053
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.398,0.394,0.604,0.38,0.513,0.546
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.452,0.448,0.184,0.158,0.147,0.194
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.044,0.054,0.021,0.171,0.163,0.131
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.061,0.034,0.116,0.18,0.081,0.029
"P52","En blanco",0.003,0.01,0.032,0.058,0,0.073
"P52","No sabe",0.042,0.06,0.043,0.053,0.096,0.027
"P53","Sergio Massa y Javier Milei",0.336,0.38,0.684,0.653,0.592,0.454
"P53","Patricia Bullrich y Javier Milei",0.6,0.536,0.191,0.205,0.335,0.422
"P53","Sergio Massa y Patricia Bullrich",0.064,0.084,0.125,0.142,0.073,0.124
"P54","Muy buena",0.045,0.059,0.042,0.078,0.06,0.027
"P54","Buena",0.06,0.067,0.186,0.13,0.138,0.037
"P54","Regular",0.064,0.155,0.43,0.369,0.331,0.264
"P54","Mala",0.246,0.246,0.218,0.255,0.128,0.314
"P54","Muy mala",0.585,0.473,0.124,0.168,0.343,0.358
"P55","Muy buena",0.029,0.04,0.134,0.049,0.039,0.046
"P55","Buena",0.035,0.076,0.286,0.202,0.248,0.091
"P55","Regular",0.074,0.125,0.324,0.425,0.238,0.132
"P55","Mala",0.189,0.228,0.141,0.175,0.113,0.288
"P55","Muy mala",0.673,0.531,0.115,0.149,0.362,0.443
"P56","Muy buena",0.097,0.066,0.215,0.16,0.208,0.1
"P56","Buena",0.15,0.195,0.371,0.349,0.291,0.219
"P56","Regular",0.368,0.436,0.301,0.231,0.215,0.289
"P56","Mala",0.242,0.184,0.087,0.174,0.074,0.236
"P56","Muy mala",0.143,0.119,0.026,0.086,0.212,0.156
"P57","Muy buena",0.026,0.026,0.072,0.046,0.117,0.014
"P57","Buena",0.081,0.161,0.331,0.282,0.297,0.195
"P57","Regular",0.447,0.516,0.415,0.447,0.288,0.391
"P57","Mala",0.27,0.199,0.161,0.153,0.131,0.251
"P57","Muy mala",0.176,0.098,0.021,0.072,0.167,0.149
"P58","Muy buena",0.028,0.035,0.142,0.142,0.086,0.02
"P58","Buena",0.083,0.158,0.314,0.224,0.316,0.191
"P58","Regular",0.253,0.339,0.374,0.371,0.258,0.379
"P58","Mala",0.341,0.233,0.132,0.197,0.182,0.226
"P58","Muy mala",0.295,0.235,0.038,0.066,0.158,0.184
"P59","Muy buena",0.076,0.064,0.159,0.18,0.141,0.073
"P59","Buena",0.197,0.229,0.475,0.335,0.331,0.212
"P59","Regular",0.453,0.469,0.282,0.328,0.316,0.409
"P59","Mala",0.179,0.164,0.07,0.097,0.106,0.174
"P59","Muy mala",0.095,0.074,0.014,0.06,0.106,0.132
"P60","Ha aumentado significativamente",0.039,0.076,0.116,0.097,0.06,0.019
"P60","Ha aumentado ligeramente",0.128,0.183,0.26,0.258,0.265,0.326
"P60","Se mantiene igual",0.234,0.276,0.39,0.317,0.274,0.246
"P60","Ha disminuido ligeramente",0.252,0.199,0.166,0.151,0.149,0.141
"P60","Ha disminuido significativamente",0.347,0.266,0.068,0.177,0.252,0.268
"P61","Muy baja",0.059,0.027,0.042,0.044,0.051,0.036
"P61","Baja",0.052,0.09,0.053,0.128,0.025,0.103
"P61","Moderada",0.035,0.096,0.146,0.135,0.187,0.079
"P61","Alta",0.186,0.168,0.416,0.394,0.303,0.261
"P61","Muy alta",0.668,0.619,0.343,0.299,0.434,0.521
"P62","Muy bajas",0.068,0.069,0.021,0.008,0.03,0.024
"P62","Bajas",0.085,0.121,0.092,0.081,0.08,0.067
"P62","Adecuadas",0.224,0.306,0.35,0.263,0.254,0.212
"P62","Altas",0.311,0.285,0.373,0.358,0.3,0.321
"P62","Muy altas",0.312,0.219,0.164,0.29,0.336,0.376
"P63","No, ninguna dificultad",0.206,0.285,0.425,0.362,0.347,0.268
"P63","Alguna dificultad ocasional",0.286,0.427,0.303,0.316,0.205,0.383
"P63","Sí, dificultades frecuentes",0.508,0.288,0.272,0.322,0.448,0.349
"P64","Sí, absolutamente",0.303,0.236,0.742,0.546,0.579,0.479
"P64","Sí, en cierta medida",0.326,0.434,0.21,0.355,0.217,0.336
"P64","No, en absoluto",0.371,0.33,0.048,0.099,0.204,0.185
"P65","Reducir la inflación",0.392,0.396,0.575,0.468,0.381,0.422
"P65","Implementar reformas fiscales",0.084,0.152,0.094,0.133,0.137,0.054
"P65","Establecer políticas de control de precios",0.077,0.08,0.204,0.232,0.271,0.144
"P65","Reducir el gasto público",0.38,0.313,0.062,0.082,0.136,0.297
"P65","Estimular la inversión extranjera",0.045,0.059,0.055,0.075,0.067,0.049
"P65","Aumentar los subsidios a los servicios públicos",0.022,0,0.01,0.01,0.008,0.034
"P66","Fomentar la competencia entre proveedores",0.439,0.439,0.211,0.178,0.199,0.27
"P66","Incrementar la inversión en infraestructura",0.21,0.255,0.148,0.207,0.239,0.214
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.1,0.076,0.273,0.261,0.135,0.115
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.251,0.23,0.368,0.354,0.427,0.401
"P67","Muy positiva",0.168,0.204,0.421,0.334,0.242,0.187
"P67","Positiva",0.152,0.186,0.274,0.31,0.296,0.105
"P67","Neutral",0.312,0.302,0.189,0.154,0.225,0.296
"P67","Algo negativa",0.103,0.141,0.042,0.109,0.115,0.065
"P67","Negativa",0.165,0.116,0.026,0.007,0.09,0.089
"P67","No sabe",0.1,0.051,0.048,0.086,0.032,0.258
"P68","Muy positivo",0.071,0.103,0.32,0.328,0.222,0.141
"P68","Positivo",0.124,0.172,0.353,0.248,0.262,0.121
"P68","Neutral",0.379,0.384,0.195,0.232,0.261,0.23
"P68","Algo negativo",0.112,0.147,0.03,0.097,0.038,0.101
"P68","Negativo",0.174,0.122,0.024,0.008,0.114,0.136
"P68","No sabe",0.14,0.072,0.078,0.087,0.103,0.271
"P69","Muy positivo",0.058,0.088,0.253,0.168,0.19,0.069
"P69","Positivo",0.105,0.096,0.25,0.215,0.234,0.203
"P69","Neutral",0.463,0.494,0.357,0.399,0.376,0.381
"P69","Algo negativo",0.088,0.138,0.015,0.098,0.03,0.078
"P69","Negativo",0.132,0.104,0.014,0.015,0.065,0.061
"P69","No sabe",0.154,0.08,0.111,0.105,0.105,0.208
"P70","Muy positiva",0.193,0.202,0.636,0.459,0.528,0.283
"P70","Positiva",0.209,0.207,0.227,0.209,0.148,0.287
"P70","Neutral",0.257,0.329,0.077,0.186,0.181,0.226
"P70","Algo negativa",0.137,0.119,0.021,0.065,0.032,0.054
"P70","Negativa",0.153,0.112,0.016,0.054,0.106,0.07
"P70","No sabe",0.051,0.031,0.023,0.027,0.005,0.08
"P71","Muy positivo",0.162,0.177,0.598,0.516,0.57,0.296
"P71","Positivo",0.202,0.188,0.243,0.2,0.163,0.229
"P71","Neutral",0.288,0.282,0.092,0.144,0.146,0.289
"P71","Algo negativo",0.119,0.167,0.038,0.068,0.047,0.048
"P71","Negativo",0.173,0.151,0.025,0.048,0.068,0.057
"P71","No sabe",0.056,0.035,0.004,0.024,0.006,0.081
"P72","Muy positivo",0.176,0.171,0.57,0.472,0.472,0.24
"P72","Positivo",0.231,0.26,0.212,0.236,0.182,0.253
"P72","Neutral",0.336,0.351,0.165,0.161,0.178,0.344
"P72","Algo negativo",0.074,0.085,0.006,0.051,0.036,0.055
"P72","Negativo",0.149,0.089,0.026,0.056,0.115,0.053
"P72","No sabe",0.034,0.044,0.021,0.024,0.017,0.055
"P73","Muy positiva",0.075,0.142,0.474,0.391,0.368,0.177
"P73","Positiva",0.175,0.154,0.346,0.24,0.37,0.154
"P73","Neutral",0.304,0.284,0.104,0.166,0.129,0.357
"P73","Algo negativa",0.123,0.182,0.023,0.068,0.026,0.102
"P73","Negativa",0.248,0.163,0.02,0.068,0.073,0.154
"P73","No sabe",0.075,0.075,0.033,0.067,0.034,0.056
"P74","Muy positivo",0.073,0.114,0.414,0.378,0.285,0.078
"P74","Positivo",0.127,0.144,0.386,0.314,0.378,0.212
"P74","Neutral",0.318,0.284,0.127,0.167,0.221,0.393
"P74","Algo negativo",0.141,0.228,0.015,0.051,0.013,0.09
"P74","Negativo",0.248,0.159,0.028,0.029,0.081,0.111
"P74","No sabe",0.093,0.071,0.03,0.061,0.022,0.116
"P75","Muy positivo",0.068,0.108,0.348,0.329,0.284,0.078
"P75","Positivo",0.135,0.118,0.318,0.3,0.289,0.265
"P75","Neutral",0.36,0.408,0.256,0.217,0.317,0.358
"P75","Algo negativo",0.106,0.146,0.025,0.054,0.007,0.092
"P75","Negativo",0.219,0.141,0.02,0.021,0.086,0.065
"P75","No sabe",0.112,0.079,0.033,0.079,0.017,0.142
"P76","Muy positiva",0.233,0.236,0.575,0.646,0.543,0.332
"P76","Positiva",0.189,0.206,0.265,0.167,0.201,0.141
"P76","Neutral",0.244,0.242,0.112,0.125,0.145,0.2
"P76","Algo negativa",0.075,0.132,0.02,0.013,0.01,0.074
"P76","Negativa",0.175,0.148,0.023,0.02,0.09,0.124
"P76","No sabe",0.084,0.036,0.005,0.029,0.011,0.129
"P77","Muy positivo",0.229,0.218,0.569,0.585,0.47,0.477
"P77","Positivo",0.208,0.194,0.268,0.279,0.254,0.172
"P77","Neutral",0.219,0.277,0.118,0.061,0.115,0.109
"P77","Algo negativo",0.12,0.125,0.016,0.052,0.055,0.133
"P77","Negativo",0.169,0.134,0.021,0.008,0.106,0.037
"P77","No sabe",0.055,0.052,0.008,0.015,0,0.072
"P78","Muy positivo",0.22,0.207,0.474,0.493,0.431,0.3
"P78","Positivo",0.207,0.183,0.236,0.229,0.217,0.261
"P78","Neutral",0.299,0.362,0.248,0.194,0.159,0.222
"P78","Algo negativo",0.081,0.066,0.011,0.013,0.061,0.078
"P78","Negativo",0.138,0.105,0.019,0.008,0.086,0.037
"P78","No sabe",0.055,0.077,0.012,0.063,0.046,0.102
"P79","Si",0.541,0.55,0.54,0.726,0.669,0.519
"P79","No",0.459,0.45,0.46,0.274,0.331,0.481
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.187,0.3,0.67,0.68,0.508,0.404
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.339,0.355,0.141,0.083,0.213,0.199
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.376,0.281,0.1,0.099,0.147,0.216
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.024,0.016,0.042,0.063,0.048,0.016
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.019,0.011,0.012,0.034,0.039,0.016
"PRESIDENTE","En blanco",0.024,0.024,0.012,0.036,0.006,0.051
"PRESIDENTE","No sabe",0.031,0.013,0.023,0.005,0.039,0.098
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.23,0.342,0.695,0.687,0.548,0.439
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.447,0.444,0.161,0.085,0.218,0.257
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.248,0.13,0.063,0.091,0.088,0.152
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.022,0.023,0.04,0.083,0.07,0.011
"GOBERNADOR","En blanco",0.026,0.027,0.016,0.035,0.008,0.071
"GOBERNADOR","No sabe",0.027,0.034,0.025,0.019,0.068,0.07
"CORTA_PRESIDENTE","Si",0.212,0.276,0.165,0.222,0.194,0.251
"CORTA_PRESIDENTE","No",0.788,0.724,0.835,0.778,0.806,0.749
"CORTA_GOBERNADOR","Si",0.281,0.227,0.143,0.235,0.185,0.221
"CORTA_GOBERNADOR","No",0.719,0.773,0.857,0.765,0.815,0.779
