"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.26,0.135,0.797,0.614
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.694,0.516,0.048,0.06
"P37","En blanco",0.028,0.271,0.134,0.037
"P37","No sabe",0.018,0.078,0.021,0.289
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.302,0.093,0.787,0.644
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.327,0.823,0.04,0.037
"P39","En blanco",0.23,0.048,0.156,0.027
"P39","No sabe",0.141,0.036,0.017,0.292
"P45","Lo votaría",0.257,0.103,0.807,0.66
"P45","Puede que lo vote",0.063,0.211,0.021,0.049
"P45","Nunca lo votaría",0.661,0.636,0.156,0.131
"P45","No sabe",0.019,0.05,0.016,0.16
"P46","Lo votaría",0.676,0.19,0.112,0.07
"P46","Puede que lo vote",0.091,0.297,0.042,0.095
"P46","Nunca lo votaría",0.198,0.473,0.81,0.657
"P46","No sabe",0.035,0.04,0.036,0.178
"P47","Lo votaría",0.142,0.641,0.025,0.038
"P47","Puede que lo vote",0.257,0.173,0.041,0.055
"P47","Nunca lo votaría",0.538,0.147,0.907,0.739
"P47","No sabe",0.063,0.039,0.027,0.168
"P48","Lo votaría",0.066,0.143,0.142,0.209
"P48","Puede que lo vote",0.275,0.257,0.356,0.303
"P48","Nunca lo votaría",0.62,0.565,0.432,0.302
"P48","No sabe",0.039,0.035,0.07,0.186
"P49","Lo votaría",0.094,0.065,0.077,0.134
"P49","Puede que lo vote",0.283,0.272,0.265,0.267
"P49","Nunca lo votaría",0.543,0.602,0.583,0.416
"P49","No sabe",0.08,0.061,0.075,0.183
"P50","Si",0.513,0.506,0.323,0.457
"P50","No",0.487,0.494,0.677,0.543
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.306,0.198,0.52,0.402
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.317,0.151,0.06,0.138
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.325,0.593,0.177,0.173
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.027,0.051,0.197,0.107
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.007,0.007,0.006,0.069
"P51","En blanco",0.006,0,0.031,0.027
"P51","No sabe",0.012,0,0.009,0.084
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.39,0.419,0.589,0.481
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.487,0.394,0.092,0.234
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.029,0.135,0.056,0.031
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.023,0.046,0.153,0.144
"P52","En blanco",0.009,0.002,0.022,0.069
"P52","No sabe",0.062,0.004,0.088,0.041
"P53","Sergio Massa y Javier Milei",0.23,0.489,0.736,0.644
"P53","Patricia Bullrich y Javier Milei",0.682,0.482,0.145,0.197
"P53","Sergio Massa y Patricia Bullrich",0.088,0.029,0.119,0.159
"P54","Muy buena",0.033,0.064,0.065,0.04
"P54","Buena",0.064,0.052,0.153,0.191
"P54","Regular",0.105,0.075,0.446,0.367
"P54","Mala",0.294,0.191,0.201,0.22
"P54","Muy mala",0.504,0.618,0.135,0.182
"P55","Muy buena",0.036,0.024,0.091,0.13
"P55","Buena",0.041,0.032,0.319,0.211
"P55","Regular",0.095,0.098,0.344,0.29
"P55","Mala",0.246,0.16,0.125,0.162
"P55","Muy mala",0.582,0.686,0.121,0.207
"P56","Muy buena",0.072,0.109,0.215,0.188
"P56","Buena",0.134,0.194,0.403,0.318
"P56","Regular",0.41,0.379,0.23,0.285
"P56","Mala",0.267,0.165,0.081,0.126
"P56","Muy mala",0.117,0.153,0.071,0.083
"P57","Muy buena",0.031,0.033,0.081,0.03
"P57","Buena",0.148,0.106,0.337,0.199
"P57","Regular",0.456,0.465,0.364,0.488
"P57","Mala",0.251,0.211,0.153,0.209
"P57","Muy mala",0.114,0.185,0.065,0.074
"P58","Muy buena",0.04,0.028,0.149,0.077
"P58","Buena",0.116,0.096,0.336,0.247
"P58","Regular",0.311,0.274,0.334,0.366
"P58","Mala",0.308,0.284,0.113,0.224
"P58","Muy mala",0.225,0.318,0.068,0.086
"P59","Muy buena",0.054,0.118,0.179,0.1
"P59","Buena",0.223,0.226,0.445,0.315
"P59","Regular",0.464,0.407,0.268,0.398
"P59","Mala",0.19,0.137,0.073,0.113
"P59","Muy mala",0.069,0.112,0.035,0.074
"P60","Ha aumentado significativamente",0.045,0.04,0.126,0.084
"P60","Ha aumentado ligeramente",0.123,0.181,0.327,0.207
"P60","Se mantiene igual",0.278,0.253,0.332,0.32
"P60","Ha disminuido ligeramente",0.238,0.211,0.122,0.225
"P60","Ha disminuido significativamente",0.316,0.315,0.093,0.164
"P61","Muy baja",0.027,0.066,0.052,0.05
"P61","Baja",0.063,0.034,0.079,0.1
"P61","Moderada",0.07,0.055,0.147,0.129
"P61","Alta",0.19,0.174,0.424,0.355
"P61","Muy alta",0.65,0.671,0.298,0.366
"P62","Muy bajas",0.053,0.079,0.016,0.034
"P62","Bajas",0.101,0.098,0.086,0.068
"P62","Adecuadas",0.272,0.201,0.357,0.257
"P62","Altas",0.318,0.259,0.332,0.443
"P62","Muy altas",0.256,0.363,0.209,0.198
"P63","No, ninguna dificultad",0.258,0.225,0.409,0.34
"P63","Alguna dificultad ocasional",0.341,0.334,0.292,0.287
"P63","Sí, dificultades frecuentes",0.401,0.441,0.299,0.373
"P64","Sí, absolutamente",0.3,0.257,0.711,0.67
"P64","Sí, en cierta medida",0.404,0.29,0.235,0.243
"P64","No, en absoluto",0.296,0.453,0.054,0.087
"P65","Reducir la inflación",0.435,0.326,0.521,0.532
"P65","Implementar reformas fiscales",0.109,0.098,0.117,0.081
"P65","Establecer políticas de control de precios",0.07,0.093,0.243,0.193
"P65","Reducir el gasto público",0.32,0.435,0.041,0.112
"P65","Estimular la inversión extranjera",0.065,0.036,0.062,0.04
"P65","Aumentar los subsidios a los servicios públicos",0.001,0.012,0.016,0.042
"P66","Fomentar la competencia entre proveedores",0.381,0.479,0.188,0.265
"P66","Incrementar la inversión en infraestructura",0.262,0.182,0.173,0.153
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.085,0.095,0.261,0.237
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.272,0.244,0.378,0.345
"P67","Muy positiva",0.165,0.216,0.393,0.319
"P67","Positiva",0.137,0.16,0.327,0.251
"P67","Neutral",0.307,0.335,0.15,0.223
"P67","Algo negativa",0.142,0.074,0.052,0.082
"P67","Negativa",0.164,0.135,0.017,0.024
"P67","No sabe",0.085,0.08,0.061,0.101
"P68","Muy positivo",0.089,0.082,0.341,0.245
"P68","Positivo",0.128,0.166,0.319,0.297
"P68","Neutral",0.35,0.379,0.222,0.222
"P68","Algo negativo",0.142,0.133,0.017,0.037
"P68","Negativo",0.173,0.146,0.023,0.021
"P68","No sabe",0.118,0.094,0.078,0.178
"P69","Muy positivo",0.078,0.057,0.234,0.199
"P69","Positivo",0.079,0.142,0.249,0.248
"P69","Neutral",0.453,0.471,0.393,0.345
"P69","Algo negativo",0.131,0.089,0.012,0.037
"P69","Negativo",0.127,0.122,0.016,0.003
"P69","No sabe",0.132,0.119,0.096,0.168
"P70","Muy positiva",0.178,0.162,0.647,0.572
"P70","Positiva",0.22,0.227,0.215,0.175
"P70","Neutral",0.287,0.286,0.092,0.129
"P70","Algo negativa",0.14,0.092,0.016,0.077
"P70","Negativa",0.128,0.173,0.024,0.018
"P70","No sabe",0.047,0.06,0.006,0.029
"P71","Muy positivo",0.159,0.166,0.64,0.512
"P71","Positivo",0.203,0.236,0.225,0.154
"P71","Neutral",0.274,0.287,0.1,0.161
"P71","Algo negativo",0.153,0.107,0.019,0.072
"P71","Negativo",0.166,0.165,0.011,0.05
"P71","No sabe",0.045,0.039,0.005,0.051
"P72","Muy positivo",0.179,0.14,0.574,0.521
"P72","Positivo",0.224,0.276,0.206,0.215
"P72","Neutral",0.333,0.341,0.16,0.199
"P72","Algo negativo",0.099,0.052,0.014,0.015
"P72","Negativo",0.126,0.153,0.028,0.022
"P72","No sabe",0.039,0.038,0.018,0.028
"P73","Muy positiva",0.117,0.08,0.492,0.346
"P73","Positiva",0.162,0.212,0.321,0.284
"P73","Neutral",0.272,0.305,0.105,0.221
"P73","Algo negativa",0.155,0.11,0.025,0.054
"P73","Negativa",0.218,0.226,0.019,0.048
"P73","No sabe",0.076,0.067,0.038,0.047
"P74","Muy positivo",0.094,0.094,0.428,0.271
"P74","Positivo",0.15,0.144,0.361,0.362
"P74","Neutral",0.274,0.323,0.139,0.251
"P74","Algo negativo",0.184,0.14,0.012,0.029
"P74","Negativo",0.208,0.233,0.019,0.031
"P74","No sabe",0.09,0.066,0.041,0.056
"P75","Muy positivo",0.103,0.096,0.326,0.279
"P75","Positivo",0.133,0.105,0.336,0.332
"P75","Neutral",0.331,0.397,0.268,0.304
"P75","Algo negativo",0.14,0.115,0.009,0.017
"P75","Negativo",0.181,0.213,0.017,0.007
"P75","No sabe",0.112,0.074,0.044,0.061
"P76","Muy positiva",0.205,0.303,0.605,0.55
"P76","Positiva",0.191,0.181,0.236,0.243
"P76","Neutral",0.217,0.268,0.12,0.126
"P76","Algo negativa",0.117,0.065,0.006,0.022
"P76","Negativa",0.195,0.143,0.015,0.019
"P76","No sabe",0.075,0.04,0.018,0.04
"P77","Muy positivo",0.184,0.339,0.6,0.51
"P77","Positivo",0.209,0.229,0.238,0.27
"P77","Neutral",0.218,0.242,0.099,0.108
"P77","Algo negativo",0.153,0.055,0.035,0.042
"P77","Negativo",0.188,0.1,0.018,0.022
"P77","No sabe",0.048,0.035,0.01,0.048
"P78","Muy positivo",0.183,0.302,0.493,0.428
"P78","Positivo",0.193,0.229,0.211,0.265
"P78","Neutral",0.314,0.292,0.233,0.218
"P78","Algo negativo",0.106,0.03,0.02,0.011
"P78","Negativo",0.132,0.107,0.02,0.019
"P78","No sabe",0.072,0.04,0.023,0.059
"P79","Si",0.522,0.573,0.634,0.539
"P79","No",0.478,0.427,0.366,0.461
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.263,0.145,0.722,0.568
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.54,0.149,0.072,0.073
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.156,0.643,0.108,0.097
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.012,0.033,0.057,0.041
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.005,0.013,0.009,0.059
"PRESIDENTE","En blanco",0.009,0.011,0.014,0.066
"PRESIDENTE","No sabe",0.015,0.006,0.018,0.096
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.282,0.231,0.751,0.588
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.62,0.261,0.082,0.112
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.046,0.465,0.073,0.051
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.01,0.022,0.046,0.097
"GOBERNADOR","En blanco",0.011,0.013,0.015,0.081
"GOBERNADOR","No sabe",0.031,0.008,0.033,0.071
"CORTA_PRESIDENTE","Si",0.262,0.202,0.149,0.238
"CORTA_PRESIDENTE","No",0.738,0.798,0.851,0.762
"CORTA_GOBERNADOR","Si",0.202,0.332,0.154,0.231
"CORTA_GOBERNADOR","No",0.798,0.668,0.846,0.769
