"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P13","Hacemos por Nuestro país",0.013,0.058,0.057,0.091,0.057,0.078
"P13","No sabe",0.044,0.042,0.083,0.045,0.043,0.151
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.729,0.606,0.249,0.144,0.057,0.27
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.101,0.158,0.42,0.511,0.527,0.358
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.122,0.145,0.235,0.278,0.35,0.213
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.003,0.024,0.024,0.018,0.02,0.031
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.015,0.036,0.021,0.007,0.016,0.019
"P14","En blanco",0.021,0.023,0.022,0.024,0.027,0.033
"P14","No sabe",0.009,0.008,0.029,0.018,0.003,0.076
"P17","Totalmente seguro",0.749,0.701,0.666,0.725,0.756,0.639
"P17","Bastante seguro",0.084,0.174,0.146,0.135,0.097,0.146
"P17","Algo seguro",0.099,0.083,0.115,0.086,0.097,0.125
"P17","Para nada seguro",0.068,0.042,0.073,0.054,0.05,0.09
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.094,0.07,0.153,0.267,0.101,0.217
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.068,0.069,0.165,0.142,0.638,0.064
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.275,0.239,0.234,0.266,0.111,0.306
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.267,0.301,0.164,0.089,0.035,0.1
"P22","En blanco",0.219,0.199,0.193,0.115,0.071,0.165
"P22","No sabe",0.077,0.122,0.091,0.121,0.044,0.148
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.497,0.175,0.131,0.065,0.089,0.073
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.271,0.505,0.395,0.432,0.292,0.249
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.12,0.179,0.184,0.173,0.141,0.197
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.021,0.006,0.018,0.015,0.015,0.04
"P25","En blanco",0.064,0.076,0.166,0.223,0.338,0.221
"P25","No sabe",0.027,0.059,0.106,0.092,0.125,0.22
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.247,0.149,0.121,0.172,0.089,0.179
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.251,0.418,0.5,0.364,0.507,0.482
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.184,0.209,0.154,0.256,0.121,0.062
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.086,0.004,0.019,0.02,0.013,0.018
"P28","En blanco",0.215,0.2,0.167,0.175,0.2,0.145
"P28","No sabe",0.017,0.02,0.039,0.013,0.07,0.114
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.167,0.422,0.021,0.947,0,0.036
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.5,0.284,0.518,0.038,0.568,0.008
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0,0.046,0.146,0.007,0.392,0
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0.114,0.006,0,0,0
"P31","En blanco",0.166,0.128,0,0.008,0.02,0.949
"P31","No sabe",0.167,0.006,0.309,0,0.02,0.007
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.158,0.234,0.453,0.467,0.544,0.419
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.133,0.152,0.214,0.268,0.223,0.197
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.474,0.4,0.17,0.108,0.099,0.151
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.141,0.1,0.071,0.083,0.025,0.093
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.075,0.073,0.044,0.033,0.051,0.046
"P36","No sabe",0.019,0.041,0.048,0.041,0.058,0.094
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.746,0.635,0.295,0.183,0.109,0.301
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.077,0.198,0.529,0.634,0.688,0.434
"P37","En blanco",0.14,0.111,0.104,0.128,0.138,0.115
"P37","No sabe",0.037,0.056,0.072,0.055,0.065,0.15
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.218,0.275,0.413,0.485,0.556,0.38
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.121,0.166,0.296,0.362,0.338,0.274
"P38","En blanco",0.498,0.395,0.184,0.097,0.074,0.153
"P38","No sabe",0.163,0.164,0.107,0.056,0.032,0.193
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.742,0.628,0.299,0.196,0.106,0.336
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.118,0.216,0.428,0.517,0.523,0.362
"P39","En blanco",0.091,0.091,0.16,0.165,0.253,0.139
"P39","No sabe",0.049,0.065,0.113,0.122,0.118,0.163
"P40","Lo votaría",0.767,0.641,0.253,0.151,0.105,0.285
"P40","Puede que lo vote",0.052,0.085,0.117,0.124,0.101,0.09
"P40","Nunca lo votaría",0.138,0.245,0.584,0.69,0.755,0.523
"P40","No sabe",0.043,0.029,0.046,0.035,0.039,0.102
"P41","Lo votaría",0.157,0.204,0.373,0.486,0.529,0.325
"P41","Puede que lo vote",0.042,0.103,0.185,0.15,0.151,0.187
"P41","Nunca lo votaría",0.781,0.662,0.383,0.322,0.294,0.393
"P41","No sabe",0.02,0.031,0.059,0.042,0.026,0.095
"P42","Lo votaría",0.086,0.154,0.304,0.367,0.418,0.256
"P42","Puede que lo vote",0.068,0.119,0.197,0.212,0.18,0.174
"P42","Nunca lo votaría",0.829,0.7,0.437,0.363,0.336,0.475
"P42","No sabe",0.017,0.027,0.062,0.058,0.066,0.095
"P43","Lo votaría",0.153,0.144,0.077,0.083,0.058,0.095
"P43","Puede que lo vote",0.347,0.353,0.207,0.147,0.12,0.203
"P43","Nunca lo votaría",0.441,0.444,0.648,0.721,0.782,0.581
"P43","No sabe",0.059,0.059,0.068,0.049,0.04,0.121
"P44","Lo votaría",0.133,0.086,0.095,0.072,0.055,0.073
"P44","Puede que lo vote",0.284,0.333,0.239,0.265,0.216,0.229
"P44","Nunca lo votaría",0.546,0.501,0.578,0.576,0.684,0.532
"P44","No sabe",0.037,0.08,0.088,0.087,0.045,0.166
"P53","Sergio Massa y Javier Milei",0.682,0.606,0.361,0.255,0.209,0.368
"P53","Patricia Bullrich y Javier Milei",0.182,0.23,0.502,0.603,0.651,0.471
"P53","Sergio Massa y Patricia Bullrich",0.136,0.164,0.137,0.142,0.14,0.161
"P54","Muy buena",0.124,0.097,0.055,0.05,0.042,0.026
"P54","Buena",0.169,0.151,0.078,0.079,0.107,0.058
"P54","Regular",0.414,0.347,0.144,0.046,0.023,0.159
"P54","Mala",0.201,0.234,0.254,0.257,0.173,0.27
"P54","Muy mala",0.092,0.171,0.469,0.568,0.655,0.487
"P55","Muy buena",0.139,0.073,0.02,0.017,0.007,0.006
"P55","Buena",0.307,0.238,0.058,0.023,0.004,0.056
"P55","Regular",0.324,0.297,0.159,0.056,0.023,0.195
"P55","Mala",0.168,0.194,0.241,0.263,0.134,0.248
"P55","Muy mala",0.062,0.198,0.522,0.641,0.832,0.495
"P56","Muy buena",0.313,0.143,0.037,0.04,0.061,0.045
"P56","Buena",0.389,0.338,0.178,0.143,0.107,0.191
"P56","Regular",0.195,0.309,0.415,0.443,0.367,0.388
"P56","Mala",0.078,0.147,0.222,0.21,0.204,0.263
"P56","Muy mala",0.025,0.063,0.148,0.164,0.261,0.113
"P57","Muy buena",0.151,0.041,0.02,0.017,0.019,0.055
"P57","Buena",0.333,0.308,0.148,0.134,0.113,0.14
"P57","Regular",0.398,0.419,0.476,0.439,0.427,0.435
"P57","Mala",0.091,0.154,0.229,0.277,0.235,0.273
"P57","Muy mala",0.027,0.078,0.127,0.133,0.206,0.097
"P58","Muy buena",0.229,0.072,0.046,0.02,0.021,0.011
"P58","Buena",0.314,0.34,0.131,0.08,0.069,0.159
"P58","Regular",0.306,0.34,0.353,0.31,0.22,0.337
"P58","Mala",0.106,0.164,0.27,0.341,0.318,0.327
"P58","Muy mala",0.045,0.084,0.2,0.249,0.372,0.166
"P59","Muy buena",0.282,0.126,0.078,0.069,0.054,0.034
"P59","Buena",0.448,0.412,0.253,0.158,0.179,0.207
"P59","Regular",0.181,0.307,0.448,0.475,0.474,0.494
"P59","Mala",0.059,0.107,0.159,0.193,0.162,0.191
"P59","Muy mala",0.03,0.048,0.062,0.105,0.131,0.074
"P60","Ha aumentado significativamente",0.203,0.114,0.047,0.031,0.041,0.03
"P60","Ha aumentado ligeramente",0.312,0.309,0.178,0.141,0.111,0.185
"P60","Se mantiene igual",0.299,0.287,0.327,0.252,0.257,0.258
"P60","Ha disminuido ligeramente",0.12,0.179,0.222,0.299,0.194,0.26
"P60","Ha disminuido significativamente",0.066,0.111,0.226,0.277,0.397,0.267
"P61","Muy baja",0.061,0.058,0.032,0.019,0.015,0.078
"P61","Baja",0.097,0.092,0.059,0.03,0.047,0.075
"P61","Moderada",0.159,0.146,0.087,0.033,0.054,0.079
"P61","Alta",0.44,0.346,0.211,0.228,0.081,0.197
"P61","Muy alta",0.243,0.358,0.611,0.69,0.803,0.571
"P62","Muy bajas",0.06,0.028,0.047,0.038,0.081,0.032
"P62","Bajas",0.095,0.111,0.105,0.112,0.155,0.091
"P62","Adecuadas",0.34,0.304,0.21,0.2,0.192,0.269
"P62","Altas",0.378,0.36,0.327,0.338,0.184,0.281
"P62","Muy altas",0.127,0.197,0.311,0.312,0.388,0.327
"P63","No, ninguna dificultad",0.475,0.369,0.259,0.197,0.241,0.232
"P63","Alguna dificultad ocasional",0.246,0.343,0.345,0.38,0.311,0.291
"P63","Sí, dificultades frecuentes",0.279,0.288,0.396,0.423,0.448,0.477
"P64","Sí, absolutamente",0.753,0.556,0.352,0.247,0.213,0.43
"P64","Sí, en cierta medida",0.158,0.332,0.397,0.417,0.267,0.29
"P64","No, en absoluto",0.089,0.112,0.251,0.336,0.52,0.28
"P65","Reducir la inflación",0.487,0.465,0.448,0.354,0.354,0.404
"P65","Implementar reformas fiscales",0.151,0.16,0.086,0.124,0.088,0.055
"P65","Establecer políticas de control de precios",0.256,0.216,0.097,0.094,0.076,0.156
"P65","Reducir el gasto público",0.063,0.117,0.308,0.369,0.425,0.331
"P65","Estimular la inversión extranjera",0.034,0.031,0.047,0.056,0.032,0.029
"P65","Aumentar los subsidios a los servicios públicos",0.009,0.011,0.014,0.003,0.025,0.025
"P66","Fomentar la competencia entre proveedores",0.342,0.257,0.423,0.35,0.469,0.366
"P66","Incrementar la inversión en infraestructura",0.204,0.241,0.194,0.253,0.197,0.149
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.217,0.191,0.141,0.076,0.046,0.142
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.237,0.311,0.242,0.321,0.288,0.343
"P67","Muy positiva",0.795,0.236,0.092,0.091,0.076,0.064
"P67","Positiva",0.1,0.574,0.146,0.054,0.042,0.083
"P67","Neutral",0.061,0.11,0.631,0.218,0.063,0.108
"P67","Algo negativa",0.029,0.052,0.075,0.513,0.119,0.043
"P67","Negativa",0.008,0.008,0.021,0.101,0.687,0.055
"P67","No sabe",0.007,0.02,0.035,0.023,0.013,0.647
"P69","Muy positivo",0.57,0.059,0.018,0.012,0.009,0.006
"P69","Positivo",0.188,0.538,0.052,0.021,0.007,0.011
"P69","Neutral",0.213,0.325,0.795,0.384,0.259,0.129
"P69","Algo negativo",0,0.024,0.054,0.492,0.072,0.038
"P69","Negativo",0.011,0.005,0.02,0.036,0.606,0.026
"P69","No sabe",0.018,0.049,0.061,0.055,0.047,0.79
"P70","Muy positiva",0.786,0.493,0.182,0.106,0.054,0.234
"P70","Positiva",0.106,0.342,0.255,0.169,0.051,0.19
"P70","Neutral",0.091,0.112,0.411,0.279,0.257,0.162
"P70","Algo negativa",0.004,0.025,0.085,0.304,0.118,0.053
"P70","Negativa",0.011,0.012,0.05,0.113,0.5,0.122
"P70","No sabe",0.002,0.016,0.017,0.029,0.02,0.239
"P71","Muy positivo",0.832,0.497,0.16,0.098,0.065,0.204
"P71","Positivo",0.102,0.337,0.272,0.161,0.077,0.216
"P71","Neutral",0.039,0.111,0.374,0.262,0.234,0.198
"P71","Algo negativo",0.005,0.027,0.106,0.303,0.107,0.07
"P71","Negativo",0.018,0.023,0.065,0.126,0.509,0.105
"P71","No sabe",0.004,0.005,0.023,0.05,0.008,0.207
"P72","Muy positivo",0.756,0.442,0.16,0.102,0.065,0.206
"P72","Positivo",0.14,0.369,0.29,0.148,0.082,0.209
"P72","Neutral",0.082,0.149,0.419,0.386,0.322,0.258
"P72","Algo negativo",0.004,0.023,0.046,0.21,0.089,0.037
"P72","Negativo",0.011,0.009,0.066,0.127,0.429,0.08
"P72","No sabe",0.007,0.008,0.019,0.027,0.013,0.21
"P73","Muy positiva",0.681,0.246,0.111,0.059,0.028,0.12
"P73","Positiva",0.184,0.494,0.212,0.119,0.078,0.147
"P73","Neutral",0.079,0.155,0.404,0.332,0.178,0.166
"P73","Algo negativa",0.012,0.049,0.12,0.236,0.145,0.042
"P73","Negativa",0.029,0.029,0.099,0.19,0.552,0.153
"P73","No sabe",0.015,0.027,0.054,0.064,0.019,0.372
"P74","Muy positivo",0.669,0.195,0.083,0.059,0.02,0.089
"P74","Positivo",0.194,0.5,0.204,0.082,0.04,0.122
"P74","Neutral",0.084,0.179,0.432,0.363,0.187,0.169
"P74","Algo negativo",0.017,0.056,0.14,0.248,0.153,0.074
"P74","Negativo",0.02,0.038,0.101,0.18,0.574,0.172
"P74","No sabe",0.016,0.032,0.04,0.068,0.026,0.374
"P75","Muy positivo",0.578,0.151,0.072,0.053,0.007,0.071
"P75","Positivo",0.205,0.43,0.178,0.063,0.035,0.121
"P75","Neutral",0.157,0.3,0.518,0.405,0.28,0.238
"P75","Algo negativo",0.02,0.057,0.09,0.227,0.138,0.063
"P75","Negativo",0.019,0.025,0.084,0.159,0.509,0.148
"P75","No sabe",0.021,0.037,0.058,0.093,0.031,0.359
"P76","Muy positiva",0.787,0.457,0.235,0.154,0.118,0.276
"P76","Positiva",0.123,0.326,0.249,0.17,0.099,0.21
"P76","Neutral",0.073,0.144,0.333,0.247,0.135,0.133
"P76","Algo negativa",0.005,0.023,0.085,0.21,0.125,0.042
"P76","Negativa",0.004,0.018,0.067,0.176,0.502,0.081
"P76","No sabe",0.008,0.032,0.031,0.043,0.021,0.258
"P77","Muy positivo",0.774,0.483,0.228,0.14,0.108,0.236
"P77","Positivo",0.165,0.339,0.235,0.149,0.138,0.259
"P77","Neutral",0.038,0.118,0.332,0.235,0.105,0.143
"P77","Algo negativo",0.01,0.029,0.096,0.251,0.154,0.063
"P77","Negativo",0.006,0.017,0.065,0.197,0.483,0.071
"P77","No sabe",0.007,0.014,0.044,0.028,0.012,0.228
"P78","Muy positivo",0.7,0.392,0.184,0.147,0.092,0.231
"P78","Positivo",0.141,0.302,0.224,0.148,0.118,0.227
"P78","Neutral",0.141,0.235,0.419,0.385,0.258,0.213
"P78","Algo negativo",0.003,0.027,0.065,0.189,0.113,0.024
"P78","Negativo",0.009,0.014,0.062,0.098,0.401,0.047
"P78","No sabe",0.006,0.03,0.046,0.033,0.018,0.258
"P79","Si",0.632,0.585,0.493,0.539,0.486,0.524
"P79","No",0.368,0.415,0.507,0.461,0.514,0.476
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.725,0.59,0.262,0.159,0.071,0.298
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.084,0.15,0.372,0.428,0.479,0.315
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.13,0.165,0.269,0.34,0.377,0.248
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.026,0.034,0.038,0.026,0.022,0.024
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.008,0.022,0.018,0.004,0.017,0.022
"PRESIDENTE","En blanco",0.015,0.027,0.019,0.027,0.027,0.024
"PRESIDENTE","No sabe",0.012,0.012,0.022,0.016,0.007,0.069
