"var","categoria","Sí, absolutamente","Sí, en cierta medida","No, en absoluto"
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.248,0.294,0.19
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.271,0.199,0.054
"P22","En blanco",0.225,0.184,0.103
"P22","No sabe",0.1,0.12,0.056
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.196,0.135,0.067
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.272,0.415,0.369
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.191,0.174,0.162
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.03,0.002,0.026
"P25","En blanco",0.165,0.176,0.286
"P25","No sabe",0.146,0.098,0.09
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.23,0.08,0.099
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.393,0.548,0.406
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.15,0.18,0.134
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.04,0.015,0.028
"P28","En blanco",0.129,0.138,0.302
"P28","No sabe",0.058,0.039,0.031
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.638,0.034,0
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.026,0.532,0.481
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.072,0.13,0.077
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.002,0.004,0.225
"P31","En blanco",0.258,0.004,0.205
"P31","No sabe",0.004,0.296,0.012
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.289,0.388,0.529
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.128,0.24,0.244
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.358,0.212,0.093
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.112,0.07,0.045
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.065,0.04,0.049
"P36","No sabe",0.048,0.05,0.04
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.593,0.316,0.16
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.236,0.509,0.598
"P37","En blanco",0.096,0.107,0.166
"P37","No sabe",0.075,0.068,0.076
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.28,0.427,0.474
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.17,0.269,0.389
"P38","En blanco",0.385,0.193,0.074
"P38","No sabe",0.165,0.111,0.063
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.605,0.335,0.161
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.216,0.399,0.511
"P39","En blanco",0.093,0.166,0.215
"P39","No sabe",0.086,0.1,0.113
"P40","Lo votaría",0.599,0.288,0.127
"P40","Puede que lo vote",0.073,0.108,0.132
"P40","Nunca lo votaría",0.286,0.554,0.684
"P40","No sabe",0.042,0.05,0.057
"P41","Lo votaría",0.231,0.388,0.423
"P41","Puede que lo vote",0.109,0.183,0.159
"P41","Nunca lo votaría",0.62,0.379,0.369
"P41","No sabe",0.04,0.05,0.049
"P42","Lo votaría",0.162,0.264,0.397
"P42","Puede que lo vote",0.108,0.221,0.171
"P42","Nunca lo votaría",0.693,0.459,0.361
"P42","No sabe",0.037,0.056,0.071
"P43","Lo votaría",0.131,0.087,0.07
"P43","Puede que lo vote",0.315,0.234,0.126
"P43","Nunca lo votaría",0.48,0.615,0.75
"P43","No sabe",0.074,0.064,0.054
"P44","Lo votaría",0.115,0.081,0.053
"P44","Puede que lo vote",0.239,0.321,0.227
"P44","Nunca lo votaría",0.557,0.515,0.653
"P44","No sabe",0.089,0.083,0.067
"P53","Sergio Massa y Javier Milei",0.558,0.362,0.305
"P53","Patricia Bullrich y Javier Milei",0.279,0.512,0.547
"P53","Sergio Massa y Patricia Bullrich",0.163,0.126,0.148
"P54","Muy buena",0.075,0.052,0.072
"P54","Buena",0.126,0.12,0.082
"P54","Regular",0.301,0.165,0.063
"P54","Mala",0.259,0.225,0.213
"P54","Muy mala",0.239,0.438,0.57
"P55","Muy buena",0.073,0.021,0.024
"P55","Buena",0.2,0.1,0.022
"P55","Regular",0.265,0.164,0.072
"P55","Mala",0.21,0.222,0.211
"P55","Muy mala",0.252,0.493,0.671
"P56","Muy buena",0.163,0.057,0.07
"P56","Buena",0.305,0.212,0.132
"P56","Regular",0.307,0.399,0.368
"P56","Mala",0.136,0.195,0.24
"P56","Muy mala",0.089,0.137,0.19
"P57","Muy buena",0.073,0.021,0.034
"P57","Buena",0.272,0.189,0.114
"P57","Regular",0.384,0.491,0.446
"P57","Mala",0.176,0.208,0.24
"P57","Muy mala",0.095,0.091,0.166
"P58","Muy buena",0.114,0.041,0.02
"P58","Buena",0.268,0.172,0.091
"P58","Regular",0.313,0.359,0.272
"P58","Mala",0.194,0.266,0.298
"P58","Muy mala",0.111,0.162,0.319
"P59","Muy buena",0.166,0.056,0.08
"P59","Buena",0.363,0.299,0.191
"P59","Regular",0.325,0.421,0.424
"P59","Mala",0.1,0.156,0.184
"P59","Muy mala",0.046,0.068,0.121
"P60","Ha aumentado significativamente",0.13,0.04,0.035
"P60","Ha aumentado ligeramente",0.242,0.211,0.153
"P60","Se mantiene igual",0.307,0.293,0.262
"P60","Ha disminuido ligeramente",0.184,0.218,0.238
"P60","Ha disminuido significativamente",0.137,0.238,0.312
"P61","Muy baja",0.069,0.028,0.031
"P61","Baja",0.078,0.073,0.05
"P61","Moderada",0.128,0.089,0.054
"P61","Alta",0.339,0.237,0.164
"P61","Muy alta",0.386,0.573,0.701
"P62","Muy bajas",0.034,0.042,0.09
"P62","Bajas",0.054,0.144,0.142
"P62","Adecuadas",0.266,0.282,0.194
"P62","Altas",0.373,0.307,0.259
"P62","Muy altas",0.273,0.225,0.315
"P63","No, ninguna dificultad",0.413,0.225,0.215
"P63","Alguna dificultad ocasional",0.24,0.512,0.213
"P63","Sí, dificultades frecuentes",0.347,0.263,0.572
"P65","Reducir la inflación",0.552,0.379,0.298
"P65","Implementar reformas fiscales",0.083,0.192,0.062
"P65","Establecer políticas de control de precios",0.2,0.081,0.14
"P65","Reducir el gasto público",0.116,0.291,0.441
"P65","Estimular la inversión extranjera",0.031,0.05,0.047
"P65","Aumentar los subsidios a los servicios públicos",0.018,0.007,0.012
"P66","Fomentar la competencia entre proveedores",0.29,0.369,0.481
"P66","Incrementar la inversión en infraestructura",0.196,0.244,0.2
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.205,0.119,0.074
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.309,0.268,0.245
"P67","Muy positiva",0.348,0.134,0.153
"P67","Positiva",0.221,0.258,0.105
"P67","Neutral",0.214,0.295,0.295
"P67","Algo negativa",0.071,0.133,0.14
"P67","Negativa",0.063,0.083,0.211
"P67","No sabe",0.083,0.097,0.096
"P68","Muy positivo",0.271,0.079,0.06
"P68","Positivo",0.274,0.226,0.103
"P68","Neutral",0.237,0.37,0.314
"P68","Algo negativo",0.055,0.129,0.14
"P68","Negativo",0.056,0.097,0.254
"P68","No sabe",0.107,0.099,0.129
"P69","Muy positivo",0.185,0.064,0.041
"P69","Positivo",0.216,0.164,0.081
"P69","Neutral",0.369,0.482,0.449
"P69","Algo negativo",0.055,0.1,0.11
"P69","Negativo",0.044,0.059,0.192
"P69","No sabe",0.131,0.131,0.127
"P70","Muy positiva",0.541,0.211,0.097
"P70","Positiva",0.189,0.289,0.148
"P70","Neutral",0.159,0.274,0.329
"P70","Algo negativa",0.034,0.106,0.136
"P70","Negativa",0.047,0.08,0.229
"P70","No sabe",0.03,0.04,0.061
"P71","Muy positivo",0.531,0.204,0.116
"P71","Positivo",0.202,0.265,0.19
"P71","Neutral",0.14,0.274,0.282
"P71","Algo negativo",0.044,0.113,0.14
"P71","Negativo",0.058,0.095,0.228
"P71","No sabe",0.025,0.049,0.044
"P72","Muy positivo",0.485,0.196,0.118
"P72","Positivo",0.219,0.298,0.187
"P72","Neutral",0.195,0.322,0.356
"P72","Algo negativo",0.021,0.068,0.1
"P72","Negativo",0.055,0.07,0.199
"P72","No sabe",0.025,0.046,0.04
"P73","Muy positiva",0.374,0.119,0.061
"P73","Positiva",0.288,0.261,0.118
"P73","Neutral",0.171,0.299,0.282
"P73","Algo negativa",0.054,0.109,0.144
"P73","Negativa",0.059,0.128,0.302
"P73","No sabe",0.054,0.084,0.093
"P74","Muy positivo",0.331,0.114,0.046
"P74","Positivo",0.296,0.241,0.085
"P74","Neutral",0.206,0.3,0.288
"P74","Algo negativo",0.054,0.125,0.18
"P74","Negativo",0.06,0.129,0.319
"P74","No sabe",0.053,0.091,0.082
"P75","Muy positivo",0.276,0.092,0.049
"P75","Positivo",0.268,0.216,0.072
"P75","Neutral",0.283,0.408,0.363
"P75","Algo negativo",0.053,0.099,0.136
"P75","Negativo",0.059,0.089,0.288
"P75","No sabe",0.061,0.096,0.092
"P76","Muy positiva",0.535,0.237,0.188
"P76","Positiva",0.203,0.286,0.152
"P76","Neutral",0.142,0.222,0.259
"P76","Algo negativa",0.041,0.089,0.099
"P76","Negativa",0.037,0.093,0.26
"P76","No sabe",0.042,0.073,0.042
"P77","Muy positivo",0.511,0.242,0.21
"P77","Positivo",0.233,0.287,0.149
"P77","Neutral",0.137,0.192,0.243
"P77","Algo negativo",0.039,0.128,0.113
"P77","Negativo",0.043,0.097,0.237
"P77","No sabe",0.037,0.054,0.048
"P78","Muy positivo",0.429,0.218,0.199
"P78","Positivo",0.215,0.238,0.157
"P78","Neutral",0.255,0.313,0.315
"P78","Algo negativo",0.029,0.086,0.081
"P78","Negativo",0.032,0.071,0.2
"P78","No sabe",0.04,0.074,0.048
"P79","Si",0.573,0.515,0.527
"P79","No",0.427,0.485,0.473
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.548,0.291,0.147
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.172,0.364,0.423
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.189,0.252,0.35
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.034,0.03,0.019
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.02,0.013,0.01
"PRESIDENTE","En blanco",0.016,0.024,0.032
"PRESIDENTE","No sabe",0.021,0.026,0.019
