"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P22","En blanco",0.23,0.259,0.162,0.219,0.15
"P22","No sabe",0.05,0.099,0.11,0.131,0.066
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.257,0.182,0.107,0.144,0.1
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.356,0.325,0.396,0.368,0.342
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.227,0.189,0.183,0.161,0.121
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.018,0.032,0.007,0.024,0.015
"P25","En blanco",0.036,0.175,0.195,0.197,0.291
"P25","No sabe",0.106,0.097,0.112,0.106,0.131
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.314,0.156,0.127,0.097,0.161
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.323,0.51,0.517,0.434,0.36
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.111,0.169,0.147,0.156,0.145
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.153,0.017,0.012,0.057,0.03
"P28","En blanco",0.099,0.123,0.159,0.217,0.238
"P28","No sabe",0,0.025,0.038,0.039,0.066
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.667,0.182,0.323,0.203,0.39
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0,0.364,0.321,0.415,0.014
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0,0.227,0.299,0.017,0.007
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.333,0,0.004,0.148,0.007
"P31","En blanco",0,0.091,0.018,0.204,0.161
"P31","No sabe",0,0.136,0.035,0.013,0.421
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.299,0.21,0.377,0.483,0.577
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.119,0.176,0.219,0.185,0.126
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.356,0.387,0.24,0.168,0.091
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.108,0.111,0.077,0.069,0.068
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.085,0.071,0.042,0.043,0.051
"P36","No sabe",0.033,0.045,0.045,0.052,0.087
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.697,0.606,0.376,0.292,0.169
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.116,0.263,0.452,0.48,0.525
"P37","En blanco",0.099,0.108,0.109,0.124,0.149
"P37","No sabe",0.088,0.023,0.063,0.104,0.157
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.329,0.313,0.401,0.414,0.351
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.174,0.167,0.259,0.281,0.376
"P38","En blanco",0.378,0.401,0.222,0.171,0.145
"P38","No sabe",0.119,0.119,0.118,0.134,0.128
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.667,0.615,0.396,0.278,0.197
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.202,0.226,0.356,0.412,0.467
"P39","En blanco",0.081,0.113,0.144,0.165,0.203
"P39","No sabe",0.05,0.046,0.104,0.145,0.133
"P40","Lo votaría",0.673,0.608,0.366,0.256,0.154
"P40","Puede que lo vote",0.067,0.068,0.114,0.114,0.08
"P40","Nunca lo votaría",0.243,0.29,0.477,0.57,0.684
"P40","No sabe",0.017,0.034,0.043,0.06,0.082
"P41","Lo votaría",0.205,0.266,0.343,0.355,0.364
"P41","Puede que lo vote",0.068,0.105,0.156,0.178,0.161
"P41","Nunca lo votaría",0.697,0.608,0.454,0.393,0.401
"P41","No sabe",0.03,0.021,0.047,0.074,0.074
"P42","Lo votaría",0.216,0.167,0.247,0.294,0.376
"P42","Puede que lo vote",0.08,0.118,0.179,0.183,0.158
"P42","Nunca lo votaría",0.675,0.687,0.523,0.455,0.378
"P42","No sabe",0.029,0.028,0.051,0.068,0.088
"P43","Lo votaría",0.206,0.114,0.095,0.088,0.102
"P43","Puede que lo vote",0.227,0.314,0.243,0.241,0.139
"P43","Nunca lo votaría",0.535,0.526,0.582,0.604,0.67
"P43","No sabe",0.032,0.046,0.08,0.067,0.089
"P44","Lo votaría",0.236,0.096,0.079,0.089,0.091
"P44","Puede que lo vote",0.196,0.29,0.299,0.229,0.147
"P44","Nunca lo votaría",0.53,0.548,0.545,0.574,0.637
"P44","No sabe",0.038,0.066,0.077,0.108,0.125
"P53","Sergio Massa y Javier Milei",0.603,0.6,0.414,0.338,0.297
"P53","Patricia Bullrich y Javier Milei",0.207,0.286,0.44,0.502,0.52
"P53","Sergio Massa y Patricia Bullrich",0.19,0.114,0.146,0.16,0.183
"P54","Muy buena",0.219,0.078,0.058,0.058,0.042
"P54","Buena",0.201,0.215,0.089,0.071,0.075
"P54","Regular",0.331,0.318,0.235,0.069,0.023
"P54","Mala",0.102,0.17,0.283,0.308,0.152
"P54","Muy mala",0.147,0.219,0.335,0.494,0.708
"P55","Muy buena",0.215,0.07,0.029,0.019,0.019
"P55","Buena",0.285,0.301,0.096,0.033,0.01
"P55","Regular",0.243,0.252,0.228,0.097,0.024
"P55","Mala",0.093,0.145,0.253,0.312,0.127
"P55","Muy mala",0.164,0.232,0.394,0.539,0.82
"P56","Muy buena",0.617,0.153,0.072,0.049,0.065
"P56","Buena",0.179,0.493,0.207,0.128,0.056
"P56","Regular",0.111,0.234,0.486,0.324,0.163
"P56","Mala",0.046,0.079,0.15,0.388,0.221
"P56","Muy mala",0.047,0.041,0.085,0.111,0.495
"P58","Muy buena",0.535,0.14,0.017,0.014,0.013
"P58","Buena",0.22,0.54,0.137,0.031,0.038
"P58","Regular",0.156,0.236,0.512,0.167,0.066
"P58","Mala",0.038,0.074,0.251,0.533,0.161
"P58","Muy mala",0.051,0.01,0.083,0.255,0.722
"P59","Muy buena",0.478,0.175,0.059,0.081,0.07
"P59","Buena",0.263,0.558,0.3,0.125,0.111
"P59","Regular",0.182,0.23,0.5,0.424,0.237
"P59","Mala",0.023,0.032,0.104,0.289,0.273
"P59","Muy mala",0.054,0.005,0.037,0.081,0.309
"P60","Ha aumentado significativamente",0.369,0.144,0.048,0.043,0.03
"P60","Ha aumentado ligeramente",0.293,0.358,0.199,0.114,0.078
"P60","Se mantiene igual",0.241,0.325,0.363,0.216,0.113
"P60","Ha disminuido ligeramente",0.034,0.129,0.225,0.296,0.229
"P60","Ha disminuido significativamente",0.063,0.044,0.165,0.331,0.55
"P61","Muy baja",0.156,0.045,0.027,0.065,0.069
"P61","Baja",0.09,0.081,0.07,0.058,0.037
"P61","Moderada",0.187,0.141,0.119,0.037,0.03
"P61","Alta",0.298,0.369,0.28,0.22,0.1
"P61","Muy alta",0.269,0.364,0.504,0.62,0.764
"P62","Muy bajas",0.139,0.037,0.042,0.047,0.075
"P62","Bajas",0.133,0.16,0.099,0.08,0.033
"P62","Adecuadas",0.285,0.38,0.279,0.141,0.116
"P62","Altas",0.283,0.297,0.356,0.365,0.197
"P62","Muy altas",0.16,0.126,0.224,0.367,0.579
"P63","No, ninguna dificultad",0.689,0.589,0.281,0.114,0.069
"P63","Alguna dificultad ocasional",0.148,0.269,0.402,0.295,0.216
"P63","Sí, dificultades frecuentes",0.163,0.142,0.317,0.591,0.715
"P64","Sí, absolutamente",0.694,0.582,0.398,0.392,0.387
"P64","Sí, en cierta medida",0.141,0.291,0.364,0.332,0.264
"P64","No, en absoluto",0.165,0.127,0.238,0.276,0.349
"P65","Reducir la inflación",0.551,0.454,0.419,0.431,0.44
"P65","Implementar reformas fiscales",0.114,0.146,0.115,0.093,0.082
"P65","Establecer políticas de control de precios",0.226,0.199,0.147,0.087,0.129
"P65","Reducir el gasto público",0.072,0.152,0.272,0.318,0.282
"P65","Estimular la inversión extranjera",0.017,0.035,0.043,0.046,0.044
"P65","Aumentar los subsidios a los servicios públicos",0.02,0.014,0.004,0.025,0.023
"P66","Fomentar la competencia entre proveedores",0.457,0.301,0.362,0.388,0.374
"P66","Incrementar la inversión en infraestructura",0.166,0.274,0.209,0.184,0.18
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.144,0.17,0.146,0.13,0.136
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.233,0.255,0.283,0.298,0.31
"P67","Muy positiva",0.492,0.357,0.205,0.166,0.121
"P67","Positiva",0.188,0.27,0.206,0.166,0.165
"P67","Neutral",0.151,0.178,0.288,0.288,0.289
"P67","Algo negativa",0.071,0.07,0.115,0.119,0.141
"P67","Negativa",0.029,0.067,0.097,0.13,0.193
"P67","No sabe",0.069,0.058,0.089,0.131,0.091
"P68","Muy positivo",0.493,0.257,0.145,0.072,0.041
"P68","Positivo",0.183,0.325,0.209,0.167,0.158
"P68","Neutral",0.119,0.214,0.324,0.34,0.354
"P68","Algo negativo",0.035,0.065,0.1,0.137,0.123
"P68","Negativo",0.045,0.064,0.113,0.135,0.224
"P68","No sabe",0.125,0.075,0.109,0.149,0.1
"P69","Muy positivo",0.369,0.2,0.09,0.053,0.015
"P69","Positivo",0.167,0.267,0.168,0.094,0.107
"P69","Neutral",0.288,0.37,0.454,0.443,0.433
"P69","Algo negativo",0.01,0.046,0.086,0.118,0.108
"P69","Negativo",0.056,0.032,0.072,0.106,0.212
"P69","No sabe",0.11,0.085,0.13,0.186,0.125
"P70","Muy positiva",0.572,0.494,0.302,0.24,0.174
"P70","Positiva",0.156,0.218,0.234,0.213,0.123
"P70","Neutral",0.171,0.163,0.251,0.244,0.34
"P70","Algo negativa",0.015,0.045,0.084,0.133,0.071
"P70","Negativa",0.073,0.055,0.083,0.122,0.245
"P70","No sabe",0.013,0.025,0.046,0.048,0.047
"P71","Muy positivo",0.597,0.506,0.3,0.229,0.151
"P71","Positivo",0.194,0.216,0.234,0.215,0.184
"P71","Neutral",0.126,0.145,0.235,0.252,0.261
"P71","Algo negativo",0.022,0.047,0.089,0.143,0.101
"P71","Negativo",0.058,0.074,0.092,0.122,0.257
"P71","No sabe",0.003,0.012,0.05,0.039,0.046
"P72","Muy positivo",0.527,0.453,0.285,0.206,0.176
"P72","Positivo",0.181,0.239,0.269,0.226,0.141
"P72","Neutral",0.223,0.209,0.287,0.303,0.317
"P72","Algo negativo",0.03,0.021,0.049,0.104,0.065
"P72","Negativo",0.038,0.067,0.074,0.101,0.247
"P72","No sabe",0.001,0.011,0.036,0.06,0.054
"P73","Muy positiva",0.535,0.323,0.199,0.131,0.113
"P73","Positiva",0.206,0.318,0.26,0.169,0.136
"P73","Neutral",0.1,0.177,0.255,0.285,0.265
"P73","Algo negativa",0.025,0.065,0.093,0.12,0.127
"P73","Negativa",0.102,0.077,0.121,0.176,0.282
"P73","No sabe",0.032,0.04,0.072,0.119,0.077
"P74","Muy positivo",0.412,0.321,0.161,0.117,0.123
"P74","Positivo",0.225,0.304,0.248,0.155,0.14
"P74","Neutral",0.173,0.189,0.263,0.335,0.249
"P74","Algo negativo",0.048,0.071,0.121,0.124,0.108
"P74","Negativo",0.104,0.071,0.135,0.165,0.297
"P74","No sabe",0.038,0.044,0.072,0.104,0.083
"P75","Muy positivo",0.384,0.265,0.135,0.088,0.117
"P75","Positivo",0.166,0.287,0.215,0.15,0.121
"P75","Neutral",0.281,0.269,0.368,0.377,0.338
"P75","Algo negativo",0.04,0.069,0.077,0.131,0.106
"P75","Negativo",0.092,0.066,0.117,0.148,0.234
"P75","No sabe",0.037,0.044,0.088,0.106,0.084
"P76","Muy positiva",0.675,0.533,0.31,0.254,0.257
"P76","Positiva",0.135,0.229,0.232,0.199,0.195
"P76","Neutral",0.132,0.113,0.221,0.224,0.228
"P76","Algo negativa",0.015,0.055,0.074,0.106,0.04
"P76","Negativa",0.042,0.047,0.103,0.135,0.234
"P76","No sabe",0.001,0.023,0.06,0.082,0.046
"P77","Muy positivo",0.658,0.518,0.319,0.244,0.241
"P77","Positivo",0.167,0.238,0.26,0.198,0.175
"P77","Neutral",0.061,0.094,0.185,0.239,0.275
"P77","Algo negativo",0.091,0.069,0.084,0.108,0.073
"P77","Negativo",0.02,0.061,0.102,0.137,0.196
"P77","No sabe",0.003,0.02,0.05,0.074,0.04
"P78","Muy positivo",0.625,0.447,0.275,0.213,0.198
"P78","Positivo",0.103,0.219,0.224,0.174,0.232
"P78","Neutral",0.197,0.226,0.312,0.343,0.248
"P78","Algo negativo",0.058,0.041,0.062,0.066,0.074
"P78","Negativo",0.008,0.035,0.07,0.131,0.188
"P78","No sabe",0.009,0.032,0.057,0.073,0.06
"P79","Si",0.561,0.577,0.533,0.546,0.507
"P79","No",0.439,0.423,0.467,0.454,0.493
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.577,0.586,0.359,0.238,0.143
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.123,0.217,0.311,0.341,0.342
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.178,0.149,0.245,0.305,0.363
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.04,0.019,0.029,0.039,0.023
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.057,0.004,0.016,0.02,0.031
"PRESIDENTE","En blanco",0.025,0.016,0.02,0.026,0.037
"PRESIDENTE","No sabe",0,0.009,0.02,0.031,0.061
