"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.126,0.211,0.402
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.457,0.492,0.308
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.136,0.148,0.137
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.034,0.042,0.015
"P28","En blanco",0.19,0.029,0.089
"P28","No sabe",0.057,0.078,0.049
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.244,0.534,0.092
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.273,0.127,0.446
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.088,0.3,0.209
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.12,0.019,0
"P31","En blanco",0.142,0.016,0.253
"P31","No sabe",0.133,0.004,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.375,0.381,0.389
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.191,0.183,0.166
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.238,0.189,0.174
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.09,0.115,0.073
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.051,0.037,0.066
"P36","No sabe",0.055,0.095,0.132
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.417,0.321,0.202
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.396,0.376,0.359
"P37","En blanco",0.108,0.122,0.206
"P37","No sabe",0.079,0.181,0.233
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.369,0.32,0.299
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.253,0.263,0.268
"P38","En blanco",0.249,0.221,0.104
"P38","No sabe",0.129,0.196,0.329
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.419,0.329,0.323
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.344,0.296,0.268
"P39","En blanco",0.135,0.194,0.162
"P39","No sabe",0.102,0.181,0.247
"P40","Lo votaría",0.402,0.281,0.201
"P40","Puede que lo vote",0.093,0.158,0.142
"P40","Nunca lo votaría",0.461,0.447,0.398
"P40","No sabe",0.044,0.114,0.259
"P41","Lo votaría",0.328,0.268,0.32
"P41","Puede que lo vote",0.142,0.166,0.171
"P41","Nunca lo votaría",0.476,0.462,0.35
"P41","No sabe",0.054,0.104,0.159
"P42","Lo votaría",0.25,0.236,0.32
"P42","Puede que lo vote",0.159,0.146,0.165
"P42","Nunca lo votaría",0.535,0.521,0.38
"P42","No sabe",0.056,0.097,0.135
"P43","Lo votaría",0.1,0.129,0.155
"P43","Puede que lo vote",0.246,0.184,0.154
"P43","Nunca lo votaría",0.58,0.589,0.518
"P43","No sabe",0.074,0.098,0.173
"P44","Lo votaría",0.094,0.111,0.084
"P44","Puede que lo vote",0.268,0.215,0.098
"P44","Nunca lo votaría",0.557,0.522,0.59
"P44","No sabe",0.081,0.152,0.228
"P53","Sergio Massa y Javier Milei",0.443,0.346,0.415
"P53","Patricia Bullrich y Javier Milei",0.424,0.364,0.374
"P53","Sergio Massa y Patricia Bullrich",0.133,0.29,0.211
"P54","Muy buena",0.068,0.074,0.078
"P54","Buena",0.111,0.138,0.111
"P54","Regular",0.203,0.182,0.191
"P54","Mala",0.238,0.294,0.229
"P54","Muy mala",0.38,0.312,0.391
"P55","Muy buena",0.045,0.03,0.051
"P55","Buena",0.132,0.068,0.049
"P55","Regular",0.179,0.242,0.155
"P55","Mala",0.219,0.223,0.297
"P55","Muy mala",0.425,0.437,0.448
"P56","Muy buena",0.114,0.078,0.1
"P56","Buena",0.241,0.161,0.187
"P56","Regular",0.345,0.39,0.257
"P56","Mala",0.181,0.24,0.2
"P56","Muy mala",0.119,0.131,0.256
"P57","Muy buena",0.051,0.027,0.025
"P57","Buena",0.215,0.105,0.152
"P57","Regular",0.435,0.446,0.322
"P57","Mala",0.197,0.282,0.22
"P57","Muy mala",0.102,0.14,0.281
"P58","Muy buena",0.069,0.028,0.072
"P58","Buena",0.201,0.119,0.096
"P58","Regular",0.318,0.33,0.334
"P58","Mala",0.245,0.336,0.25
"P58","Muy mala",0.167,0.187,0.248
"P59","Muy buena",0.115,0.037,0.14
"P59","Buena",0.306,0.21,0.187
"P59","Regular",0.386,0.392,0.338
"P59","Mala",0.126,0.299,0.166
"P59","Muy mala",0.067,0.062,0.169
"P60","Ha aumentado significativamente",0.086,0.029,0.034
"P60","Ha aumentado ligeramente",0.212,0.153,0.179
"P60","Se mantiene igual",0.283,0.391,0.266
"P60","Ha disminuido ligeramente",0.211,0.235,0.145
"P60","Ha disminuido significativamente",0.208,0.192,0.376
"P61","Muy baja",0.052,0.029,0.013
"P61","Baja",0.059,0.158,0.065
"P61","Moderada",0.096,0.152,0.07
"P61","Alta",0.271,0.21,0.307
"P61","Muy alta",0.522,0.451,0.545
"P62","Muy bajas",0.053,0.022,0.037
"P62","Bajas",0.102,0.099,0.113
"P62","Adecuadas",0.26,0.226,0.133
"P62","Altas",0.324,0.344,0.285
"P62","Muy altas",0.261,0.309,0.432
"P63","No, ninguna dificultad",0.324,0.151,0.224
"P63","Alguna dificultad ocasional",0.321,0.368,0.152
"P63","Sí, dificultades frecuentes",0.355,0.481,0.624
"P64","Sí, absolutamente",0.458,0.351,0.42
"P64","Sí, en cierta medida",0.315,0.379,0.325
"P64","No, en absoluto",0.227,0.27,0.255
"P65","Reducir la inflación",0.438,0.4,0.527
"P65","Implementar reformas fiscales",0.112,0.133,0.093
"P65","Establecer políticas de control de precios",0.147,0.159,0.115
"P65","Reducir el gasto público",0.252,0.234,0.171
"P65","Estimular la inversión extranjera",0.039,0.043,0.089
"P65","Aumentar los subsidios a los servicios públicos",0.012,0.031,0.005
"P66","Fomentar la competencia entre proveedores",0.359,0.367,0.401
"P66","Incrementar la inversión en infraestructura",0.218,0.179,0.124
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.14,0.19,0.221
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.283,0.264,0.254
"P67","Muy positiva",0.24,0.184,0.148
"P67","Positiva",0.21,0.176,0.143
"P67","Neutral",0.252,0.301,0.377
"P67","Algo negativa",0.105,0.12,0.127
"P67","Negativa",0.104,0.116,0.093
"P67","No sabe",0.089,0.103,0.112
"P68","Muy positivo",0.164,0.126,0.108
"P68","Positivo",0.224,0.184,0.111
"P68","Neutral",0.289,0.349,0.423
"P68","Algo negativo",0.103,0.072,0.058
"P68","Negativo",0.111,0.162,0.154
"P68","No sabe",0.109,0.107,0.146
"P69","Muy positivo",0.118,0.067,0.064
"P69","Positivo",0.169,0.172,0.113
"P69","Neutral",0.422,0.462,0.359
"P69","Algo negativo",0.082,0.051,0.184
"P69","Negativo",0.08,0.106,0.136
"P69","No sabe",0.129,0.142,0.144
"P70","Muy positiva",0.346,0.205,0.205
"P70","Positiva",0.21,0.222,0.219
"P70","Neutral",0.228,0.29,0.352
"P70","Algo negativa",0.081,0.092,0.046
"P70","Negativa",0.101,0.093,0.108
"P70","No sabe",0.034,0.098,0.07
"P71","Muy positivo",0.34,0.25,0.178
"P71","Positivo",0.217,0.229,0.295
"P71","Neutral",0.216,0.231,0.188
"P71","Algo negativo",0.088,0.096,0.097
"P71","Negativo",0.107,0.122,0.147
"P71","No sabe",0.032,0.072,0.095
"P72","Muy positivo",0.315,0.242,0.229
"P72","Positivo",0.235,0.234,0.318
"P72","Neutral",0.273,0.281,0.228
"P72","Algo negativo",0.053,0.064,0.069
"P72","Negativo",0.094,0.099,0.079
"P72","No sabe",0.03,0.08,0.077
"P73","Muy positiva",0.228,0.149,0.188
"P73","Positiva",0.236,0.264,0.274
"P73","Neutral",0.24,0.235,0.143
"P73","Algo negativa",0.086,0.144,0.137
"P73","Negativa",0.14,0.137,0.086
"P73","No sabe",0.07,0.071,0.172
"P74","Muy positivo",0.203,0.139,0.134
"P74","Positivo",0.228,0.22,0.302
"P74","Neutral",0.252,0.283,0.251
"P74","Algo negativo",0.102,0.164,0.065
"P74","Negativo",0.146,0.119,0.088
"P74","No sabe",0.069,0.075,0.16
"P75","Muy positivo",0.169,0.129,0.109
"P75","Positivo",0.201,0.201,0.384
"P75","Neutral",0.339,0.376,0.305
"P75","Algo negativo",0.086,0.116,0.032
"P75","Negativo",0.125,0.115,0.057
"P75","No sabe",0.08,0.063,0.113
"P76","Muy positiva",0.372,0.268,0.22
"P76","Positiva",0.216,0.198,0.283
"P76","Neutral",0.185,0.288,0.241
"P76","Algo negativa",0.07,0.079,0.03
"P76","Negativa",0.108,0.12,0.054
"P76","No sabe",0.049,0.047,0.172
"P77","Muy positivo",0.366,0.284,0.23
"P77","Positivo",0.229,0.227,0.275
"P77","Neutral",0.172,0.224,0.264
"P77","Algo negativo",0.087,0.078,0.029
"P77","Negativo",0.105,0.132,0.059
"P77","No sabe",0.041,0.055,0.143
"P78","Muy positivo",0.316,0.276,0.129
"P78","Positivo",0.207,0.186,0.356
"P78","Neutral",0.287,0.293,0.277
"P78","Algo negativo",0.06,0.062,0.019
"P78","Negativo",0.081,0.124,0.057
"P78","No sabe",0.049,0.059,0.162
"P79","Si",0.561,0.444,0.285
"P79","No",0.439,0.556,0.715
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.378,0.27,0.228
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.278,0.271,0.187
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.241,0.216,0.216
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.026,0.046,0.011
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.021,0.032,0.042
"PRESIDENTE","En blanco",0.026,0.073,0.188
"PRESIDENTE","No sabe",0.03,0.092,0.128
