"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.2,0.016,0.008,0.01,0.334
"P31","En blanco",0.4,0,0.158,0.031,0.181
"P31","No sabe",0,0.096,0.155,0.021,0.009
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.301,0.265,0.418,0.486,0.547
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.137,0.168,0.217,0.213,0.177
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.351,0.382,0.187,0.119,0.098
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.114,0.092,0.071,0.074,0.06
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.06,0.055,0.052,0.037,0.057
"P36","No sabe",0.037,0.038,0.055,0.071,0.061
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.62,0.562,0.316,0.219,0.203
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.178,0.295,0.508,0.52,0.505
"P37","En blanco",0.141,0.1,0.115,0.132,0.128
"P37","No sabe",0.061,0.043,0.061,0.129,0.164
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.234,0.302,0.447,0.47,0.329
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.284,0.213,0.249,0.251,0.371
"P38","En blanco",0.372,0.366,0.185,0.155,0.142
"P38","No sabe",0.11,0.119,0.119,0.124,0.158
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.613,0.566,0.338,0.248,0.182
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.298,0.268,0.374,0.376,0.525
"P39","En blanco",0.042,0.105,0.171,0.229,0.155
"P39","No sabe",0.047,0.061,0.117,0.147,0.138
"P40","Lo votaría",0.61,0.561,0.3,0.227,0.125
"P40","Puede que lo vote",0.064,0.07,0.109,0.135,0.131
"P40","Nunca lo votaría",0.278,0.342,0.546,0.578,0.639
"P40","No sabe",0.048,0.027,0.045,0.06,0.105
"P41","Lo votaría",0.17,0.239,0.402,0.423,0.327
"P41","Puede que lo vote",0.101,0.131,0.16,0.167,0.145
"P41","Nunca lo votaría",0.691,0.591,0.39,0.352,0.437
"P41","No sabe",0.038,0.039,0.048,0.058,0.091
"P42","Lo votaría",0.26,0.197,0.26,0.286,0.34
"P42","Puede que lo vote",0.094,0.113,0.191,0.204,0.208
"P42","Nunca lo votaría",0.614,0.658,0.489,0.441,0.364
"P42","No sabe",0.032,0.032,0.06,0.069,0.088
"P43","Lo votaría",0.138,0.115,0.085,0.079,0.121
"P43","Puede que lo vote",0.284,0.289,0.22,0.198,0.248
"P43","Nunca lo votaría",0.536,0.532,0.628,0.639,0.557
"P43","No sabe",0.042,0.064,0.067,0.084,0.074
"P44","Lo votaría",0.171,0.083,0.086,0.076,0.078
"P44","Puede que lo vote",0.222,0.291,0.279,0.23,0.2
"P44","Nunca lo votaría",0.566,0.55,0.555,0.581,0.6
"P44","No sabe",0.041,0.076,0.08,0.113,0.122
"P53","Sergio Massa y Javier Milei",0.638,0.561,0.368,0.268,0.331
"P53","Patricia Bullrich y Javier Milei",0.204,0.325,0.485,0.525,0.528
"P53","Sergio Massa y Patricia Bullrich",0.158,0.114,0.147,0.207,0.141
"P54","Muy buena",0.133,0.076,0.056,0.044,0.041
"P54","Buena",0.202,0.161,0.07,0.081,0.083
"P54","Regular",0.257,0.32,0.172,0.062,0.053
"P54","Mala",0.175,0.212,0.283,0.284,0.148
"P54","Muy mala",0.233,0.231,0.419,0.529,0.675
"P55","Muy buena",0.176,0.047,0.013,0.021,0.033
"P55","Buena",0.261,0.245,0.059,0.016,0.01
"P55","Regular",0.173,0.27,0.194,0.064,0.03
"P55","Mala",0.144,0.182,0.257,0.294,0.134
"P55","Muy mala",0.246,0.256,0.477,0.605,0.793
"P56","Muy buena",0.509,0.124,0.029,0.019,0.058
"P56","Buena",0.272,0.506,0.112,0.05,0.011
"P56","Regular",0.112,0.26,0.557,0.23,0.185
"P56","Mala",0.048,0.075,0.194,0.478,0.233
"P56","Muy mala",0.059,0.035,0.108,0.223,0.513
"P57","Muy buena",0.209,0.042,0.022,0.008,0.037
"P57","Buena",0.333,0.391,0.124,0.046,0.015
"P57","Regular",0.236,0.439,0.561,0.318,0.23
"P57","Mala",0.153,0.087,0.226,0.42,0.238
"P57","Muy mala",0.069,0.041,0.067,0.208,0.48
"P58","Muy buena",0.312,0.083,0.014,0.017,0.002
"P58","Buena",0.257,0.433,0.086,0.013,0.015
"P58","Regular",0.198,0.293,0.491,0.117,0.067
"P58","Mala",0.132,0.135,0.272,0.592,0.127
"P58","Muy mala",0.101,0.056,0.137,0.261,0.789
"P60","Ha aumentado significativamente",0.39,0.074,0.031,0.017,0.015
"P60","Ha aumentado ligeramente",0.207,0.388,0.135,0.08,0.079
"P60","Se mantiene igual",0.206,0.3,0.416,0.12,0.062
"P60","Ha disminuido ligeramente",0.075,0.152,0.225,0.441,0.125
"P60","Ha disminuido significativamente",0.122,0.086,0.193,0.342,0.719
"P61","Muy baja",0.124,0.027,0.05,0.042,0.031
"P61","Baja",0.083,0.09,0.056,0.052,0.04
"P61","Moderada",0.141,0.137,0.094,0.037,0.042
"P61","Alta",0.302,0.364,0.219,0.244,0.101
"P61","Muy alta",0.35,0.382,0.581,0.625,0.786
"P62","Muy bajas",0.098,0.036,0.046,0.053,0.056
"P62","Bajas",0.106,0.126,0.099,0.078,0.055
"P62","Adecuadas",0.315,0.31,0.243,0.173,0.14
"P62","Altas",0.258,0.358,0.326,0.359,0.206
"P62","Muy altas",0.223,0.17,0.286,0.337,0.543
"P63","No, ninguna dificultad",0.526,0.403,0.253,0.144,0.16
"P63","Alguna dificultad ocasional",0.209,0.334,0.377,0.276,0.221
"P63","Sí, dificultades frecuentes",0.265,0.263,0.37,0.58,0.619
"P64","Sí, absolutamente",0.671,0.537,0.384,0.326,0.293
"P64","Sí, en cierta medida",0.162,0.317,0.357,0.365,0.309
"P64","No, en absoluto",0.167,0.146,0.259,0.309,0.398
"P65","Reducir la inflación",0.444,0.471,0.411,0.439,0.419
"P65","Implementar reformas fiscales",0.114,0.128,0.104,0.117,0.095
"P65","Establecer políticas de control de precios",0.23,0.179,0.132,0.075,0.109
"P65","Reducir el gasto público",0.148,0.187,0.287,0.322,0.309
"P65","Estimular la inversión extranjera",0.047,0.028,0.051,0.043,0.029
"P65","Aumentar los subsidios a los servicios públicos",0.017,0.007,0.015,0.004,0.039
"P66","Fomentar la competencia entre proveedores",0.393,0.318,0.355,0.408,0.425
"P66","Incrementar la inversión en infraestructura",0.187,0.247,0.215,0.204,0.113
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.161,0.185,0.122,0.129,0.124
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.259,0.25,0.308,0.259,0.338
"P67","Muy positiva",0.511,0.293,0.147,0.152,0.167
"P67","Positiva",0.191,0.28,0.174,0.161,0.176
"P67","Neutral",0.162,0.226,0.3,0.32,0.211
"P67","Algo negativa",0.071,0.056,0.138,0.137,0.15
"P67","Negativa",0.03,0.075,0.125,0.134,0.178
"P67","No sabe",0.035,0.07,0.116,0.096,0.118
"P68","Muy positivo",0.4,0.242,0.075,0.068,0.071
"P68","Positivo",0.245,0.303,0.173,0.168,0.153
"P68","Neutral",0.206,0.255,0.346,0.34,0.275
"P68","Algo negativo",0.061,0.053,0.122,0.138,0.155
"P68","Negativo",0.055,0.07,0.143,0.135,0.226
"P68","No sabe",0.033,0.077,0.141,0.151,0.12
"P69","Muy positivo",0.344,0.144,0.049,0.072,0.032
"P69","Positivo",0.195,0.265,0.119,0.092,0.117
"P69","Neutral",0.274,0.404,0.48,0.456,0.371
"P69","Algo negativo",0.069,0.049,0.087,0.128,0.132
"P69","Negativo",0.058,0.043,0.092,0.114,0.205
"P69","No sabe",0.06,0.095,0.173,0.138,0.143
"P70","Muy positiva",0.574,0.462,0.243,0.166,0.17
"P70","Positiva",0.182,0.24,0.211,0.205,0.142
"P70","Neutral",0.143,0.165,0.292,0.306,0.253
"P70","Algo negativa",0.027,0.047,0.096,0.129,0.137
"P70","Negativa",0.052,0.059,0.103,0.146,0.26
"P70","No sabe",0.022,0.027,0.055,0.048,0.038
"P71","Muy positivo",0.611,0.469,0.233,0.151,0.152
"P71","Positivo",0.18,0.229,0.237,0.206,0.169
"P71","Neutral",0.116,0.158,0.256,0.277,0.29
"P71","Algo negativo",0.029,0.036,0.111,0.17,0.132
"P71","Negativo",0.053,0.084,0.107,0.159,0.229
"P71","No sabe",0.011,0.024,0.056,0.037,0.028
"P72","Muy positivo",0.613,0.43,0.211,0.118,0.184
"P72","Positivo",0.161,0.257,0.259,0.244,0.136
"P72","Neutral",0.138,0.204,0.335,0.335,0.33
"P72","Algo negativo",0.02,0.018,0.06,0.114,0.114
"P72","Negativo",0.058,0.067,0.09,0.148,0.18
"P72","No sabe",0.01,0.024,0.045,0.041,0.056
"P73","Muy positiva",0.478,0.317,0.14,0.083,0.091
"P73","Positiva",0.232,0.317,0.217,0.203,0.107
"P73","Neutral",0.11,0.193,0.286,0.294,0.253
"P73","Algo negativa",0.067,0.043,0.111,0.141,0.151
"P73","Negativa",0.091,0.082,0.145,0.194,0.312
"P73","No sabe",0.022,0.048,0.101,0.085,0.086
"P74","Muy positivo",0.451,0.274,0.114,0.095,0.08
"P74","Positivo",0.238,0.309,0.208,0.162,0.115
"P74","Neutral",0.127,0.216,0.305,0.291,0.293
"P74","Algo negativo",0.068,0.058,0.136,0.17,0.084
"P74","Negativo",0.099,0.088,0.143,0.191,0.354
"P74","No sabe",0.017,0.055,0.094,0.091,0.074
"P75","Muy positivo",0.413,0.226,0.088,0.074,0.088
"P75","Positivo",0.209,0.271,0.192,0.142,0.112
"P75","Neutral",0.213,0.321,0.376,0.43,0.274
"P75","Algo negativo",0.056,0.04,0.106,0.141,0.133
"P75","Negativo",0.083,0.078,0.137,0.144,0.262
"P75","No sabe",0.026,0.064,0.101,0.069,0.131
"P76","Muy positiva",0.681,0.492,0.257,0.178,0.183
"P76","Positiva",0.123,0.225,0.222,0.237,0.262
"P76","Neutral",0.097,0.138,0.242,0.265,0.209
"P76","Algo negativa",0.038,0.049,0.085,0.1,0.068
"P76","Negativa",0.048,0.06,0.129,0.148,0.212
"P76","No sabe",0.013,0.036,0.065,0.072,0.066
"P77","Muy positivo",0.682,0.477,0.245,0.17,0.253
"P77","Positivo",0.167,0.252,0.233,0.207,0.259
"P77","Neutral",0.058,0.121,0.211,0.295,0.228
"P77","Algo negativo",0.024,0.056,0.117,0.121,0.065
"P77","Negativo",0.052,0.07,0.126,0.156,0.145
"P77","No sabe",0.017,0.024,0.068,0.051,0.05
"P78","Muy positivo",0.588,0.418,0.201,0.165,0.227
"P78","Positivo",0.164,0.231,0.202,0.194,0.243
"P78","Neutral",0.169,0.222,0.355,0.36,0.262
"P78","Algo negativo",0.02,0.042,0.074,0.078,0.079
"P78","Negativo",0.034,0.056,0.096,0.121,0.155
"P78","No sabe",0.025,0.031,0.072,0.082,0.034
"P79","Si",0.628,0.553,0.525,0.467,0.619
"P79","No",0.372,0.447,0.475,0.533,0.381
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.569,0.538,0.286,0.197,0.164
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.128,0.208,0.352,0.4,0.339
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.261,0.201,0.259,0.258,0.334
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.019,0.024,0.029,0.046,0.018
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.004,0.008,0.025,0.024,0.017
"PRESIDENTE","En blanco",0.017,0.01,0.026,0.028,0.052
"PRESIDENTE","No sabe",0.002,0.011,0.023,0.047,0.076
