"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P54","Muy buena",0.1,0.083,0.059,0.076,0.041,0.021
"P54","Buena",0.168,0.125,0.074,0.1,0.085,0.071
"P54","Regular",0.319,0.328,0.132,0.131,0.019,0.155
"P54","Mala",0.233,0.221,0.261,0.191,0.168,0.292
"P54","Muy mala",0.18,0.243,0.474,0.502,0.687,0.461
"P55","Muy buena",0.118,0.041,0.025,0.023,0.008,0.006
"P55","Buena",0.233,0.217,0.048,0.046,0.008,0.094
"P55","Regular",0.27,0.282,0.161,0.125,0.028,0.144
"P55","Mala",0.19,0.19,0.25,0.228,0.153,0.25
"P55","Muy mala",0.189,0.27,0.516,0.578,0.803,0.506
"P56","Muy buena",0.262,0.095,0.051,0.053,0.065,0.036
"P56","Buena",0.312,0.316,0.178,0.164,0.123,0.211
"P56","Regular",0.219,0.329,0.448,0.414,0.345,0.37
"P56","Mala",0.134,0.175,0.188,0.177,0.239,0.25
"P56","Muy mala",0.073,0.085,0.135,0.192,0.228,0.133
"P57","Muy buena",0.104,0.045,0.029,0.033,0.014,0.037
"P57","Buena",0.313,0.269,0.141,0.133,0.131,0.131
"P57","Regular",0.384,0.436,0.485,0.467,0.403,0.431
"P57","Mala",0.141,0.16,0.22,0.221,0.246,0.289
"P57","Muy mala",0.058,0.09,0.125,0.146,0.206,0.112
"P58","Muy buena",0.175,0.073,0.027,0.031,0.023,0.018
"P58","Buena",0.3,0.272,0.128,0.097,0.075,0.202
"P58","Regular",0.292,0.365,0.374,0.309,0.213,0.268
"P58","Mala",0.141,0.197,0.268,0.312,0.32,0.321
"P58","Muy mala",0.092,0.093,0.203,0.251,0.369,0.191
"P59","Muy buena",0.244,0.103,0.07,0.074,0.032,0.043
"P59","Buena",0.372,0.403,0.258,0.155,0.212,0.228
"P59","Regular",0.243,0.326,0.445,0.496,0.46,0.491
"P59","Mala",0.09,0.108,0.17,0.176,0.176,0.146
"P59","Muy mala",0.051,0.06,0.057,0.099,0.12,0.092
"P60","Ha aumentado significativamente",0.194,0.082,0.036,0.057,0.025,0.022
"P60","Ha aumentado ligeramente",0.289,0.3,0.172,0.151,0.139,0.152
"P60","Se mantiene igual",0.267,0.295,0.327,0.273,0.237,0.301
"P60","Ha disminuido ligeramente",0.135,0.176,0.253,0.269,0.191,0.244
"P60","Ha disminuido significativamente",0.115,0.147,0.212,0.25,0.408,0.281
"P61","Muy baja",0.082,0.028,0.043,0.061,0.012,0.042
"P61","Baja",0.08,0.111,0.05,0.081,0.018,0.059
"P61","Moderada",0.145,0.137,0.083,0.055,0.039,0.07
"P61","Alta",0.386,0.312,0.227,0.195,0.084,0.21
"P61","Muy alta",0.307,0.412,0.597,0.608,0.847,0.619
"P62","Muy bajas",0.079,0.045,0.034,0.045,0.065,0.023
"P62","Bajas",0.103,0.113,0.106,0.134,0.115,0.078
"P62","Adecuadas",0.316,0.277,0.209,0.221,0.209,0.252
"P62","Altas",0.341,0.372,0.321,0.295,0.23,0.333
"P62","Muy altas",0.161,0.193,0.33,0.305,0.381,0.314
"P63","No, ninguna dificultad",0.46,0.344,0.234,0.205,0.258,0.232
"P63","Alguna dificultad ocasional",0.272,0.344,0.346,0.339,0.272,0.343
"P63","Sí, dificultades frecuentes",0.268,0.312,0.42,0.456,0.47,0.425
"P64","Sí, absolutamente",0.658,0.475,0.365,0.292,0.267,0.403
"P64","Sí, en cierta medida",0.185,0.403,0.364,0.396,0.255,0.344
"P64","No, en absoluto",0.157,0.122,0.271,0.312,0.478,0.253
"P65","Reducir la inflación",0.477,0.464,0.443,0.363,0.369,0.349
"P65","Implementar reformas fiscales",0.126,0.185,0.089,0.12,0.077,0.045
"P65","Establecer políticas de control de precios",0.254,0.176,0.093,0.108,0.039,0.178
"P65","Reducir el gasto público",0.105,0.125,0.309,0.335,0.474,0.379
"P65","Estimular la inversión extranjera",0.033,0.036,0.049,0.054,0.033,0.026
"P65","Aumentar los subsidios a los servicios públicos",0.005,0.014,0.017,0.02,0.008,0.023
"P66","Fomentar la competencia entre proveedores",0.464,0.237,0.38,0.263,0.473,0.335
"P66","Incrementar la inversión en infraestructura",0.164,0.352,0.186,0.164,0.214,0.15
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.169,0.166,0.186,0.069,0.037,0.152
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.203,0.245,0.248,0.504,0.276,0.363
"P68","Muy positivo",0.55,0.078,0.037,0.043,0.012,0.012
"P68","Positivo",0.223,0.614,0.091,0.105,0.018,0.047
"P68","Neutral",0.119,0.214,0.716,0.206,0.059,0.115
"P68","Algo negativo",0.039,0.026,0.083,0.474,0.095,0.026
"P68","Negativo",0.039,0.024,0.028,0.128,0.758,0.016
"P68","No sabe",0.03,0.044,0.045,0.044,0.058,0.784
"P69","Muy positivo",0.338,0.079,0.034,0.047,0.018,0.017
"P69","Positivo",0.238,0.37,0.077,0.111,0.023,0.017
"P69","Neutral",0.293,0.418,0.689,0.378,0.302,0.208
"P69","Algo negativo",0.029,0.042,0.092,0.268,0.118,0.031
"P69","Negativo",0.035,0.019,0.032,0.098,0.468,0.046
"P69","No sabe",0.067,0.072,0.076,0.098,0.071,0.681
"P70","Muy positiva",0.641,0.412,0.186,0.192,0.041,0.247
"P70","Positiva",0.148,0.309,0.25,0.177,0.091,0.22
"P70","Neutral",0.144,0.164,0.397,0.228,0.243,0.184
"P70","Algo negativa",0.03,0.047,0.078,0.249,0.133,0.046
"P70","Negativa",0.03,0.042,0.059,0.118,0.453,0.106
"P70","No sabe",0.007,0.026,0.03,0.036,0.039,0.197
"P71","Muy positivo",0.653,0.407,0.179,0.198,0.043,0.222
"P71","Positivo",0.146,0.335,0.255,0.198,0.084,0.226
"P71","Neutral",0.125,0.143,0.353,0.211,0.242,0.209
"P71","Algo negativo",0.035,0.054,0.11,0.21,0.109,0.081
"P71","Negativo",0.036,0.049,0.058,0.137,0.502,0.096
"P71","No sabe",0.005,0.012,0.045,0.046,0.02,0.166
"P72","Muy positivo",0.608,0.344,0.177,0.195,0.05,0.239
"P72","Positivo",0.18,0.346,0.264,0.197,0.11,0.248
"P72","Neutral",0.141,0.243,0.405,0.319,0.3,0.221
"P72","Algo negativo",0.027,0.021,0.06,0.129,0.09,0.054
"P72","Negativo",0.031,0.028,0.063,0.131,0.421,0.074
"P72","No sabe",0.013,0.018,0.031,0.029,0.029,0.164
"P73","Muy positiva",0.519,0.218,0.101,0.142,0.017,0.106
"P73","Positiva",0.231,0.416,0.214,0.171,0.091,0.164
"P73","Neutral",0.127,0.23,0.396,0.263,0.163,0.134
"P73","Algo negativa",0.041,0.043,0.135,0.166,0.141,0.078
"P73","Negativa",0.055,0.056,0.091,0.181,0.554,0.159
"P73","No sabe",0.027,0.037,0.063,0.077,0.034,0.359
"P74","Muy positivo",0.491,0.175,0.095,0.101,0.026,0.064
"P74","Positivo",0.234,0.437,0.171,0.17,0.058,0.149
"P74","Neutral",0.136,0.245,0.414,0.288,0.179,0.178
"P74","Algo negativo",0.06,0.055,0.157,0.195,0.14,0.055
"P74","Negativo",0.06,0.052,0.098,0.181,0.563,0.177
"P74","No sabe",0.019,0.036,0.065,0.065,0.034,0.377
"P75","Muy positivo",0.434,0.121,0.082,0.085,0.025,0.047
"P75","Positivo",0.212,0.364,0.169,0.178,0.059,0.11
"P75","Neutral",0.219,0.387,0.469,0.345,0.266,0.263
"P75","Algo negativo",0.047,0.046,0.123,0.157,0.117,0.066
"P75","Negativo",0.054,0.041,0.086,0.141,0.493,0.158
"P75","No sabe",0.034,0.041,0.071,0.094,0.04,0.356
"P76","Muy positiva",0.653,0.436,0.206,0.215,0.155,0.252
"P76","Positiva",0.133,0.311,0.275,0.193,0.104,0.202
"P76","Neutral",0.11,0.165,0.316,0.223,0.157,0.147
"P76","Algo negativa",0.035,0.035,0.092,0.139,0.102,0.059
"P76","Negativa",0.037,0.032,0.071,0.192,0.46,0.066
"P76","No sabe",0.032,0.021,0.04,0.038,0.022,0.274
"P77","Muy positivo",0.654,0.445,0.196,0.193,0.121,0.266
"P77","Positivo",0.15,0.319,0.253,0.22,0.131,0.292
"P77","Neutral",0.099,0.146,0.305,0.212,0.152,0.092
"P77","Algo negativo",0.032,0.043,0.131,0.144,0.107,0.099
"P77","Negativo",0.034,0.022,0.061,0.198,0.479,0.08
"P77","No sabe",0.031,0.025,0.054,0.033,0.01,0.171
"P78","Muy positivo",0.561,0.36,0.181,0.189,0.111,0.241
"P78","Positivo",0.15,0.283,0.217,0.218,0.144,0.227
"P78","Neutral",0.216,0.266,0.401,0.302,0.271,0.193
"P78","Algo negativo",0.016,0.034,0.088,0.125,0.088,0.039
"P78","Negativo",0.025,0.026,0.052,0.14,0.376,0.059
"P78","No sabe",0.032,0.031,0.061,0.026,0.01,0.241
"P79","Si",0.607,0.573,0.505,0.533,0.467,0.516
"P79","No",0.393,0.427,0.495,0.467,0.533,0.484
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.621,0.533,0.244,0.222,0.071,0.286
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.174,0.162,0.356,0.384,0.493,0.363
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.159,0.204,0.283,0.292,0.385,0.213
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.023,0.028,0.045,0.036,0.013,0.028
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.009,0.024,0.021,0.01,0.014,0.012
"PRESIDENTE","En blanco",0.005,0.026,0.032,0.028,0.021,0.025
"PRESIDENTE","No sabe",0.009,0.023,0.019,0.028,0.003,0.073
