"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P70","Muy positiva",0.803,0.453,0.172,0.089,0.049,0.233
"P70","Positiva",0.092,0.371,0.23,0.227,0.095,0.191
"P70","Neutral",0.07,0.14,0.413,0.29,0.25,0.18
"P70","Algo negativa",0.008,0.017,0.103,0.255,0.102,0.066
"P70","Negativa",0.016,0.003,0.065,0.097,0.466,0.077
"P70","No sabe",0.011,0.016,0.017,0.042,0.038,0.253
"P71","Muy positivo",0.853,0.443,0.165,0.065,0.043,0.205
"P71","Positivo",0.078,0.41,0.237,0.2,0.099,0.208
"P71","Neutral",0.027,0.099,0.41,0.295,0.251,0.202
"P71","Algo negativo",0.009,0.032,0.115,0.272,0.095,0.065
"P71","Negativo",0.023,0.007,0.05,0.131,0.492,0.075
"P71","No sabe",0.01,0.009,0.023,0.037,0.02,0.245
"P72","Muy positivo",0.791,0.392,0.137,0.065,0.057,0.156
"P72","Positivo",0.109,0.442,0.241,0.193,0.116,0.24
"P72","Neutral",0.069,0.126,0.501,0.388,0.332,0.206
"P72","Algo negativo",0.009,0.012,0.061,0.212,0.068,0.025
"P72","Negativo",0.009,0.018,0.049,0.11,0.397,0.103
"P72","No sabe",0.013,0.01,0.011,0.032,0.03,0.27
"P73","Muy positiva",0.867,0.168,0.037,0.022,0.016,0.024
"P73","Positiva",0.074,0.731,0.15,0.068,0.036,0.091
"P73","Neutral",0.032,0.058,0.701,0.207,0.063,0.115
"P73","Algo negativa",0.016,0.021,0.05,0.534,0.074,0.017
"P73","Negativa",0.001,0.009,0.037,0.115,0.796,0.027
"P73","No sabe",0.01,0.013,0.025,0.054,0.015,0.726
"P75","Muy positivo",0.723,0.064,0.006,0.021,0.016,0.001
"P75","Positivo",0.144,0.646,0.072,0.033,0.025,0.053
"P75","Neutral",0.117,0.242,0.813,0.291,0.122,0.121
"P75","Algo negativo",0.001,0.03,0.052,0.547,0.054,0.013
"P75","Negativo",0.004,0.002,0.026,0.057,0.742,0.049
"P75","No sabe",0.011,0.016,0.031,0.051,0.041,0.763
"P76","Muy positiva",0.817,0.4,0.213,0.164,0.158,0.163
"P76","Positiva",0.087,0.419,0.226,0.143,0.126,0.194
"P76","Neutral",0.081,0.116,0.385,0.257,0.122,0.141
"P76","Algo negativa",0.012,0.026,0.077,0.26,0.076,0.045
"P76","Negativa",0.002,0.009,0.07,0.119,0.494,0.063
"P76","No sabe",0.001,0.03,0.029,0.057,0.024,0.394
"P77","Muy positivo",0.786,0.426,0.189,0.171,0.145,0.199
"P77","Positivo",0.126,0.414,0.241,0.156,0.138,0.194
"P77","Neutral",0.056,0.102,0.375,0.205,0.128,0.129
"P77","Algo negativo",0.02,0.032,0.091,0.266,0.111,0.088
"P77","Negativo",0.002,0.016,0.071,0.143,0.455,0.071
"P77","No sabe",0.01,0.01,0.033,0.059,0.023,0.319
"P78","Muy positivo",0.684,0.378,0.147,0.167,0.128,0.165
"P78","Positivo",0.132,0.357,0.205,0.17,0.146,0.148
"P78","Neutral",0.16,0.213,0.494,0.286,0.27,0.174
"P78","Algo negativo",0.006,0.027,0.077,0.187,0.079,0.021
"P78","Negativo",0.004,0.009,0.047,0.136,0.356,0.057
"P78","No sabe",0.014,0.016,0.03,0.054,0.021,0.435
"P79","Si",0.635,0.554,0.478,0.485,0.525,0.623
"P79","No",0.365,0.446,0.522,0.515,0.475,0.377
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.758,0.604,0.247,0.13,0.077,0.299
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.077,0.126,0.385,0.476,0.478,0.289
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.106,0.186,0.256,0.323,0.385,0.24
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.034,0.038,0.026,0.027,0.018,0.064
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.01,0.016,0.021,0.006,0.008,0.006
"PRESIDENTE","En blanco",0.008,0.022,0.043,0.023,0.017,0.023
"PRESIDENTE","No sabe",0.007,0.008,0.022,0.015,0.017,0.079
