"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.35,0.123,0.135,0.09,0.033,0.064
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.235,0.416,0.378,0.39,0.311,0.529
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.107,0.173,0.199,0.185,0.138,0.084
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.013,0.033,0.02,0.003,0.014,0.01
"P25","En blanco",0.093,0.164,0.195,0.24,0.329,0.13
"P25","No sabe",0.202,0.091,0.073,0.092,0.175,0.183
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.344,0.093,0.12,0.162,0.17,0.099
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.419,0.39,0.52,0.444,0.362,0.57
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.126,0.258,0.127,0.105,0.154,0.08
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.022,0.008,0.022,0.005,0.017,0
"P28","En blanco",0.062,0.237,0.125,0.284,0.215,0.226
"P28","No sabe",0.027,0.014,0.086,0,0.082,0.025
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.537,0.534,0.011,0.808,0,0.015
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.022,0.076,0.964,0.178,0.015,0.016
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.159,0.24,0.008,0,0.023,0
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.152,0.045,0.003,0.007,0,0
"P31","En blanco",0.13,0.045,0,0,0.008,0.969
"P31","No sabe",0,0.06,0.014,0.007,0.954,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.202,0.329,0.466,0.559,0.533,0.353
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.116,0.218,0.229,0.269,0.198,0.175
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.444,0.255,0.165,0.046,0.118,0.125
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.133,0.108,0.046,0.052,0.058,0.115
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.081,0.039,0.044,0.032,0.058,0.053
"P36","No sabe",0.024,0.051,0.05,0.042,0.035,0.179
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.736,0.436,0.245,0.195,0.109,0.2
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.122,0.38,0.555,0.611,0.654,0.43
"P37","En blanco",0.103,0.106,0.118,0.141,0.188,0.165
"P37","No sabe",0.039,0.078,0.082,0.053,0.049,0.205
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.235,0.335,0.445,0.588,0.458,0.362
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.109,0.275,0.304,0.281,0.445,0.288
"P38","En blanco",0.469,0.261,0.16,0.084,0.065,0.093
"P38","No sabe",0.187,0.129,0.091,0.047,0.032,0.257
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.742,0.427,0.221,0.2,0.14,0.288
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.122,0.368,0.477,0.445,0.573,0.354
"P39","En blanco",0.076,0.112,0.172,0.231,0.201,0.145
"P39","No sabe",0.06,0.093,0.13,0.124,0.086,0.213
"P40","Lo votaría",0.736,0.404,0.209,0.201,0.118,0.199
"P40","Puede que lo vote",0.066,0.113,0.116,0.109,0.102,0.098
"P40","Nunca lo votaría",0.168,0.422,0.631,0.676,0.749,0.52
"P40","No sabe",0.03,0.061,0.044,0.014,0.031,0.183
"P41","Lo votaría",0.187,0.287,0.405,0.501,0.444,0.347
"P41","Puede que lo vote",0.074,0.149,0.17,0.114,0.163,0.196
"P41","Nunca lo votaría",0.707,0.522,0.369,0.352,0.349,0.328
"P41","No sabe",0.032,0.042,0.056,0.033,0.044,0.129
"P42","Lo votaría",0.107,0.235,0.344,0.354,0.438,0.241
"P42","Puede que lo vote",0.07,0.189,0.179,0.177,0.194,0.168
"P42","Nunca lo votaría",0.8,0.516,0.419,0.442,0.308,0.472
"P42","No sabe",0.023,0.06,0.058,0.027,0.06,0.119
"P43","Lo votaría",0.114,0.118,0.095,0.071,0.056,0.105
"P43","Puede que lo vote",0.355,0.267,0.191,0.112,0.115,0.183
"P43","Nunca lo votaría",0.481,0.539,0.654,0.73,0.763,0.583
"P43","No sabe",0.05,0.076,0.06,0.087,0.066,0.129
"P44","Lo votaría",0.105,0.082,0.083,0.084,0.061,0.056
"P44","Puede que lo vote",0.274,0.283,0.256,0.256,0.181,0.208
"P44","Nunca lo votaría",0.562,0.551,0.578,0.561,0.685,0.537
"P44","No sabe",0.059,0.084,0.083,0.099,0.073,0.199
"P53","Sergio Massa y Javier Milei",0.646,0.483,0.315,0.244,0.249,0.331
"P53","Patricia Bullrich y Javier Milei",0.193,0.377,0.537,0.578,0.643,0.47
"P53","Sergio Massa y Patricia Bullrich",0.161,0.14,0.148,0.178,0.108,0.199
"P54","Muy buena",0.099,0.076,0.042,0.08,0.056,0.075
"P54","Buena",0.157,0.088,0.088,0.111,0.12,0.097
"P54","Regular",0.399,0.244,0.096,0.107,0.014,0.127
"P54","Mala",0.209,0.249,0.25,0.179,0.187,0.283
"P54","Muy mala",0.136,0.343,0.524,0.523,0.623,0.418
"P55","Muy buena",0.096,0.035,0.017,0.043,0.011,0.043
"P55","Buena",0.266,0.131,0.044,0.011,0.014,0.033
"P55","Regular",0.344,0.225,0.116,0.09,0.03,0.189
"P55","Mala",0.155,0.24,0.229,0.229,0.186,0.225
"P55","Muy mala",0.139,0.369,0.594,0.627,0.759,0.51
"P56","Muy buena",0.227,0.093,0.039,0.041,0.06,0.049
"P56","Buena",0.362,0.256,0.15,0.127,0.141,0.153
"P56","Regular",0.259,0.388,0.412,0.34,0.342,0.371
"P56","Mala",0.111,0.163,0.233,0.287,0.201,0.199
"P56","Muy mala",0.041,0.1,0.166,0.205,0.256,0.228
"P57","Muy buena",0.085,0.038,0.041,0.027,0.02,0.001
"P57","Buena",0.317,0.216,0.164,0.081,0.154,0.064
"P57","Regular",0.409,0.5,0.462,0.399,0.346,0.451
"P57","Mala",0.129,0.184,0.213,0.367,0.207,0.326
"P57","Muy mala",0.06,0.062,0.12,0.126,0.273,0.158
"P58","Muy buena",0.133,0.056,0.051,0.033,0.027,0.002
"P58","Buena",0.326,0.215,0.117,0.051,0.102,0.115
"P58","Regular",0.327,0.367,0.316,0.24,0.247,0.353
"P58","Mala",0.123,0.217,0.32,0.381,0.284,0.376
"P58","Muy mala",0.091,0.145,0.196,0.295,0.34,0.154
"P59","Muy buena",0.22,0.075,0.055,0.04,0.068,0.032
"P59","Buena",0.421,0.326,0.224,0.1,0.215,0.205
"P59","Regular",0.265,0.421,0.472,0.429,0.372,0.496
"P59","Mala",0.052,0.138,0.165,0.284,0.212,0.158
"P59","Muy mala",0.042,0.04,0.084,0.147,0.133,0.109
"P60","Ha aumentado significativamente",0.173,0.062,0.039,0.014,0.046,0.015
"P60","Ha aumentado ligeramente",0.291,0.278,0.174,0.082,0.115,0.156
"P60","Se mantiene igual",0.303,0.298,0.309,0.229,0.197,0.265
"P60","Ha disminuido ligeramente",0.145,0.184,0.231,0.4,0.26,0.232
"P60","Ha disminuido significativamente",0.088,0.178,0.247,0.275,0.382,0.332
"P61","Muy baja",0.067,0.027,0.027,0.029,0.027,0.077
"P61","Baja",0.1,0.063,0.057,0.02,0.014,0.159
"P61","Moderada",0.14,0.133,0.06,0.057,0.047,0.081
"P61","Alta",0.4,0.263,0.2,0.223,0.156,0.186
"P61","Muy alta",0.293,0.514,0.656,0.671,0.756,0.497
"P62","Muy bajas",0.042,0.027,0.053,0.026,0.083,0.045
"P62","Bajas",0.073,0.129,0.144,0.107,0.108,0.077
"P62","Adecuadas",0.334,0.29,0.215,0.178,0.142,0.277
"P62","Altas",0.358,0.336,0.305,0.313,0.234,0.202
"P62","Muy altas",0.193,0.218,0.283,0.376,0.433,0.399
"P63","No, ninguna dificultad",0.416,0.313,0.255,0.191,0.233,0.17
"P63","Alguna dificultad ocasional",0.284,0.376,0.356,0.304,0.305,0.252
"P63","Sí, dificultades frecuentes",0.3,0.311,0.389,0.505,0.462,0.578
"P64","Sí, absolutamente",0.706,0.414,0.318,0.17,0.265,0.316
"P64","Sí, en cierta medida",0.204,0.401,0.376,0.398,0.236,0.417
"P64","No, en absoluto",0.09,0.185,0.306,0.432,0.499,0.267
"P65","Reducir la inflación",0.507,0.421,0.402,0.314,0.342,0.415
"P65","Implementar reformas fiscales",0.1,0.135,0.122,0.072,0.104,0.128
"P65","Establecer políticas de control de precios",0.25,0.145,0.093,0.108,0.091,0.152
"P65","Reducir el gasto público",0.085,0.251,0.336,0.442,0.399,0.231
"P65","Estimular la inversión extranjera",0.044,0.038,0.035,0.033,0.038,0.036
"P65","Aumentar los subsidios a los servicios públicos",0.014,0.01,0.012,0.031,0.026,0.038
"P66","Fomentar la competencia entre proveedores",0.288,0.362,0.41,0.433,0.452,0.277
"P66","Incrementar la inversión en infraestructura",0.203,0.21,0.228,0.167,0.202,0.214
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.217,0.139,0.108,0.098,0.084,0.214
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.292,0.289,0.254,0.302,0.262,0.295
"P67","Muy positiva",0.464,0.177,0.121,0.119,0.078,0.088
"P67","Positiva",0.234,0.306,0.186,0.08,0.063,0.106
"P67","Neutral",0.15,0.29,0.386,0.29,0.175,0.229
"P67","Algo negativa",0.067,0.087,0.122,0.249,0.147,0.086
"P67","Negativa",0.017,0.048,0.115,0.175,0.469,0.086
"P67","No sabe",0.068,0.092,0.07,0.087,0.068,0.405
"P68","Muy positivo",0.396,0.095,0.048,0.012,0.019,0.03
"P68","Positivo",0.32,0.346,0.121,0.093,0.021,0.051
"P68","Neutral",0.155,0.363,0.455,0.25,0.21,0.163
"P68","Algo negativo",0.033,0.062,0.139,0.383,0.133,0.074
"P68","Negativo",0.024,0.04,0.136,0.189,0.526,0.044
"P68","No sabe",0.072,0.094,0.101,0.073,0.091,0.638
"P69","Muy positivo",0.299,0.052,0.023,0.019,0.018,0.031
"P69","Positivo",0.264,0.278,0.059,0.067,0.018,0.014
"P69","Neutral",0.277,0.471,0.656,0.391,0.279,0.115
"P69","Algo negativo",0.028,0.054,0.088,0.304,0.144,0.107
"P69","Negativo",0.025,0.031,0.065,0.183,0.44,0.04
"P69","No sabe",0.107,0.114,0.109,0.036,0.101,0.693
"P70","Muy positiva",0.8,0.248,0.097,0.026,0.013,0.094
"P70","Positiva",0.096,0.527,0.16,0.107,0.049,0.139
"P70","Neutral",0.063,0.153,0.535,0.206,0.157,0.072
"P70","Algo negativa",0.011,0.026,0.11,0.498,0.112,0.049
"P70","Negativa",0.007,0.027,0.075,0.157,0.638,0.157
"P70","No sabe",0.023,0.019,0.023,0.006,0.031,0.489
"P71","Muy positivo",0.88,0.181,0.067,0.017,0.005,0.072
"P71","Positivo",0.068,0.652,0.134,0.035,0.023,0.145
"P71","Neutral",0.022,0.088,0.605,0.179,0.097,0.06
"P71","Algo negativo",0.007,0.043,0.108,0.664,0.071,0.03
"P71","Negativo",0.012,0.021,0.066,0.097,0.776,0.13
"P71","No sabe",0.011,0.015,0.02,0.008,0.028,0.563
"P73","Muy positiva",0.59,0.092,0.058,0.008,0.012,0.024
"P73","Positiva",0.254,0.521,0.109,0.033,0.041,0.045
"P73","Neutral",0.079,0.184,0.526,0.271,0.102,0.041
"P73","Algo negativa",0.022,0.072,0.125,0.486,0.06,0.077
"P73","Negativa",0.021,0.061,0.139,0.178,0.695,0.133
"P73","No sabe",0.034,0.07,0.043,0.024,0.09,0.68
"P74","Muy positivo",0.506,0.089,0.05,0.034,0.019,0.074
"P74","Positivo",0.294,0.426,0.106,0.053,0.043,0.065
"P74","Neutral",0.114,0.258,0.467,0.285,0.133,0.08
"P74","Algo negativo",0.023,0.086,0.15,0.416,0.124,0.099
"P74","Negativo",0.027,0.069,0.173,0.178,0.602,0.122
"P74","No sabe",0.036,0.072,0.054,0.034,0.079,0.56
"P75","Muy positivo",0.45,0.061,0.026,0.031,0.022,0.063
"P75","Positivo",0.276,0.383,0.088,0.053,0.02,0.057
"P75","Neutral",0.187,0.364,0.571,0.272,0.237,0.093
"P75","Algo negativo",0.023,0.063,0.106,0.423,0.112,0.054
"P75","Negativo",0.021,0.05,0.139,0.176,0.561,0.119
"P75","No sabe",0.043,0.079,0.07,0.045,0.048,0.614
"P76","Muy positiva",0.686,0.296,0.197,0.089,0.18,0.119
"P76","Positiva",0.151,0.384,0.213,0.116,0.122,0.103
"P76","Neutral",0.094,0.192,0.315,0.32,0.1,0.19
"P76","Algo negativa",0.023,0.056,0.084,0.247,0.109,0.073
"P76","Negativa",0.014,0.035,0.15,0.188,0.449,0.046
"P76","No sabe",0.032,0.037,0.041,0.04,0.04,0.469
"P77","Muy positivo",0.666,0.312,0.201,0.109,0.125,0.162
"P77","Positivo",0.198,0.359,0.208,0.136,0.174,0.09
"P77","Neutral",0.072,0.172,0.307,0.249,0.135,0.153
"P77","Algo negativo",0.032,0.075,0.114,0.262,0.099,0.074
"P77","Negativo",0.019,0.042,0.127,0.225,0.441,0.055
"P77","No sabe",0.013,0.04,0.043,0.019,0.026,0.466
"P78","Muy positivo",0.606,0.259,0.159,0.11,0.083,0.14
"P78","Positivo",0.173,0.338,0.176,0.14,0.158,0.163
"P78","Neutral",0.164,0.294,0.457,0.308,0.185,0.18
"P78","Algo negativo",0.018,0.041,0.082,0.253,0.088,0
"P78","Negativo",0.014,0.029,0.086,0.171,0.393,0.076
"P78","No sabe",0.025,0.039,0.04,0.018,0.093,0.441
"P79","Si",0.626,0.532,0.49,0.507,0.49,0.543
"P79","No",0.374,0.468,0.51,0.493,0.51,0.457
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.69,0.42,0.186,0.139,0.12,0.259
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.112,0.221,0.428,0.536,0.452,0.28
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.13,0.267,0.284,0.28,0.345,0.248
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.025,0.036,0.029,0.032,0.034,0.063
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.009,0.015,0.021,0,0.013,0
"PRESIDENTE","En blanco",0.018,0.021,0.033,0,0.03,0.012
"PRESIDENTE","No sabe",0.016,0.02,0.019,0.013,0.006,0.138
