"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P73","Algo negativa",0.144,0.103,0.032,0.049
"P73","Negativa",0.193,0.23,0.019,0.054
"P73","No sabe",0.09,0.072,0.027,0.119
"P74","Muy positivo",0.112,0.088,0.38,0.254
"P74","Positivo",0.155,0.153,0.369,0.29
"P74","Neutral",0.281,0.312,0.179,0.23
"P74","Algo negativo",0.171,0.134,0.021,0.049
"P74","Negativo",0.198,0.243,0.019,0.052
"P74","No sabe",0.083,0.07,0.032,0.125
"P75","Muy positivo",0.104,0.083,0.296,0.217
"P75","Positivo",0.142,0.118,0.322,0.309
"P75","Neutral",0.35,0.387,0.306,0.301
"P75","Algo negativo",0.138,0.118,0.019,0.025
"P75","Negativo",0.166,0.219,0.016,0.036
"P75","No sabe",0.1,0.075,0.041,0.112
"P76","Muy positiva",0.213,0.289,0.589,0.433
"P76","Positiva",0.202,0.211,0.232,0.238
"P76","Neutral",0.223,0.255,0.114,0.165
"P76","Algo negativa",0.113,0.071,0.03,0.028
"P76","Negativa",0.178,0.14,0.017,0.035
"P76","No sabe",0.071,0.034,0.018,0.101
"P77","Muy positivo",0.22,0.297,0.568,0.415
"P77","Positivo",0.198,0.237,0.243,0.28
"P77","Neutral",0.207,0.23,0.111,0.143
"P77","Algo negativo",0.13,0.085,0.045,0.036
"P77","Negativo",0.188,0.121,0.018,0.026
"P77","No sabe",0.057,0.03,0.015,0.1
"P78","Muy positivo",0.201,0.27,0.48,0.333
"P78","Positivo",0.19,0.215,0.194,0.278
"P78","Neutral",0.32,0.294,0.252,0.254
"P78","Algo negativo",0.089,0.061,0.034,0.025
"P78","Negativo",0.138,0.112,0.015,0.018
"P78","No sabe",0.062,0.048,0.025,0.092
"P79","Si",0.506,0.528,0.61,0.547
"P79","No",0.494,0.472,0.39,0.453
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.239,0.133,0.724,0.506
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.581,0.166,0.08,0.072
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.131,0.64,0.08,0.078
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.014,0.021,0.041,0.045
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.01,0.018,0.026,0.053
"PRESIDENTE","En blanco",0.012,0.018,0.035,0.089
"PRESIDENTE","No sabe",0.013,0.004,0.014,0.157
