"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P33","Ni buena ni mala",0.224,0.038,0.075
"P33","Mala",0.162,0.103,0.245
"P33","Muy mala",0.321,0.629,0.495
"P33","No sabe",0,0.213,0.005
"P34","Muy buena",0.69,0.552,0.349
"P34","Buena",0.029,0.208,0.21
"P34","Ni buena ni mala",0.173,0.008,0.312
"P34","Mala",0,0.009,0.101
"P34","Muy mala",0.108,0.009,0.028
"P34","No sabe",0,0.214,0
"P35","Muy buena",0.482,0.03,0.002
"P35","Buena",0.056,0.418,0.034
"P35","Ni buena ni mala",0.356,0.489,0.576
"P35","Mala",0,0.047,0.129
"P35","Muy mala",0.066,0.016,0.257
"P35","No sabe",0.04,0,0.002
