"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P29","Buena",0.093,0.064,0.329,0.194,0.114,0.202,0.194,0.053,0.091
"P29","Ni buena ni mala",0.261,0.28,0.243,0.31,0.186,0.182,0.357,0.151,0.135
"P29","Mala",0.078,0.162,0.114,0.125,0.076,0.26,0.132,0.284,0.114
"P29","Muy mala",0.082,0.427,0.137,0.06,0.315,0.314,0.159,0.466,0.507
"P29","No sabe",0,0,0,0,0.051,0.003,0,0.019,0.063
"P30","Muy buena",0.078,0.258,0.02,0,0.179,0.155,0.039,0.054,0.129
"P30","Buena",0.123,0.198,0.171,0.024,0.034,0.103,0.035,0.12,0.155
"P30","Ni buena ni mala",0.073,0.101,0.092,0.155,0.028,0.163,0.089,0.268,0.112
"P30","Mala",0.308,0.232,0.309,0.162,0.206,0.071,0.245,0.233,0.198
"P30","Muy mala",0.281,0.211,0.4,0.565,0.475,0.451,0.592,0.325,0.403
"P30","No sabe",0.137,0,0.008,0.094,0.078,0.057,0,0,0.003
"P31","Muy buena",0.124,0.467,0.374,0.488,0.369,0.21,0.402,0.081,0.242
"P31","Buena",0.234,0.067,0.194,0.198,0.032,0.153,0.052,0.165,0.034
"P31","Ni buena ni mala",0.296,0.035,0.072,0.039,0,0.152,0.015,0.031,0.05
"P31","Mala",0.007,0.042,0.206,0.197,0.099,0.105,0.161,0.199,0.08
"P31","Muy mala",0.277,0.338,0.149,0.078,0.455,0.377,0.37,0.524,0.545
"P31","No sabe",0.062,0.051,0.005,0,0.045,0.003,0,0,0.049
"P32","Muy buena",0.289,0.277,0.046,0.359,0.207,0.145,0.041,0.066,0.209
"P32","Buena",0.064,0.106,0.092,0.13,0.11,0.171,0.041,0.221,0.15
"P32","Ni buena ni mala",0.274,0.064,0.127,0.052,0.185,0.255,0.174,0.324,0.141
"P32","Mala",0,0.198,0.322,0.217,0.152,0.141,0.454,0.034,0.047
"P32","Muy mala",0.257,0.302,0.364,0.166,0.275,0.219,0.29,0.336,0.396
"P32","No sabe",0.116,0.053,0.049,0.076,0.071,0.069,0,0.019,0.057
"P33","Muy buena",0.11,0.065,0.085,0.183,0.273,0.031,0.113,0.005,0.05
"P33","Buena",0.025,0.13,0.122,0.197,0.145,0.19,0.251,0.05,0.063
"P33","Ni buena ni mala",0.628,0.327,0.416,0.276,0.096,0.255,0.48,0.104,0.191
"P33","Mala",0.061,0.023,0.143,0.177,0.143,0.182,0.092,0.209,0.159
"P33","Muy mala",0.096,0.402,0.132,0.077,0.293,0.264,0.064,0.618,0.491
"P33","No sabe",0.08,0.053,0.102,0.09,0.05,0.078,0,0.014,0.046
"P34","Muy buena",0.304,0.258,0.107,0.041,0.043,0.121,0.045,0.158,0.209
"P34","Buena",0.04,0.175,0.093,0.024,0.087,0.159,0,0.207,0.187
"P34","Ni buena ni mala",0.13,0.129,0.159,0.262,0.064,0.173,0.344,0.208,0.06
"P34","Mala",0.176,0.147,0.265,0.173,0.299,0.114,0.157,0.039,0.044
"P34","Muy mala",0.303,0.239,0.311,0.416,0.39,0.323,0.454,0.373,0.452
"P34","No sabe",0.047,0.052,0.065,0.084,0.117,0.11,0,0.015,0.048
"P35","Muy buena",0.118,0.384,0.088,0,0.135,0.13,0.164,0.205,0.143
"P35","Buena",0.023,0.264,0.067,0.219,0.009,0.032,0.01,0.051,0.149
"P35","Ni buena ni mala",0.058,0.164,0.217,0.167,0.176,0.377,0.123,0.222,0.267
"P35","Mala",0.169,0.055,0.244,0.311,0.187,0.123,0.021,0.131,0.059
"P35","Muy mala",0.256,0.107,0.317,0.282,0.35,0.261,0.682,0.391,0.327
"P35","No sabe",0.376,0.026,0.067,0.021,0.143,0.077,0,0,0.055
