"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P15","La obra pública",0.045,0.047,0.016,0.047,0.077,0,0.052,0,0.038
"P15","La luminaria",0.066,0,0.073,0.072,0.016,0.031,0.273,0.037,0.026
"P15","No sabe",0.241,0.04,0.193,0.418,0.312,0.055,0.457,0.568,0.752
"P17","Agua corriente y cloacas",0.49,0.29,0.401,0.29,0.299,0.196,0.271,0.365,0.512
"P17","Energía eléctrica",0.125,0.444,0.054,0.027,0.186,0.039,0,0.121,0
"P17","Red de gas natural",0.121,0.188,0.19,0.251,0.158,0.301,0.175,0.139,0.137
"P17","Recolección de residuos",0.172,0.041,0.23,0.31,0.054,0.464,0.337,0.235,0.192
"P17","Ninguno",0.092,0.037,0.125,0.122,0.303,0,0.217,0.14,0.159
"P18","Los robos",0.661,0.712,0.467,0.719,0.59,0.095,0.3,0.396,0.698
"P18","El narcotráfico",0.118,0.17,0.227,0.045,0.123,0.141,0.199,0.169,0.01
"P18","La ausencia de patrulleros y personal policial",0.173,0.081,0.245,0.159,0.178,0.444,0.501,0.35,0.066
"P18","Otro",0.047,0.037,0.032,0.034,0.081,0,0,0.085,0.09
"P18","Ninguno",0.001,0,0.029,0.043,0.028,0.32,0,0,0.136
"P19","Muy buena",0.17,0.065,0.148,0.095,0.136,0.321,0.068,0.159,0.108
"P19","Buena",0.107,0.261,0.212,0.074,0.042,0.321,0.222,0,0.288
"P19","Ni buena ni mala",0.298,0.373,0.207,0.414,0.232,0.035,0.052,0.316,0.31
"P19","Mala",0.209,0.034,0.316,0.132,0.163,0.103,0.245,0.109,0.128
"P19","Muy mala",0.18,0.072,0.062,0.046,0.245,0.136,0.413,0.333,0.125
"P19","No sabe",0.036,0.195,0.055,0.239,0.182,0.084,0,0.083,0.041
"P20","Muy buena",0.1,0.057,0.065,0.066,0,0.31,0,0.022,0.143
"P20","Buena",0.109,0.285,0.225,0.156,0.017,0.324,0.265,0,0.173
"P20","Ni buena ni mala",0.362,0.352,0.419,0.353,0.247,0.027,0.006,0.274,0.36
"P20","Mala",0.194,0.266,0.145,0.201,0.224,0.108,0.131,0.369,0.122
"P20","Muy mala",0.196,0.019,0.101,0.119,0.401,0.146,0.598,0.335,0.124
"P20","No sabe",0.039,0.021,0.045,0.105,0.111,0.085,0,0,0.078
"P21","Al candidato del Frente de Todos",0.261,0.363,0.281,0.246,0.389,0.463,0.054,0.509,0.544
"P21","Al candidato de Juntos por el Cambio",0.234,0.105,0.292,0.225,0.048,0.166,0.264,0.142,0.109
"P21","Al candidato de la Izquierda",0.065,0.023,0.154,0.019,0.102,0.059,0,0.028,0.17
"P21","A otro candidato",0.217,0.443,0.158,0.196,0.173,0,0.101,0.134,0.054
"P21","No sabe",0.223,0.066,0.115,0.314,0.288,0.312,0.581,0.187,0.123
"P22","A Gustavo Menéndez",0.42,0.224,0.22,0.426,0.34,0.117,1,0.286,0.681
"P22","A Karina Menéndez",0.08,0.729,0.129,0.179,0.201,0.883,0,0.088,0.056
"P22","A Florencia Lizaraso",0.061,0.047,0,0.29,0.207,0,0,0.011,0.015
"P22","A Raúl Otahacé",0.215,0,0.048,0.035,0.19,0,0,0.081,0.238
"P22","No sabe",0.224,0,0.603,0.07,0.062,0,0,0.534,0.01
"P23","Frente de Todos y el peronismo",0.3,0.27,0.419,0.331,0.484,0.46,0.256,0.539,0.371
"P23","Cambiemos",0.208,0.209,0.103,0.221,0.048,0.164,0.322,0.23,0.149
"P23","Liberales",0.222,0.414,0.124,0.033,0.248,0,0.357,0.019,0.224
"P23","Izquierda",0.044,0.019,0.063,0.045,0.053,0,0,0.024,0.072
"P23","No sabe",0.226,0.088,0.291,0.37,0.167,0.376,0.065,0.188,0.184
"P25","A Alberto Fernández",0.429,0.241,0.354,0.754,0.296,0.774,0,0,0.46
"P25","A Sergio Massa",0.141,0.122,0.096,0.016,0.16,0,0.373,0.153,0.008
"P25","A algún candidato del peronismo",0.208,0.129,0.488,0.092,0.11,0.025,0,0,0.119
"P25","A algún candidato del kirchnerismo",0.222,0.508,0.062,0.138,0.434,0.201,0.627,0.847,0.413
"P26","A Alberto Fernández",0.416,0,0.287,0.728,0,0,0,0,0.05
"P26","A Sergio Massa",0.091,0.058,0.059,0,0.237,0,0.369,0.067,0.008
"P26","A algún candidato del peronismo",0.147,0.064,0.432,0.013,0.028,0.025,0.631,0,0.08
"P26","A Cristina Fernández de Kirchner",0.346,0.878,0.222,0.259,0.735,0.975,0,0.933,0.862
"P27","A Horacio Rodriguez Larreta",0.436,0.142,0.074,0.488,0.709,0,1,0.333,0.801
"P27","A Mauricio Macri",0.204,0.142,0.666,0.049,0,0.917,0,0,0.149
"P27","A Patricia Bullrich",0.243,0.568,0.223,0.463,0.291,0.083,0,0.333,0.025
"P27","A Facundo Manes",0.024,0.148,0.037,0,0,0,0,0.334,0.025
"P27","A Martín Lousteau",0.093,0,0,0,0,0,0,0,0
"P28","Seguro lo votaria",0.32,0,0.627,0.012,0.708,0,0.333,0.333,0.05
"P28","Quizás lo votaría",0.27,0.426,0.149,0.025,0.154,0.917,0.333,0,0.1
"P28","Nunca lo votaría",0.41,0.574,0.224,0.963,0.138,0.083,0.334,0.667,0.85
"P29","Muy buena",0.151,0.354,0.147,0.202,0.049,0,0,0.06,0.069
"P29","Buena",0.123,0.209,0.185,0.251,0.203,0.088,0.283,0.313,0.179
"P29","Ni buena ni mala",0.178,0.069,0.284,0.282,0.074,0.323,0.079,0.283,0.269
"P29","Mala",0.16,0.045,0.153,0.033,0.212,0.481,0.268,0.043,0.129
"P29","Muy mala",0.375,0.323,0.231,0.224,0.436,0.108,0.37,0.301,0.232
"P29","No sabe",0.013,0,0,0.008,0.026,0,0,0,0.122
"P30","Muy buena",0.117,0.056,0.11,0.066,0.03,0.413,0.395,0.103,0.035
"P30","Buena",0.154,0.238,0.098,0.197,0.068,0.016,0.138,0.156,0.048
"P30","Ni buena ni mala",0.158,0.013,0.133,0.118,0.037,0.031,0,0.019,0.163
"P30","Mala",0.233,0.077,0.192,0.205,0.233,0,0,0.23,0.17
"P30","Muy mala",0.312,0.602,0.422,0.405,0.544,0.54,0.467,0.446,0.584
"P30","No sabe",0.026,0.014,0.045,0.009,0.088,0,0,0.046,0
"P31","Muy buena",0.234,0.27,0.346,0.45,0.327,0.012,0.083,0.382,0.356
"P31","Buena",0.125,0,0.152,0.119,0.135,0.064,0.07,0.176,0.093
"P31","Ni buena ni mala",0.067,0.258,0.111,0.004,0.025,0.398,0.212,0,0.022
"P31","Mala",0.072,0.121,0.168,0.196,0.074,0.344,0,0.045,0.215
"P31","Muy mala",0.487,0.351,0.223,0.203,0.413,0.182,0.635,0.352,0.203
"P31","No sabe",0.015,0,0,0.028,0.026,0,0,0.045,0.111
"P32","Muy buena",0.204,0.022,0.189,0.086,0.06,0.098,0.402,0.208,0.2
"P32","Buena",0.187,0.054,0.187,0.059,0.037,0,0.405,0.056,0.023
"P32","Ni buena ni mala",0.186,0.293,0.204,0.115,0.098,0.351,0.125,0.122,0.103
"P32","Mala",0.146,0.467,0.115,0.21,0.14,0.127,0.006,0.331,0.072
"P32","Muy mala",0.242,0.164,0.232,0.372,0.652,0.099,0.062,0.235,0.568
"P32","No sabe",0.035,0,0.073,0.158,0.013,0.325,0,0.048,0.034
"P33","Muy buena",0.05,0.152,0.091,0.064,0.055,0,0,0.089,0.162
"P33","Buena",0.138,0.086,0.064,0.065,0.1,0.084,0.062,0.285,0.183
"P33","Ni buena ni mala",0.282,0.471,0.336,0.19,0.214,0.381,0.193,0.168,0.235
"P33","Mala",0.156,0.013,0.117,0.218,0.089,0.429,0.126,0.041,0.144
"P33","Muy mala",0.331,0.278,0.298,0.195,0.472,0.106,0.612,0.369,0.27
"P33","No sabe",0.043,0,0.094,0.268,0.07,0,0.007,0.048,0.006
"P34","Muy buena",0.177,0.047,0.123,0.146,0.054,0.431,0.331,0.197,0.135
"P34","Buena",0.193,0.093,0.219,0.046,0.019,0,0.129,0,0.014
"P34","Ni buena ni mala",0.146,0.461,0.121,0.12,0.087,0.034,0.125,0.019,0.159
"P34","Mala",0.143,0.068,0.068,0.187,0.133,0.303,0,0.239,0.096
"P34","Muy mala",0.29,0.331,0.38,0.363,0.569,0.232,0.415,0.545,0.564
"P34","No sabe",0.051,0,0.089,0.138,0.138,0,0,0,0.032
"P35","Muy buena",0.17,0.232,0.044,0.022,0.232,0.314,0.404,0,0.058
"P35","Buena",0.121,0.103,0.117,0.077,0.042,0.041,0.201,0.096,0.04
"P35","Ni buena ni mala",0.252,0.213,0.221,0.344,0.141,0.39,0.265,0.144,0.255
"P35","Mala",0.174,0.19,0.094,0.126,0.031,0.033,0,0.123,0.163
"P35","Muy mala",0.21,0.262,0.384,0.259,0.554,0.222,0.13,0.592,0.483
"P35","No sabe",0.073,0,0.14,0.172,0,0,0,0.045,0.001
