"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P21","Ninguno",0.18,0.095,0.177,0.052,0
"P22","Los robos",0.292,0.363,0.173,0.345,0.583
"P22","El narcotráfico",0.206,0.295,0.435,0.564,0.055
"P22","La ausencia de patrulleros y personal policial",0.184,0.172,0.099,0.068,0.034
"P22","Otro",0.197,0.134,0.14,0.023,0.328
"P22","Ninguno",0.121,0.036,0.153,0,0
"P28","Seguro lo votaria",0.201,0.191,0.141,0.103,0.464
"P28","Quizás lo votaría",0.38,0.349,0.393,0.28,0
"P28","Nunca lo votaría",0.419,0.46,0.466,0.617,0.536
"P29","Muy buena",0.017,0.04,0,0.042,0.47
"P29","Buena",0.111,0.02,0,0.168,0.047
"P29","Ni buena ni mala",0.122,0.106,0.021,0.089,0.047
"P29","Mala",0.105,0.167,0.064,0.31,0
"P29","Muy mala",0.645,0.647,0.915,0.384,0.436
"P29","No sabe",0,0.02,0,0.007,0
"P30","Muy buena",0.228,0.532,0.191,0.068,0
"P30","Buena",0.299,0.184,0.467,0.248,0.084
"P30","Ni buena ni mala",0.293,0.126,0.221,0.403,0.517
"P30","Mala",0.1,0.048,0.051,0.198,0
"P30","Muy mala",0.08,0.11,0.07,0.083,0.399
"P30","No sabe",0,0,0,0,0
"P31","Muy buena",0.087,0.154,0.004,0.041,0.47
"P31","Buena",0.047,0.018,0.01,0,0
"P31","Ni buena ni mala",0.013,0.064,0.052,0.14,0
"P31","Mala",0.047,0.064,0.06,0.264,0
"P31","Muy mala",0.806,0.68,0.874,0.555,0.53
"P31","No sabe",0,0.02,0,0,0
"P32","Muy buena",0.456,0.262,0.175,0.203,0.47
"P32","Buena",0.359,0.373,0.419,0.172,0.133
"P32","Ni buena ni mala",0.129,0.178,0.243,0.525,0
"P32","Mala",0.014,0.09,0.015,0,0.037
"P32","Muy mala",0.042,0.097,0.148,0.1,0.36
"P32","No sabe",0,0,0,0,0
"P33","Muy buena",0.056,0.044,0.121,0.031,0.47
"P33","Buena",0.071,0.153,0.03,0.016,0
"P33","Ni buena ni mala",0.123,0.034,0.081,0.355,0.36
"P33","Mala",0.201,0.084,0.186,0.219,0
"P33","Muy mala",0.536,0.656,0.579,0.379,0.122
"P33","No sabe",0.013,0.029,0.003,0,0.048
"P34","Muy buena",0.206,0.623,0.785,0.073,0.469
"P34","Buena",0.318,0.164,0.129,0.179,0.085
"P34","Ni buena ni mala",0.201,0.053,0.036,0.588,0.398
"P34","Mala",0.127,0.004,0.004,0.084,0
"P34","Muy mala",0.148,0.156,0.046,0.076,0
"P34","No sabe",0,0,0,0,0.048
"P35","Muy buena",0.062,0.234,0.17,0,0.83
"P35","Buena",0.102,0.174,0.204,0.307,0
"P35","Ni buena ni mala",0.487,0.437,0.417,0.235,0
"P35","Mala",0.257,0.075,0.096,0.124,0.085
"P35","Muy mala",0.085,0.06,0.053,0.334,0.085
"P35","No sabe",0.007,0.02,0.06,0,0
