"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P21","Red de gas natural",0.12,0.004,0.11,0.041
"P21","Recolección de residuos",0.018,0.08,0.034,0.148
"P21","Ninguno",0.228,0.171,0.408,0.205
"P22","Los robos",0.558,0.198,0.122,0.242
"P22","El narcotráfico",0.24,0.49,0.269,0.377
"P22","La ausencia de patrulleros y personal policial",0.052,0.073,0.032,0.073
"P22","Otro",0.093,0.171,0.127,0.162
"P22","Ninguno",0.057,0.068,0.45,0.146
"P26","A Alberto Fernández",0.459,0.077,0,0.005
"P26","A Sergio Massa",0.042,0.502,0,0.017
"P26","A algún candidato del peronismo",0.009,0.206,0.842,0.034
"P26","A Cristina Fernández de Kirchner",0.49,0.215,0.158,0.944
"P29","Muy buena",0.393,0.126,0.021,0.03
"P29","Buena",0.358,0.159,0.132,0.479
"P29","Ni buena ni mala",0.083,0.4,0.487,0.156
"P29","Mala",0.031,0.178,0.104,0.228
"P29","Muy mala",0.121,0.137,0.204,0.107
"P29","No sabe",0.014,0,0.052,0
"P30","Muy buena",0.308,0.005,0.183,0.015
"P30","Buena",0.073,0.135,0.081,0.003
"P30","Ni buena ni mala",0.079,0.139,0,0
"P30","Mala",0.208,0.27,0.199,0.057
"P30","Muy mala",0.332,0.366,0.537,0.925
"P30","No sabe",0,0.085,0,0
"P31","Muy buena",0.636,0.186,0.26,0.749
"P31","Buena",0.036,0.154,0.042,0.014
"P31","Ni buena ni mala",0.101,0.214,0.358,0.093
"P31","Mala",0,0.143,0.147,0.015
"P31","Muy mala",0.227,0.243,0.193,0.129
"P31","No sabe",0,0.06,0,0
"P32","Muy buena",0.372,0.286,0.113,0.135
"P32","Buena",0.005,0.119,0.081,0.002
"P32","Ni buena ni mala",0.063,0.087,0.355,0.028
"P32","Mala",0.165,0.217,0.233,0.091
"P32","Muy mala",0.381,0.219,0.164,0.739
"P32","No sabe",0.014,0.072,0.054,0.005
"P33","Muy buena",0.376,0.663,0.096,0.057
"P33","Buena",0.139,0.197,0.159,0.357
"P33","Ni buena ni mala",0.055,0.117,0.404,0.409
"P33","Mala",0.057,0.011,0.131,0.087
"P33","Muy mala",0.286,0.012,0.186,0.09
"P33","No sabe",0.087,0,0.024,0
"P34","Muy buena",0.193,0.2,0.24,0.016
"P34","Buena",0.091,0.131,0.022,0
"P34","Ni buena ni mala",0.023,0.037,0.033,0.021
"P34","Mala",0.234,0.171,0.397,0.017
"P34","Muy mala",0.347,0.453,0.255,0.943
"P34","No sabe",0.112,0.008,0.053,0.003
"P35","Muy buena",0.223,0.021,0.29,0
"P35","Buena",0,0.123,0.002,0
"P35","Ni buena ni mala",0.058,0.052,0.158,0.018
"P35","Mala",0.314,0.332,0.234,0.202
"P35","Muy mala",0.383,0.45,0.263,0.768
"P35","No sabe",0.022,0.022,0.053,0.012
