"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P30","Seguro lo votaria",0.374,0.132,0.268,0.139,0.377
"P30","Quizás lo votaría",0.169,0.478,0.338,0.546,0.24
"P30","Nunca lo votaría",0.457,0.39,0.394,0.315,0.383
"P31","Muy buena",0.1,0.035,0.085,0.066,0.149
"P31","Buena",0.073,0.171,0.151,0.102,0.139
"P31","Ni buena ni mala",0.162,0.166,0.218,0.198,0.244
"P31","Mala",0.181,0.132,0.086,0.229,0.137
"P31","Muy mala",0.456,0.484,0.448,0.395,0.331
"P31","No sabe",0.028,0.012,0.012,0.01,0
"P32","Muy buena",0.11,0.171,0.221,0.072,0.117
"P32","Buena",0.16,0.208,0.199,0.181,0.08
"P32","Ni buena ni mala",0.161,0.159,0.165,0.189,0.24
"P32","Mala",0.165,0.131,0.169,0.16,0.146
"P32","Muy mala",0.4,0.331,0.213,0.388,0.391
"P32","No sabe",0.004,0,0.033,0.01,0.026
"P33","Muy buena",0.24,0.292,0.338,0.199,0.386
"P33","Buena",0.039,0.025,0.044,0.071,0.149
"P33","Ni buena ni mala",0.114,0.077,0.056,0.077,0.1
"P33","Mala",0.073,0.038,0.074,0.058,0.084
"P33","Muy mala",0.531,0.543,0.488,0.581,0.255
"P33","No sabe",0.003,0.025,0,0.014,0.026
"P34","Muy buena",0.124,0.084,0.285,0.101,0.083
"P34","Buena",0.196,0.291,0.165,0.218,0.181
"P34","Ni buena ni mala",0.19,0.203,0.212,0.192,0.166
"P34","Mala",0.163,0.108,0.104,0.09,0.236
"P34","Muy mala",0.319,0.3,0.193,0.374,0.334
"P34","No sabe",0.008,0.014,0.041,0.025,0
"P35","Muy buena",0.098,0.081,0.105,0.085,0.133
"P35","Buena",0.178,0.222,0.206,0.204,0.297
"P35","Ni buena ni mala",0.17,0.147,0.181,0.145,0.222
"P35","Mala",0.143,0.093,0.195,0.111,0.167
"P35","Muy mala",0.398,0.452,0.313,0.452,0.181
"P35","No sabe",0.013,0.005,0,0.003,0
"P36","Muy buena",0.183,0.306,0.237,0.172,0.105
"P36","Buena",0.138,0.194,0.251,0.148,0.15
"P36","Ni buena ni mala",0.175,0.1,0.151,0.148,0.104
"P36","Mala",0.139,0.099,0.076,0.102,0.215
"P36","Muy mala",0.342,0.292,0.208,0.415,0.426
"P36","No sabe",0.023,0.009,0.077,0.015,0
"P37","Muy buena",0.27,0.15,0.122,0.133,0.045
"P37","Buena",0.137,0.175,0.085,0.125,0.053
"P37","Ni buena ni mala",0.216,0.186,0.355,0.239,0.192
"P37","Mala",0.074,0.114,0.106,0.125,0.161
"P37","Muy mala",0.287,0.316,0.226,0.364,0.477
"P37","No sabe",0.016,0.059,0.106,0.014,0.072
