"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P12","Muy mala",0.177,0.041,0.079,0,0.177,0.182,0.381,0.119,0.106
"P12","No sabe",0.072,0.18,0.313,0.162,0.151,0.369,0.152,0.205,0.284
"P13","Muy buena",0.11,0.258,0.048,0.004,0.082,0.054,0,0.008,0.017
"P13","Buena",0.084,0.06,0.055,0,0.004,0.027,0.215,0.019,0.032
"P13","Ni buena ni mala",0.382,0.343,0.452,0.53,0.403,0.308,0.296,0.401,0.385
"P13","Mala",0.08,0.062,0.089,0.237,0.019,0.034,0.008,0.104,0.065
"P13","Muy mala",0.245,0.106,0.032,0.018,0.18,0.093,0.151,0.115,0.093
"P13","No sabe",0.099,0.171,0.324,0.211,0.312,0.484,0.33,0.353,0.408
"P14","Muy buena",0.042,0.063,0.012,0,0.055,0.042,0,0.014,0.005
"P14","Buena",0.084,0.07,0.025,0.009,0.022,0.007,0.111,0.018,0.011
"P14","Ni buena ni mala",0.598,0.375,0.467,0.352,0.351,0.25,0.366,0.391,0.35
"P14","Mala",0.02,0.039,0.086,0.477,0.01,0.022,0.009,0.016,0.045
"P14","Muy mala",0.157,0.338,0.017,0,0.204,0.089,0.158,0.106,0.102
"P14","No sabe",0.099,0.115,0.393,0.162,0.358,0.59,0.356,0.455,0.487
"P16","La seguridad",0.444,0.26,0.45,0.265,0.396,0.469,0.273,0.476,0.515
"P16","El tránsito",0.029,0,0.08,0.042,0.107,0.007,0.105,0.007,0.009
"P16","El arreglo de las calles",0.231,0.484,0.135,0.424,0.264,0.152,0.274,0.32,0.127
"P16","El estado de las escuelas y la educación",0,0.036,0.082,0.168,0.042,0.008,0.007,0.006,0.053
"P16","El sistema de salud",0.137,0.078,0.063,0.056,0.114,0.226,0.186,0.122,0.082
"P16","El deporte y la cultura",0.093,0,0.044,0,0,0.042,0,0.003,0.008
"P16","La obra pública",0,0.017,0.034,0,0,0,0.099,0.004,0.029
"P16","La luminaria",0,0.028,0.059,0.008,0.048,0.066,0.005,0.019,0.004
"P16","No sabe",0.066,0.097,0.053,0.037,0.029,0.03,0.051,0.043,0.173
"P17","Agua corriente y cloacas",0.708,0.423,0.551,0.21,0.6,0.507,0.627,0.434,0.501
"P17","Energía eléctrica",0.05,0.112,0.092,0.165,0.064,0.174,0.08,0.143,0.087
"P17","Red de gas natural",0.157,0.066,0.064,0.182,0.115,0.083,0.059,0.087,0.156
"P17","Recolección de residuos",0.06,0.273,0.097,0.262,0.132,0.126,0.074,0.212,0.164
"P17","Ninguno",0.025,0.126,0.196,0.181,0.089,0.11,0.16,0.124,0.092
"P18","Los robos",0.714,0.424,0.552,0.475,0.447,0.57,0.59,0.469,0.469
"P18","El narcotráfico",0.187,0.27,0.125,0.168,0.152,0.079,0.198,0.156,0.164
"P18","La ausencia de patrulleros y personal policial",0.072,0.217,0.186,0.068,0.23,0.288,0.094,0.262,0.252
"P18","Otro",0.008,0.009,0.075,0.164,0.162,0.045,0.114,0.102,0.108
"P18","Ninguno",0.019,0.08,0.062,0.125,0.009,0.018,0.004,0.011,0.007
"P19","Muy buena",0.297,0.089,0.121,0.146,0.207,0.041,0.113,0.087,0.016
"P19","Buena",0.096,0.177,0.241,0.15,0.071,0.179,0.239,0.074,0.033
"P19","Ni buena ni mala",0.343,0.404,0.289,0.469,0.271,0.321,0.528,0.347,0.408
"P19","Mala",0.088,0.034,0.105,0.228,0.248,0.168,0.031,0.331,0.282
"P19","Muy mala",0.148,0.296,0.085,0.004,0.091,0.213,0.084,0.086,0.207
"P19","No sabe",0.028,0,0.159,0.003,0.112,0.078,0.005,0.075,0.054
"P20","Muy buena",0.289,0.013,0.116,0.045,0.127,0.008,0.066,0.077,0.008
"P20","Buena",0.198,0.449,0.18,0.197,0.095,0.192,0.413,0.047,0.031
"P20","Ni buena ni mala",0.301,0.424,0.418,0.5,0.405,0.334,0.26,0.34,0.416
"P20","Mala",0.093,0.072,0.13,0.247,0.051,0.226,0.091,0.353,0.253
"P20","Muy mala",0.101,0.026,0.058,0.011,0.2,0.24,0.17,0.109,0.212
"P20","No sabe",0.018,0.016,0.098,0,0.122,0,0,0.074,0.08
"P21","Al candidato del Frente de Todos",0.433,0.336,0.461,0.323,0.275,0.443,0.8,0.129,0.189
"P21","Al candidato de Juntos por el Cambio",0.328,0.248,0.15,0.088,0.163,0.243,0.082,0.406,0.359
"P21","Al candidato de la Izquierda",0,0.257,0.096,0.208,0.026,0.057,0.057,0.132,0.031
"P21","A otro candidato",0.053,0.147,0.136,0.248,0.393,0.158,0.042,0.204,0.149
"P21","No sabe",0.186,0.012,0.157,0.133,0.143,0.099,0.019,0.129,0.272
"P22","A Gustavo Menéndez",0.909,0.711,0.459,0.773,0.27,0.5,0.456,0.579,0.21
"P22","A Karina Menéndez",0.055,0.188,0.407,0.196,0.35,0.088,0.285,0.102,0.201
"P22","A Florencia Lizaraso",0.026,0,0.061,0.011,0.324,0.143,0.163,0.117,0.231
"P22","A Raúl Otahacé",0,0,0.015,0.02,0.027,0.024,0.042,0.178,0.199
"P22","No sabe",0.01,0.101,0.058,0,0.029,0.245,0.054,0.024,0.159
"P23","Frente de Todos y el peronismo",0.504,0.432,0.545,0.508,0.423,0.504,0.799,0.239,0.26
"P23","Cambiemos",0.173,0.158,0.146,0.042,0.144,0.267,0.15,0.374,0.329
"P23","Liberales",0.133,0.316,0.122,0.153,0.149,0.134,0.006,0.241,0.143
"P23","Izquierda",0,0.012,0.026,0.268,0.139,0.004,0.008,0.058,0.044
"P23","No sabe",0.19,0.082,0.161,0.029,0.145,0.091,0.037,0.088,0.224
"P25","A Alberto Fernández",0.61,0.121,0.08,0.043,0.475,0.225,0.235,0.435,0.119
"P25","A Sergio Massa",0.316,0.414,0.355,0.245,0.066,0.093,0.42,0.112,0.22
"P25","A algún candidato del peronismo",0.034,0.326,0.232,0.261,0.072,0.057,0.024,0.016,0.071
"P25","A algún candidato del kirchnerismo",0.04,0.139,0.333,0.451,0.387,0.625,0.321,0.437,0.59
"P26","A Alberto Fernández",0.559,0.082,0.068,0.023,0.461,0.115,0.182,0.3,0.111
"P26","A Sergio Massa",0.252,0.602,0.179,0.205,0.012,0.043,0.248,0.11,0.329
"P26","A algún candidato del peronismo",0,0,0.258,0.193,0.029,0.052,0.205,0,0.063
"P26","A Cristina Fernández de Kirchner",0.189,0.316,0.495,0.579,0.498,0.79,0.365,0.59,0.497
"P27","A Horacio Rodriguez Larreta",0.028,0.128,0.201,0.932,0.891,0.744,0.016,0.04,0.316
"P27","A Mauricio Macri",0.923,0.281,0.546,0.068,0,0.075,0.626,0.631,0.234
"P27","A Patricia Bullrich",0.049,0.521,0.14,0,0.109,0.181,0.069,0.235,0.384
"P27","A Facundo Manes",0,0.07,0.103,0,0,0,0.289,0.029,0.061
"P27","A Martín Lousteau",0,0,0.01,0,0,0,0,0.065,0.005
"P28","Seguro lo votaria",0.434,0.225,0.107,0.872,0,0.386,0,0.04,0.1
"P28","Quizás lo votaría",0.412,0.51,0.239,0,0.129,0.23,0.643,0.438,0.232
"P28","Nunca lo votaría",0.154,0.265,0.654,0.128,0.871,0.384,0.357,0.522,0.668
"P29","Muy buena",0.269,0.322,0.152,0.046,0.087,0.094,0.179,0.089,0.125
"P29","Buena",0.208,0.169,0.263,0.246,0.225,0.138,0.251,0.102,0.092
"P29","Ni buena ni mala",0.273,0.254,0.239,0.351,0.073,0.299,0.26,0.035,0.166
"P29","Mala",0.089,0.114,0.128,0.105,0.193,0.155,0.182,0.105,0.115
"P29","Muy mala",0.161,0.141,0.204,0.252,0.422,0.305,0.128,0.651,0.494
"P29","No sabe",0,0,0.014,0,0,0.009,0,0.018,0.008
"P30","Muy buena",0.23,0.416,0.027,0.018,0.118,0.087,0.056,0.3,0.146
"P30","Buena",0.063,0.091,0.103,0.194,0.056,0.118,0.015,0.123,0.125
"P30","Ni buena ni mala",0.26,0.008,0.186,0.258,0.236,0.081,0,0.149,0.172
"P30","Mala",0.125,0.24,0.308,0.131,0.257,0.153,0.317,0.125,0.233
"P30","Muy mala",0.214,0.232,0.375,0.399,0.217,0.53,0.612,0.298,0.305
"P30","No sabe",0.108,0.013,0.001,0,0.116,0.031,0,0.005,0.019
"P31","Muy buena",0.375,0.481,0.372,0.341,0.278,0.428,0.793,0.206,0.178
"P31","Buena",0.154,0.22,0.218,0.213,0.029,0.065,0.005,0.03,0.06
"P31","Ni buena ni mala",0.157,0.012,0.115,0.122,0.18,0.055,0.074,0.027,0.134
"P31","Mala",0.08,0.017,0.046,0.257,0.032,0.086,0.056,0.057,0.102
"P31","Muy mala",0.22,0.27,0.227,0.067,0.481,0.366,0.072,0.675,0.505
"P31","No sabe",0.014,0,0.022,0,0,0,0,0.005,0.021
"P32","Muy buena",0.178,0.293,0.129,0.025,0.146,0.196,0.008,0.242,0.17
"P32","Buena",0.109,0.099,0.13,0.171,0.098,0.096,0.023,0.228,0.188
"P32","Ni buena ni mala",0.387,0.253,0.269,0.287,0.103,0.153,0.17,0.173,0.233
"P32","Mala",0.145,0.161,0.194,0.227,0.279,0.131,0.206,0.047,0.186
"P32","Muy mala",0.162,0.13,0.273,0.29,0.369,0.397,0.593,0.292,0.21
"P32","No sabe",0.019,0.064,0.005,0,0.005,0.027,0,0.018,0.013
"P33","Muy buena",0.218,0.494,0.191,0.08,0.021,0.069,0.282,0.035,0.076
"P33","Buena",0.15,0.081,0.14,0.212,0.136,0.219,0.287,0.098,0.142
"P33","Ni buena ni mala",0.338,0.126,0.368,0.336,0.158,0.359,0.24,0.155,0.252
"P33","Mala",0.025,0.151,0.135,0.118,0.371,0.133,0.105,0.182,0.139
"P33","Muy mala",0.269,0.148,0.154,0.254,0.314,0.193,0.086,0.53,0.377
"P33","No sabe",0,0,0.012,0,0,0.027,0,0,0.014
"P34","Muy buena",0.232,0.345,0.121,0,0.253,0.057,0.018,0.321,0.243
"P34","Buena",0.222,0.11,0.129,0.178,0.011,0.146,0.074,0.183,0.172
"P34","Ni buena ni mala",0.222,0.125,0.22,0.316,0.073,0.118,0.086,0.179,0.129
"P34","Mala",0.098,0.181,0.153,0.119,0.292,0.261,0.116,0.04,0.149
"P34","Muy mala",0.208,0.174,0.363,0.387,0.252,0.407,0.706,0.259,0.285
"P34","No sabe",0.018,0.065,0.014,0,0.119,0.011,0,0.018,0.022
"P35","Muy buena",0.258,0.059,0.095,0.316,0.298,0.036,0.061,0.194,0.181
"P35","Buena",0.117,0.027,0.129,0.037,0.1,0.097,0.061,0.23,0.125
"P35","Ni buena ni mala",0.19,0.09,0.26,0.196,0.151,0.212,0.018,0.259,0.201
"P35","Mala",0.189,0.122,0.174,0.091,0.138,0.124,0.151,0.059,0.145
"P35","Muy mala",0.21,0.427,0.252,0.341,0.287,0.387,0.709,0.216,0.302
"P35","No sabe",0.036,0.275,0.09,0.019,0.026,0.144,0,0.042,0.046
