"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P27","Inflación",0.233,0.262,0.269,0.326,0.265,0.243
"P27","Desempleo",0.072,0.096,0.138,0.131,0.12,0.141
"P27","Corrupción",0.498,0.387,0.218,0.146,0.132,0.157
"P27","Inseguridad",0.116,0.117,0.125,0.072,0.041,0.091
"P27","Precio del dólar",0.009,0.005,0.024,0.012,0.097,0.022
"P27","Pobreza",0.03,0.072,0.129,0.17,0.204,0.126
"P27","Narcotráfico",0.01,0.012,0.011,0.01,0.02,0.013
"P27","Tarifas",0.006,0.016,0.014,0.052,0.044,0.025
"P27","Otro",0.022,0.027,0.055,0.075,0.075,0.11
"P27","No sabe",0.004,0.006,0.017,0.006,0.002,0.072
"P31","Sin deuda",0.396,0.33,0.236,0.248,0.251,0.237
"P31","Menos de 10%",0.173,0.177,0.129,0.131,0.122,0.143
"P31","Entre 10 y 20%",0.12,0.131,0.145,0.119,0.093,0.076
"P31","Entre 20 y 30%",0.094,0.097,0.092,0.11,0.129,0.048
"P31","Entre 30 y 40%",0.07,0.072,0.108,0.09,0.086,0.093
"P31","Mas del 40%",0.123,0.153,0.202,0.27,0.253,0.231
"P31","No sabe",0.024,0.04,0.088,0.032,0.066,0.172
"P32","Gran excedente habitual",0.013,0.011,0.004,0.001,0.012,0.006
"P32","Gran excedente excepcional",0.004,0.004,0.008,0.003,0.012,0.008
"P32","Pequeño excedente habitual",0.072,0.05,0.05,0.042,0.049,0.022
"P32","Pequeño excedente excepcional",0.07,0.057,0.037,0.05,0.063,0.058
"P32","Alcanza gastos familia",0.179,0.118,0.088,0.118,0.125,0.089
"P32","No alcanza gastos familia",0.098,0.148,0.146,0.152,0.113,0.156
"P32","Solo NBFamiliares",0.3,0.331,0.246,0.259,0.267,0.137
"P32","No alcanza NBFamiliares",0.254,0.251,0.415,0.371,0.345,0.487
"P32","No sabe",0.01,0.03,0.006,0.004,0.014,0.037
"P33","Muy buena",0.071,0.019,0.048,0.029,0.036,0.023
"P33","Buena",0.214,0.156,0.088,0.106,0.11,0.085
"P33","Ni buena ni mala",0.445,0.516,0.377,0.315,0.268,0.263
"P33","Mala",0.213,0.246,0.362,0.419,0.423,0.387
"P33","Muy mala",0.049,0.056,0.107,0.126,0.156,0.199
"P33","No sabe",0.008,0.007,0.018,0.005,0.007,0.043
"P34","Mejor",0.168,0.083,0.062,0.044,0.071,0.079
"P34","Igual",0.479,0.351,0.192,0.083,0.085,0.177
"P34","Peor",0.322,0.545,0.69,0.826,0.799,0.728
"P34","No sabe",0.031,0.021,0.056,0.047,0.045,0.016
"P35","Mejor",0.597,0.33,0.119,0.076,0.093,0.096
"P35","Igual",0.211,0.273,0.184,0.091,0.079,0.093
"P35","Peor",0.124,0.296,0.553,0.771,0.772,0.7
"P35","No sabe",0.068,0.101,0.144,0.062,0.056,0.111
"P36","Muy buena",0.083,0.033,0.029,0.04,0.058,0.037
"P36","Buena",0.141,0.098,0.049,0.03,0.018,0.015
"P36","Ni buena ni mala",0.293,0.257,0.211,0.121,0.087,0.119
"P36","Mala",0.334,0.412,0.456,0.325,0.235,0.281
"P36","Muy mala",0.132,0.191,0.237,0.472,0.601,0.52
"P36","No sabe",0.017,0.009,0.018,0.012,0.001,0.028
"P37","Mejor",0.407,0.169,0.08,0.044,0.094,0.117
"P37","Igual",0.283,0.328,0.132,0.053,0.06,0.061
"P37","Peor",0.247,0.428,0.73,0.857,0.759,0.741
"P37","No sabe",0.063,0.075,0.058,0.046,0.087,0.081
"P38","Mejor",0.688,0.439,0.145,0.079,0.122,0.112
"P38","Igual",0.129,0.212,0.151,0.06,0.054,0.117
"P38","Peor",0.127,0.267,0.598,0.818,0.762,0.689
"P38","No sabe",0.056,0.082,0.106,0.043,0.062,0.082
"P39","Muy buena",0.514,0.193,0.092,0.068,0.095,0.168
"P39","Buena",0.269,0.296,0.101,0.041,0.03,0.074
"P39","Ni buena ni mala",0.128,0.257,0.244,0.089,0.059,0.138
"P39","Mala",0.054,0.165,0.303,0.239,0.176,0.144
"P39","Muy mala",0.027,0.075,0.229,0.538,0.622,0.442
"P39","No sabe",0.008,0.014,0.031,0.025,0.018,0.034
"P41","Muy buena",0.457,0.14,0.057,0.068,0.099,0.043
"P41","Buena",0.304,0.33,0.092,0.039,0.059,0.058
"P41","Ni buena ni mala",0.119,0.254,0.274,0.074,0.037,0.182
"P41","Mala",0.063,0.167,0.336,0.284,0.149,0.219
"P41","Muy mala",0.04,0.087,0.206,0.52,0.654,0.433
"P41","No sabe",0.017,0.022,0.035,0.015,0.002,0.065
"P42","Muy buena",0.352,0.126,0.055,0.05,0.09,0.006
"P42","Buena",0.325,0.282,0.057,0.037,0.049,0.076
"P42","Ni buena ni mala",0.203,0.303,0.309,0.094,0.054,0.123
"P42","Mala",0.068,0.163,0.291,0.254,0.123,0.171
"P42","Muy mala",0.038,0.094,0.257,0.556,0.683,0.553
"P42","No sabe",0.014,0.032,0.031,0.009,0.001,0.071
"P43","Muy buena",0.46,0.213,0.07,0.047,0.086,0.006
"P43","Buena",0.277,0.254,0.112,0.055,0.052,0.081
"P43","Ni buena ni mala",0.153,0.279,0.277,0.101,0.114,0.105
"P43","Mala",0.066,0.173,0.3,0.296,0.175,0.27
"P43","Muy mala",0.038,0.074,0.211,0.489,0.564,0.523
"P43","No sabe",0.006,0.007,0.03,0.012,0.009,0.015
"P44","Muy buena",0.027,0.041,0.071,0.048,0.093,0.099
"P44","Buena",0.028,0.049,0.112,0.162,0.152,0.13
"P44","Ni buena ni mala",0.068,0.185,0.298,0.287,0.203,0.372
"P44","Mala",0.235,0.34,0.28,0.302,0.238,0.163
"P44","Muy mala",0.638,0.384,0.232,0.2,0.289,0.225
"P44","No sabe",0.004,0.001,0.007,0.001,0.025,0.011
"P45","Muy buena",0.057,0.079,0.258,0.391,0.504,0.318
"P45","Buena",0.029,0.103,0.127,0.204,0.16,0.169
"P45","Ni buena ni mala",0.048,0.112,0.205,0.157,0.071,0.241
"P45","Mala",0.187,0.273,0.192,0.109,0.087,0.065
"P45","Muy mala",0.67,0.43,0.205,0.137,0.174,0.14
"P45","No sabe",0.009,0.003,0.013,0.002,0.004,0.067
"P46","Muy buena",0.208,0.08,0.063,0.025,0.043,0.034
"P46","Buena",0.278,0.227,0.065,0.047,0.073,0.037
"P46","Ni buena ni mala",0.317,0.232,0.212,0.065,0.058,0.08
"P46","Mala",0.11,0.279,0.356,0.263,0.155,0.225
"P46","Muy mala",0.081,0.179,0.293,0.596,0.662,0.618
"P46","No sabe",0.006,0.003,0.011,0.004,0.009,0.006
"P47","Muy buena",0.061,0.06,0.058,0.038,0.018,0.063
"P47","Buena",0.103,0.2,0.12,0.091,0.061,0.073
"P47","Ni buena ni mala",0.26,0.339,0.442,0.321,0.226,0.286
"P47","Mala",0.291,0.258,0.222,0.322,0.34,0.295
"P47","Muy mala",0.267,0.115,0.115,0.209,0.353,0.229
"P47","No sabe",0.018,0.028,0.043,0.019,0.002,0.054
"P48","Muy buena",0.048,0.055,0.172,0.212,0.222,0.182
"P48","Buena",0.023,0.079,0.159,0.264,0.212,0.245
"P48","Ni buena ni mala",0.064,0.18,0.292,0.268,0.228,0.327
"P48","Mala",0.223,0.291,0.182,0.136,0.099,0.066
"P48","Muy mala",0.636,0.39,0.185,0.119,0.233,0.16
"P48","No sabe",0.006,0.005,0.01,0.001,0.006,0.02
"P49","Muy buena",0.177,0.118,0.066,0.037,0.061,0.006
"P49","Buena",0.27,0.217,0.087,0.041,0.029,0.108
"P49","Ni buena ni mala",0.3,0.358,0.351,0.157,0.137,0.161
"P49","Mala",0.133,0.186,0.278,0.264,0.194,0.233
"P49","Muy mala",0.106,0.114,0.195,0.484,0.556,0.462
"P49","No sabe",0.014,0.007,0.023,0.017,0.023,0.03
"P50","Muy buena",0.043,0.084,0.237,0.497,0.496,0.383
"P50","Buena",0.023,0.122,0.143,0.185,0.153,0.189
"P50","Ni buena ni mala",0.089,0.141,0.288,0.148,0.078,0.214
"P50","Mala",0.172,0.262,0.141,0.062,0.055,0.022
"P50","Muy mala",0.663,0.389,0.161,0.096,0.211,0.141
"P50","No sabe",0.01,0.002,0.03,0.012,0.007,0.051
"P51","Muy buena",0.311,0.1,0.065,0.055,0.076,0.066
"P51","Buena",0.23,0.204,0.087,0.029,0.063,0.067
"P51","Ni buena ni mala",0.303,0.422,0.294,0.169,0.089,0.18
"P51","Mala",0.058,0.117,0.215,0.18,0.103,0.15
"P51","Muy mala",0.075,0.115,0.283,0.545,0.644,0.434
"P51","No sabe",0.023,0.042,0.056,0.022,0.025,0.103
"P52","Muy buena",0.662,0.278,0.104,0.056,0.099,0.035
"P52","Buena",0.182,0.242,0.082,0.032,0.06,0.102
"P52","Ni buena ni mala",0.083,0.225,0.203,0.076,0.064,0.096
"P52","Mala",0.035,0.13,0.253,0.191,0.06,0.161
"P52","Muy mala",0.034,0.121,0.343,0.642,0.714,0.589
"P52","No sabe",0.004,0.004,0.015,0.003,0.003,0.017
"P53","Muy buena",0.509,0.221,0.076,0.03,0.098,0.003
"P53","Buena",0.284,0.298,0.115,0.04,0.051,0.103
"P53","Ni buena ni mala",0.126,0.187,0.216,0.1,0.064,0.1
"P53","Mala",0.037,0.125,0.256,0.171,0.089,0.203
"P53","Muy mala",0.039,0.162,0.335,0.658,0.698,0.572
"P53","No sabe",0.005,0.007,0.002,0.001,0,0.019
"P54","Muy buena",0.049,0.051,0.095,0.244,0.282,0.108
"P54","Buena",0.06,0.103,0.186,0.201,0.218,0.144
"P54","Ni buena ni mala",0.266,0.394,0.363,0.278,0.237,0.333
"P54","Mala",0.206,0.152,0.159,0.1,0.082,0.106
"P54","Muy mala",0.372,0.215,0.109,0.131,0.152,0.197
"P54","No sabe",0.047,0.085,0.088,0.046,0.029,0.112
"P55","Muy buena",0.019,0.014,0.031,0.082,0.089,0.035
"P55","Buena",0.036,0.082,0.121,0.202,0.209,0.151
"P55","Ni buena ni mala",0.167,0.393,0.443,0.414,0.381,0.429
"P55","Mala",0.163,0.153,0.159,0.116,0.072,0.088
"P55","Muy mala",0.558,0.304,0.15,0.126,0.182,0.167
"P55","No sabe",0.057,0.054,0.096,0.06,0.067,0.13
"P56","Muy buena",0.038,0.073,0.026,0.024,0.03,0.01
"P56","Buena",0.096,0.149,0.123,0.128,0.083,0.057
"P56","Ni buena ni mala",0.286,0.415,0.497,0.428,0.305,0.56
"P56","Mala",0.208,0.158,0.171,0.257,0.322,0.114
"P56","Muy mala",0.331,0.161,0.094,0.137,0.221,0.133
"P56","No sabe",0.041,0.044,0.089,0.026,0.039,0.126
"P58","Muy buena",0.635,0.239,0.11,0.05,0.074,0.053
"P58","Buena",0.165,0.247,0.095,0.048,0.032,0.037
"P58","Ni buena ni mala",0.095,0.293,0.292,0.128,0.103,0.203
"P58","Mala",0.039,0.077,0.202,0.185,0.096,0.113
"P58","Muy mala",0.048,0.124,0.246,0.566,0.665,0.512
"P58","No sabe",0.018,0.02,0.055,0.023,0.03,0.082
"P59","Muy buena",0.165,0.105,0.101,0.03,0.091,0.034
"P59","Buena",0.253,0.213,0.131,0.102,0.055,0.109
"P59","Ni buena ni mala",0.392,0.469,0.443,0.35,0.297,0.358
"P59","Mala",0.087,0.119,0.166,0.25,0.23,0.149
"P59","Muy mala",0.064,0.05,0.098,0.245,0.275,0.217
"P59","No sabe",0.039,0.044,0.061,0.023,0.052,0.133
"P60","Muy buena",0.299,0.069,0.046,0.008,0.061,0
"P60","Buena",0.31,0.206,0.067,0.03,0.032,0.033
"P60","Ni buena ni mala",0.261,0.39,0.285,0.11,0.153,0.137
"P60","Mala",0.054,0.15,0.174,0.132,0.061,0.13
"P60","Muy mala",0.054,0.147,0.372,0.694,0.66,0.627
"P60","No sabe",0.022,0.038,0.056,0.026,0.033,0.073
"P61","Muy buena",0.278,0.057,0.03,0.01,0.042,0
"P61","Buena",0.2,0.171,0.051,0.023,0.047,0.018
"P61","Ni buena ni mala",0.331,0.521,0.428,0.264,0.242,0.308
"P61","Mala",0.053,0.069,0.19,0.193,0.127,0.087
"P61","Muy mala",0.06,0.075,0.182,0.431,0.465,0.371
"P61","No sabe",0.078,0.107,0.119,0.079,0.077,0.216
"P64","Muy buena",0.053,0.045,0.054,0.032,0.036,0.008
"P64","Buena",0.103,0.121,0.091,0.1,0.063,0.056
"P64","Ni buena ni mala",0.451,0.51,0.473,0.462,0.419,0.37
"P64","Mala",0.156,0.125,0.152,0.15,0.168,0.059
"P64","Muy mala",0.139,0.069,0.098,0.18,0.203,0.206
"P64","No sabe",0.098,0.13,0.132,0.076,0.111,0.301
"P65","Radio",0.133,0.125,0.125,0.161,0.157,0.141
"P65","Televisión",0.383,0.432,0.364,0.358,0.274,0.339
"P65","Diario",0.066,0.06,0.074,0.075,0.094,0.03
"P65","Medio digital",0.194,0.184,0.183,0.206,0.21,0.126
"P65","Redes Sociales",0.175,0.157,0.197,0.15,0.173,0.25
"P65","Ninguno en particular",0.049,0.04,0.057,0.05,0.092,0.111
"P65","No sabe",0,0.002,0,0,0,0.003
"P66","Muy buena",0.066,0.063,0.057,0.094,0.098,0.043
"P66","Buena",0.119,0.204,0.172,0.239,0.229,0.237
"P66","Ni buena ni mala",0.28,0.281,0.429,0.344,0.314,0.336
"P66","Mala",0.306,0.291,0.208,0.195,0.202,0.221
"P66","Muy mala",0.216,0.146,0.096,0.114,0.113,0.105
"P66","No sabe",0.013,0.015,0.038,0.014,0.044,0.058
"P67","Muy buena",0.035,0.02,0.022,0.043,0.046,0.028
"P67","Buena",0.109,0.119,0.065,0.056,0.063,0.058
"P67","Ni buena ni mala",0.313,0.334,0.366,0.216,0.171,0.289
"P67","Mala",0.28,0.328,0.259,0.283,0.272,0.331
"P67","Muy mala",0.25,0.173,0.265,0.391,0.421,0.222
"P67","No sabe",0.013,0.026,0.023,0.011,0.027,0.072
