"var","categoria","Mejor","Igual","Peor","No sabe"
"P38","No sabe",0.06,0.08,0.06,0.162
"P39","Muy buena",0.497,0.434,0.137,0.209
"P39","Buena",0.227,0.292,0.11,0.115
"P39","Ni buena ni mala",0.147,0.189,0.138,0.292
"P39","Mala",0.09,0.045,0.236,0.219
"P39","Muy mala",0.03,0.021,0.359,0.155
"P39","No sabe",0.009,0.019,0.02,0.01
"P41","Muy buena",0.478,0.357,0.109,0.185
"P41","Buena",0.193,0.334,0.124,0.134
"P41","Ni buena ni mala",0.139,0.183,0.142,0.312
"P41","Mala",0.097,0.069,0.258,0.155
"P41","Muy mala",0.073,0.035,0.346,0.174
"P41","No sabe",0.02,0.022,0.021,0.04
"P42","Muy buena",0.42,0.27,0.083,0.174
"P42","Buena",0.259,0.354,0.091,0.12
"P42","Ni buena ni mala",0.172,0.247,0.184,0.339
"P42","Mala",0.078,0.071,0.232,0.134
"P42","Muy mala",0.066,0.039,0.386,0.202
"P42","No sabe",0.005,0.019,0.024,0.031
"P43","Muy buena",0.497,0.381,0.112,0.142
"P43","Buena",0.223,0.281,0.117,0.206
"P43","Ni buena ni mala",0.124,0.21,0.179,0.209
"P43","Mala",0.101,0.084,0.247,0.197
"P43","Muy mala",0.054,0.031,0.332,0.213
"P43","No sabe",0.001,0.013,0.013,0.033
"P44","Muy buena",0.058,0.021,0.066,0.013
"P44","Buena",0.024,0.043,0.118,0.051
"P44","Ni buena ni mala",0.105,0.09,0.251,0.301
"P44","Mala",0.268,0.261,0.267,0.308
"P44","Muy mala",0.54,0.582,0.293,0.296
"P44","No sabe",0.005,0.003,0.005,0.031
"P45","Muy buena",0.071,0.045,0.311,0.128
"P45","Buena",0.053,0.055,0.138,0.101
"P45","Ni buena ni mala",0.072,0.071,0.141,0.215
"P45","Mala",0.224,0.193,0.15,0.265
"P45","Muy mala",0.569,0.632,0.249,0.256
"P45","No sabe",0.011,0.004,0.011,0.035
"P46","Muy buena",0.232,0.16,0.066,0.072
"P46","Buena",0.218,0.277,0.094,0.179
"P46","Ni buena ni mala",0.253,0.33,0.139,0.287
"P46","Mala",0.136,0.158,0.26,0.268
"P46","Muy mala",0.153,0.069,0.435,0.182
"P46","No sabe",0.008,0.006,0.006,0.012
"P47","Muy buena",0.078,0.053,0.052,0.017
"P47","Buena",0.112,0.127,0.111,0.055
"P47","Ni buena ni mala",0.253,0.333,0.316,0.374
"P47","Mala",0.263,0.256,0.292,0.359
"P47","Muy mala",0.266,0.205,0.204,0.19
"P47","No sabe",0.028,0.026,0.025,0.005
"P48","Muy buena",0.045,0.032,0.181,0.1
"P48","Buena",0.029,0.052,0.175,0.096
"P48","Ni buena ni mala",0.117,0.095,0.236,0.274
"P48","Mala",0.261,0.222,0.166,0.214
"P48","Muy mala",0.544,0.594,0.236,0.287
"P48","No sabe",0.004,0.005,0.006,0.029
"P49","Muy buena",0.17,0.149,0.075,0.092
"P49","Buena",0.198,0.27,0.107,0.056
"P49","Ni buena ni mala",0.294,0.357,0.226,0.383
"P49","Mala",0.205,0.121,0.238,0.24
"P49","Muy mala",0.13,0.088,0.335,0.191
"P49","No sabe",0.003,0.015,0.019,0.038
"P50","Muy buena",0.065,0.032,0.336,0.139
"P50","Buena",0.042,0.05,0.142,0.146
"P50","Ni buena ni mala",0.092,0.113,0.169,0.327
"P50","Mala",0.194,0.19,0.112,0.17
"P50","Muy mala",0.597,0.596,0.228,0.206
"P50","No sabe",0.01,0.019,0.013,0.012
"P51","Muy buena",0.328,0.246,0.089,0.113
"P51","Buena",0.156,0.247,0.089,0.155
"P51","Ni buena ni mala",0.241,0.334,0.244,0.359
"P51","Mala",0.08,0.061,0.165,0.167
"P51","Muy mala",0.173,0.071,0.377,0.187
"P51","No sabe",0.022,0.041,0.036,0.019
"P52","Muy buena",0.617,0.561,0.154,0.228
"P52","Buena",0.148,0.214,0.09,0.115
"P52","Ni buena ni mala",0.109,0.126,0.116,0.314
"P52","Mala",0.054,0.05,0.179,0.105
"P52","Muy mala",0.066,0.044,0.453,0.235
"P52","No sabe",0.006,0.005,0.008,0.003
"P53","Muy buena",0.453,0.42,0.131,0.122
"P53","Buena",0.271,0.3,0.109,0.21
"P53","Ni buena ni mala",0.128,0.161,0.129,0.238
"P53","Mala",0.059,0.07,0.167,0.159
"P53","Muy mala",0.078,0.046,0.46,0.268
"P53","No sabe",0.011,0.003,0.004,0.003
"P54","Muy buena",0.075,0.029,0.167,0.032
"P54","Buena",0.122,0.082,0.159,0.097
"P54","Ni buena ni mala",0.241,0.316,0.309,0.379
"P54","Mala",0.165,0.181,0.139,0.23
"P54","Muy mala",0.355,0.306,0.176,0.162
"P54","No sabe",0.042,0.086,0.05,0.1
"P55","Muy buena",0.025,0.004,0.058,0.013
"P55","Buena",0.059,0.043,0.144,0.141
"P55","Ni buena ni mala",0.22,0.223,0.385,0.454
"P55","Mala",0.148,0.174,0.127,0.119
"P55","Muy mala",0.488,0.477,0.223,0.181
"P55","No sabe",0.06,0.079,0.063,0.092
"P56","Muy buena",0.021,0.034,0.043,0.021
"P56","Buena",0.083,0.114,0.112,0.156
"P56","Ni buena ni mala",0.34,0.339,0.403,0.512
"P56","Mala",0.199,0.187,0.222,0.159
"P56","Muy mala",0.324,0.277,0.165,0.059
"P56","No sabe",0.033,0.049,0.055,0.093
"P58","Muy buena",0.582,0.519,0.159,0.197
"P58","Buena",0.103,0.187,0.103,0.112
"P58","Ni buena ni mala",0.14,0.166,0.174,0.328
"P58","Mala",0.074,0.049,0.144,0.131
"P58","Muy mala",0.088,0.058,0.381,0.213
"P58","No sabe",0.013,0.021,0.039,0.019
"P59","Muy buena",0.15,0.13,0.094,0.125
"P59","Buena",0.199,0.257,0.13,0.178
"P59","Ni buena ni mala",0.4,0.446,0.372,0.38
"P59","Mala",0.124,0.085,0.187,0.107
"P59","Muy mala",0.102,0.047,0.16,0.17
"P59","No sabe",0.025,0.035,0.057,0.04
"P60","Muy buena",0.285,0.207,0.076,0.12
"P60","Buena",0.216,0.31,0.088,0.121
"P60","Ni buena ni mala",0.294,0.327,0.189,0.35
"P60","Mala",0.083,0.062,0.137,0.106
"P60","Muy mala",0.102,0.06,0.473,0.264
"P60","No sabe",0.02,0.034,0.037,0.039
"P61","Muy buena",0.208,0.205,0.069,0.111
"P61","Buena",0.169,0.197,0.073,0.045
"P61","Ni buena ni mala",0.332,0.412,0.332,0.413
"P61","Mala",0.11,0.038,0.147,0.164
"P61","Muy mala",0.095,0.047,0.284,0.169
"P61","No sabe",0.086,0.101,0.095,0.098
"P64","Muy buena",0.046,0.029,0.053,0.066
"P64","Buena",0.087,0.109,0.088,0.161
"P64","Ni buena ni mala",0.428,0.495,0.446,0.454
"P64","Mala",0.148,0.142,0.149,0.171
"P64","Muy mala",0.172,0.096,0.153,0.091
"P64","No sabe",0.119,0.129,0.111,0.057
"P65","Radio",0.125,0.117,0.149,0.14
"P65","Televisión",0.299,0.416,0.369,0.267
"P65","Diario",0.125,0.055,0.065,0.079
"P65","Medio digital",0.258,0.163,0.187,0.277
"P65","Redes Sociales",0.154,0.194,0.17,0.171
"P65","Ninguno en particular",0.039,0.054,0.059,0.066
"P65","No sabe",0,0.001,0.001,0
"P66","Muy buena",0.087,0.038,0.085,0.057
"P66","Buena",0.121,0.14,0.2,0.206
"P66","Ni buena ni mala",0.271,0.341,0.324,0.334
"P66","Mala",0.31,0.293,0.224,0.258
"P66","Muy mala",0.176,0.177,0.142,0.093
"P66","No sabe",0.035,0.011,0.025,0.052
"P67","Muy buena",0.052,0.02,0.036,0.018
"P67","Buena",0.115,0.109,0.066,0.171
"P67","Ni buena ni mala",0.28,0.364,0.259,0.396
"P67","Mala",0.328,0.283,0.277,0.274
"P67","Muy mala",0.204,0.211,0.339,0.124
"P67","No sabe",0.021,0.013,0.023,0.017
