"var","categoria","Si","No","No sabe"
"P18","Representa una reasignación del gasto público en algo más necesario",0.266,0.07,0.154
"P18","Deja desprotegidas a las mujeres que lo hacen clandestinamente",0.084,0.324,0.187
"P18","Representa un retroceso en la lucha de los derechos de las mujeres",0.12,0.266,0.215
"P18","No sabe",0.065,0.068,0.053
"P20","Si",0.683,0.331,0.47
"P20","No",0.197,0.58,0.44
"P20","No sabe",0.12,0.089,0.09
"P21","Logra disminuir los cargos militantes presentes en el estado",0.313,0.145,0.308
"P21","Evita la manipulación de la información por parte del estado",0.171,0.159,0.146
"P21","Representa una reasignación del gasto público en algo más necesario",0.237,0.118,0.194
"P21","Constituye una grave violación al derecho de libertad de expresión en Argentina",0.131,0.334,0.223
"P21","Es parte de la persecución ideológica",0.129,0.186,0.102
"P21","No sabe",0.019,0.058,0.027
"P23","Si",0.744,0.378,0.526
"P23","No",0.15,0.537,0.372
"P23","No sabe",0.106,0.085,0.102
"P24","Es parte de una persecución ideológica",0.102,0.181,0.113
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.096,0.323,0.193
"P24","Representa una reasignación del gasto público en algo mas necesario",0.24,0.189,0.218
"P24","Logra disminuir los cargos militantes presentes en el estado",0.365,0.201,0.269
"P24","Contribuye a la libertad de pensamiento",0.184,0.082,0.181
"P24","No sabe",0.013,0.024,0.026
"P27","Inflación",0.229,0.281,0.283
"P27","Desempleo",0.082,0.118,0.147
"P27","Corrupción",0.459,0.245,0.322
"P27","Inseguridad",0.132,0.089,0.089
"P27","Precio del dólar",0.012,0.025,0.005
"P27","Pobreza",0.031,0.15,0.063
"P27","Narcotráfico",0.014,0.01,0.003
"P27","Tarifas",0.015,0.018,0.018
"P27","Otro",0.022,0.06,0.067
"P27","No sabe",0.004,0.004,0.003
"P31","Sin deuda",0.36,0.291,0.323
"P31","Menos de 10%",0.156,0.16,0.129
"P31","Entre 10 y 20%",0.112,0.127,0.191
"P31","Entre 20 y 30%",0.094,0.092,0.047
"P31","Entre 30 y 40%",0.068,0.097,0.092
"P31","Mas del 40%",0.192,0.181,0.172
"P31","No sabe",0.018,0.052,0.046
"P32","Gran excedente habitual",0.015,0.007,0.002
"P32","Gran excedente excepcional",0.006,0.004,0
"P32","Pequeño excedente habitual",0.067,0.062,0.038
"P32","Pequeño excedente excepcional",0.074,0.054,0.047
"P32","Alcanza gastos familia",0.143,0.121,0.092
"P32","No alcanza gastos familia",0.098,0.119,0.178
"P32","Solo NBFamiliares",0.302,0.287,0.333
"P32","No alcanza NBFamiliares",0.281,0.337,0.27
"P32","No sabe",0.014,0.009,0.04
"P33","Muy buena",0.071,0.046,0.105
"P33","Buena",0.204,0.128,0.181
"P33","Ni buena ni mala",0.429,0.387,0.4
"P33","Mala",0.224,0.331,0.197
"P33","Muy mala",0.06,0.093,0.074
"P33","No sabe",0.012,0.015,0.043
"P34","Mejor",0.194,0.079,0.196
"P34","Igual",0.395,0.242,0.369
"P34","Peor",0.39,0.643,0.428
"P34","No sabe",0.021,0.036,0.007
"P35","Mejor",0.496,0.217,0.362
"P35","Igual",0.18,0.181,0.144
"P35","Peor",0.24,0.541,0.356
"P35","No sabe",0.084,0.061,0.138
"P36","Muy buena",0.086,0.049,0.094
"P36","Buena",0.108,0.053,0.113
"P36","Ni buena ni mala",0.301,0.199,0.179
"P36","Mala",0.349,0.345,0.367
"P36","Muy mala",0.152,0.343,0.197
"P36","No sabe",0.004,0.011,0.05
"P37","Mejor",0.377,0.161,0.232
"P37","Igual",0.26,0.15,0.185
"P37","Peor",0.3,0.619,0.494
"P37","No sabe",0.063,0.07,0.089
"P38","Mejor",0.59,0.263,0.467
"P38","Igual",0.162,0.119,0.118
"P38","Peor",0.194,0.553,0.329
"P38","No sabe",0.054,0.065,0.086
"P39","Muy buena",0.447,0.173,0.281
"P39","Buena",0.242,0.129,0.127
"P39","Ni buena ni mala",0.146,0.166,0.221
"P39","Mala",0.108,0.171,0.125
"P39","Muy mala",0.051,0.347,0.224
"P39","No sabe",0.006,0.014,0.022
"P41","Muy buena",0.397,0.151,0.257
"P41","Buena",0.256,0.134,0.167
"P41","Ni buena ni mala",0.142,0.174,0.167
"P41","Mala",0.107,0.208,0.193
"P41","Muy mala",0.088,0.314,0.216
"P41","No sabe",0.01,0.019,0
"P42","Muy buena",0.323,0.115,0.269
"P42","Buena",0.289,0.126,0.172
"P42","Ni buena ni mala",0.2,0.19,0.119
"P42","Mala",0.106,0.206,0.216
"P42","Muy mala",0.077,0.355,0.198
"P42","No sabe",0.005,0.008,0.026
"P43","Muy buena",0.445,0.145,0.278
"P43","Buena",0.234,0.146,0.216
"P43","Ni buena ni mala",0.156,0.189,0.175
"P43","Mala",0.105,0.209,0.2
"P43","Muy mala",0.05,0.3,0.124
"P43","No sabe",0.01,0.011,0.007
"P44","Muy buena",0.034,0.057,0.093
"P44","Buena",0.044,0.115,0.058
"P44","Ni buena ni mala",0.104,0.217,0.123
"P44","Mala",0.229,0.299,0.286
"P44","Muy mala",0.589,0.31,0.44
"P44","No sabe",0,0.002,0
"P45","Muy buena",0.087,0.27,0.233
"P45","Buena",0.05,0.134,0.066
"P45","Ni buena ni mala",0.047,0.139,0.061
"P45","Mala",0.22,0.162,0.215
"P45","Muy mala",0.596,0.284,0.425
"P45","No sabe",0,0.011,0
"P46","Muy buena",0.214,0.072,0.181
"P46","Buena",0.268,0.114,0.202
"P46","Ni buena ni mala",0.236,0.169,0.187
"P46","Mala",0.128,0.249,0.23
"P46","Muy mala",0.151,0.389,0.2
"P46","No sabe",0.003,0.007,0
"P47","Muy buena",0.081,0.04,0.078
"P47","Buena",0.122,0.096,0.135
"P47","Ni buena ni mala",0.272,0.341,0.232
"P47","Mala",0.281,0.296,0.332
"P47","Muy mala",0.219,0.199,0.211
"P47","No sabe",0.025,0.028,0.012
"P48","Muy buena",0.081,0.16,0.205
"P48","Buena",0.051,0.139,0.114
"P48","Ni buena ni mala",0.091,0.244,0.087
"P48","Mala",0.216,0.196,0.253
"P48","Muy mala",0.559,0.253,0.341
"P48","No sabe",0.002,0.008,0
"P49","Muy buena",0.159,0.097,0.12
"P49","Buena",0.254,0.103,0.157
"P49","Ni buena ni mala",0.303,0.262,0.255
"P49","Mala",0.15,0.206,0.322
"P49","Muy mala",0.119,0.316,0.146
"P49","No sabe",0.015,0.016,0
"P50","Muy buena",0.082,0.277,0.278
"P50","Buena",0.061,0.144,0.108
"P50","Ni buena ni mala",0.062,0.182,0.054
"P50","Mala",0.199,0.126,0.142
"P50","Muy mala",0.586,0.256,0.418
"P50","No sabe",0.01,0.015,0
"P51","Muy buena",0.25,0.113,0.158
"P51","Buena",0.225,0.121,0.163
"P51","Ni buena ni mala",0.314,0.235,0.289
"P51","Mala",0.061,0.131,0.105
"P51","Muy mala",0.133,0.368,0.269
"P51","No sabe",0.017,0.032,0.016
"P52","Muy buena",0.555,0.207,0.351
"P52","Buena",0.168,0.099,0.194
"P52","Ni buena ni mala",0.115,0.129,0.161
"P52","Mala",0.084,0.15,0.05
"P52","Muy mala",0.076,0.406,0.244
"P52","No sabe",0.002,0.009,0
"P53","Muy buena",0.447,0.17,0.23
"P53","Buena",0.277,0.113,0.235
"P53","Ni buena ni mala",0.098,0.165,0.152
"P53","Mala",0.065,0.153,0.095
"P53","Muy mala",0.112,0.395,0.288
"P53","No sabe",0.001,0.004,0
"P54","Muy buena",0.087,0.144,0.125
"P54","Buena",0.091,0.152,0.206
"P54","Ni buena ni mala",0.273,0.316,0.222
"P54","Mala",0.179,0.158,0.165
"P54","Muy mala",0.322,0.175,0.251
"P54","No sabe",0.048,0.055,0.031
"P55","Muy buena",0.041,0.037,0.018
"P55","Buena",0.053,0.167,0.077
"P55","Ni buena ni mala",0.188,0.386,0.27
"P55","Mala",0.173,0.118,0.252
"P55","Muy mala",0.485,0.225,0.333
"P55","No sabe",0.06,0.067,0.05
"P56","Muy buena",0.031,0.033,0.013
"P56","Buena",0.095,0.131,0.093
"P56","Ni buena ni mala",0.343,0.418,0.247
"P56","Mala",0.2,0.211,0.356
"P56","Muy mala",0.29,0.163,0.274
"P56","No sabe",0.041,0.044,0.017
"P58","Muy buena",0.523,0.192,0.327
"P58","Buena",0.184,0.123,0.13
"P58","Ni buena ni mala",0.117,0.166,0.151
"P58","Mala",0.069,0.13,0.084
"P58","Muy mala",0.096,0.355,0.29
"P58","No sabe",0.011,0.034,0.018
"P59","Muy buena",0.166,0.11,0.079
"P59","Buena",0.223,0.153,0.235
"P59","Ni buena ni mala",0.389,0.362,0.401
"P59","Mala",0.12,0.188,0.165
"P59","Muy mala",0.075,0.143,0.115
"P59","No sabe",0.027,0.044,0.005
"P60","Muy buena",0.236,0.102,0.169
"P60","Buena",0.264,0.128,0.175
"P60","Ni buena ni mala",0.293,0.208,0.187
"P60","Mala",0.075,0.128,0.168
"P60","Muy mala",0.113,0.409,0.263
"P60","No sabe",0.019,0.025,0.038
"P61","Muy buena",0.213,0.053,0.092
"P61","Buena",0.183,0.085,0.238
"P61","Ni buena ni mala",0.326,0.373,0.293
"P61","Mala",0.09,0.165,0.117
"P61","Muy mala",0.077,0.255,0.176
"P61","No sabe",0.111,0.069,0.084
"P64","Muy buena",0.071,0.05,0.002
"P64","Buena",0.125,0.078,0.182
"P64","Ni buena ni mala",0.437,0.466,0.374
"P64","Mala",0.152,0.158,0.257
"P64","Muy mala",0.122,0.136,0.122
"P64","No sabe",0.093,0.112,0.063
"P65","Radio",0.119,0.147,0.156
"P65","Televisión",0.414,0.352,0.258
"P65","Diario",0.057,0.068,0.021
"P65","Medio digital",0.218,0.208,0.335
"P65","Redes Sociales",0.16,0.176,0.206
"P65","Ninguno en particular",0.031,0.048,0.024
"P65","No sabe",0.001,0.001,0
"P66","Muy buena",0.07,0.054,0.082
"P66","Buena",0.096,0.199,0.135
"P66","Ni buena ni mala",0.275,0.371,0.242
"P66","Mala",0.314,0.237,0.285
"P66","Muy mala",0.215,0.127,0.25
"P66","No sabe",0.03,0.012,0.006
"P67","Muy buena",0.041,0.019,0.078
"P67","Buena",0.072,0.076,0.085
"P67","Ni buena ni mala",0.29,0.298,0.155
"P67","Mala",0.319,0.292,0.459
"P67","Muy mala",0.264,0.311,0.217
"P67","No sabe",0.014,0.004,0.006
