"var","categoria","Si","No","No sabe"
"P37","Mejor",0.404,0.045,0.157
"P37","Igual",0.27,0.075,0.24
"P37","Peor",0.244,0.839,0.501
"P37","No sabe",0.082,0.041,0.102
"P38","Mejor",0.65,0.067,0.282
"P38","Igual",0.138,0.107,0.238
"P38","Peor",0.134,0.781,0.445
"P38","No sabe",0.078,0.045,0.035
"P39","Muy buena",0.45,0.058,0.237
"P39","Buena",0.248,0.059,0.185
"P39","Ni buena ni mala",0.185,0.128,0.17
"P39","Mala",0.065,0.249,0.176
"P39","Muy mala",0.046,0.487,0.219
"P39","No sabe",0.006,0.019,0.013
"P41","Muy buena",0.413,0.025,0.206
"P41","Buena",0.264,0.058,0.208
"P41","Ni buena ni mala",0.164,0.163,0.139
"P41","Mala",0.08,0.292,0.198
"P41","Muy mala",0.062,0.45,0.24
"P41","No sabe",0.017,0.012,0.009
"P42","Muy buena",0.337,0.015,0.175
"P42","Buena",0.293,0.04,0.187
"P42","Ni buena ni mala",0.219,0.155,0.155
"P42","Mala",0.09,0.279,0.192
"P42","Muy mala",0.049,0.507,0.287
"P42","No sabe",0.012,0.004,0.004
"P43","Muy buena",0.427,0.028,0.285
"P43","Buena",0.273,0.065,0.139
"P43","Ni buena ni mala",0.176,0.176,0.177
"P43","Mala",0.077,0.308,0.142
"P43","Muy mala",0.038,0.408,0.256
"P43","No sabe",0.009,0.015,0.001
"P44","Muy buena",0.032,0.075,0.062
"P44","Buena",0.026,0.173,0.076
"P44","Ni buena ni mala",0.082,0.296,0.157
"P44","Mala",0.255,0.274,0.371
"P44","Muy mala",0.605,0.179,0.334
"P44","No sabe",0,0.003,0
"P45","Muy buena",0.052,0.415,0.181
"P45","Buena",0.031,0.193,0.107
"P45","Ni buena ni mala",0.062,0.149,0.123
"P45","Mala",0.22,0.134,0.21
"P45","Muy mala",0.631,0.099,0.377
"P45","No sabe",0.004,0.01,0.002
"P46","Muy buena",0.213,0.037,0.044
"P46","Buena",0.253,0.06,0.208
"P46","Ni buena ni mala",0.261,0.093,0.23
"P46","Mala",0.159,0.271,0.183
"P46","Muy mala",0.112,0.53,0.331
"P46","No sabe",0.002,0.009,0.004
"P47","Muy buena",0.073,0.043,0.031
"P47","Buena",0.115,0.084,0.169
"P47","Ni buena ni mala",0.277,0.355,0.296
"P47","Mala",0.282,0.322,0.228
"P47","Muy mala",0.231,0.175,0.205
"P47","No sabe",0.022,0.021,0.071
"P48","Muy buena",0.06,0.246,0.1
"P48","Buena",0.018,0.232,0.083
"P48","Ni buena ni mala",0.1,0.276,0.221
"P48","Mala",0.24,0.149,0.264
"P48","Muy mala",0.58,0.086,0.33
"P48","No sabe",0.002,0.011,0.002
"P49","Muy buena",0.178,0.042,0.12
"P49","Buena",0.229,0.057,0.202
"P49","Ni buena ni mala",0.328,0.208,0.27
"P49","Mala",0.134,0.279,0.181
"P49","Muy mala",0.116,0.402,0.209
"P49","No sabe",0.015,0.012,0.018
"P50","Muy buena",0.044,0.445,0.162
"P50","Buena",0.042,0.201,0.147
"P50","Ni buena ni mala",0.097,0.179,0.112
"P50","Mala",0.184,0.1,0.2
"P50","Muy mala",0.617,0.071,0.359
"P50","No sabe",0.016,0.004,0.02
"P51","Muy buena",0.268,0.047,0.064
"P51","Buena",0.228,0.051,0.235
"P51","Ni buena ni mala",0.317,0.188,0.31
"P51","Mala",0.049,0.194,0.05
"P51","Muy mala",0.116,0.489,0.317
"P51","No sabe",0.022,0.031,0.024
"P52","Muy buena",0.556,0.044,0.349
"P52","Buena",0.2,0.049,0.065
"P52","Ni buena ni mala",0.145,0.092,0.155
"P52","Mala",0.045,0.227,0.103
"P52","Muy mala",0.052,0.577,0.321
"P52","No sabe",0.002,0.011,0.007
"P53","Muy buena",0.44,0.04,0.292
"P53","Buena",0.271,0.059,0.158
"P53","Ni buena ni mala",0.156,0.12,0.124
"P53","Mala",0.052,0.223,0.056
"P53","Muy mala",0.078,0.556,0.37
"P53","No sabe",0.003,0.002,0
"P54","Muy buena",0.058,0.21,0.126
"P54","Buena",0.071,0.227,0.107
"P54","Ni buena ni mala",0.296,0.272,0.378
"P54","Mala",0.189,0.14,0.144
"P54","Muy mala",0.338,0.102,0.171
"P54","No sabe",0.048,0.049,0.074
"P55","Muy buena",0.023,0.058,0.032
"P55","Buena",0.051,0.232,0.055
"P55","Ni buena ni mala",0.224,0.425,0.288
"P55","Mala",0.154,0.126,0.196
"P55","Muy mala",0.49,0.097,0.328
"P55","No sabe",0.058,0.062,0.101
"P56","Muy buena",0.039,0.023,0.024
"P56","Buena",0.117,0.104,0.153
"P56","Ni buena ni mala",0.298,0.5,0.346
"P56","Mala",0.208,0.235,0.194
"P56","Muy mala",0.29,0.109,0.236
"P56","No sabe",0.048,0.029,0.047
"P58","Muy buena",0.532,0.034,0.295
"P58","Buena",0.18,0.08,0.22
"P58","Ni buena ni mala",0.136,0.165,0.138
"P58","Mala",0.058,0.174,0.088
"P58","Muy mala",0.076,0.515,0.234
"P58","No sabe",0.018,0.032,0.025
"P59","Muy buena",0.181,0.054,0.134
"P59","Buena",0.229,0.114,0.213
"P59","Ni buena ni mala",0.401,0.348,0.329
"P59","Mala",0.104,0.246,0.144
"P59","Muy mala",0.056,0.205,0.101
"P59","No sabe",0.029,0.033,0.079
"P60","Muy buena",0.259,0.016,0.124
"P60","Buena",0.255,0.066,0.228
"P60","Ni buena ni mala",0.313,0.144,0.181
"P60","Mala",0.076,0.165,0.1
"P60","Muy mala",0.075,0.585,0.33
"P60","No sabe",0.022,0.024,0.037
"P61","Muy buena",0.194,0.01,0.077
"P61","Buena",0.197,0.044,0.104
"P61","Ni buena ni mala",0.381,0.305,0.356
"P61","Mala",0.057,0.247,0.122
"P61","Muy mala",0.069,0.343,0.207
"P61","No sabe",0.102,0.051,0.134
"P64","Muy buena",0.049,0.059,0.062
"P64","Buena",0.098,0.097,0.151
"P64","Ni buena ni mala",0.456,0.448,0.416
"P64","Mala",0.174,0.167,0.079
"P64","Muy mala",0.114,0.152,0.132
"P64","No sabe",0.109,0.077,0.16
"P65","Radio",0.12,0.175,0.075
"P65","Televisión",0.383,0.33,0.444
"P65","Diario",0.059,0.071,0.03
"P65","Medio digital",0.241,0.198,0.192
"P65","Redes Sociales",0.162,0.181,0.194
"P65","Ninguno en particular",0.033,0.045,0.065
"P65","No sabe",0.002,0,0
"P66","Muy buena",0.052,0.077,0.063
"P66","Buena",0.092,0.245,0.172
"P66","Ni buena ni mala",0.281,0.381,0.373
"P66","Mala",0.319,0.2,0.259
"P66","Muy mala",0.231,0.085,0.133
"P66","No sabe",0.025,0.012,0
"P67","Muy buena",0.028,0.032,0.045
"P67","Buena",0.067,0.085,0.083
"P67","Ni buena ni mala",0.292,0.266,0.33
"P67","Mala",0.357,0.262,0.26
"P67","Muy mala",0.245,0.351,0.28
"P67","No sabe",0.011,0.004,0.002
