"var","categoria","Si","No","No sabe"
"P24","No sabe",0.009,0,0.018
"P25","Muy de acuerdo",0.283,0.461,0.299
"P25","De acuerdo",0.168,0.164,0.157
"P25","Ni de acuerdo ni en desacuerdo",0.148,0.076,0.137
"P25","En desacuerdo",0.189,0.12,0.167
"P25","Muy en desacuerdo",0.197,0.177,0.223
"P25","No sabe",0.015,0.002,0.017
"P26","Muy buena",0.412,0.056,0.061
"P26","Buena",0.397,0.148,0.214
"P26","Ni buena ni mala",0.143,0.369,0.608
"P26","Mala",0.031,0.27,0.053
"P26","Muy mala",0.012,0.148,0.026
"P26","No sabe",0.005,0.009,0.038
"P27","Muy buena",0.224,0.102,0.089
"P27","Buena",0.234,0.136,0.146
"P27","Ni buena ni mala",0.358,0.265,0.42
"P27","Mala",0.136,0.242,0.161
"P27","Muy mala",0.037,0.255,0.09
"P27","No sabe",0.011,0,0.094
"P28","Muy buena",0.146,0.049,0.057
"P28","Buena",0.165,0.115,0.073
"P28","Ni buena ni mala",0.237,0.123,0.328
"P28","Mala",0.301,0.365,0.322
"P28","Muy mala",0.147,0.346,0.165
"P28","No sabe",0.004,0.002,0.055
"P29","Muy buena",0.155,0.08,0.02
"P29","Buena",0.147,0.113,0.11
"P29","Ni buena ni mala",0.422,0.227,0.468
"P29","Mala",0.175,0.249,0.217
"P29","Muy mala",0.078,0.321,0.11
"P29","No sabe",0.023,0.01,0.075
"P30","Muy buena",0.232,0.094,0.078
"P30","Buena",0.216,0.17,0.181
"P30","Ni buena ni mala",0.321,0.196,0.299
"P30","Mala",0.143,0.205,0.241
"P30","Muy mala",0.072,0.333,0.136
"P30","No sabe",0.016,0.002,0.065
"P31","Muy buena",0.335,0.198,0.22
"P31","Buena",0.09,0.153,0.102
"P31","Ni buena ni mala",0.09,0.055,0.065
"P31","Mala",0.211,0.165,0.239
"P31","Muy mala",0.273,0.425,0.331
"P31","No sabe",0.001,0.004,0.043
"P32","Muy buena",0.177,0.174,0.102
"P32","Buena",0.103,0.21,0.112
"P32","Ni buena ni mala",0.193,0.185,0.19
"P32","Mala",0.233,0.191,0.274
"P32","Muy mala",0.29,0.234,0.307
"P32","No sabe",0.004,0.006,0.015
"P33","Muy buena",0.223,0.186,0.057
"P33","Buena",0.166,0.183,0.17
"P33","Ni buena ni mala",0.145,0.085,0.171
"P33","Mala",0.224,0.165,0.254
"P33","Muy mala",0.242,0.379,0.339
"P33","No sabe",0,0.002,0.009
"P34","Muy buena",0.381,0.481,0.257
"P34","Buena",0.107,0.152,0.205
"P34","Ni buena ni mala",0.122,0.076,0.118
"P34","Mala",0.15,0.104,0.133
"P34","Muy mala",0.24,0.187,0.277
"P34","No sabe",0,0,0.01
"P35","Muy buena",0.268,0.298,0.258
"P35","Buena",0.204,0.357,0.209
"P35","Ni buena ni mala",0.145,0.062,0.097
"P35","Mala",0.148,0.103,0.163
"P35","Muy mala",0.235,0.178,0.264
"P35","No sabe",0,0.002,0.009
"P36","Muy buena",0.214,0.257,0.163
"P36","Buena",0.174,0.209,0.148
"P36","Ni buena ni mala",0.231,0.248,0.307
"P36","Mala",0.136,0.107,0.151
"P36","Muy mala",0.228,0.175,0.205
"P36","No sabe",0.017,0.004,0.026
"P37","Muy buena",0.367,0.406,0.332
"P37","Buena",0.131,0.158,0.118
"P37","Ni buena ni mala",0.133,0.135,0.163
"P37","Mala",0.13,0.084,0.118
"P37","Muy mala",0.214,0.217,0.251
"P37","No sabe",0.025,0,0.018
"P38","Muy buena",0.191,0.167,0.083
"P38","Buena",0.179,0.23,0.22
"P38","Ni buena ni mala",0.361,0.326,0.405
"P38","Mala",0.147,0.086,0.173
"P38","Muy mala",0.089,0.181,0.091
"P38","No sabe",0.033,0.01,0.028
"P39","Muy buena",0.173,0.17,0.104
"P39","Buena",0.159,0.3,0.106
"P39","Ni buena ni mala",0.238,0.195,0.327
"P39","Mala",0.15,0.101,0.15
"P39","Muy mala",0.263,0.232,0.277
"P39","No sabe",0.017,0.002,0.036
"P40","Muy buena",0.122,0.15,0.066
"P40","Buena",0.157,0.239,0.099
"P40","Ni buena ni mala",0.371,0.225,0.405
"P40","Mala",0.121,0.101,0.137
"P40","Muy mala",0.17,0.209,0.18
"P40","No sabe",0.059,0.076,0.113
