"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P19","Ni buena ni mala",0.331,0.359,0.812,0.461
"P19","Mala",0.015,0,0.006,0.145
"P19","Muy mala",0.014,0.168,0.089,0.023
"P19","No sabe",0.475,0.116,0.087,0.218
"P20","Muy buena",0.004,0.292,0,0.003
"P20","Buena",0.004,0.06,0,0.003
"P20","Ni buena ni mala",0.468,0.359,0.806,0.533
"P20","Mala",0.011,0,0,0.134
"P20","Muy mala",0.014,0.163,0.082,0.012
"P20","No sabe",0.499,0.126,0.112,0.315
"P21","La seguridad",0,0.302,0,0.014
"P21","El tránsito",0.004,0.047,0,0
"P21","El arreglo de las calles",0.095,0.122,0.027,0.488
"P21","Los parques y espacios públicos",0.505,0.286,0.562,0.102
"P21","El sistema de salud",0.007,0.179,0.145,0.033
"P21","La limpieza de las calles",0,0.013,0,0.094
"P21","El deporte y la cultura",0.112,0.005,0.012,0.124
"P21","La luminaria",0,0,0,0.014
"P21","No sabe",0.277,0.046,0.254,0.131
"P22","La seguridad",0.715,0.562,0.049,0.432
"P22","El tránsito",0.007,0.005,0,0.031
"P22","El arreglo de las calles",0.258,0.318,0.413,0.137
"P22","Los parques y espacios públicos",0.01,0.014,0.006,0.012
"P22","El sistema de salud",0.01,0,0.175,0.29
"P22","La limpieza de las calles",0,0.018,0,0.021
"P22","El deporte y la cultura",0,0,0,0.013
"P22","La luminaria",0,0.057,0,0.041
"P22","No sabe",0,0.026,0.357,0.023
"P23","Agua corriente y cloacas",0.676,0.684,0.16,0.46
"P23","Energía eléctrica",0.004,0,0.364,0.015
"P23","Red de gas natural",0.313,0.046,0,0.225
"P23","Recolección de residuos",0.007,0.045,0.019,0.049
"P23","Ninguno",0,0.225,0.457,0.251
"P24","Los robos",0.757,0.768,0.845,0.451
"P24","El narcotráfico",0.1,0.068,0.08,0.041
"P24","La ausencia de patrulleros y personal policial",0.007,0.159,0.069,0.335
"P24","Otro",0.075,0.005,0.006,0.117
"P24","Ninguno",0.061,0,0,0.056
"P25","Muy buena",0.32,0.352,0.356,0.306
"P25","Buena",0.014,0.297,0.159,0.269
"P25","Ni buena ni mala",0.303,0.1,0.121,0.162
"P25","Mala",0.089,0.069,0.328,0.044
"P25","Muy mala",0.27,0.163,0.017,0.063
"P25","No sabe",0.004,0.019,0.019,0.156
"P26","Muy buena",0.212,0.248,0.014,0.087
"P26","Buena",0.354,0.394,0.102,0.341
"P26","Ni buena ni mala",0.112,0.166,0.477,0.219
"P26","Mala",0.015,0.011,0.384,0.259
"P26","Muy mala",0.27,0.163,0.017,0.072
"P26","No sabe",0.037,0.018,0.006,0.022
"P29","A Alberto Fernández",0.769,0,0,0.084
"P29","A Sergio Massa",0.015,0.822,0,0.075
"P29","A algún candidato del peronismo",0.209,0.015,0.994,0.053
"P29","A algún candidato del kirchnerismo",0.007,0.163,0.006,0.788
"P33","Muy buena",0.929,0.01,0,0.009
"P33","Buena",0.034,0.763,0.006,0.308
"P33","Ni buena ni mala",0,0.1,0.386,0.5
"P33","Mala",0.004,0.12,0.588,0.148
"P33","Muy mala",0,0.007,0.02,0.035
"P33","No sabe",0.033,0,0,0
"P34","Muy buena",0.222,0,0,0
"P34","Buena",0,0.037,0.357,0.186
"P34","Ni buena ni mala",0.074,0.302,0.029,0.168
"P34","Mala",0.128,0.312,0.449,0.062
"P34","Muy mala",0.572,0.336,0.158,0.554
"P34","No sabe",0.004,0.013,0.007,0.03
"P35","Muy buena",0.907,0.29,0.356,0.769
"P35","Buena",0.086,0.053,0.031,0.191
"P35","Ni buena ni mala",0,0.561,0.133,0.015
"P35","Mala",0,0.026,0.328,0
"P35","Muy mala",0.007,0.07,0.152,0.025
"P35","No sabe",0,0,0,0
"P36","Muy buena",0.055,0.341,0,0.049
"P36","Buena",0,0.05,0.25,0.027
"P36","Ni buena ni mala",0.205,0.263,0.123,0.069
"P36","Mala",0.381,0.105,0.532,0.404
"P36","Muy mala",0.355,0.241,0.089,0.422
"P36","No sabe",0.004,0,0.006,0.029
"P37","Muy buena",0.044,0.755,0,0.152
"P37","Buena",0.172,0.245,0.021,0.478
"P37","Ni buena ni mala",0.34,0,0.31,0.296
"P37","Mala",0,0,0.51,0.036
"P37","Muy mala",0.44,0,0.159,0.03
"P37","No sabe",0.004,0,0,0.008
"P38","Muy buena",0.222,0.317,0,0.014
"P38","Buena",0,0.023,0.376,0.042
"P38","Ni buena ni mala",0.004,0.006,0.012,0.137
"P38","Mala",0.141,0.276,0.416,0.048
"P38","Muy mala",0.629,0.339,0.189,0.733
"P38","No sabe",0.004,0.039,0.007,0.026
"P39","Muy buena",0.441,0.317,0.007,0
"P39","Buena",0.219,0.017,0.087,0
"P39","Ni buena ni mala",0.157,0.109,0.367,0.041
"P39","Mala",0.047,0.275,0.35,0.058
"P39","Muy mala",0.136,0.243,0.189,0.866
"P39","No sabe",0,0.039,0,0.035
