"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P22","La limpieza de las calles",0.055,0.09,0.042,0.032,0.033
"P22","El deporte y la cultura",0.019,0.035,0.004,0,0.003
"P22","La luminaria",0.025,0,0.021,0.04,0.005
"P22","No sabe",0.042,0.033,0.027,0.218,0.227
"P24","Los robos",0.524,0.407,0.442,0.508,0.49
"P24","El narcotráfico",0.145,0.452,0.132,0.072,0.03
"P24","La ausencia de patrulleros y personal policial",0.233,0.059,0.401,0.326,0.196
"P24","Otro",0.077,0.082,0.025,0.094,0.118
"P24","Ninguno",0.021,0,0,0,0.166
"P25","Muy buena",0.121,0.061,0.261,0.14,0.177
"P25","Buena",0.145,0.177,0.203,0.294,0.123
"P25","Ni buena ni mala",0.313,0.135,0.212,0.182,0.236
"P25","Mala",0.174,0.346,0.087,0.246,0.282
"P25","Muy mala",0.142,0.273,0.205,0.088,0.076
"P25","No sabe",0.105,0.008,0.032,0.05,0.106
"P26","Muy buena",0.091,0.072,0.094,0.004,0.084
"P26","Buena",0.14,0.163,0.285,0.248,0.206
"P26","Ni buena ni mala",0.338,0.182,0.248,0.363,0.423
"P26","Mala",0.267,0.305,0.104,0.26,0.17
"P26","Muy mala",0.13,0.267,0.201,0.117,0.08
"P26","No sabe",0.034,0.011,0.068,0.008,0.037
"P27","Frente de Todos y el peronismo",0.324,0.183,0.425,0.287,0.528
"P27","Cambiemos",0.248,0.476,0.274,0.211,0.226
"P27","Liberales",0.19,0.11,0.183,0.359,0.11
"P27","Izquierda",0.088,0.172,0.03,0.067,0.032
"P27","No sabe",0.15,0.059,0.088,0.076,0.104
"P29","A Alberto Fernández",0.36,0.031,0.172,0.066,0.122
"P29","A Sergio Massa",0.307,0.015,0.056,0.371,0.078
"P29","A algún candidato del peronismo",0.076,0.908,0.335,0.099,0.392
"P29","A algún candidato del kirchnerismo",0.257,0.046,0.437,0.464,0.408
"P30","A Alberto Fernández",0.37,0.016,0.497,0.066,0
"P30","A Sergio Massa",0.262,0,0.051,0.283,0.212
"P30","A algún candidato del peronismo",0.051,0.906,0,0.098,0.361
"P30","A Cristina Fernández de Kirchner",0.317,0.078,0.452,0.553,0.427
"P31","A Horacio Rodriguez Larreta",0.465,0.475,0.076,0.322,0.136
"P31","A Mauricio Macri",0.156,0.091,0.825,0.503,0.378
"P31","A Patricia Bullrich",0.299,0.267,0.088,0.162,0.486
"P31","A Facundo Manes",0.057,0.167,0,0,0
"P31","A Martín Lousteau",0.023,0,0.011,0.013,0
"P32","Seguro lo votaria",0.333,0.408,0.363,0.035,0.056
"P32","Quizás lo votaría",0.265,0.409,0.434,0.114,0.158
"P32","Nunca lo votaría",0.402,0.183,0.203,0.851,0.786
"P33","Muy buena",0.13,0.036,0.186,0.046,0.034
"P33","Buena",0.127,0.163,0.16,0.095,0.071
"P33","Ni buena ni mala",0.195,0.174,0.278,0.294,0.356
"P33","Mala",0.211,0.329,0.066,0.096,0.342
"P33","Muy mala",0.33,0.289,0.259,0.469,0.181
"P33","No sabe",0.007,0.009,0.051,0,0.016
"P34","Muy buena",0.063,0.239,0.198,0.176,0.059
"P34","Buena",0.128,0.325,0.211,0.142,0.085
"P34","Ni buena ni mala",0.139,0.132,0.032,0.287,0.132
"P34","Mala",0.238,0.065,0.31,0.156,0.202
"P34","Muy mala",0.399,0.224,0.249,0.239,0.49
"P34","No sabe",0.033,0.015,0,0,0.032
"P35","Muy buena",0.318,0.166,0.368,0.192,0.531
"P35","Buena",0.05,0.063,0.268,0.198,0.07
"P35","Ni buena ni mala",0.124,0.147,0.043,0.113,0.016
"P35","Mala",0.128,0.048,0.053,0.019,0.071
"P35","Muy mala",0.377,0.567,0.26,0.473,0.295
"P35","No sabe",0.003,0.009,0.008,0.005,0.017
"P36","Muy buena",0.184,0.215,0.358,0.069,0.11
"P36","Buena",0.106,0.111,0.15,0.363,0.073
"P36","Ni buena ni mala",0.198,0.203,0.161,0.286,0.296
"P36","Mala",0.197,0.351,0.144,0.11,0.164
"P36","Muy mala",0.284,0.12,0.179,0.166,0.333
"P36","No sabe",0.031,0,0.008,0.006,0.024
"P37","Muy buena",0.139,0.057,0.218,0.051,0.161
"P37","Buena",0.16,0.165,0.203,0.185,0.187
"P37","Ni buena ni mala",0.218,0.22,0.26,0.268,0.268
"P37","Mala",0.19,0.224,0.05,0.051,0.159
"P37","Muy mala",0.285,0.334,0.247,0.439,0.202
"P37","No sabe",0.008,0,0.022,0.006,0.023
"P38","Muy buena",0.2,0.323,0.329,0.223,0.165
"P38","Buena",0.092,0.343,0.096,0.156,0.056
"P38","Ni buena ni mala",0.156,0.181,0.045,0.344,0.089
"P38","Mala",0.125,0.056,0.199,0.105,0.151
"P38","Muy mala",0.402,0.097,0.278,0.161,0.521
"P38","No sabe",0.025,0,0.053,0.011,0.018
"P39","Muy buena",0.175,0.315,0.331,0.26,0.048
"P39","Buena",0.154,0.138,0.052,0.084,0.02
"P39","Ni buena ni mala",0.206,0.344,0.227,0.205,0.17
"P39","Mala",0.139,0.081,0.089,0.145,0.172
"P39","Muy mala",0.291,0.104,0.272,0.301,0.536
"P39","No sabe",0.035,0.018,0.029,0.005,0.054
