"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P33","Muy mala",0.722,0.308,0.577
"P33","No sabe",0,0,0
"P34","Muy buena",0.219,0.352,0.295
"P34","Buena",0.293,0.185,0.333
"P34","Ni buena ni mala",0.289,0.296,0.277
"P34","Mala",0.055,0.153,0.014
"P34","Muy mala",0.144,0.008,0.081
"P34","No sabe",0,0.006,0
"P35","Muy buena",0.161,0.165,0.016
"P35","Buena",0.005,0.039,0.053
"P35","Ni buena ni mala",0,0.031,0.161
"P35","Mala",0.07,0.204,0.094
"P35","Muy mala",0.764,0.561,0.676
"P35","No sabe",0,0,0
"P36","Muy buena",0.486,0.306,0.376
"P36","Buena",0.113,0.312,0.265
"P36","Ni buena ni mala",0.103,0.207,0.221
"P36","Mala",0.168,0.162,0.033
"P36","Muy mala",0.13,0.007,0.086
"P36","No sabe",0,0.006,0.019
"P37","Muy buena",0.294,0.192,0.095
"P37","Buena",0.126,0.082,0.028
"P37","Ni buena ni mala",0.215,0.149,0.159
"P37","Mala",0.148,0.173,0.187
"P37","Muy mala",0.217,0.404,0.528
"P37","No sabe",0,0,0.003
"P38","Muy buena",0.284,0.593,0.445
"P38","Buena",0.356,0.119,0.223
"P38","Ni buena ni mala",0.199,0.288,0.105
"P38","Mala",0.023,0,0.116
"P38","Muy mala",0.138,0,0.111
"P38","No sabe",0,0,0
"P39","Muy buena",0.544,0.234,0.118
"P39","Buena",0.381,0.081,0.019
"P39","Ni buena ni mala",0.07,0.519,0.336
"P39","Mala",0.005,0.017,0.403
"P39","Muy mala",0,0,0.104
"P39","No sabe",0,0.149,0.02
