"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P24","La luminaria",0.015,0.012,0.052,0.083,0
"P24","No sabe",0.065,0.048,0.07,0.11,0.475
"P25","Agua corriente y cloacas",0.674,0.396,0.388,0.575,0.04
"P25","Energía eléctrica",0.13,0.348,0.21,0.051,0
"P25","Red de gas natural",0.053,0.059,0.126,0.051,0.161
"P25","Recolección de residuos",0.081,0.123,0.176,0.205,0.035
"P25","Ninguno",0.062,0.074,0.1,0.118,0.764
"P27","Muy buena",0.362,0.112,0.267,0.436,0.294
"P27","Buena",0.185,0.293,0.152,0.118,0.141
"P27","Ni buena ni mala",0.196,0.273,0.427,0.209,0.049
"P27","Mala",0.103,0.163,0.058,0.119,0.11
"P27","Muy mala",0.119,0.159,0.087,0.101,0.348
"P27","No sabe",0.035,0,0.009,0.017,0.058
"P28","Muy buena",0.087,0.132,0.021,0.046,0
"P28","Buena",0.111,0.182,0.156,0.161,0.148
"P28","Ni buena ni mala",0.367,0.279,0.495,0.36,0.027
"P28","Mala",0.15,0.242,0.127,0.211,0.262
"P28","Muy mala",0.158,0.108,0.135,0.167,0.405
"P28","No sabe",0.127,0.057,0.066,0.055,0.158
"P29","Muy buena",0.08,0.158,0.006,0.028,0
"P29","Buena",0.077,0.12,0.028,0.131,0
"P29","Ni buena ni mala",0.446,0.303,0.606,0.297,0.259
"P29","Mala",0.081,0.021,0.078,0.053,0.152
"P29","Muy mala",0.103,0.261,0.114,0.17,0.281
"P29","No sabe",0.213,0.137,0.168,0.321,0.308
"P30","Muy buena",0.022,0.067,0,0.013,0.105
"P30","Buena",0.019,0.118,0.02,0.038,0.038
"P30","Ni buena ni mala",0.442,0.355,0.513,0.462,0.306
"P30","Mala",0.074,0.076,0.101,0.021,0.101
"P30","Muy mala",0.115,0.154,0.082,0.05,0.131
"P30","No sabe",0.328,0.23,0.284,0.416,0.319
"P31","Muy buena",0.094,0.136,0,0.041,0
"P31","Buena",0.074,0.111,0.04,0.018,0
"P31","Ni buena ni mala",0.317,0.417,0.511,0.414,0.268
"P31","Mala",0.13,0.064,0.112,0.075,0.093
"P31","Muy mala",0.097,0.045,0.088,0.078,0.316
"P31","No sabe",0.288,0.227,0.249,0.374,0.323
"P32","Muy buena",0.09,0.068,0.053,0.21,0.034
"P32","Buena",0.096,0.105,0.108,0.108,0.056
"P32","Ni buena ni mala",0.322,0.379,0.462,0.216,0.236
"P32","Mala",0.132,0.037,0.058,0.053,0.093
"P32","Muy mala",0.097,0.098,0.102,0.069,0.28
"P32","No sabe",0.263,0.313,0.217,0.344,0.301
"P33","Muy buena",0.102,0.086,0.011,0.044,0
"P33","Buena",0.086,0.071,0.034,0.085,0
"P33","Ni buena ni mala",0.313,0.402,0.576,0.367,0.239
"P33","Mala",0.073,0.059,0.049,0.044,0.094
"P33","Muy mala",0.105,0.048,0.16,0.041,0.327
"P33","No sabe",0.321,0.334,0.17,0.419,0.34
"P34","Muy buena",0.122,0.124,0.006,0.04,0
"P34","Buena",0.095,0.212,0.063,0.074,0.088
"P34","Ni buena ni mala",0.306,0.4,0.592,0.414,0.147
"P34","Mala",0.143,0.067,0.147,0.061,0.227
"P34","Muy mala",0.187,0.086,0.104,0.121,0.258
"P34","No sabe",0.147,0.111,0.088,0.29,0.28
"P35","Frente de Todos y el peronismo",0.237,0.174,0.467,0.59,0.275
"P35","Cambiemos",0.316,0.372,0.154,0.142,0.227
"P35","Liberales Libertarios",0.329,0.256,0.161,0.103,0.062
"P35","Izquierda",0.029,0.065,0.006,0.073,0.286
"P35","No sabe",0.089,0.133,0.212,0.092,0.15
"P41","Muy buena",0.142,0.128,0.079,0.078,0.022
"P41","Buena",0.119,0.115,0.214,0.258,0.145
"P41","Ni buena ni mala",0.185,0.362,0.066,0.209,0.054
"P41","Mala",0.187,0.084,0.311,0.11,0.158
"P41","Muy mala",0.365,0.311,0.324,0.327,0.621
"P41","No sabe",0.002,0,0.006,0.018,0
"P42","Muy buena",0.17,0.222,0.042,0.041,0.119
"P42","Buena",0.099,0.149,0.212,0.178,0.13
"P42","Ni buena ni mala",0.24,0.196,0.245,0.128,0.158
"P42","Mala",0.13,0.196,0.234,0.321,0
"P42","Muy mala",0.318,0.235,0.267,0.317,0.593
"P42","No sabe",0.043,0.002,0,0.015,0
"P43","Muy buena",0.368,0.182,0.271,0.46,0.276
"P43","Buena",0.069,0.088,0.138,0.02,0
"P43","Ni buena ni mala",0.083,0.141,0.078,0.119,0.109
"P43","Mala",0.058,0.168,0.127,0.029,0.014
"P43","Muy mala",0.415,0.421,0.354,0.357,0.464
"P43","No sabe",0.007,0,0.032,0.015,0.137
"P44","Muy buena",0.109,0.277,0.113,0.096,0.137
"P44","Buena",0.159,0.13,0.129,0.03,0.013
"P44","Ni buena ni mala",0.233,0.214,0.196,0.366,0.128
"P44","Mala",0.088,0.206,0.334,0.296,0.026
"P44","Muy mala",0.351,0.173,0.187,0.164,0.556
"P44","No sabe",0.06,0,0.041,0.048,0.14
"P45","Muy buena",0.117,0.079,0.094,0.072,0.058
"P45","Buena",0.264,0.221,0.272,0.448,0.191
"P45","Ni buena ni mala",0.166,0.14,0.206,0.108,0.032
"P45","Mala",0.134,0.233,0.219,0.084,0.212
"P45","Muy mala",0.269,0.327,0.199,0.257,0.367
"P45","No sabe",0.05,0,0.01,0.031,0.14
"P46","Muy buena",0.241,0.438,0.123,0.105,0.02
"P46","Buena",0.126,0.07,0.213,0.162,0.094
"P46","Ni buena ni mala",0.363,0.178,0.061,0.102,0.046
"P46","Mala",0.049,0.107,0.349,0.138,0.212
"P46","Muy mala",0.169,0.194,0.218,0.432,0.489
"P46","No sabe",0.052,0.013,0.036,0.061,0.139
"P47","Muy buena",0.286,0.391,0.075,0.135,0.146
"P47","Buena",0.075,0.149,0.135,0.012,0.102
"P47","Ni buena ni mala",0.287,0.095,0.159,0.113,0
"P47","Mala",0.05,0.072,0.213,0.154,0.012
"P47","Muy mala",0.195,0.291,0.381,0.533,0.6
"P47","No sabe",0.107,0.002,0.037,0.053,0.14
