"var","categoria","Si","No","No sabe"
"P19","Muy en desacuerdo",0.033,0.079,0.033
"P19","No sabe",0.027,0.02,0.054
"P21","Si",0.622,0.13,0.111
"P21","No",0.101,0.715,0.138
"P21","No sabe",0.277,0.155,0.751
"P24","Muy de acuerdo",0.35,0.449,0.266
"P24","De acuerdo",0.132,0.193,0.183
"P24","Ni de acuerdo ni en desacuerdo",0.158,0.1,0.139
"P24","En desacuerdo",0.195,0.124,0.154
"P24","Muy en desacuerdo",0.161,0.13,0.226
"P24","No sabe",0.004,0.004,0.032
"P25","Muy de acuerdo",0.312,0.477,0.252
"P25","De acuerdo",0.151,0.158,0.201
"P25","Ni de acuerdo ni en desacuerdo",0.145,0.075,0.124
"P25","En desacuerdo",0.17,0.14,0.177
"P25","Muy en desacuerdo",0.21,0.15,0.22
"P25","No sabe",0.012,0,0.026
"P26","Muy buena",0.312,0.02,0.07
"P26","Buena",0.368,0.186,0.097
"P26","Ni buena ni mala",0.274,0.316,0.638
"P26","Mala",0.022,0.301,0.11
"P26","Muy mala",0.018,0.162,0.032
"P26","No sabe",0.006,0.015,0.053
"P27","Muy buena",0.19,0.08,0.09
"P27","Buena",0.218,0.146,0.107
"P27","Ni buena ni mala",0.362,0.263,0.436
"P27","Mala",0.15,0.22,0.176
"P27","Muy mala",0.066,0.27,0.07
"P27","No sabe",0.014,0.021,0.121
"P28","Muy buena",0.124,0.03,0.057
"P28","Buena",0.126,0.16,0.075
"P28","Ni buena ni mala",0.24,0.13,0.356
"P28","Mala",0.337,0.322,0.28
"P28","Muy mala",0.17,0.35,0.147
"P28","No sabe",0.003,0.008,0.085
"P29","Muy buena",0.109,0.065,0.056
"P29","Buena",0.124,0.149,0.117
"P29","Ni buena ni mala",0.446,0.225,0.398
"P29","Mala",0.188,0.279,0.198
"P29","Muy mala",0.115,0.266,0.116
"P29","No sabe",0.018,0.016,0.115
"P30","Muy buena",0.18,0.107,0.087
"P30","Buena",0.215,0.173,0.153
"P30","Ni buena ni mala",0.276,0.207,0.378
"P30","Mala",0.188,0.247,0.159
"P30","Muy mala",0.123,0.264,0.135
"P30","No sabe",0.018,0.002,0.088
"P31","Muy buena",0.282,0.236,0.236
"P31","Buena",0.104,0.154,0.08
"P31","Ni buena ni mala",0.076,0.033,0.098
"P31","Mala",0.236,0.137,0.205
"P31","Muy mala",0.302,0.435,0.309
"P31","No sabe",0,0.005,0.072
"P32","Muy buena",0.166,0.178,0.076
"P32","Buena",0.109,0.216,0.117
"P32","Ni buena ni mala",0.207,0.118,0.201
"P32","Mala",0.241,0.258,0.219
"P32","Muy mala",0.274,0.223,0.362
"P32","No sabe",0.003,0.007,0.025
"P33","Muy buena",0.188,0.172,0.046
"P33","Buena",0.179,0.205,0.123
"P33","Ni buena ni mala",0.109,0.094,0.27
"P33","Mala",0.24,0.181,0.208
"P33","Muy mala",0.283,0.345,0.341
"P33","No sabe",0.001,0.003,0.012
"P34","Muy buena",0.363,0.41,0.296
"P34","Buena",0.158,0.204,0.097
"P34","Ni buena ni mala",0.107,0.057,0.164
"P34","Mala",0.137,0.158,0.107
"P34","Muy mala",0.234,0.171,0.321
"P34","No sabe",0.001,0,0.015
"P35","Muy buena",0.271,0.318,0.23
"P35","Buena",0.236,0.261,0.223
"P35","Ni buena ni mala",0.113,0.103,0.107
"P35","Mala",0.134,0.161,0.161
"P35","Muy mala",0.245,0.157,0.264
"P35","No sabe",0.001,0,0.015
"P36","Muy buena",0.218,0.265,0.121
"P36","Buena",0.156,0.17,0.215
"P36","Ni buena ni mala",0.261,0.25,0.274
"P36","Mala",0.132,0.145,0.139
"P36","Muy mala",0.217,0.17,0.217
"P36","No sabe",0.016,0,0.034
"P37","Muy buena",0.377,0.392,0.3
"P37","Buena",0.119,0.14,0.16
"P37","Ni buena ni mala",0.147,0.145,0.136
"P37","Mala",0.117,0.11,0.12
"P37","Muy mala",0.225,0.195,0.262
"P37","No sabe",0.015,0.018,0.022
"P38","Muy buena",0.174,0.057,0.135
"P38","Buena",0.238,0.161,0.145
"P38","Ni buena ni mala",0.334,0.466,0.399
"P38","Mala",0.142,0.111,0.174
"P38","Muy mala",0.091,0.17,0.113
"P38","No sabe",0.021,0.035,0.034
"P39","Muy buena",0.164,0.192,0.067
"P39","Buena",0.181,0.188,0.121
"P39","Ni buena ni mala",0.252,0.21,0.327
"P39","Mala",0.127,0.184,0.142
"P39","Muy mala",0.262,0.218,0.295
"P39","No sabe",0.014,0.008,0.048
"P40","Muy buena",0.124,0.109,0.059
"P40","Buena",0.151,0.234,0.098
"P40","Ni buena ni mala",0.384,0.212,0.373
"P40","Mala",0.11,0.169,0.125
"P40","Muy mala",0.164,0.221,0.202
"P40","No sabe",0.067,0.055,0.143
