"var","categoria","Si","No","No sabe"
"P37","Muy buena",0.263,0.532,0.381
"P37","Buena",0.144,0.086,0.124
"P37","Ni buena ni mala",0.14,0.128,0.211
"P37","Mala",0.121,0.098,0.101
"P37","Muy mala",0.314,0.152,0.136
"P37","No sabe",0.018,0.004,0.047
"P38","Muy buena",0.136,0.117,0.078
"P38","Buena",0.21,0.246,0.248
"P38","Ni buena ni mala",0.318,0.393,0.455
"P38","Mala",0.182,0.137,0.088
"P38","Muy mala",0.128,0.086,0.067
"P38","No sabe",0.026,0.021,0.064
"P39","Muy buena",0.126,0.186,0.1
"P39","Buena",0.118,0.191,0.188
"P39","Ni buena ni mala",0.257,0.325,0.38
"P39","Mala",0.14,0.113,0.068
"P39","Muy mala",0.347,0.176,0.202
"P39","No sabe",0.012,0.009,0.062
"P40","Muy buena",0.112,0.133,0.061
"P40","Buena",0.145,0.206,0.124
"P40","Ni buena ni mala",0.356,0.356,0.487
"P40","Mala",0.112,0.102,0.089
"P40","Muy mala",0.231,0.14,0.127
"P40","No sabe",0.044,0.063,0.112
