"var","categoria","Mejor","Igual","Peor","No sabe"
"P23","Muy mala",0.242,0.168,0.51,0.322
"P23","No sabe",0.052,0.035,0.031,0.082
"P24","Muy buena",0.061,0.036,0.02,0.028
"P24","Buena",0.149,0.144,0.033,0.093
"P24","Ni buena ni mala",0.247,0.34,0.08,0.217
"P24","Mala",0.211,0.23,0.209,0.238
"P24","Muy mala",0.285,0.219,0.632,0.377
"P24","No sabe",0.047,0.031,0.026,0.047
"P25","Frente de Todos y el peronismo",0.355,0.495,0.128,0.192
"P25","Cambiemos",0.166,0.134,0.293,0.159
"P25","Liberales",0.156,0.143,0.238,0.181
"P25","Izquierda",0.075,0.058,0.059,0.111
"P25","No sabe",0.248,0.17,0.282,0.357
"P28","A Daniel Scioli",0.166,0.107,0.204,0.084
"P28","A Sergio Massa",0.274,0.27,0.229,0.372
"P28","A algún candidato del peronismo",0.124,0.138,0.192,0.204
"P28","A algún candidato del kirchnerismo",0.436,0.485,0.375,0.34
"P30","A Daniel Scioli",0.116,0.103,0.161,0.144
"P30","A Sergio Massa",0.218,0.142,0.194,0.159
"P30","A algún candidato del peronismo",0.189,0.13,0.142,0.081
"P30","A Cristina Fernández de Kirchner",0.477,0.625,0.503,0.616
"P31","A Horacio Rodriguez Larreta",0.396,0.274,0.259,0.469
"P31","A Patricia Bullrich",0.456,0.563,0.626,0.423
"P31","A Facundo Manes",0.121,0.1,0.065,0.015
"P31","A Gerardo Morales",0.027,0.063,0.05,0.093
"P39","La votaría",0.196,0.156,0.333,0.248
"P39","Puede que la vote",0.127,0.114,0.164,0.133
"P39","Nunca la votaría",0.554,0.611,0.352,0.408
"P39","No sabe",0.123,0.119,0.151,0.211
"P40","Lo votaría",0.225,0.208,0.098,0.176
"P40","Puede que lo vote",0.28,0.286,0.117,0.161
"P40","Nunca lo votaría",0.394,0.383,0.675,0.427
"P40","No sabe",0.101,0.123,0.11,0.236
"P41","Lo votaría",0.134,0.127,0.293,0.211
"P41","Puede que lo vote",0.143,0.121,0.162,0.131
"P41","Nunca lo votaría",0.634,0.673,0.44,0.538
"P41","No sabe",0.089,0.079,0.105,0.12
"P42","Lo votaría",0.085,0.064,0.134,0.188
"P42","Puede que lo vote",0.158,0.16,0.229,0.158
"P42","Nunca lo votaría",0.658,0.68,0.502,0.516
"P42","No sabe",0.099,0.096,0.135,0.138
"P46","Muy buena",0.119,0.085,0.045,0.045
"P46","Buena",0.143,0.168,0.048,0.096
"P46","Ni buena ni mala",0.27,0.336,0.138,0.259
"P46","Mala",0.174,0.199,0.183,0.204
"P46","Muy mala",0.247,0.204,0.566,0.35
"P46","No sabe",0.047,0.008,0.02,0.046
"P47","Muy buena",0.329,0.417,0.131,0.243
"P47","Buena",0.145,0.117,0.058,0.129
"P47","Ni buena ni mala",0.142,0.125,0.093,0.145
"P47","Mala",0.085,0.098,0.111,0.12
"P47","Muy mala",0.282,0.234,0.591,0.279
"P47","No sabe",0.017,0.009,0.016,0.084
"P48","Muy buena",0.097,0.07,0.182,0.095
"P48","Buena",0.076,0.089,0.162,0.125
"P48","Ni buena ni mala",0.216,0.168,0.255,0.164
"P48","Mala",0.253,0.213,0.169,0.291
"P48","Muy mala",0.341,0.449,0.215,0.27
"P48","No sabe",0.017,0.011,0.017,0.055
"P49","Muy buena",0.085,0.06,0.073,0.08
"P49","Buena",0.126,0.113,0.176,0.134
"P49","Ni buena ni mala",0.269,0.29,0.305,0.287
"P49","Mala",0.224,0.234,0.183,0.186
"P49","Muy mala",0.253,0.273,0.217,0.251
"P49","No sabe",0.043,0.03,0.046,0.062
"P50","Muy buena",0.127,0.079,0.045,0.066
"P50","Buena",0.228,0.218,0.067,0.119
"P50","Ni buena ni mala",0.285,0.338,0.187,0.21
"P50","Mala",0.127,0.145,0.199,0.169
"P50","Muy mala",0.19,0.187,0.474,0.356
"P50","No sabe",0.043,0.033,0.028,0.08
"P51","Muy buena",0.1,0.047,0.154,0.08
"P51","Buena",0.122,0.106,0.185,0.12
"P51","Ni buena ni mala",0.234,0.19,0.259,0.224
"P51","Mala",0.232,0.258,0.173,0.226
"P51","Muy mala",0.291,0.364,0.184,0.273
"P51","No sabe",0.021,0.035,0.045,0.077
"P52","Muy buena",0.253,0.357,0.062,0.191
"P52","Buena",0.132,0.169,0.068,0.063
"P52","Ni buena ni mala",0.19,0.163,0.143,0.149
"P52","Mala",0.114,0.086,0.129,0.188
"P52","Muy mala",0.269,0.194,0.558,0.317
"P52","No sabe",0.042,0.031,0.04,0.092
"P54","Muy buena",0.113,0.068,0.044,0.067
"P54","Buena",0.134,0.227,0.057,0.105
"P54","Ni buena ni mala",0.343,0.377,0.236,0.24
"P54","Mala",0.199,0.118,0.169,0.181
"P54","Muy mala",0.182,0.162,0.45,0.316
"P54","No sabe",0.029,0.048,0.044,0.091
"P57","Muy buena",0.123,0.101,0.213,0.165
"P57","Buena",0.085,0.069,0.147,0.114
"P57","Ni buena ni mala",0.254,0.17,0.251,0.169
"P57","Mala",0.164,0.187,0.136,0.154
"P57","Muy mala",0.323,0.43,0.211,0.296
"P57","No sabe",0.051,0.043,0.042,0.102
"P58","Muy buena",0.134,0.088,0.282,0.198
"P58","Buena",0.111,0.09,0.186,0.098
"P58","Ni buena ni mala",0.185,0.146,0.205,0.184
"P58","Mala",0.161,0.159,0.11,0.203
"P58","Muy mala",0.367,0.484,0.183,0.225
"P58","No sabe",0.042,0.033,0.034,0.092
"P59","Muy buena",0.102,0.07,0.104,0.09
"P59","Buena",0.138,0.135,0.146,0.1
"P59","Ni buena ni mala",0.305,0.372,0.363,0.279
"P59","Mala",0.167,0.121,0.113,0.22
"P59","Muy mala",0.171,0.167,0.138,0.138
"P59","No sabe",0.117,0.135,0.136,0.173
"P60","Muy buena",0.236,0.272,0.066,0.124
"P60","Buena",0.092,0.188,0.058,0.087
"P60","Ni buena ni mala",0.244,0.235,0.233,0.261
"P60","Mala",0.157,0.083,0.154,0.177
"P60","Muy mala",0.124,0.121,0.351,0.166
"P60","No sabe",0.147,0.101,0.138,0.185
"P61","Muy buena",0.195,0.214,0.053,0.146
"P61","Buena",0.148,0.209,0.045,0.088
"P61","Ni buena ni mala",0.178,0.201,0.11,0.158
"P61","Mala",0.181,0.103,0.115,0.098
"P61","Muy mala",0.239,0.221,0.627,0.376
"P61","No sabe",0.059,0.052,0.05,0.134
"P62","Muy buena",0.069,0.071,0.017,0.063
"P62","Buena",0.164,0.154,0.033,0.076
"P62","Ni buena ni mala",0.296,0.367,0.212,0.21
"P62","Mala",0.119,0.099,0.137,0.08
"P62","Muy mala",0.215,0.15,0.43,0.33
"P62","No sabe",0.137,0.159,0.171,0.241
"P63","Muy buena",0.044,0.031,0.075,0.087
"P63","Buena",0.078,0.095,0.133,0.065
"P63","Ni buena ni mala",0.252,0.198,0.276,0.23
"P63","Mala",0.227,0.219,0.169,0.198
"P63","Muy mala",0.323,0.386,0.282,0.304
"P63","No sabe",0.076,0.071,0.065,0.116
"P64","Muy buena",0.063,0.037,0.079,0.042
"P64","Buena",0.092,0.119,0.167,0.113
"P64","Ni buena ni mala",0.29,0.29,0.304,0.303
"P64","Mala",0.235,0.222,0.142,0.176
"P64","Muy mala",0.224,0.249,0.204,0.24
"P64","No sabe",0.096,0.083,0.104,0.126
"P65","Muy buena",0.052,0.026,0.056,0.063
"P65","Buena",0.086,0.071,0.13,0.072
"P65","Ni buena ni mala",0.28,0.276,0.34,0.248
"P65","Mala",0.177,0.176,0.117,0.225
"P65","Muy mala",0.248,0.293,0.196,0.205
"P65","No sabe",0.157,0.158,0.161,0.187
"P66","Muy buena",0.037,0.028,0.043,0.058
"P66","Buena",0.051,0.074,0.086,0.064
"P66","Ni buena ni mala",0.319,0.321,0.322,0.248
"P66","Mala",0.221,0.215,0.145,0.171
"P66","Muy mala",0.221,0.199,0.236,0.247
"P66","No sabe",0.151,0.163,0.168,0.212
"P67","Radio",0.137,0.143,0.16,0.177
"P67","Televisión",0.273,0.314,0.348,0.257
"P67","Diario",0.104,0.072,0.064,0.12
"P67","Medio digital",0.186,0.194,0.149,0.124
"P67","Redes Sociales",0.195,0.189,0.183,0.204
"P67","Ninguno en particular",0.104,0.087,0.09,0.097
"P67","No sabe",0.001,0.001,0.006,0.021
"P68","Muy buena",0.114,0.08,0.032,0.112
"P68","Buena",0.223,0.16,0.086,0.058
"P68","Ni buena ni mala",0.225,0.382,0.218,0.276
"P68","Mala",0.225,0.211,0.274,0.175
"P68","Muy mala",0.148,0.125,0.348,0.255
"P68","No sabe",0.065,0.042,0.042,0.124
"P69","Muy buena",0.035,0.045,0.054,0.011
"P69","Buena",0.095,0.063,0.103,0.042
"P69","Ni buena ni mala",0.191,0.213,0.245,0.247
"P69","Mala",0.242,0.224,0.231,0.284
"P69","Muy mala",0.409,0.416,0.334,0.335
"P69","No sabe",0.028,0.039,0.033,0.081
"P75","Mucho",0.441,0.42,0.335,0.422
"P75","Bastante",0.282,0.309,0.307,0.239
"P75","Poco",0.154,0.169,0.228,0.143
"P75","Nada",0.068,0.062,0.101,0.104
"P75","No sabe",0.055,0.04,0.029,0.092
"P76","Siempre",0.185,0.174,0.162,0.2
"P76","Casi siempre",0.249,0.277,0.257,0.163
"P76","Casi nunca",0.43,0.39,0.399,0.428
"P76","Nunca, pero esta es una excepción",0.136,0.159,0.182,0.209
"P77","Si",0.509,0.473,0.443,0.414
"P77","No",0.491,0.527,0.557,0.586
