"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P19","Ni buena ni mala",0.325,0.358,0.23,0.279,0.448
"P19","Mala",0.216,0.213,0.308,0.304,0.132
"P19","Muy mala",0.195,0.187,0.144,0.152,0.115
"P19","No sabe",0.07,0.026,0.168,0.058,0.166
"P20","Al candidato del Frente de Todos",0.287,0.274,0.288,0.271,0.367
"P20","Al candidato de Juntos por el Cambio",0.18,0.34,0.204,0.238,0.229
"P20","Al candidato de la Izquierda",0.097,0.051,0.119,0.038,0.077
"P20","A otro candidato",0.231,0.195,0.219,0.285,0.167
"P20","No sabe",0.205,0.14,0.17,0.168,0.16
"P21","A Gustavo Menéndez",0.464,0.732,0.337,0.539,0.338
"P21","A Karina Menéndez",0.143,0.073,0.203,0.211,0.124
"P21","A Florencia Lizaraso",0.07,0.091,0.069,0.191,0.115
"P21","No sabe",0.323,0.104,0.391,0.059,0.423
"P22","Muy buena",0.189,0.15,0.112,0.206,0.266
"P22","Buena",0.195,0.139,0.27,0.094,0.244
"P22","Ni buena ni mala",0.207,0.208,0.228,0.144,0.106
"P22","Mala",0.12,0.136,0.093,0.193,0.092
"P22","Muy mala",0.271,0.364,0.297,0.315,0.278
"P22","No sabe",0.018,0.003,0,0.048,0.014
"P23","Muy buena",0.137,0.084,0.136,0.074,0.099
"P23","Buena",0.071,0.149,0.036,0.164,0.063
"P23","Ni buena ni mala",0.11,0.187,0.13,0.106,0.071
"P23","Mala",0.209,0.203,0.25,0.288,0.226
"P23","Muy mala",0.442,0.377,0.411,0.333,0.478
"P23","No sabe",0.031,0,0.037,0.035,0.063
"P24","Muy buena",0.325,0.236,0.367,0.324,0.428
"P24","Buena",0.122,0.133,0.086,0.091,0.116
"P24","Ni buena ni mala",0.084,0.118,0.126,0.067,0.095
"P24","Mala",0.094,0.106,0.029,0.093,0.064
"P24","Muy mala",0.339,0.407,0.382,0.409,0.29
"P24","No sabe",0.036,0,0.01,0.016,0.007
"P25","Muy buena",0.136,0.348,0.222,0.275,0.068
"P25","Buena",0.134,0.134,0.085,0.146,0.209
"P25","Ni buena ni mala",0.292,0.104,0.182,0.186,0.273
"P25","Mala",0.142,0.191,0.109,0.176,0.147
"P25","Muy mala",0.234,0.223,0.346,0.165,0.27
"P25","No sabe",0.062,0,0.056,0.052,0.033
"P26","Muy buena",0.139,0.037,0.045,0.148,0.133
"P26","Buena",0.149,0.227,0.244,0.146,0.12
"P26","Ni buena ni mala",0.265,0.17,0.232,0.239,0.283
"P26","Mala",0.165,0.236,0.141,0.152,0.166
"P26","Muy mala",0.234,0.33,0.306,0.3,0.191
"P26","No sabe",0.048,0,0.032,0.015,0.107
"P27","Muy buena",0.164,0.216,0.229,0.137,0.115
"P27","Buena",0.086,0.231,0.036,0.125,0.115
"P27","Ni buena ni mala",0.201,0.063,0.2,0.168,0.262
"P27","Mala",0.147,0.259,0.131,0.224,0.113
"P27","Muy mala",0.353,0.217,0.389,0.296,0.334
"P27","No sabe",0.049,0.014,0.015,0.05,0.061
"P28","Muy buena",0.177,0.159,0.121,0.171,0.137
"P28","Buena",0.094,0.193,0.132,0.208,0.119
"P28","Ni buena ni mala",0.22,0.151,0.166,0.16,0.148
"P28","Mala",0.103,0.188,0.124,0.193,0.075
"P28","Muy mala",0.318,0.29,0.285,0.253,0.424
"P28","No sabe",0.088,0.019,0.172,0.015,0.097
