"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P14","El tránsito",0.052,0.047,0.059,0.002,0
"P14","El arreglo de las calles",0.213,0.192,0.185,0.177,0.305
"P14","El estado de las escuelas y la educación",0.08,0.127,0.037,0.07,0.01
"P14","El sistema de salud",0.037,0.059,0.089,0.048,0.2
"P14","El deporte y la cultura",0.148,0.09,0.166,0.248,0.092
"P14","La obra pública",0.053,0.048,0.024,0.057,0.073
"P14","La luminaria",0.079,0.058,0.063,0.034,0.082
"P14","No sabe",0.285,0.302,0.337,0.325,0.228
"P15","La seguridad",0.562,0.406,0.406,0.326,0.122
"P15","El tránsito",0.047,0.066,0.015,0.011,0
"P15","El arreglo de las calles",0.115,0.179,0.203,0.212,0.252
"P15","El estado de las escuelas y la educación",0.035,0.117,0.031,0.117,0.05
"P15","El sistema de salud",0.089,0.074,0.187,0.046,0.082
"P15","El deporte y la cultura",0.028,0.042,0.024,0.047,0.052
"P15","La obra pública",0.032,0.027,0.025,0.034,0.044
"P15","La luminaria",0.024,0.029,0.025,0.078,0.054
"P15","No sabe",0.068,0.06,0.084,0.129,0.344
"P16","Agua corriente y cloacas",0.516,0.523,0.508,0.321,0.168
"P16","Energía eléctrica",0.097,0.196,0.112,0.045,0.166
"P16","Red de gas natural",0.084,0.052,0.133,0.116,0.104
"P16","Recolección de residuos",0.172,0.172,0.138,0.226,0.142
"P16","Ninguno",0.131,0.057,0.109,0.292,0.42
"P18","Muy buena",0.101,0.052,0.034,0.012,0.204
"P18","Buena",0.142,0.191,0.069,0.073,0.316
"P18","Ni buena ni mala",0.325,0.317,0.348,0.331,0.25
"P18","Mala",0.211,0.254,0.273,0.167,0.059
"P18","Muy mala",0.164,0.132,0.206,0.292,0.102
"P18","No sabe",0.057,0.054,0.07,0.125,0.069
"P19","Muy buena",0.075,0.016,0.063,0.018,0.14
"P19","Buena",0.132,0.116,0.083,0.089,0.365
"P19","Ni buena ni mala",0.343,0.328,0.292,0.415,0.183
"P19","Mala",0.215,0.322,0.238,0.188,0.112
"P19","Muy mala",0.162,0.163,0.205,0.204,0.053
"P19","No sabe",0.073,0.055,0.119,0.086,0.147
"P20","Al candidato del Frente de Todos",0.293,0.214,0.314,0.293,0.422
"P20","Al candidato de Juntos por el Cambio",0.223,0.243,0.183,0.191,0.296
"P20","Al candidato de la Izquierda",0.078,0.129,0.065,0.073,0.09
"P20","A otro candidato",0.241,0.263,0.195,0.284,0
"P20","No sabe",0.165,0.151,0.243,0.159,0.192
"P21","A Gustavo Menéndez",0.487,0.644,0.305,0.513,0.77
"P21","A Karina Menéndez",0.124,0.203,0.221,0.135,0
"P21","A Florencia Lizaraso",0.121,0.039,0.074,0.087,0.206
"P21","No sabe",0.268,0.114,0.4,0.265,0.024
"P22","Muy buena",0.188,0.149,0.218,0.187,0.184
"P22","Buena",0.191,0.198,0.155,0.211,0.214
"P22","Ni buena ni mala",0.191,0.09,0.221,0.214,0.154
"P22","Mala",0.139,0.207,0.082,0.104,0.041
"P22","Muy mala",0.271,0.351,0.317,0.275,0.254
"P22","No sabe",0.02,0.005,0.007,0.009,0.153
"P23","Muy buena",0.123,0.168,0.074,0.098,0.13
"P23","Buena",0.095,0.069,0.092,0.063,0.166
"P23","Ni buena ni mala",0.109,0.105,0.155,0.07,0.051
"P23","Mala",0.257,0.183,0.198,0.275,0.054
"P23","Muy mala",0.38,0.382,0.478,0.485,0.579
"P23","No sabe",0.036,0.093,0.003,0.009,0.02
"P24","Muy buena",0.319,0.369,0.331,0.294,0.462
"P24","Buena",0.129,0.054,0.107,0.081,0.21
"P24","Ni buena ni mala",0.09,0.094,0.09,0.103,0.048
"P24","Mala",0.074,0.165,0.051,0.177,0.025
"P24","Muy mala",0.364,0.302,0.393,0.341,0.233
"P24","No sabe",0.024,0.016,0.028,0.004,0.022
"P25","Muy buena",0.22,0.209,0.132,0.083,0.051
"P25","Buena",0.129,0.132,0.156,0.178,0.185
"P25","Ni buena ni mala",0.233,0.232,0.277,0.3,0.061
"P25","Mala",0.178,0.181,0.087,0.128,0.116
"P25","Muy mala",0.213,0.203,0.241,0.273,0.567
"P25","No sabe",0.027,0.043,0.107,0.038,0.02
"P26","Muy buena",0.141,0.095,0.084,0.023,0.321
"P26","Buena",0.141,0.184,0.181,0.165,0.258
"P26","Ni buena ni mala",0.241,0.119,0.328,0.341,0.126
"P26","Mala",0.184,0.21,0.121,0.2,0.064
"P26","Muy mala",0.253,0.345,0.224,0.261,0.211
"P26","No sabe",0.04,0.047,0.062,0.01,0.02
"P27","Muy buena",0.191,0.167,0.131,0.148,0.031
"P27","Buena",0.092,0.223,0.072,0.059,0.265
"P27","Ni buena ni mala",0.184,0.061,0.269,0.262,0
"P27","Mala",0.208,0.18,0.074,0.158,0.138
"P27","Muy mala",0.29,0.343,0.368,0.356,0.566
"P27","No sabe",0.035,0.026,0.086,0.017,0
"P28","Muy buena",0.186,0.175,0.127,0.123,0.127
"P28","Buena",0.115,0.143,0.145,0.129,0.206
"P28","Ni buena ni mala",0.19,0.196,0.204,0.147,0.109
"P28","Mala",0.139,0.147,0.108,0.073,0.072
"P28","Muy mala",0.295,0.289,0.312,0.455,0.457
"P28","No sabe",0.075,0.05,0.104,0.073,0.029
