"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P09","Mala",0.145,0.128,0.105,0.205,0.132,0.218,0.09,0.066,0.079
"P09","Muy mala",0.111,0.056,0.034,0.165,0.092,0.102,0.299,0.449,0.133
"P09","No sabe",0.233,0.288,0.286,0.351,0.184,0.152,0.097,0.165,0.353
"P10","Muy buena",0.076,0.071,0.082,0.029,0.094,0.034,0.108,0.092,0.066
"P10","Buena",0.126,0.186,0.117,0.258,0.09,0.007,0.029,0.072,0.041
"P10","Ni buena ni mala",0.281,0.221,0.276,0.25,0.381,0.475,0.119,0.188,0.253
"P10","Mala",0.212,0.14,0.23,0.194,0.1,0.181,0.311,0.118,0.165
"P10","Muy mala",0.234,0.052,0.169,0.189,0.235,0.268,0.327,0.466,0.225
"P10","No sabe",0.071,0.33,0.126,0.08,0.1,0.035,0.106,0.064,0.25
"P11","Muy buena",0.104,0.053,0.03,0.04,0.018,0.071,0.058,0.09,0.118
"P11","Buena",0.094,0.072,0.119,0.131,0.2,0.119,0.064,0.031,0.09
"P11","Ni buena ni mala",0.339,0.295,0.354,0.395,0.385,0.129,0.21,0.166,0.204
"P11","Mala",0.072,0.112,0.104,0.168,0.097,0.037,0.233,0.025,0.1
"P11","Muy mala",0.104,0.028,0.103,0.056,0.099,0.257,0.132,0.474,0.115
"P11","No sabe",0.287,0.44,0.29,0.21,0.201,0.387,0.303,0.214,0.373
"P12","Muy buena",0.079,0.129,0.012,0.11,0.015,0.126,0,0,0.105
"P12","Buena",0.047,0.071,0.149,0.116,0.099,0.076,0.055,0.061,0.126
"P12","Ni buena ni mala",0.403,0.285,0.403,0.202,0.406,0.265,0.299,0.279,0.219
"P12","Mala",0.064,0.041,0.065,0.2,0.028,0.074,0.049,0.11,0.055
"P12","Muy mala",0.071,0,0.058,0.056,0.084,0.076,0.103,0.212,0.067
"P12","No sabe",0.336,0.474,0.313,0.316,0.368,0.383,0.494,0.338,0.428
"P13","Muy buena",0.03,0.126,0.049,0,0.022,0,0,0,0.014
"P13","Buena",0.043,0.1,0.095,0.011,0.042,0.034,0.009,0,0.014
"P13","Ni buena ni mala",0.373,0.281,0.385,0.333,0.456,0.273,0.363,0.301,0.312
"P13","Mala",0.076,0.076,0.055,0.196,0.02,0.047,0.058,0.11,0.013
"P13","Muy mala",0.074,0,0.079,0.06,0.073,0.071,0.121,0.252,0.121
"P13","No sabe",0.404,0.417,0.337,0.4,0.387,0.575,0.449,0.337,0.526
"P14","La seguridad",0.067,0.15,0.044,0.008,0.031,0.119,0.007,0.032,0
"P14","El tránsito",0.054,0.034,0.016,0.1,0.103,0,0.016,0.036,0.005
"P14","El arreglo de las calles",0.191,0.326,0.33,0.172,0.329,0.005,0.067,0.076,0.038
"P14","El estado de las escuelas y la educación",0.061,0.23,0.055,0.305,0.01,0.037,0.018,0.006,0.054
"P14","El sistema de salud",0.052,0.005,0.114,0.007,0.095,0.128,0.071,0.02,0.082
"P14","El deporte y la cultura",0.139,0.156,0.147,0.027,0.164,0.596,0.179,0.173,0.08
"P14","La obra pública",0.036,0.04,0.024,0.016,0.054,0.007,0.317,0.057,0.051
"P14","La luminaria",0.071,0.019,0.022,0.172,0.045,0,0.068,0.393,0.025
"P14","No sabe",0.329,0.04,0.248,0.193,0.169,0.108,0.257,0.207,0.665
"P16","Agua corriente y cloacas",0.516,0.46,0.417,0.406,0.454,0.569,0.541,0.463,0.548
"P16","Energía eléctrica",0.13,0.2,0.205,0.027,0.026,0.06,0.042,0.008,0.042
"P16","Red de gas natural",0.048,0.07,0.186,0.249,0.069,0.154,0.198,0.296,0.077
"P16","Recolección de residuos",0.169,0.222,0.162,0.196,0.179,0.019,0.155,0.092,0.148
"P16","Ninguno",0.137,0.048,0.03,0.122,0.272,0.198,0.064,0.141,0.185
"P17","Los robos",0.637,0.67,0.399,0.377,0.447,0.491,0.566,0.441,0.431
"P17","El narcotráfico",0.105,0.215,0.141,0.286,0.085,0.166,0.11,0.12,0.087
"P17","La ausencia de patrulleros y personal policial",0.203,0.095,0.311,0.145,0.413,0.184,0.197,0.199,0.236
"P17","Otro",0.046,0.02,0.091,0.156,0.028,0.1,0.075,0.175,0.101
"P17","Ninguno",0.009,0,0.058,0.036,0.027,0.059,0.052,0.065,0.145
"P18","Muy buena",0.082,0.138,0.041,0.017,0.06,0.022,0,0.025,0.2
"P18","Buena",0.134,0.145,0.186,0.128,0.09,0.24,0.243,0.06,0.024
"P18","Ni buena ni mala",0.369,0.417,0.286,0.229,0.264,0.228,0.306,0.271,0.327
"P18","Mala",0.21,0.241,0.218,0.403,0.25,0.125,0.365,0.159,0.165
"P18","Muy mala",0.159,0.039,0.181,0.088,0.292,0.276,0.079,0.329,0.181
"P18","No sabe",0.046,0.02,0.088,0.135,0.044,0.109,0.007,0.156,0.103
"P19","Muy buena",0.037,0.143,0.068,0.018,0.064,0.243,0,0.052,0.16
"P19","Buena",0.137,0.135,0.187,0.068,0.043,0.063,0.175,0.1,0.076
"P19","Ni buena ni mala",0.384,0.318,0.236,0.236,0.328,0.267,0.216,0.221,0.327
"P19","Mala",0.182,0.359,0.286,0.46,0.268,0.204,0.336,0.095,0.153
"P19","Muy mala",0.17,0.005,0.132,0.055,0.28,0.223,0.143,0.327,0.2
"P19","No sabe",0.09,0.04,0.091,0.163,0.017,0,0.13,0.205,0.084
"P20","Al candidato del Frente de Todos",0.309,0.481,0.3,0.191,0.229,0.263,0.345,0.24,0.26
"P20","Al candidato de Juntos por el Cambio",0.237,0.055,0.295,0.386,0.08,0.047,0.237,0.179,0.162
"P20","Al candidato de la Izquierda",0.093,0.131,0.046,0.049,0.055,0.09,0.085,0.139,0.087
"P20","A otro candidato",0.224,0.241,0.135,0.229,0.37,0.286,0.263,0.169,0.21
"P20","No sabe",0.137,0.092,0.224,0.145,0.266,0.314,0.07,0.273,0.281
"P21","A Gustavo Menéndez",0.433,0.892,0.509,0.254,0.155,0.251,0.845,0.603,0.691
"P21","A Karina Menéndez",0.088,0.063,0.242,0,0.35,0.673,0,0.193,0.137
"P21","A Florencia Lizaraso",0.119,0,0.151,0,0.166,0.076,0,0.04,0.016
"P21","No sabe",0.36,0.045,0.098,0.746,0.329,0,0.155,0.164,0.156
"P22","Muy buena",0.192,0.585,0.184,0.076,0.225,0.161,0.136,0.014,0.148
"P22","Buena",0.202,0.158,0.151,0.195,0.145,0.295,0.096,0.305,0.159
"P22","Ni buena ni mala",0.178,0.134,0.201,0.107,0.249,0.137,0.371,0.168,0.161
"P22","Mala",0.134,0,0.135,0.274,0.103,0.17,0.169,0.063,0.07
"P22","Muy mala",0.285,0.123,0.327,0.341,0.265,0.237,0.228,0.45,0.318
"P22","No sabe",0.009,0,0.002,0.007,0.013,0,0,0,0.144
"P23","Muy buena",0.122,0.035,0.103,0.231,0.016,0.025,0.177,0.137,0.192
"P23","Buena",0.09,0.07,0.113,0.157,0.083,0.025,0.011,0.086,0.084
"P23","Ni buena ni mala",0.105,0.06,0.147,0.057,0.119,0.18,0.19,0.131,0.116
"P23","Mala",0.256,0.261,0.215,0.154,0.305,0.198,0.026,0.232,0.09
"P23","Muy mala",0.411,0.459,0.416,0.29,0.42,0.572,0.596,0.414,0.417
"P23","No sabe",0.016,0.115,0.006,0.111,0.057,0,0,0,0.101
"P24","Muy buena",0.319,0.747,0.323,0.223,0.293,0.389,0.361,0.483,0.306
"P24","Buena",0.163,0.107,0.11,0.009,0.064,0.125,0.016,0,0.025
"P24","Ni buena ni mala",0.07,0.031,0.087,0.144,0.174,0.07,0.183,0.051,0.088
"P24","Mala",0.076,0.033,0.116,0.23,0.084,0,0,0,0.092
"P24","Muy mala",0.362,0.082,0.305,0.394,0.372,0.416,0.44,0.466,0.41
"P24","No sabe",0.01,0,0.059,0,0.013,0,0,0,0.079
"P25","Muy buena",0.242,0.021,0.162,0.215,0.059,0,0.123,0.131,0.17
"P25","Buena",0.136,0.035,0.145,0.099,0.281,0.159,0.033,0.123,0.092
"P25","Ni buena ni mala",0.215,0.35,0.232,0.247,0.394,0.339,0.219,0.123,0.181
"P25","Mala",0.186,0.315,0.116,0.09,0.082,0.203,0.075,0.115,0.08
"P25","Muy mala",0.177,0.279,0.263,0.311,0.177,0.292,0.55,0.434,0.364
"P25","No sabe",0.044,0,0.082,0.038,0.007,0.007,0,0.074,0.113
"P26","Muy buena",0.157,0.077,0.068,0.02,0.07,0.11,0.173,0.015,0.161
"P26","Buena",0.144,0.271,0.218,0.167,0.128,0.232,0.27,0.147,0.106
"P26","Ni buena ni mala",0.234,0.474,0.235,0.241,0.391,0.265,0.082,0.175,0.173
"P26","Mala",0.182,0.157,0.196,0.144,0.132,0.018,0.166,0.22,0.146
"P26","Muy mala",0.245,0.021,0.257,0.428,0.192,0.375,0.242,0.406,0.311
"P26","No sabe",0.038,0,0.026,0,0.087,0,0.067,0.037,0.103
"P27","Muy buena",0.195,0.165,0.117,0.244,0.043,0,0.153,0.121,0.249
"P27","Buena",0.097,0.018,0.12,0.103,0.115,0.258,0.087,0.158,0.111
"P27","Ni buena ni mala",0.183,0.206,0.152,0.049,0.45,0.236,0.168,0.142,0.045
"P27","Mala",0.185,0.327,0.196,0.144,0.103,0.084,0.227,0.081,0.068
"P27","Muy mala",0.309,0.284,0.34,0.46,0.229,0.422,0.365,0.498,0.405
"P27","No sabe",0.031,0,0.075,0,0.06,0,0,0,0.122
"P28","Muy buena",0.191,0.219,0.135,0.074,0.117,0.132,0.169,0.081,0.181
"P28","Buena",0.114,0.011,0.181,0.101,0.178,0.168,0.156,0.092,0.122
"P28","Ni buena ni mala",0.19,0.262,0.217,0.285,0.151,0.042,0.05,0.106,0.201
"P28","Mala",0.183,0.116,0.056,0.086,0.052,0.106,0.067,0.156,0.063
"P28","Muy mala",0.271,0.269,0.321,0.295,0.405,0.384,0.558,0.523,0.327
"P28","No sabe",0.051,0.123,0.09,0.159,0.097,0.168,0,0.042,0.106
