"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P13","Mala",0.083,0.098,0.062,0.235,0.154,0.057,0.093,0.105,0.018
"P13","Muy mala",0.12,0.007,0.041,0.007,0.202,0.087,0.029,0.175,0.101
"P13","No sabe",0.223,0.41,0.306,0.226,0.268,0.508,0.489,0.474,0.488
"P15","La seguridad",0.596,0.547,0.447,0.421,0.361,0.426,0.374,0.508,0.513
"P15","El tránsito",0.104,0.027,0.06,0.123,0.003,0.037,0.033,0.011,0.005
"P15","El arreglo de las calles",0.122,0.052,0.246,0.121,0.252,0.143,0.08,0.049,0.123
"P15","El estado de las escuelas y la educación",0.007,0.104,0.041,0.214,0.005,0.009,0.017,0.125,0.031
"P15","El sistema de salud",0.059,0.225,0.165,0.014,0.143,0.108,0.122,0.069,0.056
"P15","El deporte y la cultura",0.091,0,0.001,0.022,0.077,0.158,0.006,0,0.014
"P15","La obra pública",0.004,0.011,0.011,0.008,0.033,0.037,0.224,0.033,0.027
"P15","La luminaria",0.017,0.023,0.011,0.002,0.009,0.032,0.036,0.17,0.02
"P15","No sabe",0,0.011,0.018,0.075,0.117,0.05,0.108,0.035,0.211
"P16","Agua corriente y cloacas",0.602,0.443,0.466,0.541,0.393,0.533,0.467,0.474,0.493
"P16","Energía eléctrica",0.061,0.095,0.144,0.101,0.056,0.12,0.049,0.073,0.131
"P16","Red de gas natural",0.057,0.128,0.098,0.074,0.145,0.101,0.12,0.143,0.088
"P16","Recolección de residuos",0.23,0.173,0.151,0.214,0.173,0.124,0.153,0.176,0.161
"P16","Ninguno",0.05,0.161,0.141,0.07,0.233,0.122,0.211,0.134,0.127
"P17","Los robos",0.562,0.585,0.56,0.596,0.341,0.532,0.612,0.609,0.512
"P17","El narcotráfico",0.189,0.119,0.115,0.215,0.123,0.073,0.128,0.102,0.123
"P17","La ausencia de patrulleros y personal policial",0.19,0.292,0.214,0.12,0.36,0.263,0.122,0.215,0.266
"P17","Otro",0.052,0.004,0.058,0.064,0.055,0.11,0.082,0.032,0.072
"P17","Ninguno",0.007,0,0.053,0.005,0.121,0.022,0.056,0.042,0.027
"P18","Muy buena",0.279,0.032,0.085,0.176,0.141,0.029,0.061,0.021,0.045
"P18","Buena",0.161,0.202,0.231,0.078,0.153,0.157,0.273,0.086,0.035
"P18","Ni buena ni mala",0.229,0.234,0.395,0.434,0.382,0.303,0.467,0.28,0.279
"P18","Mala",0.212,0.392,0.146,0.223,0.055,0.22,0.108,0.358,0.266
"P18","Muy mala",0.092,0.01,0.074,0.045,0.144,0.229,0.077,0.235,0.304
"P18","No sabe",0.027,0.13,0.069,0.044,0.125,0.062,0.014,0.02,0.071
"P19","Muy buena",0.152,0.09,0.092,0.065,0.115,0.055,0.073,0.026,0.026
"P19","Buena",0.162,0.047,0.256,0.059,0.183,0.125,0.219,0.112,0.034
"P19","Ni buena ni mala",0.298,0.255,0.341,0.298,0.293,0.391,0.387,0.409,0.292
"P19","Mala",0.253,0.338,0.146,0.496,0.109,0.255,0.17,0.212,0.214
"P19","Muy mala",0.103,0.038,0.059,0.076,0.145,0.139,0.091,0.22,0.326
"P19","No sabe",0.032,0.232,0.106,0.006,0.155,0.035,0.06,0.021,0.108
"P20","Al candidato del Frente de Todos",0.348,0.266,0.392,0.268,0.486,0.362,0.691,0.233,0.118
"P20","Al candidato de Juntos por el Cambio",0.232,0.386,0.212,0.105,0.094,0.162,0.069,0.24,0.282
"P20","Al candidato de la Izquierda",0.137,0.065,0.043,0.131,0.034,0.091,0.03,0.129,0.087
"P20","A otro candidato",0.199,0.266,0.198,0.281,0.083,0.236,0.163,0.173,0.273
"P20","No sabe",0.084,0.017,0.155,0.215,0.303,0.149,0.047,0.225,0.24
"P21","A Gustavo Menéndez",0.88,0.143,0.451,0.346,0.591,0.515,0.51,0.346,0.296
"P21","A Karina Menéndez",0.12,0.053,0.201,0.108,0.13,0.222,0.154,0,0.106
"P21","A Florencia Lizaraso",0,0.181,0.1,0.174,0.011,0.054,0.138,0.144,0.205
"P21","No sabe",0,0.623,0.248,0.372,0.268,0.209,0.198,0.51,0.393
"P22","Muy buena",0.477,0.06,0.266,0.279,0.307,0.152,0.156,0.127,0.113
"P22","Buena",0.221,0.168,0.275,0.145,0.241,0.134,0.274,0.321,0.103
"P22","Ni buena ni mala",0.103,0.531,0.238,0.148,0.118,0.183,0.205,0.079,0.151
"P22","Mala",0.082,0.022,0.063,0.276,0.029,0.206,0.115,0.137,0.145
"P22","Muy mala",0.117,0.219,0.158,0.094,0.223,0.301,0.25,0.336,0.465
"P22","No sabe",0,0,0,0.058,0.082,0.024,0,0,0.023
"P23","Muy buena",0.235,0.159,0.073,0.131,0.011,0.027,0.104,0.083,0.183
"P23","Buena",0.028,0.107,0.087,0.023,0.077,0.111,0.023,0.15,0.106
"P23","Ni buena ni mala",0.142,0.018,0.114,0.032,0.049,0.099,0.145,0.104,0.162
"P23","Mala",0.336,0.06,0.307,0.387,0.082,0.226,0.183,0.182,0.193
"P23","Muy mala",0.252,0.656,0.415,0.235,0.739,0.509,0.545,0.481,0.317
"P23","No sabe",0.007,0,0.004,0.192,0.042,0.028,0,0,0.039
"P24","Muy buena",0.563,0.293,0.402,0.271,0.698,0.324,0.456,0.294,0.196
"P24","Buena",0.161,0.247,0.178,0.051,0.037,0.135,0.153,0.136,0.052
"P24","Ni buena ni mala",0.056,0.036,0.07,0.209,0.079,0.102,0.107,0.029,0.098
"P24","Mala",0.065,0.011,0.091,0.272,0.006,0.082,0.062,0.118,0.068
"P24","Muy mala",0.155,0.413,0.243,0.147,0.165,0.339,0.222,0.423,0.547
"P24","No sabe",0,0,0.016,0.05,0.015,0.018,0,0,0.039
"P25","Muy buena",0.346,0.238,0.076,0.089,0.069,0.112,0.089,0.195,0.295
"P25","Buena",0.076,0.418,0.137,0.014,0.128,0.154,0.077,0.277,0.108
"P25","Ni buena ni mala",0.27,0.266,0.243,0.424,0.292,0.272,0.164,0.131,0.204
"P25","Mala",0.164,0.048,0.181,0.272,0.199,0.152,0.225,0.051,0.124
"P25","Muy mala",0.123,0.03,0.277,0.124,0.244,0.263,0.445,0.346,0.22
"P25","No sabe",0.021,0,0.086,0.077,0.068,0.047,0,0,0.049
"P26","Muy buena",0.414,0.101,0.11,0.129,0.116,0.057,0.248,0.138,0.09
"P26","Buena",0.198,0.07,0.256,0.123,0.26,0.203,0.196,0.072,0.096
"P26","Ni buena ni mala",0.163,0.579,0.3,0.169,0.262,0.28,0.222,0.223,0.186
"P26","Mala",0.103,0.035,0.124,0.393,0.026,0.18,0.152,0.203,0.198
"P26","Muy mala",0.092,0.215,0.159,0.13,0.18,0.258,0.182,0.348,0.382
"P26","No sabe",0.03,0,0.051,0.056,0.156,0.022,0,0.016,0.048
"P27","Muy buena",0.24,0.227,0.069,0.14,0.027,0.088,0.071,0.188,0.278
"P27","Buena",0.231,0.102,0.06,0.078,0.066,0.146,0.071,0.133,0.113
"P27","Ni buena ni mala",0.118,0.367,0.229,0.17,0.142,0.205,0.126,0.092,0.178
"P27","Mala",0.294,0.042,0.268,0.281,0.162,0.169,0.127,0.187,0.076
"P27","Muy mala",0.117,0.262,0.323,0.273,0.535,0.38,0.596,0.4,0.278
"P27","No sabe",0,0,0.051,0.058,0.068,0.012,0.009,0,0.077
"P28","Muy buena",0.226,0.053,0.116,0.156,0.077,0.15,0.138,0.157,0.236
"P28","Buena",0.016,0.264,0.114,0.187,0.055,0.114,0.073,0.067,0.166
"P28","Ni buena ni mala",0.258,0.168,0.221,0.186,0.281,0.166,0.066,0.237,0.161
"P28","Mala",0.316,0.081,0.17,0.235,0.033,0.13,0.062,0.109,0.084
"P28","Muy mala",0.166,0.295,0.291,0.118,0.527,0.362,0.652,0.402,0.264
"P28","No sabe",0.018,0.139,0.088,0.118,0.027,0.078,0.009,0.028,0.089
