"var","categoria","Peor","Igual","Mejor","No sabe"
"P19","Muy buena",0.019,0,0.034,0.059
"P19","Buena",0.142,0,0.213,0.143
"P19","Ni buena ni mala",0.275,0,0.359,0.435
"P19","Mala",0.326,0,0.182,0.339
"P19","Muy mala",0.214,0,0.212,0.024
"P19","No sabe",0.024,0,0,0
"P20","Muy buena",0.033,0,0.145,0
"P20","Buena",0.083,0,0.01,0.1
"P20","Ni buena ni mala",0.277,0,0.247,0.275
"P20","Mala",0.333,0,0.455,0.603
"P20","Muy mala",0.253,0,0.143,0.012
"P20","No sabe",0.021,0,0,0.01
"P21","Muy buena",0.004,0,0,0
"P21","Buena",0.118,0,0.282,0.119
"P21","Ni buena ni mala",0.357,0,0.275,0.344
"P21","Mala",0.341,0,0.284,0.449
"P21","Muy mala",0.169,0,0.159,0.025
"P21","No sabe",0.011,0,0,0.063
"P22","Muy de acuerdo",0.416,0,0.228,0.357
"P22","De acuerdo",0.151,0,0.236,0.225
"P22","Ni de acuerdo ni en desacuerdo",0.209,0,0.349,0.279
"P22","En desacuerdo",0.127,0,0.117,0.058
"P22","Muy en desacuerdo",0.069,0,0.05,0.018
"P22","No sabe",0.028,0,0.02,0.063
"P23","El estado nacional",0.138,0,0.107,0.07
"P23","El estado provincial",0.549,0,0.136,0.531
"P23","Ambos de forma coordinada",0.268,0,0.602,0.207
"P23","No sabe",0.045,0,0.155,0.192
"P24","Inseguridad y narcotráfico",0.419,0,0.111,0.256
"P24","Altos impuestos y tarifas",0.103,0,0.211,0.148
"P24","Educación y estado de las escuelas",0.116,0,0.416,0.127
"P24","Inflación",0.183,0,0.051,0.337
"P24","Estado de la salud",0.056,0,0.025,0
"P24","Corrupción",0.093,0,0.019,0.093
"P24","Pobreza",0.018,0,0.05,0.03
"P24","Medio ambiente, incendios y contaminación",0,0,0,0
"P24","Falta de trabajo",0.006,0,0.117,0
"P24","No sabe",0.006,0,0,0.009
"P28","Muy buena",0.006,0,0.05,0
"P28","Buena",0.039,0,0.034,0.04
"P28","Ni buena ni mala",0.329,0,0.54,0.431
"P28","Mala",0.328,0,0.331,0.394
"P28","Muy mala",0.256,0,0.045,0.042
"P28","No sabe",0.042,0,0,0.093
"P29","Peor",0.772,0,0.121,0.325
"P29","Igual",0.167,0,0.723,0.214
"P29","Mejor",0.043,0,0.138,0.035
"P29","No sabe",0.018,0,0.018,0.426
"P31","Javier Milei",0.314,0,0.712,0.434
"P31","Los gobernadores",0.627,0,0.234,0.454
"P31","No sabe",0.059,0,0.054,0.112
"P32","Muy buena",0.136,0,0.255,0.007
"P32","Buena",0.182,0,0.196,0.182
"P32","Ni buena ni mala",0.254,0,0.226,0.535
"P32","Mala",0.228,0,0.295,0.201
"P32","Muy mala",0.163,0,0.028,0.062
"P32","No sabe",0.037,0,0,0.013
"P33","Muy buena",0.08,0,0.099,0.042
"P33","Buena",0.084,0,0.212,0.173
"P33","Ni buena ni mala",0.212,0,0.043,0.281
"P33","Mala",0.291,0,0.364,0.238
"P33","Muy mala",0.332,0,0.282,0.203
"P33","No sabe",0.001,0,0,0.063
"P34","Muy buena",0.163,0,0.047,0.043
"P34","Buena",0.193,0,0.01,0.119
"P34","Ni buena ni mala",0.182,0,0.422,0.322
"P34","Mala",0.193,0,0.198,0.262
"P34","Muy mala",0.238,0,0.323,0.119
"P34","No sabe",0.031,0,0,0.135
"P35","Muy buena",0.014,0,0.118,0.106
"P35","Buena",0.117,0,0.24,0.04
"P35","Ni buena ni mala",0.29,0,0.479,0.478
"P35","Mala",0.261,0,0.035,0.105
"P35","Muy mala",0.264,0,0.117,0.021
"P35","No sabe",0.054,0,0.011,0.25
"P36","Muy buena",0.454,0,0.06,0.076
"P36","Buena",0.108,0,0.079,0.166
"P36","Ni buena ni mala",0.085,0,0.021,0.039
"P36","Mala",0.054,0,0.325,0.1
"P36","Muy mala",0.291,0,0.5,0.54
"P36","No sabe",0.008,0,0.015,0.079
"P37","Muy buena",0.061,0,0.387,0.038
"P37","Buena",0.107,0,0.194,0.064
"P37","Ni buena ni mala",0.075,0,0.063,0.149
"P37","Mala",0.235,0,0.155,0.276
"P37","Muy mala",0.517,0,0.201,0.412
"P37","No sabe",0.005,0,0,0.061
"P38","Muy buena",0.122,0,0.008,0.057
"P38","Buena",0.205,0,0.049,0.107
"P38","Ni buena ni mala",0.242,0,0.03,0.075
"P38","Mala",0.118,0,0.244,0.056
"P38","Muy mala",0.311,0,0.669,0.644
"P38","No sabe",0.002,0,0,0.061
"P39","Muy buena",0.432,0,0.06,0.15
"P39","Buena",0.124,0,0.01,0.093
"P39","Ni buena ni mala",0.118,0,0.038,0.056
"P39","Mala",0.025,0,0.348,0.065
"P39","Muy mala",0.299,0,0.544,0.521
"P39","No sabe",0.002,0,0,0.115
"P40","Muy buena",0.193,0,0.506,0.256
"P40","Buena",0.069,0,0.327,0.138
"P40","Ni buena ni mala",0.057,0,0.069,0.066
"P40","Mala",0.16,0,0,0.118
"P40","Muy mala",0.514,0,0.098,0.307
"P40","No sabe",0.007,0,0,0.115
"P41","Muy buena",0.169,0,0.465,0.209
"P41","Buena",0.089,0,0.244,0.205
"P41","Ni buena ni mala",0.033,0,0.102,0.066
"P41","Mala",0.167,0,0.091,0.086
"P41","Muy mala",0.54,0,0.098,0.349
"P41","No sabe",0.002,0,0,0.085
"P42","Muy buena",0.176,0,0.489,0.24
"P42","Buena",0.081,0,0.308,0.157
"P42","Ni buena ni mala",0.106,0,0.072,0.081
"P42","Mala",0.114,0,0.051,0.125
"P42","Muy mala",0.515,0,0.08,0.337
"P42","No sabe",0.008,0,0,0.06
"P43","Muy buena",0.032,0,0.14,0.143
"P43","Buena",0.141,0,0.244,0.137
"P43","Ni buena ni mala",0.36,0,0.439,0.379
"P43","Mala",0.204,0,0.121,0.042
"P43","Muy mala",0.247,0,0.046,0.192
"P43","No sabe",0.016,0,0.01,0.107
