"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P16","Ni buena ni mala",0.188,0.233,0.207,0.399
"P16","Mala",0.058,0.309,0.239,0.202
"P16","Muy mala",0.111,0.123,0.152,0.358
"P16","No sabe",0.324,0.173,0,0.009
"P17","Muy buena",0.227,0.053,0.01,0.022
"P17","Buena",0.015,0.176,0.196,0.089
"P17","Ni buena ni mala",0.144,0.269,0.588,0.37
"P17","Mala",0.016,0.058,0,0.071
"P17","Muy mala",0.172,0.05,0.091,0.091
"P17","No sabe",0.426,0.394,0.115,0.357
"P18","Muy buena",0.154,0.038,0.089,0.019
"P18","Buena",0.047,0.151,0.149,0.086
"P18","Ni buena ni mala",0.115,0.302,0.514,0.358
"P18","Mala",0.045,0.099,0.138,0.166
"P18","Muy mala",0.162,0.101,0.084,0.229
"P18","No sabe",0.477,0.309,0.026,0.142
"P19","Muy buena",0.373,0.307,0.372,0.281
"P19","Buena",0.136,0.391,0.19,0.464
"P19","Ni buena ni mala",0.105,0.074,0.292,0.123
"P19","Mala",0.05,0.038,0.056,0.015
"P19","Muy mala",0.12,0.069,0.038,0.117
"P19","No sabe",0.216,0.121,0.052,0
"P20","Que continúe el intendente Julio Zamora",0.368,0.234,0.171,0.255
"P20","Que continúe Julio Zamora pero con mejoras",0.326,0.575,0.513,0.434
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.118,0.087,0.158,0.179
"P20","Que cambie el intendente Julio Zamora",0.188,0.104,0.158,0.132
"P21","La seguridad",0.141,0.202,0.351,0.198
"P21","El tránsito",0.101,0.012,0.15,0.015
"P21","El arreglo de las calles",0.362,0.245,0.175,0.088
"P21","El estado de las escuelas y la educación",0.076,0.07,0.089,0.031
"P21","El sistema de salud",0.129,0.064,0.015,0.161
"P21","El deporte y la cultura",0.017,0.196,0.047,0.147
"P21","La obra pública",0.004,0.093,0,0.105
"P21","La luminaria",0.012,0.046,0.078,0.124
"P21","No sabe",0.158,0.072,0.095,0.131
"P22","La seguridad",0.259,0.073,0.225,0.11
"P22","El tránsito",0.087,0.194,0.185,0.193
"P22","El arreglo de las calles",0.269,0.107,0.022,0.089
"P22","El estado de las escuelas y la educación",0.035,0.185,0.046,0.1
"P22","El sistema de salud",0.119,0.183,0.182,0.254
"P22","El deporte y la cultura",0.011,0.126,0.03,0.005
"P22","La obra pública",0.004,0.025,0.16,0.02
"P22","La luminaria",0.004,0.026,0.056,0.012
"P22","No sabe",0.212,0.081,0.094,0.217
"P23","Agua corriente y cloacas",0.542,0.488,0.209,0.313
"P23","Energía eléctrica",0.087,0.076,0.16,0.231
"P23","Red de gas natural",0.045,0.046,0,0.102
"P23","Recolección de residuos",0.033,0.228,0.32,0.106
"P23","Ninguno",0.293,0.162,0.311,0.248
"P24","Los robos",0.453,0.236,0.285,0.291
"P24","El narcotráfico",0.146,0.331,0.479,0.302
"P24","La ausencia de patrulleros y personal policial",0.232,0.109,0.167,0.167
"P24","Otro",0.142,0.212,0.061,0.154
"P24","Ninguno",0.027,0.112,0.008,0.086
"P28","A Alberto Fernández",0.567,0.013,0.01,0
"P28","A Sergio Massa",0.034,0.602,0.014,0.013
"P28","A algún candidato del peronismo",0.124,0.048,0.854,0
"P28","A Cristina Fernández de Kirchner",0.275,0.337,0.122,0.987
"P31","Muy buena",0.42,0.133,0.093,0.112
"P31","Buena",0.104,0.437,0.08,0.203
"P31","Ni buena ni mala",0.145,0.185,0.629,0.356
"P31","Mala",0.213,0.208,0.054,0.187
"P31","Muy mala",0.013,0.032,0.144,0.142
"P31","No sabe",0.105,0.005,0,0
"P32","Muy buena",0.255,0.032,0.06,0
"P32","Buena",0.025,0.063,0.068,0
"P32","Ni buena ni mala",0.005,0.045,0.167,0.086
"P32","Mala",0.162,0.177,0.373,0.081
"P32","Muy mala",0.447,0.683,0.332,0.833
"P32","No sabe",0.106,0,0,0
"P33","Muy buena",0.642,0.478,0.377,0.738
"P33","Buena",0.032,0.09,0.082,0.049
"P33","Ni buena ni mala",0.116,0.091,0.245,0
"P33","Mala",0.03,0.128,0.209,0
"P33","Muy mala",0.18,0.213,0.087,0.213
"P33","No sabe",0,0,0,0
"P34","Muy buena",0.08,0.073,0.061,0.002
"P34","Buena",0.025,0.069,0.182,0.004
"P34","Ni buena ni mala",0.237,0.275,0.38,0.052
"P34","Mala",0.058,0.181,0.106,0.195
"P34","Muy mala",0.374,0.402,0.271,0.747
"P34","No sabe",0.226,0,0,0
"P35","Muy buena",0.221,0.365,0.023,0.081
"P35","Buena",0.196,0.525,0.568,0.278
"P35","Ni buena ni mala",0.32,0.012,0.209,0.259
"P35","Mala",0.022,0.031,0.03,0.14
"P35","Muy mala",0.241,0.067,0.17,0.238
"P35","No sabe",0,0,0,0.004
"P36","Muy buena",0.072,0.024,0.023,0
"P36","Buena",0.049,0.201,0.215,0
"P36","Ni buena ni mala",0.115,0.09,0,0.081
"P36","Mala",0.076,0.292,0.246,0.102
"P36","Muy mala",0.391,0.393,0.367,0.817
"P36","No sabe",0.297,0,0.149,0
"P37","Muy buena",0,0.014,0.006,0.078
"P37","Buena",0.023,0.038,0.284,0
"P37","Ni buena ni mala",0.168,0.114,0.023,0.132
"P37","Mala",0.026,0.164,0.108,0.018
"P37","Muy mala",0.479,0.549,0.431,0.767
"P37","No sabe",0.304,0.121,0.148,0.005
